ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,03/02/2017,1702.46 ,RESIDENTIAL LONG TERM,V001090659
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,17/02/2017,1702.46 ,RESIDENTIAL LONG TERM,V001095711
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,03/02/2017,1821.10 ,RESIDENTIAL LONG TERM,V001090706
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,17/02/2017,1821.10 ,RESIDENTIAL LONG TERM,V001095768
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,03/02/2017,1916.58 ,RESIDENTIAL LONG TERM,V001090927
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,17/02/2017,1916.58 ,RESIDENTIAL LONG TERM,V001095979
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,03/02/2017,2064.88 ,RESIDENTIAL LONG TERM,V001090707
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,17/02/2017,2064.88 ,RESIDENTIAL LONG TERM,V001095773
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,03/02/2017,3397.70 ,RESIDENTIAL LONG TERM,V001091328
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,17/02/2017,3397.70 ,RESIDENTIAL LONG TERM,V001096387
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,675.34 ,SHORT TERM CARE - RESIDENTIAL,V001096762
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001096763
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001096764
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,03/02/2017,522.84 ,RESIDENTIAL LONG TERM,V001091247
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,522.84 ,RESIDENTIAL LONG TERM,V001096279
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,555.40 ,RESIDENTIAL LONG TERM,V001096625
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,03/02/2017,513.66 ,RESIDENTIAL LONG TERM,V001091566
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,03/02/2017,566.04 ,RESIDENTIAL LONG TERM,V001091144
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,566.04 ,RESIDENTIAL LONG TERM,V001096192
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,03/02/2017,582.80 ,RESIDENTIAL LONG TERM,V001090645
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,582.80 ,RESIDENTIAL LONG TERM,V001095698
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090718
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090944
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091454
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091456
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001095782
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096003
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096527
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096531
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,653.74 ,RESIDENTIAL LONG TERM,V001096654
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,859.52 ,ASSESSMENT CARE,V001096011
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,859.52 ,ASSESSMENT CARE,V001096012
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001096777
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/02/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001096778
ROCHDALE BOROUGH COUNCIL,08/02/2017,FINANCE SERVICES,ARVATO LTD,08/02/2017,625.00 ,TRAINING-NON QUALIFICATION,V001089273
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,AS CARE SOLUTIONS LTD,03/02/2017,2900.00 ,RESIDENTIAL LONG TERM,V001090950
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,AS CARE SOLUTIONS LTD,03/02/2017,2900.00 ,RESIDENTIAL LONG TERM,V001091603
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,AS CARE SOLUTIONS LTD,17/02/2017,2900.00 ,RESIDENTIAL LONG TERM,V001096015
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,AS CARE SOLUTIONS LTD,17/02/2017,2900.00 ,RESIDENTIAL LONG TERM,V001096692
ROCHDALE BOROUGH COUNCIL,13/02/2017,LEARNING DIS & MENTAL HEALTH,AS CARE SOLUTIONS LTD,13/02/2017,3943.71 ,RESIDENTIAL LONG TERM,V001094845
ROCHDALE BOROUGH COUNCIL,13/02/2017,LEARNING DIS & MENTAL HEALTH,AS CARE SOLUTIONS LTD,13/02/2017,4601.00 ,RESIDENTIAL LONG TERM,V001094847
ROCHDALE BOROUGH COUNCIL,13/02/2017,LEARNING DIS & MENTAL HEALTH,AS CARE SOLUTIONS LTD,13/02/2017,4601.00 ,RESIDENTIAL LONG TERM,V001094848
ROCHDALE BOROUGH COUNCIL,17/02/2017,PUBLIC HEALTH,ASDA PHARMACY,17/02/2017,1636.75 ,PH LCS PAYMENTS,V001095535
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,03/02/2017,581.98 ,RESIDENTIAL LONG TERM,V001090959
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,17/02/2017,581.98 ,RESIDENTIAL LONG TERM,V001096026
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,03/02/2017,607.20 ,NURSING LONG TERM,V001091651
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,17/02/2017,607.20 ,NURSING LONG TERM,V001096732
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,17/02/2017,675.34 ,ASSESSMENT CARE,V001096551
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,03/02/2017,859.52 ,ASSESSMENT CARE,V001091653
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,03/02/2017,859.52 ,ASSESSMENT CARE,V001091654
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,17/02/2017,859.52 ,ASSESSMENT CARE,V001096552
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,17/02/2017,859.52 ,ASSESSMENT CARE,V001096553
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,03/02/2017,506.80 ,RESIDENTIAL LONG TERM,V001091338
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,17/02/2017,506.80 ,RESIDENTIAL LONG TERM,V001096397
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,03/02/2017,583.54 ,RESIDENTIAL LONG TERM,V001090813
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,17/02/2017,583.54 ,RESIDENTIAL LONG TERM,V001095868
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,03/02/2017,592.12 ,RESIDENTIAL LONG TERM,V001091070
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,17/02/2017,592.12 ,RESIDENTIAL LONG TERM,V001096127
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091664
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096754
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,17/02/2017,859.52 ,ASSESSMENT CARE,V001096246
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,17/02/2017,859.52 ,ASSESSMENT CARE,V001096247
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,ASHBOURNE NURSING HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090794
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,ASHBOURNE NURSING HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001095849
ROCHDALE BOROUGH COUNCIL,28/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,28/02/2017,580.50 ,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001098923
ROCHDALE BOROUGH COUNCIL,14/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,14/02/2017,605.16 ,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001092774
ROCHDALE BOROUGH COUNCIL,21/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,21/02/2017,611.50 ,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001095520
ROCHDALE BOROUGH COUNCIL,07/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,07/02/2017,620.58 ,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001090457
ROCHDALE BOROUGH COUNCIL,23/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,23/02/2017,628.76 ,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001098920
ROCHDALE BOROUGH COUNCIL,09/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,09/02/2017,641.50 ,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001090463
ROCHDALE BOROUGH COUNCIL,21/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,21/02/2017,738.44 ,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001095523
ROCHDALE BOROUGH COUNCIL,14/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,14/02/2017,745.74 ,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001092772
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,ASPIRATIONS CARE LTD,10/02/2017,3998.96 ,INDIVIDUAL SERVICE FUND,V001092930
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,ASPIRATIONS CARE LTD,10/02/2017,4398.48 ,INDIVIDUAL SERVICE FUND,V001092919
ROCHDALE BOROUGH COUNCIL,06/02/2017,CHILDREN’S SOCIAL CARE,ASPLEY HOUSE AND LITTLE ASPLEY HOUSE,06/02/2017,1650.00 ,YOUNG PEOPLES RENTS,V001086863
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,03/02/2017,2400.00 ,NURSING LONG TERM,V001081772
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,03/02/2017,2400.00 ,NURSING LONG TERM,V001091245
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,03/02/2017,2400.00 ,NURSING LONG TERM,V001091246
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,17/02/2017,2400.00 ,NURSING LONG TERM,V001096278
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,03/02/2017,-2800.00 ,RESIDENTIAL LONG TERM,V001082011
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,03/02/2017,-1400.00 ,RESIDENTIAL LONG TERM,V001082012
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,03/02/2017,-1400.00 ,RESIDENTIAL LONG TERM,V001082013
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,03/02/2017,-1400.00 ,RESIDENTIAL LONG TERM,V001082014
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,03/02/2017,-1300.00 ,RESIDENTIAL LONG TERM,V001082010
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,17/02/2017,888.39 ,RESIDENTIAL LONG TERM,V001096679
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,17/02/2017,2487.50 ,RESIDENTIAL LONG TERM,V001096680
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,17/02/2017,2487.50 ,RESIDENTIAL LONG TERM,V001096681
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,03/02/2017,4508.00 ,RESIDENTIAL LONG TERM,V001082015
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,03/02/2017,4508.00 ,RESIDENTIAL LONG TERM,V001091525
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,03/02/2017,4508.00 ,RESIDENTIAL LONG TERM,V001091526
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,17/02/2017,4508.00 ,RESIDENTIAL LONG TERM,V001096617
ROCHDALE BOROUGH COUNCIL,24/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,ASTRA ALARMS SYSTEMS LTD,24/02/2017,857.00 ,SECURITY,V001098955
ROCHDALE BOROUGH COUNCIL,21/02/2017,FINANCE SERVICES,ASTUTIS LTD,21/02/2017,1800.00 ,TRAINING,V001097617
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,03/02/2017,556.30 ,RESIDENTIAL LONG TERM,V001090945
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,17/02/2017,556.30 ,RESIDENTIAL LONG TERM,V001096004
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,03/02/2017,557.50 ,RESIDENTIAL LONG TERM,V001091299
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,17/02/2017,557.50 ,RESIDENTIAL LONG TERM,V001096348
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091327
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096386
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,03/02/2017,859.52 ,RESIDENTIAL LONG TERM,V001090861
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,17/02/2017,859.52 ,RESIDENTIAL LONG TERM,V001095922
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,03/02/2017,551.62 ,RESIDENTIAL LONG TERM,V001090714
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,17/02/2017,551.62 ,RESIDENTIAL LONG TERM,V001095778
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,03/02/2017,566.34 ,RESIDENTIAL LONG TERM,V001091152
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,17/02/2017,566.34 ,RESIDENTIAL LONG TERM,V001096204
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090762
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090816
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001090892
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091108
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091509
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001095812
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001095871
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001095950
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096151
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096590
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096741
ROCHDALE BOROUGH COUNCIL,13/02/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,13/02/2017,3438.08 ,ASSESSMENT CARE,V001094829
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,ATLANTIS MEDICARE LTD,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091596
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,ATLANTIS MEDICARE LTD,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096687
ROCHDALE BOROUGH COUNCIL,20/02/2017,EARLY HELP AND SCHOOLS,AURORA BEECH KEYS,20/02/2017,13011.33 ,OTHER LA`S - SEN PROVISION,V001098031
ROCHDALE BOROUGH COUNCIL,13/02/2017,EARLY HELP AND SCHOOLS,AURORA BEECH KEYS,13/02/2017,600.00 ,INDEPENDENT UNITS,V001094659
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,AUTISM INITIATIVES,03/02/2017,2978.06 ,RESIDENTIAL LONG TERM,V001090692
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,AUTISM INITIATIVES,17/02/2017,2978.06 ,RESIDENTIAL LONG TERM,V001095756
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,AUTISM PLUS LIMITED,03/02/2017,2075.48 ,RESIDENTIAL LONG TERM,V001090701
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,AUTISM PLUS LIMITED,03/02/2017,2075.48 ,RESIDENTIAL LONG TERM,V001090702
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,AUTISM PLUS LIMITED,03/02/2017,2075.48 ,RESIDENTIAL LONG TERM,V001090703
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,AUTISM PLUS LIMITED,17/02/2017,2075.48 ,RESIDENTIAL LONG TERM,V001095765
ROCHDALE BOROUGH COUNCIL,08/02/2017,PHYSICAL DIS & OLDER PEOPLE,AUTUMN UK LIMITED,08/02/2017,3424.71 ,MINOR BUILDING WORKS,V001092662
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,AVERILL HOUSE CARE HOME,03/02/2017,623.30 ,RESIDENTIAL LONG TERM,V001090721
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,AVERILL HOUSE CARE HOME,03/02/2017,623.30 ,RESIDENTIAL LONG TERM,V001090722
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,AVERILL HOUSE CARE HOME,17/02/2017,623.30 ,RESIDENTIAL LONG TERM,V001095785
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,03/02/2017,529.52 ,RESIDENTIAL LONG TERM,V001091005
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,03/02/2017,529.52 ,RESIDENTIAL LONG TERM,V001091006
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,03/02/2017,529.52 ,RESIDENTIAL LONG TERM,V001091007
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,03/02/2017,623.30 ,RESIDENTIAL LONG TERM,V001091278
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,03/02/2017,623.30 ,RESIDENTIAL LONG TERM,V001091279
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,03/02/2017,623.30 ,RESIDENTIAL LONG TERM,V001091280
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,AVERY HOMES MOSTON LIMITED,03/02/2017,802.48 ,RESIDENTIAL LONG TERM,V001090877
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,AVERY HOMES MOSTON LIMITED,03/02/2017,802.48 ,RESIDENTIAL LONG TERM,V001090878
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,AVERY HOMES MOSTON LIMITED,03/02/2017,802.48 ,RESIDENTIAL LONG TERM,V001090879
