Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Environmental Health Services,Supplies and Services,4004,EFM Materials,KILLGERM CHEMICALS LTD,A0001624, 22/10/2015,�174.00,ENV0265818,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4201,Protective Clothing,KILLGERM CHEMICALS LTD,A0001624, 22/10/2015,�39.90,ENV0265818,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4201,Protective Clothing,KILLGERM CHEMICALS LTD,A0001624, 22/10/2015,�59.85,ENV0265818,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4601,Seminars etc All Costs,KILLGERM CHEMICALS LTD,A0001624, 22/10/2015,-�40.00,ENV4004811,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LANLEE SUPPLIES LIMITED,A0001672, 15/10/2015,�499.92,PCO0265587,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 08/10/2015,�3.61,HED0265340,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 08/10/2015,�8.93,HED0265340,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 01/10/2015,�13.12,HED0265209,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 08/10/2015,�15.98,HED0265340,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 01/10/2015,�25.27,HED0265209,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 15/10/2015,�26.25,HED0265592,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 01/10/2015,�27.84,HED0265209,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 08/10/2015,�32.00,HED0265340,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 15/10/2015,�32.78,HED0265592,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 01/10/2015,�36.84,HED0265209,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 01/10/2015,�49.87,HED0265209,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 01/10/2015,�49.87,HED0265209,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4003,EFM : Other Equipment,LANLEE SUPPLIES LIMITED,A0001672, 08/10/2015,�32.58,REG0265153,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,LANLEE SUPPLIES LIMITED,A0001672, 08/10/2015,�1.80,REG0265411,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,LANLEE SUPPLIES LIMITED,A0001672, 08/10/2015,�13.64,REG0265409,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,LANLEE SUPPLIES LIMITED,A0001672, 08/10/2015,�17.43,REG0265410,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,LANLEE SUPPLIES LIMITED,A0001672, 15/10/2015,�77.34,REG0265554,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LBS WORLDWIDE LIMITED,A0001673, 29/10/2015,�18.24,PCO0265883,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 22/10/2015,�165.75,PCO0265725,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 22/10/2015,�0.19,PCO0265725,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 22/10/2015,�0.40,PCO0265725,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 22/10/2015,�0.54,PCO0265725,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 22/10/2015,�0.72,PCO0265725,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 22/10/2015,�1.00,PCO0265725,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 22/10/2015,�3.74,PCO0265725,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 22/10/2015,�6.51,PCO0265725,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 22/10/2015,�28.50,PCO0265725,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 22/10/2015,�16.00,PCO0265725,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 22/10/2015,�33.78,PCO0265725,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 22/10/2015,�105.32,PCO0265725,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 22/10/2015,�7.45,PCO0265725,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 22/10/2015,�12.03,PCO0265725,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LANCASHIRE COUNTY COUNCIL,A0001690, 22/10/2015,�280.75,HED0265826,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANCASHIRE COUNTY COUNCIL,A0001690, 22/10/2015,�200.00,HED0265825,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4404,Search Fees,LANCASHIRE COUNTY COUNCIL,A0001690, 01/10/2015,�744.00,DAL0265154,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4404,Search Fees,LANCASHIRE COUNTY COUNCIL,A0001690, 29/10/2015,�909.00,DAL0265846,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 15/10/2015,"�2,542.00",HMR0265657,No,N/A,N,423.67
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 15/10/2015,"�2,687.00",HMR0265658,No,N/A,N,447.83
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 15/10/2015,"�2,830.00",HMR0265659,No,N/A,N,471.67
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 08/10/2015,"�3,286.00",HMR0265421,No,N/A,N,547.67
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,R & K LATHAM & SON,A0001718, 29/10/2015,�225.00,PCO0265871,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,R & K LATHAM & SON,A0001718, 29/10/2015,�555.00,PCO0265871,No,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4601,Seminars etc All Costs,LANPAC LIMITED,A0001761, 22/10/2015,�83.33,MAN0265710,No,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,LANPAC LIMITED,A0001761, 22/10/2015,�400.00,COR0265704,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,MONK OF COLNE LTD,A0001828, 15/10/2015,"�13,672.39",HED0265617,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,JOHN MACADAM & SON (GARAGES) LTD,A0001846, 08/10/2015,�45.00,OPS0265402,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,JOHN MACADAM & SON (GARAGES) LTD,A0001846, 08/10/2015,�45.00,OPS0265406,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,JOHN MACADAM & SON (GARAGES) LTD,A0001846, 08/10/2015,�45.00,OPS0265407,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,JOHN MACADAM & SON (GARAGES) LTD,A0001846, 08/10/2015,�45.00,OPS0265408,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986, 15/10/2015,"�6,275.34",EST0265629,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986, 01/10/2015,�566.01,EST0265270,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986, 29/10/2015,�411.46,EST0265945,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986, 01/10/2015,�73.76,EST0265280,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986, 01/10/2015,�198.03,EST0265263,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986, 15/10/2015,�197.78,EST0265631,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986, 29/10/2015,�40.23,EST0265946,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986, 29/10/2015,�306.12,EST0265944,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986, 01/10/2015,�51.67,EST0265271,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986, 15/10/2015,�403.10,EST0265633,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986, 01/10/2015,�696.00,EST0265281,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986, 08/10/2015,�116.33,PCO0265473,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986, 29/10/2015,�178.81,EST0265963,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986, 01/10/2015,�265.69,EST0265261,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,OPTION HYGIENE LIMITED,A0002063, 15/10/2015,�220.50,PCO0265514,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,OPTION HYGIENE LIMITED,A0002063, 22/10/2015,�94.80,OPS0265763,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,OPTION HYGIENE LIMITED,A0002063, 15/10/2015,�1.68,PCO0265603,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,OPTION HYGIENE LIMITED,A0002063, 15/10/2015,�4.60,PCO0265603,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,OPTION HYGIENE LIMITED,A0002063, 15/10/2015,�15.40,PCO0265603,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,OPTION HYGIENE LIMITED,A0002063, 08/10/2015,�105.96,PCO0265381,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,2601,Premises Cleaning,OPTION HYGIENE LIMITED,A0002063, 08/10/2015,�30.41,HMR0265493,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,2601,Premises Cleaning,OPTION HYGIENE LIMITED,A0002063, 08/10/2015,�38.08,HMR0265492,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,2601,Premises Cleaning,OPTION HYGIENE LIMITED,A0002063, 08/10/2015,�46.82,HMR0265494,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,2601,Premises Cleaning,OPTION HYGIENE LIMITED,A0002063, 08/10/2015,�147.00,HMR0265495,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2605,Cleaning Materials,OPTION HYGIENE LIMITED,A0002063, 22/10/2015,�9.12,PCO0265783,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2605,Cleaning Materials,OPTION HYGIENE LIMITED,A0002063, 22/10/2015,�9.64,PCO0265783,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4004,EFM Materials,OPTION HYGIENE LIMITED,A0002063, 01/10/2015,�162.66,OPS0265182,No,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,OPTION HYGIENE LIMITED,A0002063, 01/10/2015,�10.20,OPS0265181,No,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,OPTION HYGIENE LIMITED,A0002063, 01/10/2015,�29.50,OPS0265181,No,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,OPTION HYGIENE LIMITED,A0002063, 08/10/2015,�69.79,OPS0265392,No,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,OPTION HYGIENE LIMITED,A0002063, 01/10/2015,"�1,763.00",OPS0265183,No,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,OPTION HYGIENE LIMITED,A0002063, 08/10/2015,"�1,989.40",OPS0265394,No,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4003,EFM : Other Equipment,PENDLE SIGNS & PLASTICS LTD,A0002112, 15/10/2015,�20.00,EST0265624,No,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4003,EFM : Other Equipment,PENDLE SIGNS & PLASTICS LTD,A0002112, 15/10/2015,�20.00,EST0265624,No,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4003,EFM : Other Equipment,PENDLE SIGNS & PLASTICS LTD,A0002112, 15/10/2015,�35.00,EST0265624,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,PRINTOFF GRAPHIC ARTS LTD,A0002115, 29/10/2015,�157.00,REG0265948,No,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4406,Performing Rights Fees,PHONOGRAPHIC PERFORMANCE LTD,A0002133, 08/10/2015,�353.47,EST0265439,No,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4406,Performing Rights Fees,PHONOGRAPHIC PERFORMANCE LTD,A0002133, 08/10/2015,�219.07,EST0265439,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1001,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 29/10/2015,�331.50,PCO0265887,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1001,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 01/10/2015,�361.12,PCO0265241,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1001,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 08/10/2015,�361.12,PCO0265469,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1001,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 15/10/2015,�361.12,PCO0265632,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1001,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 22/10/2015,�361.12,PCO0265740,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1001,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 29/10/2015,�361.12,PCO0265890,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1001,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 22/10/2015,�381.23,PCO0265787,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1001,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 15/10/2015,�900.58,PCO0265625,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1001,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 08/10/2015,"�1,187.88",PCO0265386,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1001,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 08/10/2015,"�1,237.60",PCO0265380,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1020,Emp : Salaries & Wages,PENDLE PERSONNEL LTD,A0002198, 15/10/2015,�412.81,PCO0265628,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1020,Emp : Salaries & Wages,PENDLE PERSONNEL LTD,A0002198, 29/10/2015,�443.67,PCO0265889,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1020,Emp : Salaries & Wages,PENDLE PERSONNEL LTD,A0002198, 01/10/2015,�562.29,PCO0265239,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1020,Emp : Salaries & Wages,PENDLE PERSONNEL LTD,A0002198, 08/10/2015,�564.67,PCO0265384,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,1020,Emp : Salaries & Wages,PENDLE PERSONNEL LTD,A0002198, 22/10/2015,�737.84,PCO0265741,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 29/10/2015,�0.90,DAL0265969,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 29/10/2015,�10.28,DAL0265985,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 29/10/2015,�396.52,DAL0265985,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 29/10/2015,�534.37,DAL0265969,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 29/10/2015,�769.65,DAL0265967,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 01/10/2015,�824.10,DAL0265310,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4501,Postages,ROYAL MAIL GROUP LIMITED,A0002281, 29/10/2015,�5.46,DAL0265985,No,N/A,N,N/A
