Publisher Label,Publisher URI,"Contract Reference","Title of the Agreement","Directorate or service responsible","Description of goods and services","Procurement classification: CPV code","Procurement classification: CPV label","Procurement classification: Proclass code","Procurement classification: Proclass label","Start date","End date","Review date","Contract value","Irrecoverable VAT","Supplier name","Supplier registered company number","Supplier registered company number Uri","Supplier registered charity number","Supplier registered charity number Uri","SME supplier","VCSE supplier","Tender type"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9C9KG3","Engineering Insurance","Corporate Resources","Engineering Insurance","66510000","Insurance services","201800","Financial Services",01/05/2011 00:00:00,01/04/2016 00:00:00,01/11/2015 00:00:00,1370000,0,"RMP,
SME Status not set,
VCS Status not set,","",,"",,"","","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9C9KKD","Casualty Insurance","Corporate Resources","Casualty Insurance","66510000","Insurance services","201800","Financial Services",01/06/2011 00:00:00,01/05/2016 00:00:00,01/12/2015 00:00:00,30359,0,"Travelers Insurance Co. Ltd,","",,"",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJSG","Parkmap Module","ICT","Parkmap Module","72260000","Software-related services","279999","Information Communication Technology",02/06/2011 00:00:00,01/06/2014 00:00:00,01/06/2012 00:00:00,20749,0,"Buchanan Computing,
SME Status not set,
VCS Status not set,","",,"",,"","","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJSH","Trace - Fleet System","ICT","Trace - Fleet System","72260000","Software-related services","279999","Information Communication Technology",24/06/2011 00:00:00,23/06/2014 00:00:00,23/06/2012 00:00:00,147077,0,"Vehicle Systems Managment Ltd,
SME Status not set,
VCS Status not set,","",,"",,"","","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJSE","Confirm Streetcare Asset Management","ICT","Confirm Streetcare Asset Management","72260000","Software-related services","279999","Information Communication Technology",27/06/2011 00:00:00,26/06/2014 00:00:00,26/06/2012 00:00:00,9313,0,"Pitney Bowes Limited,","182037","https://beta.companieshouse.gov.uk/company/182037","",,"","","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJSM","Casper - Client Finance System","ICT","Casper - Client Finance System","72260000","Software-related services","279999","Information Communication Technology",27/06/2011 00:00:00,26/06/2014 00:00:00,26/06/2012 00:00:00,3705,0,"Trojan Consultants Ltd","",,"",,"No","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJSB","Court Bundling Software","ICT","Court Bundling Software","72260000","Software-related services","279999","Information Communication Technology",30/06/2011 00:00:00,30/06/2014 00:00:00,29/06/2012 00:00:00,135310,0,"Zylpha,
SME Status not set,
VCS Status not set,","",,"",,"","","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJQ5","Toolkit Compliance System- Tool Kit CDM","ICT","Toolkit Compliance System- Tool Kit CDM","48100000","Industry specific software package","271600","Information Communication Technology",01/07/2011 00:00:00,01/07/2014 00:00:00,30/06/2012 00:00:00,1033799,0,"Northgate Information Solutions","968498","https://beta.companieshouse.gov.uk/company/968498","",,"","","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9KQJN9","CBT Support","SCM","CBT Support","98000000","Other community, social and personal services","329999","Social Community Care Supplies & Services�",01/08/2011 00:00:00,30/04/2014 00:00:00,03/03/2015 00:00:00,134629.32,0,"IAPT","",,"",,"","","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJS8","Contract relating to the provision of Software Application Solutions","Corporate Resources","Contract relating to the provision of Software Application Solutions","72260000","Software-related services","279999","Information Communication Technology",18/08/2011 00:00:00,17/08/2016 00:00:00,17/08/2012 00:00:00,16158,0,"BAE Systems Applied","",,"",,"","","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJSN","Integration Software","ICT","Integration Software","72260000","Software-related services","279999","Information Communication Technology",13/09/2011 00:00:00,12/09/2014 00:00:00,20/08/2014 00:00:00,52747,0,"NDL Metascybe Ltd","",,"",,"","","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJSQ","Streetwise including Autoconfig add- on","ICT","Streetwise including Autoconfig add- on","72260000","Software-related services","279999","Information Communication Technology",19/09/2011 00:00:00,18/09/2014 00:00:00,20/08/2014 00:00:00,21970,0,"Infoshare Limited","",,"",,"","","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJSL","Grant Finer -Grant Searching System","ICT","Grant Finer -Grant Searching System","72260000","Software-related services","279999","Information Communication Technology",26/09/2011 00:00:00,25/09/2014 00:00:00,25/09/2012 00:00:00,8374,0,"Idox Information Solutions Ltd","",,"",,"","","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJSP","STM Environmental","ICT","STM Environmental","72260000","Software-related services","279999","Information Communication Technology",26/09/2011 00:00:00,25/09/2014 00:00:00,25/09/2012 00:00:00,3310947,0,"STM Environmental Ltd","",,"",,"","","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJMS","ICES Integrated Community Equipment","Corporate Resources","ICES Integrated Community Equipment","85320000","Social services","329999","Social Community Care Supplies & Services�",01/10/2011 00:00:00,31/03/2014 00:00:00,30/09/2012 00:00:00,392000,0,"Medequip Assistive Technology Ltd","4198824","https://beta.companieshouse.gov.uk/company/4198824","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJP2","Agreement - Persuant to s.92 Police Act 1996","Rede","Agreement - Persuant to s.92 Police Act 1996","75241100","Police services","C10.1N ES","",18/10/2011 00:00:00,18/10/2014 00:00:00,17/10/2012 00:00:00,33511,0,"Metropolitan Black Police","",,"",,"No","Yes","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJSJ","GeognoSIS, map modeler and map editor","ICT","GeognoSIS, map modeler and map editor","72260000","Software-related services","279999","Information Communication Technology",04/11/2011 00:00:00,03/11/2014 00:00:00,03/11/2012 00:00:00,41431,0,"Computer Aided Development","1955756","https://beta.companieshouse.gov.uk/company/1955756","",,"","","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJQ3","Customer Services Software","ICT","Customer Services Software","48100000","Industry specific software package","271600","Information Communication Technology",20/12/2011 00:00:00,19/12/2014 00:00:00,19/12/2012 00:00:00,1500000,0,"Hounslow Highways Servives","",,"",,"","","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9C9EUB","Barrister Services","Legal","Barrister Services","79100000","Legal services","289999","Legal Services",01/01/2012 00:00:00,31/12/2015 00:00:00,01/06/2015 00:00:00,300000,0,"Multiple,
SME Status not set,
VCS Status not set,","",,"",,"","","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9RLFJ3","Commissioning of Voluntary Sector services:Black Asian Minority Ethnic (BAME Advice - Lot 2","community services","Commissioning of Voluntary Sector services:Black Asian Minority Ethnic (BAME Advice - Lot 2","98110000","Services furnished by business, professional and specialist organisations","199999","Facilities & Management Services",01/01/2012 00:00:00,31/03/2015 00:00:00,01/01/2015 00:00:00,280000,0,"Hounslow Citizens Advice Bureaux Service","3727129","https://beta.companieshouse.gov.uk/company/3727129","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJRC","Commissioning of Voluntary Sector Services: To Victims of Hate Crimes - Lot 1","Childrens & Adults","Commissioning of Voluntary Sector Services: To Victims of Hate Crimes - Lot 1","85323000","Community health services","329999","Social Community Care Supplies & Services�",01/01/2012 00:00:00,31/03/2015 00:00:00,31/12/2012 00:00:00,356207,0,"Ealing Community & Voluntary Service","2223863","https://beta.companieshouse.gov.uk/company/2223863","",,"No","Yes","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJRF","Delivery and Funding of LBH ESF Match Funded Employment Project","Economic Devlopment","Delivery and Funding of LBH ESF Match Funded Employment Project","80521000","Training programme services","261500","Human Resources",01/01/2012 00:00:00,30/06/2014 00:00:00,31/12/2012 00:00:00,26891,0,"Greater London Enterprise LTD","1653116","https://beta.companieshouse.gov.uk/company/1653116","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJQ6","Anite Debtors annual support","ICT","Anite Debtors annual support","48100000","Industry specific software package","271600","Information Communication Technology",19/01/2012 00:00:00,18/01/2015 00:00:00,18/01/2013 00:00:00,33990,0,"Steria Limited","",,"",,"","","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJPW","OHMS (support)- Oracle Support from OHMS","ICT","OHMS (support)- Oracle Support from OHMS","48100000","Industry specific software package","271600","Information Communication Technology",13/02/2012 00:00:00,12/02/2015 00:00:00,12/02/2013 00:00:00,154500,0,"Hounslow Homes","4375061","https://beta.companieshouse.gov.uk/company/4375061","",,"No","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJQ4","Icon Annual Subscription Fee 8.6.11 - 7.6.12 & Cash receipting 1.4.11 - 31.3.12","ICT","Icon Annual Subscription Fee 8.6.11 - 7.6.12 & Cash receipting 1.4.11 - 31.3.12","48100000","Industry specific software package","271600","Information Communication Technology",17/02/2012 00:00:00,16/02/2015 00:00:00,16/02/2013 00:00:00,139050,0,"TRAPEZE GROUP","416079","https://beta.companieshouse.gov.uk/company/416079","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJQ2","Agresso Support","ICT","Agresso Support","48100000","Industry specific software package","271600","Information Communication Technology",18/02/2012 00:00:00,17/02/2015 00:00:00,17/02/2013 00:00:00,23700,0,"Carillion Property Services","594581","https://beta.companieshouse.gov.uk/company/594581","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJSF","Supply of DVLA enquires","ICT","Supply of DVLA enquires","72260000","Software-related services","279999","Information Communication Technology",01/03/2012 00:00:00,01/03/2015 00:00:00,01/03/2013 00:00:00,117958,0,"IPL Information Processing Ltd","1418818","https://beta.companieshouse.gov.uk/company/1418818","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJPV","OHMS - housing & Hounslow Homes System Support","ICT","OHMS - housing & Hounslow Homes System Support","48100000","Industry specific software package","271600","Information Communication Technology",06/03/2012 00:00:00,05/03/2015 00:00:00,06/03/2013 00:00:00,8657,0,"Frances Taylor Foundation","",,"",,"No","Yes","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJPZ","Fraud FDMS","ICT","Fraud FDMS","48100000","Industry specific software package","271600","Information Communication Technology",18/03/2012 00:00:00,17/03/2015 00:00:00,18/03/2013 00:00:00,250000000,0,"W4 3UN,
SME Status not set,
VCS Status not set,","",,"",,"","","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJPN","Agreement for the delivery of housing management and Maintenance and other Services","Rede","Agreement for the delivery of housing management and Maintenance and other Services","70333000","Housing services","191700","Facilities & Management Services",20/03/2012 00:00:00,31/03/2017 00:00:00,20/03/2016 00:00:00,8958,0,"Hounslow Homes","4375061","https://beta.companieshouse.gov.uk/company/4375061","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9MXCAH","Agreement Relating To Legible London -Hounslow Town Centre- LBH","REDE","Agreement Relating To Legible London -Hounslow Town Centre- LBH","98390000","Other services","329999","Social Community Care Supplies & Services�",22/03/2012 00:00:00,27/02/2015 00:00:00,01/11/2014 00:00:00,112302.54,0,"Transport Trading Limited","",,"",,"","","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJPE","The Supply of Automatic Meter Reading Products And Services","Rede","The Supply of Automatic Meter Reading Products And Services","65500000","Meter reading service","379999","Utilities",30/03/2012 00:00:00,29/03/2017 00:00:00,30/03/2016 00:00:00,79000,0,"Siemens Metering Communications & Services","",,"",,"No","No","ITT"
