Account Holder1,Liable From,Rateable Value,% Mandatory relief,% Discretionary relief, % small business rate relief,Empty property,Empty From,Address,Addr2,Addr3,Addr4,Postcode,Exemption reason,Description Code,Property Description,Property reference
APIA REGIONAL OFFICE FUND (GENERAL PARTNERS) LTD,21/11/2008,9100,0,0,0,Y,01/09/2013,"P E INBUCON LTD 4TH FLOOR,",YORKSHIRE HOUSE,EAST PARADE,LEEDS,LS1 2AA,,CO,OFFICES AND PREMISES,2050490307751
APIA REGIONAL OFFICE FUND (GENERAL PARTNERS) LTD,09/01/2012,35250,0,0,0,,,7TH FLOOR,YORKSHIRE HOUSE,EAST PARADE,LEEDS,LS1 2AA,,CO,OFFICES AND PREMISES,2050490354543
APIA REGIONAL OFFICE FUND (GENERAL PARTNERS) LTD,24/07/2008,12000,0,0,0,Y,24/07/2008,PART 4TH FLOOR,YORKSHIRE HOUSE,EAST PARADE,LEEDS,LS1 2AA,,CO,OFFICES AND PREMISES,2050490354544
APIA REGIONAL OFFICE FUND (GENERAL PARTNERS) LTD,14/01/2013,8900,0,0,0,,,HARVEY BURNS & CO PT 4TH FLOOR,YORKSHIRE HOUSE,GREEK STREET,LEEDS,LS1 5SH,,CO,OFFICES AND PREMISES,2050651307687
APIA REGIONAL OFFICE FUND (GENERAL PARTNERS) LTD,01/07/2012,3000,0,0,0,Y,01/07/2012,CAR SPACES 12 & 13,YORKSHIRE HOUSE,GREEK STREET,LEEDS,LS1 5SH,,CP1,CAR PARKING SPACE AND PREMISES,2050651333882
APIA REGIONAL OFFICE FUND (GENERAL PARTNERS) LTD,01/07/2012,4000,0,0,0,Y,01/07/2012,"CAR SPACES 8, 8A & 9",YORKSHIRE HOUSE,GREEK STREET,LEEDS,LS1 5SH,,CP1,CAR PARKING SPACE AND PREMISES,2050651343026
APIA REGIONAL OFFICE FUND (GENERAL PARTNERS) LTD,23/04/2013,2000,0,0,0,Y,23/04/2013,CAR SPACE NO 39,YORKSHIRE HOUSE,GREEK STREET,LEEDS,LS1 5SH,,CP1,CAR PARKING SPACE AND PREMISES,2050651354727
APIA REGIONAL OFFICE FUND (GENERAL PARTNERS) LTD,30/11/2009,3000,0,0,0,Y,30/11/2009,CAR SPACES 16 & 17,YORKSHIRE HOUSE,GREEK STREET,LEEDS,LS1 5SH,,CP1,CAR PARKING SPACE AND PREMISES,2050651492361
APIA REGIONAL OFFICE FUND (GENERAL PARTNERS) LTD,01/07/2012,6000,0,0,0,Y,01/07/2012,CAR SPACES 7 7A 10 & 11,YORKSHIRE HOUSE,GREEK STREET,LEEDS,LS1 5SX,,CP1,Car Parking Space and Premises,2050651611998
COURTAULDS COATINGS (HOLDINGS) LTD,01/04/2000,31750,0,0,0,,,UNIT A,MILLSHAW PARK WAY,LEEDS,,LS11 0LS,Industrial Property,CW,Warehouse and Premises,2023573304745
TRANSPORT PLANNING (INTERNATIONAL) LTD,14/06/2007,20000,0,0,0,,,3RD FLOOR,GRAPHICAL HOUSE,2 WHARF STREET,LEEDS,LS2 7EQ,,CO,OFFICES AND PREMISES,2053354473100
KARATE FOR INNER CITY KIDS (KICK) LTD,01/01/2013,4850,0,50,100,,,UNITS 1 & 2,CHAPELTOWN BUSINESS CENTRE,CHAPELTOWN ROAD,LEEDS,LS7 3DX,,LX,GYMNASIUM & PREMISES,2040306434148
GREGORY PROPERTY DEVELOPMENTS (KILLINGBECK) LTD,01/06/2011,29750,0,0,0,Y,01/04/2014,FIRST FLOOR,UNIT 6 KILLINGBECK COURT,KILLINGBECK OFFICE VILLAGE,LEEDS,LS14 6FD,,CO,Offices and Premises,2035117503405
NORTHSIDE TRUCK & VAN LTD (LEEDS BRANCH),05/07/2002,130000,0,0,0,,,7 ELLAND WAY,LEEDS,,,LS11 0EY,Industrial Property,IF3,WORKSHOP AND PREMISES,2053771309545
THE MARKET PLACE (LEEDS PARISH CHURCH),07/05/2013,32500,80,0,0,,,8/18 NEW MARKET STREET,LEEDS,,,LS1 6DG,,CO,Offices and Premises,2053570630961
NORTH LANE PROPERTIES (LEEDS) LTD,30/04/2013,19000,0,0,0,,,AUTO SAFETY CENTRES LTD,BURLEY ROAD,BURLEY,LEEDS,LS3 1JP,Industrial Property,CG2,GARAGE AND PREMISES,2010244311276
DISCOUNT HEATING SUPPLIES (LEEDS) LTD,19/07/2010,9600,0,0,40,,,195-197 MEANWOOD ROAD,LEEDS,,,LS7 1NB,Industrial Property,CW3,Store and Premises,2011025500600
FACE TO FACE FINANCIAL SOLUTIONS (LEEDS) LTD,25/05/2009,2050,0,0,100,,,UNIT 10,PRESTIGE COURT,BEZA ROAD,LEEDS,LS10 2BD,,CO,OFFICES AND PREMISES,2073692632365
HEATING & PIPEWORK INSTALLATIONS (LEEDS) LTD,11/11/2008,31750,0,0,0,,,UNIT 2,GLOUCESTER COURT,ARMLEY,LEEDS,LS12 2ER,Industrial Property,CW,WAREHOUSE AND PREMISES,2104503333950
WHITKIRK BUILDING SERVICES (LEEDS) LTD,01/04/2010,4300,0,0,100,,,1 CROSS STREET,HALTON,LEEDS,,LS15 7RD,Industrial Property,IF3,WORKSHOP AND PREMISES,2110443328184
CROSSHALL DEVELOPMENTS (LEEDS) LTD,02/07/2012,6000,0,0,100,,,UNIT 4E,BARRAS GARTH ROAD,LEEDS,,LS12 4JW,Industrial Property,IF3,Workshop and Premises,2210094658424
HEATING & PIPEWORK INSTALLATIONS (LEEDS) LTD,01/04/2000,11000,0,0,0,Y,05/01/2009,SWALLOW HILL MILLS,353 TONG ROAD,ARMLEY,LEEDS,LS12 4QG,,CO,OFFICES AND PREMISES,2211646310945
STEPHEN  WARD PHOTOGRAPHY (LEEDS) LTD,01/04/2000,14500,0,0,0,,,19/19A MARSH STREET,ROTHWELL,LEEDS,,LS26 0AE,,CS,SHOP AND PREMISES,2282895344014
CROSSHALL DEVELOPMENTS (LEEDS) LTD,31/01/2014,18000,0,0,0,Y,31/01/2014,UNIT 2 UNION WORKS,BRIDGE STREET,MORLEY,LEEDS,LS27 0ER,Industrial Property,IF3,Workshop and Premises,2292760609644
CONTRACT METALWORKERS (LEEDS) LTD,01/06/2010,3750,0,0,100,,,UNIT 25B CAPE INDUSTRIAL ESTATE,COAL HILL LANE,FARSLEY,LEEDS,LS28 5NA,Industrial Property,CW3,STORE AND PREMISES,2320358354057
CONTAMINATION CONTROL SERV (LEEDS) LTD,26/11/2012,14000,0,0,0,,,UNIT 3,OWLCOTES BUSINESS CENTRE,"VARLEY STREET, STANNINGLEY",PUDSEY,LS28 6AN,Industrial Property,IF3,WORKSHOP AND PREMISES,2321983306871
THE PHOENIX PARTNERSHIP (LEEDS) LTD,20/08/2009,66000,0,0,0,,,GND FLOOR MILL HOUSE,TROY ROAD,HORSFORTH,LEEDS,LS18 5TN,,CO,OFFICES AND PREMISES,2332255367088
NOBIA HOLDINGS UK LTD (MAGNET & GOWER FURNITURE),09/05/2011,322500,0,0,0,,,FORMER STREAMLINE BUILDINGS,BRUNTCLIFFE AVENUE,MORLEY,LEEDS,LS27 0AY,Industrial Property,CW,WAREHOUSE AND PREMISES,2304502366779
IBERIAN PROPERTY MANAGEMENT (MALAGA) LTD,01/04/2000,8300,0,0,62,,,FIRST FLOOR REAR OF,103 NEW ROAD SIDE,HORSFORTH,LEEDS,LS18 4QD,,CO,OFFICES AND PREMISES,2332220354063
ALAN COOKE ESTATE AGENTS (MEANWOOD ) LTD,03/07/2013,6400,0,0,0,,,1 LEEDS ROAD,LEEDS,,,LS19 6HQ,,CS,Shop and Premises,2232036614330
ALAN COOKE ESTATE AGENTS (MEANWOOD) LTD,01/09/2012,4350,0,0,100,,,15A STONEGATE ROAD,MEANWOOD,LEEDS,,LS6 4HZ,,CS,SHOP AND PREMISES,2141523314430
FORTHRIGHT PROPERTY INVESTMENTS (NO 6) LTD,30/06/2012,56000,0,0,0,Y,30/06/2012,GND FLOOR LEFT WING,OXFORD HOUSE,OXFORD ROW,LEEDS,LS1 3BE,,CO,OFFICES AND PREMISES,2054390308388
FORTHRIGHT PROPERTY INVESTMENTS (NO 6) LTD,10/12/2010,25750,0,0,0,Y,10/12/2010,GROUND FLOOR,OXFORD HOUSE,OXFORD ROW,LEEDS,LS1 3BE,,CO,Offices and Premises,2054390500512
FORTHRIGHT PROPERTY INVESTMENTS (NO. 6) LTD,10/12/2010,88500,0,0,0,Y,10/12/2010,4TH FLOOR,OXFORD HOUSE,OXFORD ROW,LEEDS,LS1 3BE,,CO,Offices and Premises,2054390500545
CITY & SUBURBAN PROPERTIES (NORTHERN) LTD,01/04/2013,14750,0,0,0,,,CAR PARK,SITE OF,7-11 SHEEPSCAR GROVE,LEEDS,LS7 1AH,,CP,CAR PARK AND PREMISES,2013915501040
RICHARD AUSTIN ALLOYS (NORTHERN) LTD,01/04/2000,103000,0,0,0,,,UNIT 1,LOINER COURT,FELNEX ROAD,LEEDS,LS9 0HE,Industrial Property,CW,WAREHOUSE AND PREMISES,2173770359648
MOORHOUSE OPTICIANS (NORTHERN) LTD,01/04/2000,6700,0,0,0,,,97 MAIN STREET,GARFORTH,LEEDS,,LS25 1AF,,CS,SHOP AND PREMISES,2272301313690
LANDSTOCK DEVELOPMENTS (NORTHERN) LTD,08/07/2011,7300,0,0,0,,,SUITE 1,89A NEW ROAD SIDE,HORSFORTH,LEEDS,LS18 4QD,,CO,OFFICES AND PREMISES,2332220342702
NORTHERN TRADE WINDOWS (PENNINES) LTD,01/04/2000,20000,0,0,0,,,NORTHERN TRADE WINDOWS,513 BRADFORD ROAD,PUDSEY,,LS28 8ET,Industrial Property,IF3,WORKSHOP AND PREMISES,2321957355061
JAMES HARGREAVES (PLUMBERS MERCHANTS) LTD,01/02/2007,16000,0,0,0,,,UNIT 10,ELMFIELD BUSINESS PARK,"LOTHERTON WAY, GARFORTH",LEEDS,LS25 2JY,Industrial Property,CW,Warehouse and Premises,2274340357927
JAMES HARGREAVES (PLUMBERS MERCHANTS) LTD,26/05/2007,16250,0,0,0,,,11 ELMFIELD ROAD,LEEDS,,,LS27 0EL,Industrial Property,CW,WAREHOUSE AND PREMISES,2293815630583
MULBERRY BUSH NURSERY (PRIMLEY PARK CHIDRENS,01/04/2011,18250,0,0,0,,,HAPPY DAYS NURSERY,LIDGETT LANE,GLEDHOW,LEEDS,LS8 1PL,,EN1,DAY NURSERY AND PREMISES,2200942370341
METROPOLITAN PROPERTIES (PROVINCIAL) LTD,11/08/2009,30500,0,0,0,Y,11/08/2009,1ST FLOOR KIRKGATE CHAMBERS,KIRKGATE,LEEDS,,LS1 7DR,Listed Building,CO,OFFICES AND PREMISES,2050892357706
METROPOLITAN PROPERTIES (PROVINCIAL) LTD,24/12/2007,31000,0,0,0,Y,24/12/2007,3RD FLOOR KIRKGATE CHAMBERS,KIRKGATE,LEEDS,,LS2 7DR,Listed Building,CO,OFFICES AND PREMISES,2050892364057
METROPOLITAN PROPERTIES (PROVINCIAL) LTD,01/02/2007,28750,0,0,0,Y,01/02/2007,3RD FLOOR NORTH,LEEMING HOUSE,VICAR LANE,LEEDS,LS1 7JF,Listed Building,CO,OFFICES AND PREMISES,2051701100200
METROPOLITAN PROPERTIES (PROVINCIAL) LTD,09/08/2006,23750,0,0,0,Y,09/08/2006,1ST FLOOR NORTH LEEMING HOUSE,VICAR LANE,LEEDS,,LS2 7JF,Listed Building,CO,OFFICES AND PREMISES,2051701353376
METROPOLITAN PROPERTIES (PROVINCIAL) LTD,01/04/2008,16500,0,0,0,Y,01/04/2010,4TH FLOOR NORTH LEEMING HOUSE,VICAR LANE,LEEDS,,LS2 7JF,Listed Building,CO,OFFICES AND PREMISES,2051701356221
METROPOLITAN PROPERTIES (PROVINCIAL) LTD,09/06/2013,25000,0,0,0,Y,01/04/2014,UNIT 9,NEW MARKET BUILDINGS,VICAR LANE,LEEDS,LS2 7JF,Listed Building,CS,SHOP AND PREMISES,2051701356690
METROPOLITAN PROPERTIES (PROVINCIAL) LTD,21/09/2011,11250,0,0,0,Y,01/04/2012,4TH FLOOR,LUDGATE CHAMBERS,VICAR LANE,LEEDS,LS1 6DS,Listed Building,CO,OFFICES AND PREMISES,2051701357705
METROPOLITAN PROPERTIES (PROVINCIAL) LTD,21/12/2010,41750,0,0,0,Y,21/12/2010,3RD FLOOR SOUTH LEEMING HOUSE,VICAR LANE,LEEDS,,LS2 7JF,Listed Building,CO,OFFICES AND PREMISES,2051701363512
METROPOLITAN PROPERTIES (PROVINCIAL) LTD,25/11/2011,81500,0,0,0,Y,25/11/2011,2ND FLOOR,LEEMING HOUSE,VICAR LANE,LEEDS,LS2 7JF,Listed Building,CO,OFFICES AND PREMISES,2051701370192
METROPOLITAN PROPERTIES (PROVINCIAL) LTD,30/06/2008,19000,0,0,0,Y,30/06/2008,PT 2ND FLOOR KIRKGATE CHAMBERS,VICAR LANE,LEEDS,,LS1 7DR,Listed Building,CO,OFFICES AND PREMISES,2051701370193
METROPOLITAN PROPERTIES (PROVINCIAL) LTD,01/04/2010,12750,0,0,0,Y,01/04/2010,CHANDLER GOODING PT 1ST FLOOR SOUTH,LEEMING HOUSE,VICAR LANE,LEEDS,LS2 7JF,Listed Building,CO,OFFICES AND PREMISES,2051701405076
METROPOLITAN PROPERTIES (PROVINCIAL) LTD,01/04/2012,12250,0,0,0,Y,01/04/2012,PART 1ST FLOOR SOUTH,LEEMING HOUSE,VICAR LANE,LEEDS,LS2 7JF,Listed Building,CO,OFFICES AND PREMISES,2051701405109
METROPOLITAN PROPERTIES (PROVINCIAL) LTD,23/07/2010,24250,0,0,0,Y,23/07/2010,1ST FLOOR,LUDGATE CHAMBERS,VICAR LANE,LEEDS,LS2 7JF,Listed Building,CO,OFFICES AND PREMISES,2051701484694
METROPOLITAN PROPERTIES (PROVINCIAL) LTD,25/11/2011,25750,0,0,0,Y,25/11/2011,2ND FLOOR,LUDGATE CHAMBERS,VICAR LANE,LEEDS,LS2 7JF,Listed Building,CO,OFFICES AND PREMISES,2053416352960
METROPOLITAN PROPERTIES (PROVINCIAL) LTD,24/12/2007,29000,0,0,0,Y,24/12/2007,4TH FLOOR KIRKGATE CHAMBERS,LEEMING HOUSE,VICAR LANE SOUTH,LEEDS,LS2 7JF,Listed Building,CO,OFFICES AND PREMISES,2054689353374
FARRELL & CLARK LLP (RE JUNGLE I.T.),02/02/2004,7700,0,0,0,,,R/O 2 DRURY LANE,HORSFORTH,LEEDS,,LS18 4BQ,,CO,OFFICES AND PREMISES,2332214349122
RADISSON BLU HOTEL (LEEDS) (REZIDOR HOTEL LEEDS LTD),28/05/2002,595000,0,0,0,,,RADISSON SAS HOTEL,THE LIGHT,THE HEADROW,LEEDS,LS1 8TL,Listed Building,CH,HOTEL AND PREMISES,2051612368568
SIGNET TRADING LTD ,01/04/2000,270000,0,0,0,,,UNIT 38,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,,CS,SHOP AND PREMISES,2024776356788
SIGNET TRADING LTD ,01/04/2000,160000,0,0,0,,,2/4 LANDS LANE,LEEDS,,,LS1 6AW,Listed Building,CS,SHOP AND PREMISES,2050918326843
SIGNET TRADING LTD ,01/04/2000,387500,0,0,0,,,54/55 BRIGGATE,LEEDS,,,LS1 6AS,,CS,SHOP AND PREMISES,2050201326862
SIGNET TRADING LTD ,01/04/2000,347500,0,0,0,,,UNITS 39/40,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,,CS,SHOP AND PREMISES,2024776356789
BLYTHSWOOD INVESTMENTS ,19/06/2013,65500,0,0,0,Y,19/06/2013,MITIE CLEANING (NORTH) LTD,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1UU,,CO,OFFICES AND PREMISES,2072904359986
BLYTHSWOOD INVESTMENTS ,22/12/2013,38750,0,0,0,Y,01/04/2014,HALFWAY GARAGE UNIT 9B,HAIGH PARK ROAD,LEEDS,,LS10 1RT,Industrial Property,CW,WAREHOUSE AND PREMISES,2072904415009
MALTHURST LTD ,14/07/2005,40750,0,0,0,,,ADJ,277 MEANWOOD ROAD,LEEDS,,LS7 2JD,,CG,PETROL FILLING STATION AND PREMISES,2011026363023
ARQIVA SERVICES LTD ,01/08/2003,14500,0,0,0,,,TELECOM MAST SITE REF 165961,TELEPHONE EXCHANGE ROOF,"BRADFORD ROAD, GUISELEY",LEEDS,LS20 8NJ,,MT1,COMMUNICATION STATION AND PREMISES,2222167370587
ARQIVA SERVICES LTD ,01/04/2000,24500,0,0,0,,,RADIO TRANSMITTER,BEECROFT HILL,LEEDS,,LS13 3AA,,MT1,COMMUNICATION STATION AND PREMISES,2193534328893
ARQIVA SERVICES LTD ,01/04/2000,12750,0,0,0,,,TELECOMMUNICATION MAST,SITE REF 141103,BACK LANE,LEEDS,LS12 5HN,,MT1,COMMUNICATION STATION AND PREMISES,2210074327588
ARQIVA SERVICES LTD ,23/11/2000,11000,0,0,0,,,TELECOM MAST SITE AT,BRANDON LANE NURSERIES,BRANDON LANE,LEEDS,LS17 9JL,,MT1,COMMUNICATION STATION AND PREMISES,2253011360539
ARQIVA SERVICES LTD ,16/10/2000,11000,0,0,0,,,SITE REF 0001495012,ODDYS FOLD,MEANWOOD,LEEDS,LS6 4ND,,MT1,COMMUNICATION STATION AND PREMISES,2161147360545
ARQIVA SERVICES LTD ,19/12/2000,14750,0,0,0,,,TELECOM MAST SITE REF 1495014,SUNNY BANK,LEEDS,,LS8 4EB,,MT1,COMMUNICATION STATION AND PREMISES,2041557365246
ARQIVA SERVICES LTD ,26/04/2000,6600,0,0,0,,,TELECOM MAST SITE REF 95027,OCHRE HOUSE FARM,GELDERD ROAD,LEEDS,LS12 6DJ,,MT1,COMMUNICATION STATION AND PREMISES,2210599363689
ARQIVA SERVICES LTD ,01/04/2000,8800,0,0,0,,,TELECOM MAST SITE NO 1364,E34680 N27050 SWITHENS FARM,"SWITHENS LANE, ROTHWELL",LEEDS,LS26 0BT,,MT1,COMMUNICATION STATION AND PREMISES,2282902360330
ARQIVA SERVICES LTD ,08/07/2002,5900,0,0,0,,,TELECOMM MAST SITE REF 95590,GREAT NORTH ROAD,MICKLEFIELD,LEEDS,LS25 4DD,,MT1,COMMUNICATION STATION AND PREMISES,2262347362996
ARQIVA SERVICES LTD ,25/04/2001,8800,0,0,0,,,TELECOM MAST SITE REF 1496180,COMPTON LANE,BARDSEY,LEEDS,LS22 1AA,,MT1,COMMUNICATION STATION AND PREMISES,2254838360335
INDUSTRIAL CLEANING EQUIPMENT ,31/01/2012,11750,0,0,0,,,UNIT 7 THE MOORINGS,WATERSIDE INDUSTRIAL PARK,WATERSIDE ROAD,OFF SKELTON GRANGE ROAD LEEDS,LS10 1DG,Industrial Property,IF3,WORKSHOP AND PREMISES,2074587348213
MCDONALDS RESTAURANTS LTD ,01/04/2000,49500,0,0,0,,,MCDONALDS,LOW ROAD,HUNSLET,LEEDS,LS10 1QR,,CR,Restaurant and Premises,2070982355173
MCDONALDS RESTAURANTS LTD ,01/04/2000,113000,0,0,0,,,MCDONALDS,EASTERLY ROAD,LEEDS,,LS8 3AA,,CR,Restaurant and Premises,2200503363982
MCDONALDS RESTAURANTS LTD ,01/04/2000,17750,0,0,0,,,OFFICES AT MCDONALDS RESTAURANT,EASTERLY ROAD,LEEDS,,LS8 3AA,,CO,OFFICES AND PREMISES,2200503364051
SAMUEL SMITH OLD BREWERY (TADCASTER),01/04/2000,10000,0,0,0,,,EAGLE HOTEL,NORTH STREET,LEEDS,,LS7 1AF,Listed Building,CL,PUBLIC HOUSE AND PREMISES,2013203325758
SAMUEL SMITH OLD BREWERY (TADCASTER) LTD,01/04/2000,42000,0,0,0,,,BROWN HARE,HAREHILLS LANE,HAREHILLS,LEEDS,LS9 6JF,,CL,PUBLIC HOUSE AND PREMISES,2030714316697
SAMUEL SMITH OLD BREWERY (TADCASTER) LTD,01/04/2000,5750,0,0,0,,,ADMIRAL HAWKE INN,HIGH STREET,BOSTON SPA,WETHERBY,LS23 6NW,Listed Building,CL,PUBLIC HOUSE AND PREMISES,2252427315592
SAMUEL SMITH BREWERY OLD BREWERY (TADCASTER) LTD,10/04/2002,3900,0,0,0,,,OLD STAR INN,HIGH STREET,CLIFFORD,WETHERBY,LS23 6JF,Listed Building,CL,PUBLIC HOUSE AND PREMISES,2253093315989
SAMUEL SMITH OLD BREWERY (TADCASTER) LTD,01/04/2000,9300,0,0,0,,,RED LION,THE SQUARE,BRAMHAM,WETHERBY,LS23 6QU,,CL,PUBLIC HOUSE AND PREMISES,2253126315785
SAMUEL SMITH OLD BREWERY (TADCASTER) LTD,01/04/2000,12800,0,0,0,,,BULLS HEAD INN,DEWSBURY ROAD,TINGLEY,WAKEFIELD,WF3 1LY,,CL,PUBLIC HOUSE AND PREMISES,2292806315636
SAMUEL SMITH OLD BREWERY (TADCASTER) LTD,01/04/2000,16500,0,0,0,,,NEW INN,CHURCH STREET,"GILDERSOME,MORLEY",LEEDS,LS27 7AE,,CL,PUBLIC HOUSE AND PREMISES,2302659315734
SAMUEL SMITH OLD BREWERY (TADCASTER) LTD,01/04/2000,41500,0,0,0,,,BUTCHERS ARMS,CHURCH LANE,PUDSEY,LEEDS,LS28 7LD,,CL,PUBLIC HOUSE AND PREMISES,2311990315634
TUDOR PROPERTY MANAGEMENT (U.K.) LTD,01/08/2013,2150,0,0,100,,,TUDOR PROPERTY MANAGEMENT,"CHAPEL HOUSE, BENTLEY SQUARE",WOODLESFORD,LEEDS,LS26 8JH,,CO,Offices and Premises,2282941646853
ULTRASONIC CLEANING SERVICES (UK) LTD,12/03/2012,8100,0,0,65,,,UNIT 4,10 PEPPER ROAD,HUNSLET,LEEDS,LS10 2EU,Industrial Property,IF3,Workshop and Premises,2071203508949
TWENTY FOUR 7 SECURITY SERVICES (UK) LTD,18/02/2011,3100,0,0,100,,,SUITE 6 1ST FLOOR,CUBIC BUSINESS CENTRE,STANNINGLEY ROAD,LEEDS,LS13 4EN,,CO,OFFICES AND PREMISES,2191509621508
CATERPILLAR LOGISTICS SERVICES (UK) LTD,01/05/2010,162000,0,0,0,,,UNIT J1-3,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JE,Industrial Property,CW,WAREHOUSE AND PREMISES,2302674430331
COMPUTER SERVICES CONSULTANTS (UK) LTD,01/04/2000,60000,0,0,0,,,COMPUTER SERVICES CONSULTANTS,"(UK) LTD, NEW STREET MILLS",NEW STREET,PUDSEY LEEDS,LS28 8AQ,,CO,Offices and Premises,2312016309974
G4S CARE AND JUSTICE SERVICES (UK) LTD,09/05/2010,21250,0,0,0,,,PT GND FLR RADLEY HOUSE,GRANGEFIELD INDUSTRIAL ESTATE,RICHARDSHAW ROAD,PUDSEY,LS28 6QW,,CO,Offices and Premises,2323568648217
CLOCKWORK HORTICULTURE (WHOLESALE) LTD,04/04/2012,10500,0,0,25,,,UNIT 4,NEW CRAVEN GATE INDUSTRIAL ESTATE,NEW CRAVEN GATE,LEEDS,LS11 5NF,Industrial Property,IF3,Workshop and Premises,2053507492383
NORTH YORKSHIRE LEISURE (YORK) LTD,31/07/2013,9100,0,0,0,,,ROYAL OAK INN,MAIN STREET,ABERFORD,LEEDS,LS25 3AH,,CL,PUBLIC HOUSE AND PREMISES,2263090315811
CENTRAL DRAWING OFFICE SERVICES (YORKS) LTD,01/04/2013,15750,0,0,0,,,B CHARLES ROFF CO (LEEDS) LTD,MIDLAND WORKS,CANAL ROAD,ARMLEY LEEDS,LS12 2LX,Industrial Property,CW,WAREHOUSE AND PREMISES,2100268303789
TOGETHER WOMEN PROJECTS (YORKSHIRE & HUMBERSIDE),11/02/2011,47500,80,0,0,,,13 PARK SQUARE EAST,LEEDS,,,LS1 2LF,Listed Building,CO,OFFICES AND PREMISES,2053441322749
UNITED REFORMED CHURCH (YORKSHIRE PROVINCE) TRUST LTD,01/03/2002,18500,80,0,0,,,SOMERSET HOUSE,ST PAULS STREET,MORLEY,LEEDS,LS27 9EP,,CO,OFFICES AND PREMISES,2292768349128
THE STUDENT SUPPORT CENTRE (YORKSHIRE) LTD,01/04/2005,9400,0,0,43,,,SUITES 3 & 4,CROWN HOUSE,ARMLEY ROAD,LEEDS,LS12 2EJ,,CO,OFFICES AND PREMISES,2050031449328
BRITISH HOSPITALITY COMPANY (YORKSHIRE) LTD,19/08/2013,23900,0,0,0,,,TOWN HALL TAVERN,WESTGATE,LEEDS,,LS1 2RA,,CL,PUBLIC HOUSE AND PREMISES,2051751324071
SOUTHERNS OFFICE INTERIORS (YORKSHIRE) LTD,31/10/2003,40750,0,0,0,,,UNITS 5 & 7,BRAMLEY BUSINESS PARK,"RAILSFIELD RISE, BRAMLEY",LEEDS,LS13 3SA,Industrial Property,CW,WAREHOUSE AND PREMISES,2191877370818
QUALITY ASSURED WINDOWS (YORKSHIRE) LTD,01/02/2011,25750,0,0,0,,,9A THE KENNELS,HAREWOOD YARD,HAREWOOD,LEEDS,LS17 9LF,Listed Building,CO,Offices and Premises,2244691652210
PROJECT DESIGN SERVICES (YORKSHIRE) LTD,28/02/2011,17000,0,0,0,,,PROJECT DESIGN SERVICES,SANDBECK WAY,WETHERBY,,LS22 7DN,Industrial Property,IF3,Workshop and Premises,2253208101232
ADVANTAGE MORTGAGE SERVICES (YORKSHIRE) LTD,01/04/2005,3100,0,0,100,,,18 HIGH STREET,KIPPAX,LEEDS,,LS25 7AB,,CO,OFFICES AND PREMISES,2262376424027
ADI COMMUNICATIONS (YORKSHIRE) LTD,01/05/2013,3350,0,0,100,,,31 QUEEN STREET,MORLEY,LEEDS,,LS27 8EE,,CS,SHOP AND PREMISES,2302704332041
THE PRODUCTION COMPANY (YORKSHIRE) LTD,01/07/2008,2850,0,0,100,,,UNIT 30 SUNNYBANK MILLS,TOWN STREET,FARSLEY,PUDSEY,LS28 5UJ,Industrial Property,IF3,WORKSHOP AND PREMISES,2321682622473
TRUSTEES OF STERLING CONTRUCTION (YORKSHIRE) PENSION FUND LTD,01/04/2008,1875,0,0,0,Y,01/04/2008,1ST FLOOR,37 KIRKGATE,OTLEY,WEST YORKSHIRE,LS21 3HN,Listed Building,CO,OFFICES AND PREMISES,2232513330295
TRUSTEES OF STERLING CONSTRUCTIO (YORKSHIRE) PENSION FUND LTD,01/04/2000,1375,0,0,0,Y,01/04/2003,HYDRA DEVELOPMENT CORPORATION,2ND FLOOR,37 KIRKGATE,OTLEY,LS21 3HN,Listed Building,CO,OFFICES AND PREMISES,2232513342634
TRUSTEES OF STERLING CONSTRUCTIO (YORKSHIRE) PENSION FUND LTD,01/04/2007,1050,0,0,0,Y,01/04/2007,A J AIR SERVICES 2ND FLOOR,37 KIRKGATE,OTLEY,,LS21 3HN,Listed Building,CO,OFFICES AND PREMISES,2232513342638
TRUSTEES OF STERLING CONTRUCTION (YORKSHIRE) PENSION FUND LTD,01/04/2007,2175,0,0,0,Y,01/04/2007,MORETON & PADMORE 1ST FLOOR,37 KIRKGATE,OTLEY,,LS21 3HN,Listed Building,CO,OFFICES AND PREMISES,2232513342639
TRUSTEES OF STIRLING CONSTRUCTIO (YORKSHIRE) PENSION FUND LTD,01/04/2000,3400,0,0,0,Y,01/04/2003,"ROOMS 9,10,11 & 12 3RD FLOOR",37 KIRKGATE,OTLEY,,LS21 3HN,Listed Building,CO,OFFICES AND PREMISES,2232513342641
TRUSTEES OF STERLING CONSTRUCTIO (YORKSHIRE) PENSION FUND LTD,06/07/2002,980,0,0,0,Y,01/04/2003,OFFICE 8 2ND FLOOR,37 KIRKGATE,OTLEY,,LS21 3HN,Listed Building,CO,OFFICES AND PREMISES,2232513342644
