Propref,Property Description,Ratepayer,Rv,Liability Start,Reliefs Granted
29092700,Warehouse And Premises,The Quality Koi Company Ltd,9500,04/01/90,SBR
29092701,Store And Premises,Network Rail Ltd,850,04/01/06,EX
29092703,Garage And Premises,,2850,12/10/96,SBR
29092705,Public House and Premises,,9250,08/31/15,SBR
29092706,Shop and Premises,,6100,11/29/15,SBR
29092708,Workshop And Premises,,6000,04/01/08,ER
29092709,Hairdressing Salon and Premises,Bannon & Myers Ltd,6900,06/30/16,SBR
29092711,Car Park,,1000,05/31/13,EX
29092715,Day Nursery and Premises,,24500,06/11/01,DUR SBR
29096001,Restaurant and Premises,,11000,07/24/95,SBR
29096003,Workshop And Premises,Commercial Development Projects Ltd,6700,06/18/13,EX
29096707,Workshop And Premises,,4750,04/01/15,SBR
29096709,Workshop And Premises,,2500,11/03/14,SBR
29096711,Offices and Premises,,4150,05/03/16,SBR
29096712,Workshop And Premises,Brighouse Sheds Ltd,1475,05/08/15,SBR
29096713,Workshop And Premises,,4900,04/18/16,SBR
29096714,Workshop And Premises,,5600,04/18/16,SBR
29100021,Bank And Premises,Barclays Bank Plc,20250,04/01/90,SBR
29100054,Shop and Premises,Odd Jobs D I Y Ltd,22500,04/01/90,DUR SBR
29100700,Offices and Premises,Watershed Claims Services Ltd,8100,01/28/98,SBR
29100701,Shop and Premises,Wilko Retail Ltd,204000,11/29/04,
29100702,Public House and Premises,The Craft Union Pub Company Limited,16500,12/08/16,DUR SBR DBR
29100703,Public House and Premises,Rokt Ltd,12750,10/02/14,DUR SBR
29100704,Public House and Premises,Tbi (Yorkshire) Ltd,6600,06/08/11,SBR
29100706,Shop and Premises,Hartleys Confectioners Ltd,2900,12/31/00,DUR SBR
29100707,Club and Premises,Brighouse Assembly Rooms Ltd,8600,04/01/90,SBR
29100709,Offices and Premises,League Publications Ltd,10250,04/01/97,SBR
29100711,Offices and Premises,Mark Riley (Brighouse) Ltd,10000,10/17/06,SBR
29100712,Public Conveniences And Premises,Chief Environmental Health Officer,4300,04/01/03,SBR
29100713,Hairdressing Salon and Premises,,5000,09/20/08,SBR
29100714,Shop and Premises,,2750,04/08/14,SBR
29100715,Shop and Premises,,3100,11/14/13,SBR
29104701,Guest House And Premises,S A R Hotels Limited,19500,04/01/15,DUR SBR
29108700,Store And Premises,Calderdale Engineering Services Ltd,2550,04/01/98,SBR
29112701,Factory and Premises,Booth Wire Products Ltd,33250,04/01/90,SBR
29112703,Vehicle Repair Workshop And Premises,,9300,09/07/92,SBR
29112705,Factory and Premises,Asquith Butler Ltd,61500,01/31/05,
29112707,Workshop And Premises,G E Mitchell (Electrical)Ltd,13500,04/01/90,SBR
29112714,Mineral Processing Plant And Premises,Whitehall Stone Sales Ltd,2075,04/01/10,SBR
29112715,Mineral Processing Plant And Premises,Associated Stone Masonry Ltd,5000,06/01/14,SBR
29112716,Mineral Processing Plant And Premises,Associated Stone Masonry Ltd,11750,04/01/10,SBR
29116700,Community Centre And Premises,The Space @ Field Lane Group,7300,06/05/17,EX
29116704,Childrens Centre And Premises,North Halifax Partnership Ltd,31250,07/01/14,DCR MCR
29116705,School and Premises,Brighter Futures Academy Trust,26250,11/01/13,MCR
29120700,Tennis Club And Premises,,1100,04/01/90,DOR MAR
29124706,Car Park,,2000,09/29/12,DUR SBR
29124707,Car Park,,7500,09/29/12,EX
29124711,Store And Premises,Warmco Space Heating Ltd,2050,10/01/13,EX
29124713,Factory and Premises,Warmco Space Heating Ltd,15250,04/01/14,ER
29124715,Warehouse And Premises,Mailroom Equipment Ltd,15000,04/01/17,SBR
29124719,Workshop And Premises,Warmco Space Heating Ltd,12000,09/01/14,ER
29124720,Workshop And Premises,Warmco Space Heating Ltd,8400,09/01/14,ER
29124725,Warehouse And Premises,Warmco Space Heating Ltd,3150,12/16/14,ER
29124726,Store And Premises,Warmco Space Heating Ltd,2175,02/01/15,EX
29124728,Office and Premises,Warmco Space Heating Ltd,2125,02/09/15,EX
29124730,Office and Premises,Warmco Space Heating Ltd,3550,02/09/15,ER
29124732,Warehouse And Premises,Warmco Space Heating Ltd,3750,04/01/15,ER
29124734,Office and Premises,Warmco Space Heating Ltd,610,10/01/15,EX
29124735,Office and Premises,Warmco Space Heating Ltd,680,10/01/15,EX
29124736,Office and Premises,Warmco Space Heating Ltd,700,10/01/15,EX
29124737,Office and Premises,Warmco Space Heating Ltd,2175,10/01/15,EX
29124738,Offices and Premises,Warmco Space Heating Ltd,5500,10/01/15,ER
29124742,Offices and Premises,Warmco Space Heating Ltd,3850,08/07/14,ER
29128701,Car Park and Premises,Regeneration And Development,23250,04/01/90,SBR
29128702,Restaurant and Premises,,10500,03/01/04,SBR
29128703,Shop and Premises,Treble Clef Ltd,8800,04/01/14,SBR
29132700,School and Premises,Carr Green Junior & Infants School,66500,04/01/01,
29132701,Tennis Club And Premises,,9200,04/01/90,SBR
29132702,Store And Premises,,2275,08/01/07,SBR
29136701,Shop and Premises,Duckworth Installations Ltd,5600,06/01/03,SBR
29140001,Shop and Premises,,5500,04/16/06,SBR
29140003,Shop and Premises,,2550,04/01/03,SBR
29140038,Surgery And Premises,,9600,04/01/90,DUR SBR
29140701,Shop and Premises,Lotech Pharmacia Ltd,7200,11/09/09,SBR
29144700,Club House And Premises,,1575,04/01/90,SBR
29144701,Self Catering Holiday Unit And Premises,,10750,04/01/09,SBR
29148002,Offices and Premises,,2750,04/01/07,EX
29150001,Health Centre and Premises,Nhs Property Services Ltd,20250,04/01/13,SBR
29152017,Shop and Premises,,7200,05/24/14,SBR
29156001,Surgery And Premises,,3700,08/10/14,SBR
29156703,Surgery And Premises,,34500,07/19/90,DUR SBR
29156705,Shop and Premises,L Rowland & Co [Retail] Ltd,21500,05/06/91,DUR SBR
29156710,Offices and Premises,Peritus Health Management Ltd,7800,03/13/15,SBR
29156712,Communication Station and Premises,Hutchinson 3G Uk Ltd,12000,04/01/05,EX
29156725,Surgery And Premises,Church Lane Surgery,26500,06/28/12,DUR SBR
29156726,Shop and Premises,Healthpharm Yorkshire Ltd,29750,06/28/12,SSR SBR
29156731,Offices and Premises,Turning Point Counselling Service,6600,09/01/14,DCR MCR
29156732,Offices and Premises,Pickles Architects,2800,12/19/14,SBR
29156733,Offices and Premises,Lindley Financial Management Limited,4100,12/19/14,SBR
29156734,Arts Studio,,5700,09/05/15,SBR
29156735,Day Nursery,Little Learners Pre School Day Care,11250,09/05/15,MCR
29156736,"Offices, Office And Premises",,20250,03/20/17,SBR
29160004,Shop and Premises,,6000,12/13/93,SBR
29160005,Club and Premises,,3850,04/01/90,SBR
29160007,Hairdressing Salon and Premises,,3950,09/03/14,SBR
29160008,Shop and Premises,,2550,02/24/11,SBR
29160009,Shop and Premises,,3650,06/01/13,SBR
29160010,Surgery And Premises,,3150,04/01/90,SBR
29160701,Shop and Premises,,8000,05/20/13,SBR
29160703,Dance Studio And Premises,,5700,04/20/15,SBR
29164028,Shop and Premises,,2550,11/14/11,EX
29164700,Workshop And Premises,Vernon Moss (Electroplating)Ltd,14000,06/01/92,SBR
29172001,Shop and Premises,,3200,02/21/15,SBR
29172009,Club and Premises,The Cliffe Hall Club Ltd,3750,04/01/90,SBR
29172700,Warehouse And Premises,G R D Precision Ltd,18000,02/24/09,SBR
29172701,Workshop And Premises,,4550,12/25/93,SBR
29172702,Workshop And Premises,A & R Sheet Metal & Fabrication Ltd,23250,10/10/97,SBR
29176004,Shop and Premises,,2175,03/01/13,SBR
29176700,Public House and Premises,Mitchells And Butlers Retail Ltd,68000,02/07/07,
29180700,Workshop And Premises,Willow Valley Engineering Ltd,13000,11/01/08,SBR
29180705,Workshop And Premises,Clark Quarmby Ltd,11750,11/01/08,SBR
29180708,Factory and Premises,J W Lister Ltd,22000,04/01/90,SBR
29180724,Advertising Right and Premises,Brearleys Solicitors,1725,09/23/08,SBR
29184700,Sports Ground And Premises,,8700,04/01/90,MAR
29184701,Public House and Premises,,16250,09/16/06,SSR SBR DBR
29184703,Communication Station and Premises,Tefonica O2 (Uk) Ltd,12000,04/01/05,SBR
29184704,Communication Station and Premises,Vodafone Ltd,8400,04/01/05,SBR
29184705,Communication Station and Premises,Mobile Broadband Network Ltd,8700,08/28/09,SBR
29184706,Communication Station and Premises,Hutchinson 3G Uk Ltd,8100,04/01/05,EX
29184707,Fire Station And Premises,West Yorkshire Fire & Civil Defence Authority,76000,06/17/15,
29188700,Scout Hut And Premises,,4450,04/01/90,DCR MCR
29188701,Golf Course And Premises,Crow Nest Park G C Ltd,35500,06/01/95,SBR
29192700,Hotel And Premises,Kew Green Holdings Ltd,213000,09/01/14,
29196003,Shop and Premises,Sean Custance Master Butchers Ltd,8900,10/01/06,SBR
29196004,Shop and Premises,T G Webster [Insurance Services] Ltd,9300,04/14/00,SBR
29196005,Shop and Premises,,11250,06/07/98,SBR
29196006,Shop and Premises,Huddersfield Leather Goods Ltd,5500,04/01/90,SBR
29196007,Shop and Premises,Norths Sk Ltd,14750,08/11/14,SBR
29196011,Shop and Premises,Just Books [Yorkshire] Ltd,13250,07/01/97,SBR
29196013,Shop and Premises,,15250,04/15/16,SBR
29196015,Shop and Premises,Greggs Plc,14000,06/24/00,SBR
29196017,Shop and Premises,,12250,11/28/14,SBR
29196021,Shop and Premises,E Cigarette Outlet (Uk) Ltd,14000,11/28/17,ER
29196023,Shop and Premises,Tui Uk Ltd,16250,04/01/90,SBR
29196025,Dance School And Premises,,7700,01/08/07,SBR
29196028,Shop and Premises,Cartridge World [Yorks] Ltd,10000,03/13/13,SBR
29196029,Shop and Premises,,17250,10/10/91,MCR
29196030,Shop and Premises,,8600,04/01/90,MCR
29196032,Shop and Premises,Sportswift Ltd,18750,03/18/15,SBR
29196033,Shop and Premises,,47000,08/08/17,ER
29196035,Shop and Premises,Mind (The National Association For Mental Health),18000,12/30/02,MCR
29196046,Shop and Premises,,11750,11/23/98,SBR
29196049,Shop and Premises,,27000,08/03/05,SBR
29196051,Shop and Premises,Kash News & Gifts Ltd,11750,09/09/12,SBR
29196055,Shop and Premises,Specsavers Optical Superstores Ltd,30750,01/15/16,SBR
29196058,Shop and Premises,Fine Design Products Ltd (In Liquidation),12500,04/14/94,SBR
29196059,Shop and Premises,Boots Uk Ltd,45000,04/01/90,SBR
29196060,Shop and Premises,,11500,10/30/12,SBR
29196066,Shop and Premises,The Laptop Store Brighouse Ltd,8500,10/10/15,SBR
29196067,Shop and Premises,Tosca North East Ltd,15500,02/14/17,ER
29196068,Shop and Premises,Luxury Leisure,14750,04/19/17,ER
29196070,Amusement Arcade And Premises,The Novomatic Group,26250,04/01/90,SBR
29196072,Shop and Premises,Superdrug Stores Plc,31750,04/01/90,SBR
29196074,Shop and Premises,Liric Limited (In Liquidation),15000,04/18/12,SBR
29196076,Shop and Premises,Every Bite Right Ltd,16250,08/10/15,SBR
29196078,Shop and Premises,W B H Lord & Sons Ltd,16750,04/01/90,SBR
29196082,Shop and Premises,,12000,05/18/01,SBR
29196094,Shop and Premises,Websters (Brighouse) Ltd,67500,04/01/90,
29196096,Shop and Premises,Sandy & Bielby Ltd,8100,08/11/14,SBR
29196098,Shop and Premises,L Rowland & Co (Retail) Ltd,9900,04/01/90,SBR
29196100,Shop and Premises,,8700,04/01/16,SBR
29196102,Office and Premises,Peter David Properties Brighouse Ltd,9000,04/01/15,SBR
29196104,Shop and Premises,,7300,10/03/08,SBR
29196106,Shop and Premises,,8500,08/01/14,SBR
29196108,Shop and Premises,,8700,07/01/13,SBR
29196110,Office and Premises,,7100,10/13/93,SBR
29196112,Shop and Premises,,4350,08/01/12,SBR
29196114,Shop and Premises,,4550,10/01/12,SBR
29196700,Car Park,Calderdale Mbc,6000,04/01/90,SBR
29196701,Public House and Premises,The Craft Union Pub Company Ltd,22000,06/08/16,SBR DBR
29196702,Shop and Premises,,11250,06/24/15,SBR
29196704,Cafe and Premises,Merrie England Coffee Shops Ltd,16000,04/01/90,SBR
29196705,Hairdressing Salon and Premises,E.P.I.C Plc,5100,10/09/14,ER
29196706,Bank And Premises,Coral Racing Ltd,26500,05/02/13,SBR
29196707,Shop and Premises,Fawcett Cards & Gifts Ltd,17250,04/01/90,SBR
29196709,Offices and Premises,,6700,06/24/11,SBR
29196711,Shop and Premises,,13000,05/08/17,SBR
29196716,Shop and Premises,F M N T Trading Ltd,13000,08/15/08,DCR MCR
29196717,Shop and Premises,"R.S.P.C.A. Halifax, Huddersfield",15250,02/02/15,DCR MCR
29196718,Office and Premises,Benjamin Fitzpatrick (Residential) Ltd,12750,03/08/04,SBR
29196719,Shop and Premises,,6600,09/27/04,SBR
29196721,Shop and Premises,,26250,07/26/06,SBR
29196725,Bank And Premises,Santander U.K Plc,20750,02/19/07,SBR
29196726,Gym And Premises,Santander,8300,01/26/13,ER
29196727,Shop and Premises,Money Penny's Team Ltd,9100,11/14/11,SBR
29196728,Shop and Premises,Tosca North East Ltd,10000,08/21/16,ER
29196729,Shop and Premises,Thomas Cook Group,15000,04/01/11,SBR
29196730,Offices and Premises,G Property,1250,08/11/14,EX
29196731,Shop and Premises,Hays Travel Ltd,13750,12/15/17,ER
29196732,Offices and Premises,E.P.I.C Plc,2850,02/29/16,EX
29196733,Shop and Premises,,12500,01/03/17,SBR
29196734,Offices And Premises,,4400,01/03/17,SBR
29200128,Shop and Premises,,3750,12/06/90,SBR
29200701,Library And Premises,Calderdale Mbc Leisure Services,12000,04/01/90,SBR
29200702,Warehouse And Premises,Sovereign Lubricants (Yorkshire) Ltd,15000,04/01/90,SBR
29200704,Public House and Premises,Admiral Taverns Ltd,8400,10/25/17,EX
29200710,Shop and Premises,,13750,08/13/10,SBR
29208700,School and Premises,Woodhouse Primary School,57500,04/01/01,
29208702,Day Nursery and Premises,,3400,08/26/91,MCR
29208703,Day Nursery and Premises,,16250,04/01/08,DUR SBR
29212700,Car Park,Regeneration And Development,20250,04/01/90,SBR
29224700,Library And Premises,Calderdale Mbc Leisure Services,5500,04/01/90,SBR
29228700,Cricket Club And Premises,Thornhill Estates,890,12/17/12,EX
29228702,Warehouse And Premises,Rafferty Roof Trusses Ltd,23000,11/08/17,SBR
29228706,Workshop And Premises,Rafferty Roof Trusses Ltd,19250,11/08/17,SBR
29232702,Garage And Premises,,7000,04/01/16,SBR
29232703,Factory and Premises,Siddal & Hilton Products Ltd,137000,04/01/11,
29232704,Factory and Premises,Root Candles Europe Ltd,20750,08/01/15,SBR
29232706,Store And Premises,,2500,04/01/13,SBR
29232707,Warehouse And Premises,,6400,05/16/16,SBR
29232709,Warehouse And Premises,,23250,07/28/92,SBR
29232710,Factory and Premises,Flow Solutions Uk Ltd,21250,02/11/14,SBR
29232712,Club House And Premises,,4250,05/01/10,SBR
29232713,Vehicle Repair Workshop And Premises,P S M Tyres & Services Centres Ltd,12500,08/17/16,SBR
29232714,Warehouse And Premises,G A Valves Sales Ltd,23250,12/16/08,SBR
29232717,Workshop And Premises,,6400,11/04/14,SBR
29232719,Workshop And Premises,Inter Motors Ltd,6600,04/16/13,SBR
29232723,Workshop And Premises,Smart Display & Exhibitions Ltd,12000,12/01/15,SBR
29232724,Workshop And Premises,,8300,06/01/10,SBR
29232727,Warehouse And Premises,Pass The Parcel Overnight Ltd,16250,04/01/08,SBR
29232731,Warehouse And Premises,Pass The Parcel Overnight Ltd,94000,04/01/10,
29232734,Warehouse And Premises,Harpenden Holdings Ltd,13250,09/01/17,EX
29232735,Warehouse And Premises,Amg Sealing Ltd,14750,09/01/17,SBR
29236098,Shop and Premises,,7700,02/01/13,SBR
29236703,Concrete Batching Plant And Premises,Hope Cement Ltd,17250,01/07/13,DUR SBR
29236705,Water Ski Club And Premises,,3000,04/01/90,SBR
29236710,Warehouse And Premises,Brighouse Pallets Ltd,14750,04/01/07,SBR
29236711,Public House and Premises,Barge Leisure Company Ltd,18250,03/07/14,SBR DBR
29236715,Advertising Right and Premises,Primesight Ltd,1550,09/01/09,SBR
29236727,Workshop And Premises,Avocet Hardware (Uk) Limited,2650,02/01/14,SBR
29236746,Offices and Premises,Coverall Flooring Ltd,2800,08/01/11,SBR
29236747,Offices and Premises,Bestmed On Line Ltd,1300,10/01/13,SBR
29236748,Offices and Premises,Bestmed On Line Ltd,1850,10/01/13,SBR
29236750,Warehouse And Premises,Bapp Industrial Supplies (Hudds) Ltd,45000,01/03/06,DUR SBR
29236751,Public House and Premises,Casa Events Limited,50500,02/13/12,SBR DBR
29236752,Workshop And Premises,Halifax Fan Ltd,125000,06/06/03,DUR
29236753,Offices and Premises,Younger Homes [Northern] Ltd,17000,07/01/11,DUR SBR
29236754,Workshop And Premises,Renson Products Uk Ltd (In Administartion 09/09/16),26250,09/10/16,EX
29236756,Warehouse And Premises,Brookfoot Printing Ltd,41000,04/01/17,
29236759,Warehouse And Premises,Nma (Agencies) Ltd,61000,12/22/15,
29236760,Warehouse And Premises,Renson Products Uk Ltd (In Administartion 09/09/16),33750,09/10/16,EX
29236763,Store And Premises,Lm Health Care Ltd,5100,07/30/13,SBR
29236764,Workshop And Premises,Renson Products Uk Ltd (In Administartion 09/09/16),9300,09/10/16,EX
29236765,Warehouse And Premises,S.O Fabrications Ltd,38750,01/01/06,SBR
29236770,Offices and Premises,Edwards Towbars (Brighouse) Ltd,3100,07/01/04,SBR
29236776,Workshop And Premises,Stercap Ltd,7300,10/29/17,EX
29236778,Warehouse And Premises,Morton Meadow Logistics Ltd,108000,05/04/05,
29236782,Warehouse And Premises,Wardray Premise Ltd,62500,03/01/17,
29236794,Factory and Premises,Springvale Engineering Ltd,42500,11/01/14,SBR
29236798,Warehouse And Premises,Forget Me Not Childrens Hospice,8000,03/20/17,DCR MCR
29236803,Workshop And Premises,W R P Holdings Ltd,7100,08/01/17,EX
29236805,Workshop And Premises,W R Pressings Ltd,26500,04/20/08,SBR
29236810,Offices and Premises,Cromwell Industries Ltd,1200,09/01/16,EX
29236812,Warehouse And Premises,Calder Lifting Services  Ltd,6500,04/01/09,SBR
29236814,Offices and Premises,,2000,06/01/09,SBR
29236815,Showroom And Premises,Emerald Doors Ltd,10000,08/01/09,SBR
29236816,Workshop And Premises,,3150,11/01/13,SBR
29236817,Warehouse And Premises,Idle Greetings Ltd,5200,04/01/13,SBR
29236818,Workshop And Premises,G.B Windows [Halifax] Ltd,6000,04/01/14,SBR
29236819,Store And Premises,W R P Holdings Ltd,141,04/01/10,EX
29236823,Offices and Premises,,2400,10/01/13,SBR
29236824,Store And Premises,,660,05/12/15,EX
29236825,Workshop And Premises,Vertical Transportation Projects Ltd,6600,07/07/15,SBR
29236826,Warehouse And Premises,Oilswell Ltd,5900,08/01/13,SBR
29236827,Offices and Premises,Calder Valley Conservative Association,4500,12/02/13,SBR
29236828,Offices and Premises,Mr Craig Whitaker Mp,4300,12/02/13,SBR
29236830,Factory and Premises,Avocet Hardware (Uk) Limited,340000,10/24/12,
29236831,Offices and Premises,Kip McGrath (Brighouse) Lp,5600,12/01/15,SBR
29238701,Advertising Right and Premises,Primesight Ltd,1075,09/01/09,SBR
29240700,Advertising Right and Premises,Jc Decaux Uk Ltd,740,04/01/96,SBR
29248700,School and Premises,Longroyde Primary School,32000,09/01/16,MCR
29248701,School and Premises,Rastrick High School Academy Trust,352500,09/01/11,MCR
29252073,Clubroom And Premises,,6200,05/01/95,DCR MCR
29252700,School and Premises,Brighouse High School Academy Trust,270000,04/01/11,MCR
29252701,School and Premises,St. Josephs R C J & I School,36500,04/01/01,MCR
29254021,Day Nursery and Premises,,31250,09/01/17,SBR
29256705,Music Rehearsal Rooms,,8900,07/02/04,SBR
29256706,Factory and Premises,Siddal & Hilton Products Ltd,104000,04/01/11,
29260701,Bus Station And Premises,West Yorkshire Combined Authority,57000,05/10/09,
29264001,Shop and Premises,,2900,04/01/08,SBR
29264009,Launderette And Premises,,6100,04/01/09,SBR
