Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate
January,Economy,UK,UK,164.35,BRITISH AIRWAYS,Resource Management Group
January,Economy,UK,UK,295.59,BMI,Crime & Policing Group
February,Economy,UK,UK,101.54,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,EEA,98.81,RYANAIR,Policy & Strategy
January,Economy,UK,UK,100.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Business Class,UK,UK,156.93,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,60.85,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,71.93,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,UK,UK,123.49,BRITISH AIRWAYS,Strategy & Reform Directorate
January,Economy,UK,UK,188.54,BRITISH AIRWAYS,Strategy & Reform Directorate
January,Economy,Non EEA,UK,730.9,BRITISH AIRWAYS,OSCT
February,Economy,UK,UK,136.51,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,UK,EEA,237.2,BRITISH AIRWAYS,Policy & Strategy
January,Economy,UK,UK,119.69,BRITISH AIRWAYS,Immigration Group
February,Economy,UK,EEA,335.3,BRITISH AIRWAYS,Crime & Policing Group
March,Economy,UK,UK,94.69,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,UK,UK,76.8,BRITISH AIRWAYS,Strategy & Reform Directorate
January,Economy,UK,Non EEA,282.6,BRITISH AIRWAYS,Policy & Strategy
January,Economy,UK,UK,99.03,EASYJET,Science & Research Group
January,Economy,EEA,UK,267.4,BRITISH AIRWAYS,International Group
January,Economy,UK,UK,67.85,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,UK,129.8,BRITISH AIRWAYS,Immigration Group
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Criminal & Detention Group
February,Economy,UK,UK,106.54,BRITISH AIRWAYS,Strategic Director Border
March,Premium Economy,UK,Non EEA,622.67,VIRGIN ATLANTIC,Strategy & Reform Directorate
February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,HROD
January,Economy,UK,UK,252.5,BRITISH AIRWAYS,HMIC
January,Economy,UK,UK,85,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,78.5,BRITISH AIRWAYS,HROD
January,Economy,UK,UK,85.85,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,UK,119.69,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,UK,40.99,RYANAIR,Strategic Director Border
January,Economy,UK,UK,147.01,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,EEA,216.5,BRITISH AIRWAYS,Policy & Strategy
March,Economy,UK,UK,79.35,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,UK,276.62,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,104.93,BRITISH AIRWAYS,OSCT
January,Economy,UK,EEA,168.5,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,47.4,BMI,Strategy & Reform Directorate
January,Economy,UK,UK,125.2,FLYBE BRITISH EUROPEAN,Science & Research Group
February,Economy,UK,EEA,293.9,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group
January,Economy,UK,UK,134.35,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,EEA,323.8,BRITISH AIRWAYS,Policy & Strategy
January,Economy,UK,UK,189.23,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
January,Economy,UK,UK,250.9,BMI,Immigration Group
January,Economy,UK,EEA,233.4,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,Non EEA,236.41,ROYAL AIR MAROC,Immigration Group
January,Economy,UK,EEA,177.07,AIR FRANCE,Immigration Group
February,Economy,UK,UK,44.93,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,160.43,BRITISH AIRWAYS,Resource Management Group
February,Economy,UK,UK,42.85,BRITISH AIRWAYS,Strategy & Reform Directorate
January,Economy,UK,UK,60,BRITISH AIRWAYS,HMIC
January,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,EEA,143.11,AIR MALTA,Strategic Director Border
January,Economy,UK,EEA,354.8,BRITISH AIRWAYS,International Directorate
January,Economy,UK,EEA,354.8,BRITISH AIRWAYS,Private Office
February,Economy,UK,UK,166.7,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,UK,UK,227.59,AER LINGUS,Strategic Director Border
January,Economy,UK,UK,154.3,LUFTHANSA GERMAN AIRLINES,Strategic Director Border
January,Economy,UK,UK,83.03,EASYJET,Finance & Commercial Group
March,Economy,UK,Non EEA,308.06,LUFTHANSA GERMAN AIRLINES,Strategic Director Border
January,Economy,UK,UK,12,BRITISH AIRWAYS,Strategy & Reform Directorate
February,Economy,UK,EEA,161.01,AIR MALTA,Strategic Director Border
January,Economy,UK,UK,169.53,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
February,Economy,UK,UK,160.51,FLYBE BRITISH EUROPEAN,Immigration Group
February,Business Class,UK,EEA,997.43,LUFTHANSA GERMAN AIRLINES,Private Office
January,Business Class,UK,Non EEA,2333.5,BMI,OSCT
January,Economy,UK,UK,277.51,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
January,Economy,UK,UK,81.81,EASYJET,Strategic Director Border
February,Economy,UK,UK,54.03,EASYJET,HROD
February,Economy,UK,EEA,143.31,AIR MALTA,Policy & Strategy
January,Economy,UK,EEA,137.93,ALITALIA S.P.A.,Crime & Policing Group
February,Economy,UK,UK,167.8,EASTERN AIRWAYS,Immigration Group
January,Economy,UK,UK,210.1,BMI,Immigration Group
January,Business Class,UK,Non EEA,2167,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,114.35,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,144.35,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,UK,215.9,BMI,Immigration Group
February,Business Class,UK,EEA,1018.43,LUFTHANSA GERMAN AIRLINES,Private Office
January,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group
February,Economy,UK,UK,83.5,FLYBE BRITISH EUROPEAN,Immigration Group
February,Economy,UK,EEA,166.96,AIR FRANCE,Immigration Group
February,Economy,UK,EEA,143.96,AIR FRANCE,Immigration Group
February,Economy,UK,UK,175.53,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,257.49,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,UK,81.81,EASYJET,Strategic Director Border
January,Economy,UK,UK,209.35,BRITISH AIRWAYS,Criminal & Detention Group
February,Economy,UK,UK,160.51,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,EEA,UK,277.1,TAROM,Strategic Director Border
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,Non EEA,438.7,BRITISH AIRWAYS,Science & Research Group
February,Economy,UK,UK,136.51,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,UK,UK,295.59,BMI,Crime & Policing Group
January,Economy,UK,UK,222.01,FLYBE BRITISH EUROPEAN,HMIC
January,Economy,UK,UK,148.23,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,UK,EEA,145.24,BRUSSELS AIRLINES,Science & Research Group
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,HROD
January,Economy,UK,UK,164.35,BRITISH AIRWAYS,Strategic Director Border
January,Business Class,UK,UK,219.35,BRITISH AIRWAYS,Group HR
February,Economy,UK,UK,127.49,BRITISH AIRWAYS,Strategy & Reform Directorate
January,Economy,UK,UK,126.49,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,160.51,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,EEA,UK,277.1,TAROM,Strategic Director Border
January,Economy,UK,UK,197.43,BRITISH AIRWAYS,HROD
January,Economy,UK,UK,182.01,FLYBE BRITISH EUROPEAN,Resource Management Group
February,Economy,UK,UK,202.7,FLYBE BRITISH EUROPEAN,HROD
January,Economy,UK,Non EEA,516.17,VIRGIN ATLANTIC,OSCT
January,Economy,UK,UK,156.55,BRITISH AIRWAYS,OSCT
January,Economy,Non EEA,Non EEA,214,TURKISH AIRLINES,Policy & Strategy
January,Economy,Non EEA,Non EEA,214,TURKISH AIRLINES,Policy & Strategy
February,Economy,UK,EEA,234.1,BRITISH AIRWAYS,UKBA
January,Economy,UK,UK,85.6,BMI,Finance & Commercial Group
January,Economy,UK,UK,99.03,EASYJET,Science & Research Group
January,Economy,UK,UK,33,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,255.9,BMI,Strategic Director Border
January,Economy,UK,UK,188.6,BMI,Finance & Commercial Group
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate
January,Economy,UK,UK,138,BMI,Strategic Director Border
February,Economy,UK,UK,127.49,BRITISH AIRWAYS,Strategy & Reform Directorate
January,Economy,UK,EEA,84.16,EASYJET,Policy & Strategy
February,Economy,UK,UK,116.03,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,411.59,BMI,Legal Advisors Branch
January,Economy,UK,UK,81.93,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,164.35,BRITISH AIRWAYS,Criminal & Detention Group
January,Economy,UK,UK,70.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,68,BMI,Immigration Group
January,Premium Economy,UK,Non EEA,2046.1,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,135.85,BRITISH AIRWAYS,Policy & Strategy
February,Economy,UK,UK,150.51,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,411.59,BMI,Legal Advisors Branch
January,Economy,UK,UK,174.34,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
February,Economy,UK,EEA,53.5,BRITISH AIRWAYS,Crime & Policing Group
January,Economy,UK,UK,237.5,BRITISH AIRWAYS,HMIC
January,Economy,UK,UK,105.01,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate
January,Economy,UK,EEA,89.41,EASYJET,Policy & Strategy
January,Economy,UK,UK,411.59,BMI,Legal Advisors Branch
January,Economy,UK,UK,81.51,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,EEA,148.7,BRITISH AIRWAYS,International Group
January,Economy,UK,UK,208.05,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Immigration Group
February,Economy,Non EEA,Non EEA,379.8,CONTINENTAL AIRLINES,Strategic Director Border
February,Economy,UK,UK,233.62,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,134.55,EASYJET,Resource Management Group
February,Economy,EEA,UK,275.6,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group
January,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Science & Research Group
January,Economy,UK,UK,140.43,BRITISH AIRWAYS,Finance & Commercial Group
January,Economy,UK,EEA,343.12,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,EEA,397.73,LUFTHANSA GERMAN AIRLINES,Private Office
January,Economy,UK,UK,197,BMI,Strategic Director Border
January,Economy,UK,UK,163.2,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,Non EEA,2095.2,BRITISH AIRWAYS,International Group
January,Economy,UK,UK,195.43,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,301.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,Non EEA,2094.2,BRITISH AIRWAYS,International Group
March,Economy,UK,UK,76.01,FLYBE BRITISH EUROPEAN,HROD
February,Economy,UK,UK,149.35,BRITISH AIRWAYS,Criminal & Detention Group
January,Economy,UK,UK,160.43,BRITISH AIRWAYS,Criminal & Detention Group
March,Economy,UK,UK,76.01,FLYBE BRITISH EUROPEAN,HROD
January,Economy,UK,UK,87.03,EASYJET,Science & Research Group
January,Economy,UK,UK,100.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,214.99,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,88,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,152.31,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,EEA,84.16,EASYJET,Strategic Director Border
February,Economy,UK,UK,41.5,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,124.35,BRITISH AIRWAYS,Criminal & Detention Group
January,Economy,UK,UK,140.43,BRITISH AIRWAYS,HROD
January,Economy,UK,EEA,178.01,BRITISH AIRWAYS,International Group
January,Economy,UK,UK,79.74,EASYJET,Strategic Director Border
January,Economy,UK,UK,146.54,BRITISH AIRWAYS,HMIC
February,Economy,UK,UK,148.94,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,UK,UK,295.59,BMI,Legal Advisors Branch
February,Economy,UK,EEA,327.9,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group
February,Economy,UK,UK,121.49,BRITISH AIRWAYS,HROD
January,Business Class,UK,UK,254.35,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,UK,40,FLYBE BRITISH EUROPEAN,Science & Research Group
February,Economy,UK,UK,18,FLYBE BRITISH EUROPEAN,Science & Research Group
January,Economy,UK,UK,81.69,BRITISH AIRWAYS,Finance & Commercial Group
January,Economy,UK,UK,182.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,129.35,BRITISH AIRWAYS,Strategic Director Border
February,Economy,Non EEA,Non EEA,379.8,CONTINENTAL AIRLINES,Strategic Director Border
January,Economy,UK,UK,87.03,EASYJET,Immigration Group
January,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate
January,Economy,UK,UK,215.9,BMI,Immigration Group
February,Economy,UK,UK,127.49,BRITISH AIRWAYS,Strategy & Reform Directorate
January,Economy,UK,UK,135.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,231.9,EASTERN AIRWAYS,Group HR
January,Economy,UK,UK,174.34,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
January,Economy,UK,UK,44.74,EASYJET,Strategic Director Border
January,Economy,UK,UK,44.74,EASYJET,Strategic Director Border
March,Economy,UK,EEA,156.16,EASYJET,International Group
February,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
January,Economy,UK,UK,134.55,EASYJET,Resource Management Group
February,Economy,UK,EEA,68.5,BRITISH AIRWAYS,SIG
January,Economy,UK,UK,163.03,EASYJET,Strategic Director Border
January,Economy,UK,UK,81.51,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,81.69,BRITISH AIRWAYS,Finance & Commercial Group
February,Economy,UK,EEA,245.57,LOT-POLISH AIRLINES,Strategic Director Border
January,Economy,UK,UK,77.85,BRITISH AIRWAYS,HMIC
January,Economy,UK,UK,136.55,BRITISH AIRWAYS,Science & Research Group
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Criminal & Detention Group
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,100.53,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,70.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Business Class,UK,Non EEA,1429.51,VIRGIN ATLANTIC,Strategic Director Border
January,Economy,UK,UK,113.43,BRITISH AIRWAYS,HROD
January,Economy,UK,UK,140.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,Non EEA,463,BRITISH AIRWAYS,Science & Research Group
February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,135.03,EASYJET,Science & Research Group
February,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,Non EEA,1101.17,IBERIA,Policy & Strategy
March,Economy,UK,EEA,113.01,AIR BERLIN,Immigration Group
January,Economy,UK,UK,276.62,BRITISH AIRWAYS,Immigration Group
January,Business Class,UK,UK,234.35,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,EEA,319.2,BRITISH AIRWAYS,Science & Research Group
February,Economy,UK,EEA,234.1,BRITISH AIRWAYS,UKBA
February,Economy,UK,UK,68,BMI,Strategic Director Border
February,Economy,UK,UK,94.03,EASYJET,Immigration Group
February,Economy,UK,EEA,209.07,AIR MALTA,Immigration Group
February,Economy,UK,UK,237.5,BRITISH AIRWAYS,Science & Research Group
January,Economy,Non EEA,Non EEA,11,JET AIRWAYS,International Group
January,Economy,UK,UK,20,BRITISH AIRWAYS,Immigration Group
January,Business Class,UK,Non EEA,3077,BRITISH AIRWAYS,Strategic Director Border
January,Premium Economy,UK,Non EEA,2046.1,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,147.01,FLYBE BRITISH EUROPEAN,HMIC
January,Economy,UK,UK,65.49,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,119.35,BRITISH AIRWAYS,HROD
February,Economy,UK,UK,136.55,BRITISH AIRWAYS,Science & Research Group
January,Economy,UK,UK,78.74,EASYJET,HMIC
February,Economy,UK,UK,116.01,FLYBE BRITISH EUROPEAN,HMIC
January,Economy,UK,UK,132.03,EASYJET,Science & Research Group
March,Economy,Non EEA,Non EEA,89,JETBLUE AIRWAYS CORPORATION,Policy & Strategy
January,Economy,UK,UK,132,BMI,OSCT
February,Economy,UK,UK,134.35,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,Non EEA,238.47,AIR ALGERIE,International Group
February,Economy,UK,UK,220.5,BRITISH AIRWAYS,HMIC
February,Economy,UK,EEA,424.4,BRITISH AIRWAYS,Crime & Policing Group
January,Business Class,UK,Non EEA,1748.02,EMIRATES,OSCT
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,HMIC
January,Economy,UK,UK,60,BRITISH AIRWAYS,Criminal & Detention Group
January,Business Class,UK,Non EEA,2167,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,258.04,AIR FRANCE,Science & Research Group
February,Premium Economy,UK,Non EEA,2460.9,BRITISH AIRWAYS,International Group
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,94.35,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,EEA,106.61,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,95.1,BMI,Strategy & Reform Directorate
February,Economy,UK,UK,56.03,EASYJET,Immigration Group
January,Economy,UK,UK,34,BRITISH AIRWAYS,Criminal & Detention Group
January,Economy,UK,UK,60,BRITISH AIRWAYS,Criminal & Detention Group
January,Economy,UK,EEA,254.2,BRITISH AIRWAYS,International Group
February,Economy,UK,UK,184.43,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,175.9,EASTERN AIRWAYS,Criminal & Detention Group
January,Economy,UK,Non EEA,478.67,VIRGIN ATLANTIC,International Group
January,Economy,UK,Non EEA,217.97,TURKISH AIRLINES,Policy & Strategy
January,Economy,UK,UK,118.31,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,124.34,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,66.03,EASYJET,UKBA
February,Economy,UK,UK,201.82,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,UK,76.2,FLYBE BRITISH EUROPEAN,HROD
February,Economy,UK,UK,150.43,BRITISH AIRWAYS,HROD
February,Economy,UK,EEA,60,BRITISH AIRWAYS,Crime & Policing Group
February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Business Class,UK,EEA,1018.43,LUFTHANSA GERMAN AIRLINES,Private Office
February,Economy,UK,UK,91.99,FLYBE BRITISH EUROPEAN,Resource Management Group
February,Economy,UK,UK,185.88,LUFTHANSA GERMAN AIRLINES,Strategy & Reform Directorate
February,Economy,UK,EEA,189.57,LOT-POLISH AIRLINES,UKBA
February,Economy,UK,UK,119.35,BRITISH AIRWAYS,Criminal & Detention Group
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,HMIC
February,Economy,UK,UK,109.23,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,182.03,EASYJET,Strategic Director Border
February,Economy,UK,UK,154.35,BRITISH AIRWAYS,Immigration Group
February,Economy,UK,UK,190.23,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,122.1,BMI,Strategic Director Border
February,Economy,UK,UK,146.62,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,69.74,EASYJET,Science & Research Group
February,Economy,UK,UK,129.35,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,226.01,FLYBE BRITISH EUROPEAN,Resource Management Group
January,Economy,UK,UK,185.99,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
February,Economy,UK,UK,128.7,BRITISH AIRWAYS,Strategy & Reform Directorate
February,Economy,UK,UK,78.5,BRITISH AIRWAYS,Policy & Strategy
February,Economy,Non EEA,UK,106,BRITISH AIRWAYS,Immigration Group
February,Economy,UK,UK,101.5,BRITISH AIRWAYS,OSCT
February,Economy,UK,UK,205.9,BMI,Strategic Director Border
February,Economy,UK,UK,129.03,EASYJET,Immigration Group
February,Economy,UK,UK,146.62,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,EEA,138,BRITISH AIRWAYS,Crime & Policing Group
February,Economy,UK,Non EEA,666.7,TURKISH AIRLINES,Immigration Group
February,Economy,Non EEA,Non EEA,379,TURKISH AIRLINES,Policy & Strategy
February,Economy,UK,UK,109.23,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,HMIC
February,Economy,Non EEA,UK,106,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,UK,103.2,FLYBE BRITISH EUROPEAN,HROD
February,Economy,UK,UK,174.35,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,179.63,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,103.43,BRITISH AIRWAYS,HROD
January,Economy,UK,UK,132,BMI,OSCT
February,Economy,UK,UK,85.6,BMI,Policy & Strategy
February,Economy,UK,UK,94.43,BRITISH AIRWAYS,Criminal & Detention Group
February,Economy,UK,UK,157.63,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,88.01,FLYBE BRITISH EUROPEAN,HMIC
February,Economy,UK,UK,77.03,EASYJET,OSCT
February,Economy,UK,Non EEA,666.7,TURKISH AIRLINES,Immigration Group
February,Economy,UK,UK,124.34,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Business Class,UK,EEA,1185.43,LUFTHANSA GERMAN AIRLINES,International Directorate
