Reference Number,Title of Agreement,Department Responsible,Description of Goods and/or Services,Supplier,Total Contract Value,Non-recoverable VAT,Start Date,End Date,End Date (including extension),Review Date,Award Method,SME?
5000006359,Care Place Management Info Systems,Children's Services,Care Place Management Info Systems,London Borough of Ealing,"£42,672.00",,31/01/2014,31/03/2016,,05/07/2015,Quote,
5000006374,Coach Hire D of E ,Children's Services,Coach Hire D of E ,St Margarets Travel,"£54,000.00",,01/04/2013,31/03/2015,,04/07/2014,Quote,
5000006377,D of E Access Expeditions,Children's Services,D of E Access Expeditions,Access Expeditions,"£40,000.00",,01/04/2013,31/03/2015,,04/07/2014,Quote,
5000006207,Home Care Service Contract (Allied Healthcare),Children's Services,Home Care Service Contract (Allied Healthcare),Allied Healthcare,"£600,000.00",,01/10/2013,30/09/2016,,04/01/2016,Quote,
5000006208,Home Care Service Contract,Children's Services,Home Care Service Contract,Core Assets,"£600,000.00",,01/10/2013,30/09/2016,,04/01/2016,Quote,
5000006209,Home Care Service Contract (Dynamic People),Children's Services,Home Care Service Contract (Dynamic People),Dynamic People,"£600,000.00",,01/10/2013,30/09/2016,,04/01/2016,Quote,
5000002796,Subs Membership,Children's Services,Subs Membership,Learning Plus UK,"£20,054.00",,11/02/2014,31/03/2015,,04/07/2014,Quote,
5000006421,Independent Social Work,Children's Services,Independent Social Work,Kathy Allen,"£20,000.00",,08/01/2014,08/01/2016,,13/04/2015,Quote,
5000006424,Child Placement (The Ryes College),Children's Services,On the Forward Plan,The Ryes College Ltd,"£393,800.00",,24/01/2014,31/03/2015,,04/07/2014,Quote,
5000006475,Independent Social Work,Children's Services,Independent Social Work,Janet Travis,"£38,286.57",,25/02/2014,01/04/2015,,05/07/2014,Quote,
5000006481,SEN education Placement,Children's Services,SEN education Placement,Hillcrest Autism Services Ltd,"£50,000.00",,01/01/2014,31/03/2015,,04/07/2014,Quote,
5000006447,Summerside Acoustic Improvements,Children's Services,Summerside Acoustic Improvements,Resonics,"£25,000.00",,04/02/2014,31/01/2016,,06/05/2015,Quote,
5000006495,Child Placement (Kingdom Care),Children's Services,On the Forward Plan,Kingdom Care,"£178,926.00",,12/02/2014,31/03/2015,,04/07/2014,Quote,
5000006499,Independent Social Worker,Children's Services,Independent Social Worker,John Liebling,"£20,000.00",,10/02/2014,01/04/2015,,05/07/2014,Quote,
5000004397,Independent Social Work,Children's Services,Independent Social Work,Social Work South East Ltd,"£35,000.00",,21/12/2012,10/03/2016,,14/06/2015,Quote,
5000006315,Outcome Star- Childrens Centre,Children's Services,Outcome Star- Childrens Centre,Triangle Consulting Social Enterprise,"£24,215.00",,08/01/2014,07/01/2015,,12/04/2014,Quote,
5000004780,Gym Equipment,Children's Services,Gym Equipment,Technogym UK Ltd,"£12,989.00",,27/03/2013,31/05/2015,,03/09/2014,Quote,
5000006602,Child Placement (Fostering Support),Children's Services,Child Placement (Fostering Support),Fostering Support Group,"£117,376.00",,06/02/2014,31/03/2015,,04/07/2014,Quote,
5000006603,Independent Social Work,Children's Services,Independent Social Work,Catherine Bunch,"£20,000.00",,06/01/2014,06/01/2016,,11/04/2015,Quote,
5000005828,Positive activties- Alternative Edu (CS),Children's Services,Positive activties- Alternative Edu (CS),The Archway Project Ltd,"£29,700.00",,08/03/2013,30/09/2014,,03/01/2014,Quote,
5000006611,Independent Social Work,Children's Services,Independent Social Work,Gabrielle Berelowitz,"£20,000.00",,10/03/2014,10/03/2016,,14/06/2015,Quote,
5000006625,Rithmik Studio- Apple,Children's Services,Rithmik Studio- Apple,Jigsaw 24,"£19,000.00",,10/03/2014,31/03/2015,,04/07/2014,Quote,
5000006632,Support for childcare providers,Children's Services,Support for childcare providers,RDE Associates,"£10,000.00",,01/01/2014,05/08/2014,,08/11/2013,Quote,
5000004598I,Pre Payment Cards,Children's Services,"10K is the procureable fee to CitiBank, remaining is state benefit to client via a P card Payment.",Citibank Europe PLC,"£13,850.00",,01/04/2011,31/03/2015,,04/07/2014,Quote,
5000002557,Care Placements Contract,Children's Services,Placement of Children in care.,Children Of Colour Ltd,"£45,468.58",,01/04/2010,31/03/2015,31/03/2015,04/07/2014,Quote,
5000002544,Care Placements Contract,Children's Services,Placement of Children in care.,Anchor Foster Care Services Lt,"£141,681.88",,01/04/2010,31/03/2015,,04/07/2014,Quote,
5000002586,Care Placements Contract,Children's Services,Placement of Children in care.,Supported Fostering Servi,"£147,932.73",,01/04/2010,31/03/2015,,04/07/2014,Quote,
5000002558,Care Placements Contract,Children's Services,Placement of Children in care.,Ethelbert Specialist Homes,"£641,180.50",,01/04/2010,31/03/2015,,04/07/2014,Quote,
5000002574,Care Placements Contract,Children's Services,Placement of Children in care.,Link Fostering Agency Ltd,"£78,014.91",,01/04/2010,31/03/2015,,04/07/2014,Quote,
5000002752,SEN (King Alfred School),Children's Services,SEN Placement - NASS/ NON PROCUREMENT,King Alfred School,"£87,500.00",,22/11/2012,31/03/2016,,05/07/2015,Quote,
5000004774,SEN Palcement (St David s College),Children's Services,SEN Placement - NASS/ NON PROCUREMENT,St Davids College,"£40,000.00",,01/04/2014,31/03/2016,,05/07/2015,Quote,
5000004279,SEN Palcement (Salcombe Prep),Children's Services,SEN Placement - NASS/ NON PROCUREMENT,Salcombe Prep,"£40,000.00",,01/04/2014,31/03/2016,,05/07/2015,Quote,
5000004290,SEN Placement (Haberdashers),Children's Services,SEN Placement - NASS/ NON PROCUREMENT,Haberdashers Aske's School For Girls,"£40,000.00",,01/04/2014,31/03/2016,,05/07/2015,Quote,
5000002764,SEN Placement (Wellgrove),Children's Services,SEN Placement - NASS/ NON PROCUREMENT,Wellgrove School,"£40,000.00",,01/04/2014,31/03/2016,,05/07/2015,Quote,
5000003191,SEN Placement (Stormont),Children's Services,SEN Placement - NASS/ NON PROCUREMENT,Stormont School,"£40,000.00",,01/04/2014,31/03/2016,,05/07/2015,Quote,
5000002769,SEN Placement (Hendon Prep),Children's Services,SEN Placement - NASS/ NON PROCUREMENT,Hendon Preparatory,"£40,000.00",,01/04/2014,31/03/2016,,05/07/2015,Quote,
5000004123,Inter Auth Agree Joint Legal Serv (CGov),Corporate Services,Inter Auth Agree Joint Legal Serv (CGov),HP Public Law,"£6,023,000.00",,01/09/2012,21/08/2017,,24/11/2016,Quote,
Non,Xerox High Volume Machines,Corporate Services,"Supply and Maintain HV machines within the Document Centre and
Extend the existing 4110",Xerox,"£195,000.00",,01/10/2012,01/10/2015,,04/01/2015,ITT,
Non,PSCIP,Corporate Services,Construction of Garden Suburb,Kier London Ltd,"£1,099,498.00",,01/06/2011,29/07/2014,,01/11/2013,ITT,
Non,PSCIP,Corporate Services,Construction of Edgeware,Kier London Ltd,"£2,559,299.03",,29/07/2011,29/07/2014,,01/11/2013,ITT,
Non,PSCIP,Corporate Services,Construction of Etz Chaim,Kier London Ltd,"£2,775,054.00",,29/07/2011,29/07/2014,,01/11/2013,ITT,
Non,PSCIP,Corporate Services,Construction of Broadfields,Kier London Ltd,"£9,784,357.00",,29/07/2011,29/07/2014,,01/11/2013,ITT,
Non,PSCIP,Corporate Services,Construction of Mill Hill East,Kier London Ltd,"£10,675,000.00",,29/07/2011,29/07/2014,,01/11/2013,ITT,
Non,PSCIP,Corporate Services,Construction of The Orion,Kier London Ltd,"£12,347,874.91",,29/07/2011,29/07/2014,,01/11/2013,ITT,
Multiple contracts,Office Furniture,Corporate Services,Office Furniture,Office Furniture Framework,"£150,000.00",,01/04/2011,01/03/2014,,04/06/2013,ITT,
5000000650,BT Internet - British Telecom 114421,Corporate Services,BT Internet - British Telecom 114421,British Telecommunications Plc,"£88,320.00",,30/03/2012,27/03/2015,,30/06/2014,ITT,
5000000808,Wisdom,Corporate Services,Wisdom,2e2 Solutions Ltd - In Administration,"£112,000.00",,28/02/2012,27/02/2015,,02/06/2014,ITT,
5000000838,Danwood Group Ltd(All Directorates),Corporate Services,Danwood Group Ltd(All Directorates),Danwood Group Ltd,"£19,000.00",,01/04/2012,31/03/2016,,05/07/2015,ITT,
5000002242,Off The Wall Marketing Ltd(Comm Srvcs),Corporate Services,Off The Wall Marketing Ltd(Comm Srvcs),Off The Wall Marketing Ltd,"£20,000.00",,01/04/2012,31/03/2016,,05/07/2015,ITT,
5000002259,Tribal Technology Ltd(Comm Srvcs),Corporate Services,Tribal Technology Ltd(Comm Srvcs),Tribal Technology Ltd,"£48,637.00",,01/04/2012,31/03/2016,,05/07/2015,ITT,
5000002270,KAS Paper Systems Ltd(Comm Srvcs),Corporate Services,KAS Paper Systems Ltd(Comm Srvcs),KAS Paper Systems Ltd,"£10,000.00",,01/04/2012,31/03/2016,,05/07/2015,ITT,
5000003566,"Prop Lease, Sec Serv,Gas & Insure  (DCE)",Corporate Services,"Prop Lease, Sec Serv,Gas & Insure  (DCE)",Comer Property Management,"£17,857,950.50",,28/06/2012,31/03/2015,,04/07/2014,ITT,
5000003578,Kingsborough UK Srv Ltd (All Directorate,Corporate Services,Kingsborough UK Srv Ltd (All Directorate,Kingsborough UK Services Ltd,"£41,057.70",,01/04/2012,31/03/2016,,05/07/2015,ITT,
5000003619,MTI Technology (DCE),Corporate Services,MTI Technology (DCE),M T I Technology Ltd,"£37,040.00",,11/07/2012,31/03/2016,,05/07/2015,ITT,
5000003727,Xerox Finance (HVC Copying) (DCE),Corporate Services,Xerox Finance (HVC Copying) (DCE),Xerox Finance Ltd,"£25,000.00",,01/09/2012,01/09/2015,,05/12/2014,ITT,
5000003916,Disclosure & Barring Service (DCE),Corporate Services,Disclosure & Barring Service (DCE),Criminal Records Bureau,"£100,000.00",,16/08/2012,31/03/2015,,04/07/2014,ITT,
5000004210,Admin Costs & Staff Salaries (DCE),Corporate Services,Admin Costs & Staff Salaries (DCE),London Borough of Barnet Pension Fund,"£8,081,000.00",,06/11/2012,31/03/2016,,05/07/2015,ITT,
5000004212,Rent For Premises   (DCE),Corporate Services,Rent For Premises   (DCE),Canal & River Trust,"£10,000.00",,08/11/2012,31/03/2016,,05/07/2015,ITT,
5000004507,IT Media Products  (DCE),Corporate Services,IT Media Products  (DCE),Insight Media Internet Limited,"£22,356.00",,01/02/2013,31/03/2016,,05/07/2015,ITT,
5000004526,Kent County Council (KCS) Gas(All Users),Corporate Services,Kent County Council (KCS) Gas(All Users),Kent County Council (KCS),"£5,490,576.00",,01/10/2012,30/09/2016,,04/01/2016,ITT,
5000004527,Kent County Council KCS Elec (All Users),Corporate Services,Kent County Council KCS Elec (All Users),Kent County Council (KCS),"£9,532,175.00",,12/02/2013,30/09/2016,,04/01/2016,ITT,
5000004549,Advert-Public Notice (All Direct),Corporate Services,Advert-Public Notice (All Direct),London Weekly Newspapers Ltd,"£29,000.00",,22/02/2013,31/03/2015,,04/07/2014,ITT,
5000004793,Water Machines for NLBP  (DCE),Corporate Services,Water Machines for NLBP  (DCE),2468 Ltd,"£10,000.00",,27/03/2013,31/03/2016,,05/07/2015,ITT,
5000005727,WLA Subscription  (DCE),Corporate Services,WLA Subscription  (DCE),London Borough of Ealing,"£100,000.00",,21/08/2013,30/08/2014,,03/12/2013,ITT,
5000005431,Vodafone  Feb & March 2013 Bills (DCE),Corporate Services,Vodafone  Feb & March 2013 Bills (DCE),Vodafone Ltd,"£50,000.00",,01/05/2013,01/05/2014,,04/08/2013,ITT,
5000005384,RM Hosting for school   (DCE),Corporate Services,RM Hosting for school   (DCE),RM Education Plc,"£24,672.00",,08/07/2013,31/03/2014,,04/07/2013,ITT,
5000005348,External Auditors  (DCE),Corporate Services,External Auditors  (DCE),Grant Thornton UK,"£350,226.00",,01/04/2013,31/03/2014,,04/07/2013,ITT,
5000005303,Insurance for NLBP Building 2 & 4  (DCE),Corporate Services,Insurance for NLBP Building 2 & 4  (DCE),Middlesex University,"£17,000.00",,28/06/2013,31/03/2014,,04/07/2013,ITT,
5000005288,PSN Healthcheck 2013   (DCE),Corporate Services,PSN Healthcheck 2013   (DCE),S.Com Group Limited,"£24,000.00",,24/06/2013,23/06/2014,,26/09/2013,ITT,
5000005244,Microsoft Enterprise Agr ( I S USE ONLY),Corporate Services,Microsoft Enterprise Agr ( I S USE ONLY),Specialist,"£465,000.00",,18/06/2013,30/06/2014,,03/10/2013,ITT,
5000005223,Plans for Civic buildings  (DCE),Corporate Services,Plans for Civic buildings  (DCE),HB Surveys Limited,"£10,000.00",,01/06/2013,31/05/2015,,03/09/2014,ITT,
5000005153,Non-TfL Concessionary Fares (DCE),Corporate Services,Non-TfL Concessionary Fares (DCE),City of London,"£1,090,000.00",,29/05/2013,31/03/2014,,04/07/2013,ITT,
5000005111,Serv Delivery Fees One Barnet  (DCE),Corporate Services,Serv Delivery Fees One Barnet  (DCE),4Projects Ltd,"£11,687.00",,24/05/2013,31/03/2014,,04/07/2013,ITT,
5000005086,Managed serv for IT Applications,Corporate Services,Managed serv for IT Applications,CGI IT UK Ltd,"£2,324,000.00",,04/04/2012,03/04/2014,,07/07/2013,ITT,
5000005065,Cleaning Materials (All Directorates),Corporate Services,Cleaning Materials (All Directorates),Servest(Commercial,"£24,394.74",,10/05/2013,31/09/2014,,07/07/2013,ITT,
5000005029,Temporary building hire  (DCE),Corporate Services,Temporary building hire  (DCE),Portakabin Ltd,"£325,000.00",,28/03/2013,30/09/2014,,03/01/2014,ITT,
5000004978,Primary Expansions PCA,Corporate Services,Primary Expansions PCA,Mace Ltd,"£221,688.27",,01/01/2013,31/01/2015,,06/05/2014,ITT,
5000004977,Recharge of Tax & NI for Pension Fund,Corporate Services,Recharge of Tax & NI for Pension Fund,LB Barnet,"£5,101,000.00",,01/04/2012,30/04/2014,,03/08/2013,ITT,
5000004975,Remaining fee 12/13 & 13/14  (DCE),Corporate Services,Remaining fee 12/13 & 13/14  (DCE),The Wm Company,"£13,000.00",,01/05/2013,31/03/2014,,04/07/2013,ITT,
5000004973,Re-coupment of Pension Cont (DCE),Corporate Services,Re-coupment of Pension Cont (DCE),London Pensions,"£51,000.00",,01/05/2013,31/03/2016,,05/07/2015,ITT,
5000004957,Building Cleaning  (DCE),Corporate Services,Building Cleaning  (DCE),Churchill Contract,"£685,734.00",,01/04/2013,31/03/2014,,04/07/2013,ITT,
5000004953,Bus & Tube Adverts for EPR   (DCE),Corporate Services,Bus & Tube Adverts for EPR   (DCE),C B S Outdoor Ltd,"£15,500.00",,30/04/2013,31/03/2016,,05/07/2015,ITT,
5000004939,Contract D   (PROCUREMENT DEPT ONLY),Corporate Services,Contract D   (PROCUREMENT DEPT ONLY),Servest(Commercial,"£700,000.00",,29/04/2013,31/09/2014,,05/07/2015,ITT,
5000004938,Contract C  (PROCUREMENT DEPT ONLY),Corporate Services,Contract C  (PROCUREMENT DEPT ONLY),Servest(Commercial,"£50,000.00",,01/04/2013,31/09/2014,,05/07/2015,ITT,
5000004937,Contract A   (PROCUREMENT DEPT ONLY),Corporate Services,Contract A   (PROCUREMENT DEPT ONLY),Servest(Commercial,"£10,000.00",,01/04/2013,31/09/2014,,05/07/2015,ITT,
5000004916,Legal Services  (Ins),Corporate Services,Legal Services  (Ins),Legal Costs,"£24,500.00",,24/04/2013,31/03/2016,,05/07/2015,ITT,
5000004911,Insurance claims  (DCE),Corporate Services,Insurance claims  (DCE),The Barnetgroup,"£250,000.00",,01/04/2013,31/03/2014,,04/07/2013,ITT,
5000004903,Subs London Council Grants Committee DCE,Corporate Services,Subs London Council Grants Committee DCE,City of London,"£560,000.00",,28/03/2013,01/06/2014,,04/09/2013,ITT,
5000004902,Coroners Service Levy  (DCE),Corporate Services,Coroners Service Levy  (DCE),London Borough of,"£320,000.00",,28/03/2013,01/06/2014,,04/09/2013,ITT,
5000004878,TFL Traffic Signals  (DCE),Corporate Services,TFL Traffic Signals  (DCE),Transport For London,"£500,000.00",,28/03/2013,01/06/2014,,04/09/2013,ITT,
5000004875,Internal building modifications  (DCE),Corporate Services,Internal building modifications,Kirkman & Jourdain,"£31,781.20",,16/04/2013,31/03/2016,,05/07/2015,ITT,
5000004868,Subscription ,Corporate Services,Subscription ,CIPFA Business Ltd,"£122,000.00",,01/04/2012,31/03/2014,,04/07/2013,ITT,
5000004323,T&H Legal Support  For The Pscip Programme,Corporate Services,Legal services for the PSCIP programme,Trowers & Hamlins Llp,"£165,000.00",,01/08/2007,07/11/2016,,11/02/2016,ITT,
5000004059,Temporary & Agency Staff,Corporate Services,Provision of temporary Agency resources,Comensura,"£36,700,000.00",,01/10/2012,30/09/2015,,03/01/2015,ITT,
5000002216,PSCIP,Corporate Services,Construction of Childs Hill,Kier London Ltd,"£2,726,156.00",,29/07/2011,29/07/2014,,01/11/2013,ITT,
5000002215,Translation & Intrepretation Services,Corporate Services,Provision of translation and intrepretaion services,Prime Productions,"£640,000.00",,01/10/2009,30/09/2015,,03/01/2015,ITT,
5000002214,Stationery,Corporate Services,Stationery Supplies,Office Depot,"£800,000.00",,01/04/2010,31/03/2014,,04/07/2013,ITT,
5000002213,Computer Consumables,Corporate Services,Supply of computer consumables,Office Depot,"£600,000.00",,01/04/2010,01/03/2014,,04/06/2013,ITT,
5000001555,Transcribing Ctax bills to Braille,Corporate Services,Transcribing Ctax bills to Braille,Disability Resource Team Ltd,"£24,999.00",,01/04/2012,31/01/2016,,06/05/2015,ITT,
5000001463,Provision of Mobile Solutions,Corporate Services,Provision of Mobile Solutions,Vodafone Ltd (Bills only),"£444,000.00",,01/04/2012,31/03/2014,,04/07/2013,ITT,
5000002258,IT Media Products,Corporate Services,IT Media Products,Insight Media Internet Limited ,"£22,356.00",,01/02/2013,31/03/2016,,05/07/2015,ITT,
5000000814,Provision of Software & Licensing,Corporate Services,Provision of Software & Licensing,Insight ,"£1,296,362.25",,01/04/2012,31/03/2014,,04/07/2013,ITT,
5000000810,Bt Network,Corporate Services,LBB data and VOIP channel,BT,"£330,408.00",,30/03/2012,29/03/2014,,02/07/2013,ITT,
5000000806,Vubis,Corporate Services,Prime Library management software to include subscription to Aquabrowser etc.,Infor Library And Information Solutions,"£360,500.00",,28/11/2008,27/11/2015,,02/03/2015,ITT,
5000000677,Pensions System,Corporate Services,Provision of Pension Management System,Heywoods,"£128,000.00",,13/09/2011,13/09/2014,,17/12/2013,ITT,
5000000674,Civica Openrevenues It System,Corporate Services,"CTAX, NNDR, Benefits IT system to administer operations",Civica,"£3,443,615.00",,01/01/2010,01/01/2015,,06/04/2014,ITT,
5000000666,Acturial Service,Corporate Services,Actuarial service,Barnett Waddingham,"£85,000.00",,01/04/2012,31/03/2014,,04/07/2013,ITT,
5000000664,Treasury Advisors,Corporate Services,Treasury advisory service,Arlingclose,"£52,000.00",,01/08/2013,31/07/2015,,03/11/2014,ITT,
5000000811,Gcsx Conectivity,Corporate Services,Secure email for government bodies to email ,London Grid For Learning,"£42,500.00",,01/04/2011,31/03/2014,,04/07/2013,ITT,
5000004015,Print Framework,Corporate Services,Print Framework,Belmont Press,"£20,000.00",,01/04/2013,31/12/2014,,05/04/2014,ITT,
5000005796,Capita IT Services (BSF) Ltd ,Corporate Services,Schools ICT,Capita IT Services (BSF) Ltd,"£21,000.00",,12/09/2013,31/03/2014,,04/07/2013,ITT,
5000005753,New Build (CSG) ,Corporate Services,Replacement of the existing dininh hall,Grasvenor Avenue Infant School,"£180,000.00",,10/07/2013,31/12/2015,,05/04/2015,ITT,
5000002236,Acculith 76 Ltd Print Framework,Corporate Services,Print Framework,Acculith 76 Ltd,"£50,000.00",,01/04/2012,31/12/2014,,05/04/2014,ITT,
5000005531,Primary Expansions JCT1,Corporate Services,Primary Expansions JCT1,Mace Ltd,"£10,272,759.00",,20/05/2013,31/10/2014,,03/02/2014,ITT,
5000002237,Paragon Group UK Limited,Corporate Services,Print Framework,Paragon Group UK Limited,"£90,000.00",,01/04/2012,31/12/2014,,05/04/2014,ITT,
5000000096,Printing Services,Corporate Services,Print Framework,Falder Matthews Ltd,"£100,000.00",,01/04/2012,31/12/2014,,05/04/2014,ITT,
5000001650,Personal Protective Clothing (Greenham),Corporate Services,Personal Protective Clothing,Greenham Trading Limited (Bunzl),"£24,999.00",,01/04/2012,31/03/2016,,05/07/2015,ITT,
5000004517,Disclosure Barring Service (CRB),Corporate Services,Disclosure Barring Service (CRB),Capita Resourcing Ltd,"£21,272.00",,06/02/2013,31/03/2016,,05/07/2015,ITT,
5000004569,Security Services,Corporate Services,Security Services (All Directorates),Blue 9 Security,"£2,349,734.75",,02/08/2012,02/07/2015,,05/10/2014,ITT,
5000004927,Acolaid System (all Modules),Corporate Services,Acolaid System (all Modules),Idox Software,"£188,000.00",,28/02/2012,27/02/2014,,02/06/2013,ITT,
5000004974,Management fees Pension Fund  (DCE),Corporate Services,Management fees Pension Fund  (DCE),Legal & General,"£90,000.00",,01/04/2012,31/03/2014,,04/07/2013,ITT,
5000005087,Logica Legacy Applications,Corporate Services,Logica Legacy Applications,CGI IT UK Limited,"£84,600.00",,04/04/2012,03/04/2014,,07/07/2013,ITT,
5000006003,Christ's College Main Works JCT (CSG),Corporate Services,Christs College Main Work JCT (CSG),Morgan Sindall,"£2,976,524.22",,01/04/2013,17/04/2015,,21/07/2014,ITT,
5000006004,Compton Main Works JCT (CSG),Corporate Services,Compton Main Work JCT (CSG),Morgan Sindall,"£3,780,557.97",,01/04/2013,05/09/2015,,09/12/2014,ITT,
5000000112,Banking Contract,Corporate Services,Operational banking service contract,Co-Operative Bank Plc,"£414,400.00",,01/04/2009,31/03/2014,,04/07/2013,ITT,
5000003605,Energy Supply Contract,Corporate Services,Electricity Supply Contract,Npower (Laser),"£9,532,175.00",,01/10/2012,30/09/2016,,04/01/2016,ITT,
5000003604,"Gas Under 25,000 Therms",Corporate Services,Supply of Gas Unders ,Total Gas And Power (Laser),"£5,490,576.00",,01/10/2012,30/09/2016,,04/01/2016,ITT,
5000003560,e-Recruitment System,Corporate Services,Provision of an online e-Recruitment System,TMPW Plc (Formally Tribal Plc),"£80,000.00",,10/06/2011,09/06/2014,,12/09/2013,ITT,
5000003560,Recruitment Advertising,Corporate Services,Provision of recruitment advertising,TMPW Plc (Formally Tribal Plc),"£250,000.00",,01/04/2012,31/03/2014,,04/07/2013,ITT,
5000003690,Printing (Document Centre),Corporate Services,Print Framework,Financial Data Management,"£158,500.00",,01/04/2012,31/12/2014,,05/04/2014,ITT,
5000004599,Construction Services,Corporate Services,Construction Services,Morgan Sindell,"£376,112.96",,28/02/2013,17/01/2014,,22/04/2013,ITT,
5000006258,Brunswick Park School Gas Supply,Corporate Services,Brunswick Park School Gas Supply,Fulcrum Pipelines Ltd,"£17,988.29",,01/01/2014,01/09/2014,,05/12/2013,ITT,
5000006259,Moss Hall School Electricity Supply,Corporate Services,Moss Hall School Electricity Supply,UK Power Networks,"£12,776.81",,01/01/2014,01/09/2014,,05/12/2013,ITT,
5000006260,Brunswick Park School Electricity Supply,Corporate Services,Brunswick Park School Electricity Supply,UK Power Networks,"£11,875.84",,01/01/2014,01/09/2014,,05/12/2013,ITT,
5000004131,Consult Fin Acct (DCE),Corporate Services,Consult Fin Acct (DCE),KPMG Fee Account,"£140,000.00",,01/03/2012,31/03/2016,,05/07/2015,ITT,
5000006341,Executive Recruitment (CSG),Corporate Services,Executive Recruitment (CSG),Badenoch & Clark,"£60,000.00",,01/01/2014,01/08/2014,,04/11/2013,ITT,
5000003714,Property Service Charges(DCE Commercial),Corporate Services,Property Service Charges(DCE Commercial),Middlesex University,"£690,417.00",,30/07/2012,31/03/2015,,04/07/2014,ITT,
5000004482,Cricklewood Brent Cross Legal Advice,Corporate Services,Legal advice on PDA,Eversheds,"£239,119.60",,25/01/2013,30/06/2014,,03/10/2013,ITT,
5000003659,Funeral Services (EPR),Street Scene,Procurement will be undertaken by Re,Nicholas Hare,"£20,000.00",,13/07/2012,31/03/2016,,05/07/2015,ITT,
5000003776,School Travel Plan Grant  (EPR),Street Scene,School Travel Plan Grant  (EPR),Deansbrook Infant School,"£11,300.00",,21/06/2013,21/06/2016,,25/09/2015,ITT,
5000003778,School Travel Plan Grant  (EPR),Street Scene,School Travel Plan Grant  (EPR),Garden Suburb Infant School,"£10,200.00",,21/06/2013,21/06/2016,,25/09/2015,ITT,
5000003781,School Travel Plan Grant  (EPR),Street Scene,School Travel Plan Grant  (EPR),St Joseph's Junior School,"£10,800.00",,21/06/2013,21/06/2016,,25/09/2015,ITT,
5000003802,School Travel Plan Grant  (EPR),Street Scene,School Travel Plan Grant  (EPR),All Saints' CE School N20,"£10,500.00",,21/06/2013,21/06/2016,,25/09/2015,ITT,
5000003805,School Travel Plan Grant  (EPR),Street Scene,School Travel Plan Grant  (EPR),St Catherine's RC School,"£10,800.00",,21/06/2013,21/06/2016,,25/09/2015,ITT,
5000003815,School Travel Plan Grant  (EPR),Street Scene,School Travel Plan Grant  (EPR),Lyonsdown School Trust Ltd,"£10,100.00",,21/06/2013,21/06/2016,,25/09/2015,ITT,
5000003838,School Travel Plan Grant  (EPR),Street Scene,School Travel Plan Grant  (EPR),Courtland School,"£11,500.00",,21/06/2013,21/06/2016,,25/09/2015,ITT,
5000003847,School Travel Plan Grant  (EPR),Street Scene,School Travel Plan Grant  (EPR),Oakleigh School,"£10,000.00",,21/06/2013,21/06/2016,,25/09/2015,ITT,
5000003867,School Travel Plan Grant  (EPR),Street Scene,School Travel Plan Grant  (EPR),St John's CE School N11,"£10,500.00",,21/06/2013,21/06/2016,,25/09/2015,ITT,
5000003871,School Travel Plan Grant  (EPR),Street Scene,School Travel Plan Grant  (EPR),JCoSS,"£10,000.00",,21/06/2013,21/06/2016,,25/09/2015,ITT,
5000004425,Subscript-Membership  (EPR),Corporate Services,Subscript-Membership  (EPR),Experian Limited,"£10,000.00",,02/01/2013,31/03/2016,,05/07/2015,ITT,
5000004519,Hire of Venue   (EPR),Corporate Services,Hire of Venue   (EPR),Crown Moran Hotel,"£10,000.00",,08/02/2013,31/03/2016,,05/07/2015,ITT,
5000004545,Road Services  (EPR),Corporate Services,Road Services  (EPR),URS Infrastructure & Environment UK Ltd,"£20,000.00",,21/02/2013,31/03/2016,,05/07/2015,ITT,
5000004740,Utility Scars  (EPR),Corporate Services,Utility Scars  (EPR),London Borough Of Brent,"£20,000.00",,21/03/2013,31/03/2016,,05/07/2015,ITT,
5000005199,Highways Asset Management System (EPR),Street Scene,Highways Asset Management System (EPR),Bentley Systems,"£346,495.00",,31/03/2013,31/03/2016,,05/07/2015,ITT,
5000005189,Residential Independent Adv Serv  (EPR),Corporate Services,Residential Independent Adv Serv  (EPR),Strategic Urban,"£88,000.00",,07/05/2013,07/05/2017,,10/08/2016,ITT,
5000005132,GVA - CBX Scheme  (EPR),Corporate Services,GVA - CBX Scheme  (EPR),GVA Grimley Ltd,"£439,040.00",,29/05/2013,01/04/2016,,06/07/2015,ITT,
5000005088,Paul Winter & Co Solicitor (EPR),Corporate Services,Paul Winter & Co Solicitor (EPR),Paul Winter & Co,"£282,000.00",,20/05/2013,31/03/2016,,05/07/2015,ITT,
5000005073,Water Bills,Corporate Services,Water Bills,Thames Water,"£700,000.00",,01/04/2013,31/03/2014,,04/07/2013,ITT,
5000004894,HCC Cremators replacement  (DCE),Corporate Services,HCC Cremators replacement  (DCE),Facultatieve,"£926,440.00",,17/04/2013,30/09/2015,,03/01/2015,ITT,
5000004881,Prof serv on West Hendon  (EPR),Corporate Services,Prof serv on West Hendon,AECOM Limited,"£135,425.00",,03/12/2012,30/06/2014,,03/10/2013,ITT,
5000004770,Works in Default,Corporate Services,Works in Default,Amwell Construction Ltd,"£15,000.00",,26/03/2013,31/03/2016,,05/07/2015,ITT,
5000004469,Business Connector,Corporate Services,Memorandum of understanding,Middlesex University,"£40,000.00",,31/07/2012,30/06/2014,,03/10/2013,ITT,
