Property Reference,Account Holder 1,Account Holder 2,Liability Start Date,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Post Code,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4, Charged Amount ,Rateable Value,Property Description,Charity Relief,Discretionary,Rural Relief,Discretionary ,Mandatory,Small Business Rate Relief,Exemption,Empty Relief
10277794968667,SOCIAL NETWORK LIMITED          ,                                ,27.03.2014               ,P1000 1341 3RD FLR              ,08-Oct,BAILLIE STREET                     ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1JG,17 RUE PAUL STRAUSS                ,PARIS                              ,FRANCE                          ,                                , �-   ,5100,OFFICES AND PREMISES                                        ,      ,0,      ,0,0,      ,Y     ,Y     
10277795970818,OLD HILL MARKET (HALES OWEN) LTD,                                ,30.08.2014               ,                                ,                                ,1ST FLR 6A                         ,BAILLIE STREET                     ,ROCHDALE                        ,                                ,OL16 1JG,333 STATION ROAD                   ,STECHFORD                          ,BIRMINGHAM                      ,                                , �-   ,0,Being Converted.                                            ,      ,0,      ,0,0,      ,Y     ,Y     
10277798624573,ROCHDALE MBC                    ,                                ,01.10.2012               ,                                ,                                ,ROCHDALE MBC CAR PARK              ,BAILLIIE STREET                    ,ROCHDALE                        ,                                ,OL16 1JG,NUMBER ONE RIVERSIDE               ,ROCHDALE                           ,                                ,                                ," �4,840.00 ",10000,Car Park and Premises                                       ,      ,0,      ,0,0,      ,      ,      
1027790089002A     ,NAMEPLATE SERVICES LTD          ,                                ,01.04.2005               ,                                ,                                ,89 BAILLIE STREET                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1JA,89 BAILLIE STREET                  ,ROCHDALE LANCASHIRE                ,                                ,                                ," �2,894.45 ",9700,WORKSHOP AND PREMISES                                       ,      ,0,      ,0,0,Y     ,      ,      
10283X00010086     ,ROCHDALE MBC                    ,                                ,01.04.2005               ,C0510 1341 BALDERSTONE PARK     ,RMBC                            ,OLDHAM ROAD                        ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2HB,NUMBER ONE RIVERSIDE               ,ROCHDALE                           ,                                ,                                ," �5,929.00 ",12250,LIBRARY AND PREMISES                                        ,      ,0,      ,0,0,      ,      ,      
1035810009006A     ,T PICKERING & SONS              ,                                ,01.04.2005               ,T AND J PICKERING               ,                                ,BARON STREET                       ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1SJ,4 BARON STREET                     ,ROCHDALE LANCASHIRE                ,                                ,                                , �319.44 ,6600,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,Y     ,      ,      
10358100280089,ASIF GHAFOOR ARAIN              ,                                ,06.04.2010               ,                                ,                                ,28 BARON STREET                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1SJ,28 BARON STREET                    ,ROCHDALE LANCASHIRE                ,                                ,                                , �-   ,5700,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,Y     ,      ,      
10358112589837,INTEGRATED FABRICATIONS LTD     ,                                ,01.04.2010               ,                                ,                                ,INTEGRATED FABRICATIONS LTD        ,BARON STREET                       ,ROCHDALE                        ,                                ,OL16 1SJ,BUCKLEY HOUSE                      ,BUCKLEY ROAD                       ,ROCHDALE                        ,                                ," �12,673.50 ",25500,Workshop and Premises                                       ,      ,0,      ,0,0,      ,      ,      
10358192324251,HARMIN LIMITED                  ,                                ,01.01.2014               ,                                ,                                ,26 BARON STREET                    ,ROCHDALE                           ,                                ,                                ,OL16 1SJ,                                   ,                                   ,                                ,                                , �-   ,5700,Warehouse and Premises                                      ,      ,0,      ,0,0,      ,Y     ,Y     
10430291116628,MOBILE BROADBAND NETWORK LTD    ,                                ,29.10.2009               ,HUTCHISON 3G UK SITE REF        ,OL0003 OFF                      ,BELFIELD ROAD                      ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 2UY,GVA GRIMLEY BUSINESS RATES         ,PO BOX 6079                        ,WOLVERHAMPTON                   ,                                ," �2,516.80 ",5200,COMMUNICATION STATION AND PREMISES                          ,      ,0,      ,0,0,      ,      ,      
10430291512947,BARNARDOS                       ,                                ,10.10.2011               ,                                ,                                ,OFFICE 6 2ND FLR                   ,UNIQUE ENTERPRISE CENTRE           ,BELFIELD ROAD                   ,ROCHDALE                        ,OL16 2UP,PROPERTY DEPT                      ,111 OXGANGS ROAD NORTH             ,EDINBURGH                       ,                                , �109.34 ,1100,Offices and Premises                                        ,Y     ,0,      ,0,0,      ,      ,      
