ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,PAID DATE,NET AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,15/06/2016,LEARNING DIS & MENTAL HEALTH,CROSSROADS CARE IN GREATER MANCHESTER,15/06/2016,2027.97,PERSONAL BUDGETS - MANAGED,V001011987
ROCHDALE BOROUGH COUNCIL,15/06/2016,LEARNING DIS & MENTAL HEALTH,CROSSROADS CARE IN GREATER MANCHESTER,15/06/2016,1373.13,PERSONAL BUDGETS - MANAGED,V001011988
ROCHDALE BOROUGH COUNCIL,01/06/2016,PHYSICAL DIS & OLDER PEOPLE,ROUTES HEALTHCARE (NORTH),01/06/2016,561.00,PERSONAL BUDGETS - MANAGED,V001011995
ROCHDALE BOROUGH COUNCIL,01/06/2016,PHYSICAL DIS & OLDER PEOPLE,ROUTES HEALTHCARE (NORTH),01/06/2016,1386.00,PERSONAL BUDGETS - MANAGED,V001011996
ROCHDALE BOROUGH COUNCIL,07/06/2016,PUBLIC HEALTH,ROCHDALE PHARMACY,07/06/2016,747.43,PH LCS PAYMENTS,V001012047
ROCHDALE BOROUGH COUNCIL,03/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,AMBEROL LIMITED,03/06/2016,1620.04,"TREES, SHRUBS, PLANTS",V001012048
ROCHDALE BOROUGH COUNCIL,03/06/2016,ECONOMY DIRECTORATE,J C MILLS & SON LIMITED,03/06/2016,517.50,CENTRAL HEATING,V001012094
ROCHDALE BOROUGH COUNCIL,02/06/2016,ECONOMY DIRECTORATE,CRICK SMITH UNIVERSITY OF LINCOLN,02/06/2016,950.00,SITE INVESTIGATION,V001012111
ROCHDALE BOROUGH COUNCIL,07/06/2016,EARLY HELP AND SCHOOLS,POSITIVE OUTCOME ASSOCIATES LTD,07/06/2016,1533.00,BASIC SALARIES,V001012112
ROCHDALE BOROUGH COUNCIL,01/06/2016,ECONOMY DIRECTORATE,S T HEATINGS SERVICES LTD,01/06/2016,731.72,CENTRAL HEATING,V001012116
ROCHDALE BOROUGH COUNCIL,13/06/2016,CHILDREN’S SOCIAL CARE,NORTHENDEN DIAMOND TRAVEL,13/06/2016,891.75,ADOPTION PAYMENTS,V001012117
ROCHDALE BOROUGH COUNCIL,03/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,PERMASTEELISA  UK LTD,03/06/2016,1252.00,PROPERTY - WORKS ELEMENT,V001012126
ROCHDALE BOROUGH COUNCIL,02/06/2016,EARLY HELP AND SCHOOLS,GROUNDWORK LANDSCAPES LIMITED,02/06/2016,2805.00,IMPROVEMENTS-MODERNISATION,V001012127
ROCHDALE BOROUGH COUNCIL,06/06/2016,ECONOMY DIRECTORATE,ASPINALL INTERIORS,06/06/2016,812.00,IMPROVEMENTS-MODERNISATION,V001012130
ROCHDALE BOROUGH COUNCIL,15/06/2016,PROPERTY AND HIGHWAYS,CAPITA PROPERTY AND INFRASTRUCTURE LTD,15/06/2016,6091.77,MAINTENANCE,V001012133
ROCHDALE BOROUGH COUNCIL,02/06/2016,ECONOMY DIRECTORATE,F S MOULT & SON,02/06/2016,600.00,REPAIRS & ALTS OF BUILDINGS,V001012144
ROCHDALE BOROUGH COUNCIL,02/06/2016,ECONOMY DIRECTORATE,F S MOULT & SON,02/06/2016,2100.00,REPAIRS & ALTS OF BUILDINGS,V001012144
ROCHDALE BOROUGH COUNCIL,03/06/2016,PUBLIC HEALTH,ASHWORTH STREET SURGERY,03/06/2016,1006.75,PH LCS PAYMENTS,V001012156
ROCHDALE BOROUGH COUNCIL,03/06/2016,PUBLIC HEALTH,STONEFIELD STREET SURGERY,03/06/2016,617.16,PH LCS PAYMENTS,V001012162
ROCHDALE BOROUGH COUNCIL,02/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,A E YATES LTD,02/06/2016,5054.35,DRAINAGE AND SEWERS,V001012165
ROCHDALE BOROUGH COUNCIL,02/06/2016,PROPERTY AND HIGHWAYS,A E YATES LTD,02/06/2016,547.72,REPAIRS & ALTS OF BUILDINGS,V001012165
ROCHDALE BOROUGH COUNCIL,02/06/2016,PROPERTY AND HIGHWAYS,A E YATES LTD,02/06/2016,1120.41,TRANSACTIONS-EXPENDITURE,V001012165
ROCHDALE BOROUGH COUNCIL,02/06/2016,PROPERTY AND HIGHWAYS,A E YATES LTD,02/06/2016,5136.00,MAINTENANCE,V001012171
ROCHDALE BOROUGH COUNCIL,02/06/2016,PROPERTY AND HIGHWAYS,A E YATES LTD,02/06/2016,1027.20,TRANSACTIONS-EXPENDITURE,V001012171
ROCHDALE BOROUGH COUNCIL,02/06/2016,PROPERTY AND HIGHWAYS,A E YATES LTD,02/06/2016,29287.38,MAINTENANCE,V001012172
ROCHDALE BOROUGH COUNCIL,02/06/2016,PROPERTY AND HIGHWAYS,A E YATES LTD,02/06/2016,5857.48,TRANSACTIONS-EXPENDITURE,V001012172
ROCHDALE BOROUGH COUNCIL,03/06/2016,EARLY HELP AND SCHOOLS,INSPIREDSPACES ROCHDALE LTD,03/06/2016,24406.17,IMPROVEMENTS-MODERNISATION,V001012178
ROCHDALE BOROUGH COUNCIL,03/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,ANNE KIBEL ARTIST MANAGEMENT,03/06/2016,2000.00,PROJECTS,V001012184
ROCHDALE BOROUGH COUNCIL,06/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,BODEN & DAVIES LTD,06/06/2016,704.26,CENTRAL HEATING,V001012186
ROCHDALE BOROUGH COUNCIL,08/06/2016,ECONOMY DIRECTORATE,LEANDER ARCHITECTURAL,08/06/2016,1832.00,PURCHASE OF OTHER EQUIPMENT,V001012188
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,CHRISTINE FOSTER LIMITED,03/06/2016,1775.00,AGENCY STAFF,V001012193
ROCHDALE BOROUGH COUNCIL,01/06/2016,ECONOMY DIRECTORATE,PROTEC FIRE DETECTION PLC,01/06/2016,1179.97,REPAIRS & ALTS OF BUILDINGS,V001012213
ROCHDALE BOROUGH COUNCIL,08/06/2016,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,08/06/2016,928.00,YOUNG PEOPLES RENTS,V001012220
ROCHDALE BOROUGH COUNCIL,08/06/2016,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,08/06/2016,760.00,FOSTER PARENTS BASIC ALLOWANCE,V001012221
ROCHDALE BOROUGH COUNCIL,08/06/2016,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,08/06/2016,760.00,FOSTER PARENTS BASIC ALLOWANCE,V001012222
ROCHDALE BOROUGH COUNCIL,08/06/2016,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,08/06/2016,928.00,YOUNG PEOPLES RENTS,V001012223
ROCHDALE BOROUGH COUNCIL,08/06/2016,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,08/06/2016,928.00,YOUNG PEOPLES RENTS,V001012224
ROCHDALE BOROUGH COUNCIL,08/06/2016,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,08/06/2016,928.00,HOMELESS & VULNERABLE,V001012225
ROCHDALE BOROUGH COUNCIL,08/06/2016,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,08/06/2016,760.00,FOSTER PARENTS BASIC ALLOWANCE,V001012226
ROCHDALE BOROUGH COUNCIL,08/06/2016,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,08/06/2016,760.00,FOSTER PARENTS BASIC ALLOWANCE,V001012227
ROCHDALE BOROUGH COUNCIL,21/06/2016,PUBLIC HEALTH,BUREAU VERITAS UK LTD,21/06/2016,5780.00,HEALTH AUTHORITIES,V001012232
ROCHDALE BOROUGH COUNCIL,01/06/2016,PROPERTY AND HIGHWAYS,R & M ROOFING & BUILDING SUPPLIES LTD,01/06/2016,525.00,TRANSACTIONS-EXPENDITURE,V001012247
ROCHDALE BOROUGH COUNCIL,16/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,16/06/2016,563.67,GAS,V001012285
ROCHDALE BOROUGH COUNCIL,01/06/2016,EARLY HELP AND SCHOOLS,FISHERFIELD FARM NURSERY,01/06/2016,1000.00,TRAINING,V001012286
ROCHDALE BOROUGH COUNCIL,08/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,D HUGHES DEMOLITION,08/06/2016,54868.45,DEMOLITION,V001012291
ROCHDALE BOROUGH COUNCIL,29/06/2016,CHILDREN’S SOCIAL CARE,FRUITS OF LIFE,29/06/2016,660.00,ROOM HIRE,V001012292
ROCHDALE BOROUGH COUNCIL,01/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,01/06/2016,529.90,PROVISIONS,V001012297
ROCHDALE BOROUGH COUNCIL,01/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,01/06/2016,660.21,PROVISIONS,V001012297
ROCHDALE BOROUGH COUNCIL,01/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,01/06/2016,673.85,PROVISIONS,V001012297
ROCHDALE BOROUGH COUNCIL,01/06/2016,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,01/06/2016,859.52,ASSESSMENT CARE,V001012314
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,WESTVALE HOUSE,03/06/2016,1453.20,NURSING LONG TERM,V001012315
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,PENDLE RESIDENTIAL CARE,03/06/2016,4199.40,RESIDENTIAL LONG TERM,V001012316
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,03/06/2016,1169.36,RESIDENTIAL LONG TERM,V001012317
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,03/06/2016,1196.24,NURSING LONG TERM,V001012318
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,BELGRAVIA CARE,03/06/2016,2276.20,RESIDENTIAL LONG TERM,V001012319
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,03/06/2016,4150.00,RESIDENTIAL LONG TERM,V001012320
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,THE ELMS,03/06/2016,1397.24,NURSING LONG TERM,V001012323
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,03/06/2016,849.24,PERSONAL BUDGETS - MANAGED,V001012324
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,UNITED RESPONSE,03/06/2016,5077.60,RESIDENTIAL LONG TERM,V001012325
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,03/06/2016,1004.28,PERSONAL BUDGETS - MANAGED,V001012326
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,03/06/2016,1196.24,RESIDENTIAL LONG TERM,V001012327
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,03/06/2016,1769.40,RESIDENTIAL LONG TERM,V001012328
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED,03/06/2016,1165.12,NURSING LONG TERM,V001012329
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,03/06/2016,1196.24,RESIDENTIAL LONG TERM,V001012330
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,LEONARD CHESHIRE FOUNDATION WALES & WEST,03/06/2016,2200.72,NURSING LONG TERM,V001012331
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,03/06/2016,1463.00,NURSING LONG TERM,V001012332
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,LEONARD CHESHIRE FOUNDATION WALES & WEST,03/06/2016,1924.40,NURSING LONG TERM,V001012333
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,03/06/2016,1196.24,NURSING LONG TERM,V001012335
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,03/06/2016,1157.08,NURSING LONG TERM,V001012336
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,THE JOSEPH COX CHARITY,03/06/2016,1790.68,RESIDENTIAL LONG TERM,V001012339
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,03/06/2016,1221.28,NURSING LONG TERM,V001012340
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,THE ELMS,03/06/2016,1397.24,RESIDENTIAL LONG TERM,V001012343
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,03/06/2016,5254.20,RESIDENTIAL LONG TERM,V001012344
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,03/06/2016,1024.80,PERSONAL BUDGETS - MANAGED,V001012345
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,BURY MBC,03/06/2016,1098.80,PERSONAL BUDGETS - MANAGED,V001012347
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,03/06/2016,1196.24,RESIDENTIAL LONG TERM,V001012348
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,HEALYCARE LTD,03/06/2016,3476.16,RESIDENTIAL LONG TERM,V001012349
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,03/06/2016,1397.24,RESIDENTIAL LONG TERM,V001012350
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED,03/06/2016,1429.00,NURSING LONG TERM,V001012351
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,CHADDERTON TOTAL CARE UNIT LTD,03/06/2016,2137.08,NURSING LONG TERM,V001012352
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,03/06/2016,1200.24,RESIDENTIAL LONG TERM,V001012353
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED,03/06/2016,1473.60,NURSING LONG TERM,V001012354
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,CALTON SYSTEMS LIMITED,03/06/2016,715.72,RESIDENTIAL LONG TERM,V001012357
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,03/06/2016,1196.24,RESIDENTIAL LONG TERM,V001012358
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,03/06/2016,1196.24,RESIDENTIAL LONG TERM,V001012360
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,03/06/2016,1235.88,RESIDENTIAL LONG TERM,V001012361
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,03/06/2016,1196.24,RESIDENTIAL LONG TERM,V001012362
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,03/06/2016,1089.36,RESIDENTIAL LONG TERM,V001012365
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,03/06/2016,631.84,NURSING LONG TERM,V001012366
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,THE JOSEPH COX CHARITY,03/06/2016,1915.40,RESIDENTIAL LONG TERM,V001012367
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,03/06/2016,1227.96,RESIDENTIAL LONG TERM,V001012368
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,03/06/2016,1196.24,RESIDENTIAL LONG TERM,V001012369
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,03/06/2016,1076.84,NURSING LONG TERM,V001012370
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,GENHAWK LIMITED,03/06/2016,6826.16,RESIDENTIAL LONG TERM,V001012371
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,03/06/2016,1292.60,NURSING LONG TERM,V001012372
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,03/06/2016,1196.24,RESIDENTIAL LONG TERM,V001012373
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,03/06/2016,1196.24,RESIDENTIAL LONG TERM,V001012374
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,THE LAKES CARE CENTRE,03/06/2016,1679.20,NURSING LONG TERM,V001012377
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,03/06/2016,5367.92,RESIDENTIAL LONG TERM,V001012378
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,03/06/2016,1216.24,RESIDENTIAL LONG TERM,V001012381
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,BROWFIELD RESIDENTIAL HOME,03/06/2016,1333.44,RESIDENTIAL LONG TERM,V001012384
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,03/06/2016,756.52,PERSONAL BUDGETS - MANAGED,V001012385
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,03/06/2016,1600.00,RESIDENTIAL LONG TERM,V001012386
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,BROWFIELD RESIDENTIAL HOME,03/06/2016,2186.48,RESIDENTIAL LONG TERM,V001012387
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,03/06/2016,1090.08,RESIDENTIAL LONG TERM,V001012388
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,03/06/2016,2297.60,RESIDENTIAL LONG TERM,V001012389
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,03/06/2016,1142.40,RESIDENTIAL LONG TERM,V001012390
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,03/06/2016,1359.48,RESIDENTIAL LONG TERM,V001012391
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,03/06/2016,3731.68,RESIDENTIAL LONG TERM,V001012392
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,03/06/2016,3644.44,RESIDENTIAL LONG TERM,V001012393
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,STRATHMORE HOUSE,03/06/2016,1325.64,RESIDENTIAL LONG TERM,V001012396
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,MR S MUNBODHOWA,03/06/2016,1251.68,RESIDENTIAL LONG TERM,V001012397
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,BROWFIELD RESIDENTIAL HOME,03/06/2016,2230.20,RESIDENTIAL LONG TERM,V001012398
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,03/06/2016,1397.24,RESIDENTIAL LONG TERM,V001012399
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,BRIAR HOUSE,03/06/2016,4626.20,RESIDENTIAL LONG TERM,V001012400
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,03/06/2016,1080.00,PERSONAL BUDGETS - MANAGED,V001012401
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,03/06/2016,1464.00,PERSONAL BUDGETS - MANAGED,V001012402
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,03/06/2016,1421.60,NURSING LONG TERM,V001012403
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,CHOICE LIMITED,03/06/2016,7130.52,RESIDENTIAL LONG TERM,V001012404
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,03/06/2016,1080.00,PERSONAL BUDGETS - MANAGED,V001012405
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,03/06/2016,1196.24,RESIDENTIAL LONG TERM,V001012406
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,03/06/2016,3403.36,RESIDENTIAL LONG TERM,V001012407
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,03/06/2016,1246.60,RESIDENTIAL LONG TERM,V001012408
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,03/06/2016,-532.73,NURSING LONG TERM,V001012409
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,MOORHAVEN NURSING HOME,03/06/2016,1074.56,RESIDENTIAL LONG TERM,V001012410
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,03/06/2016,1183.36,NURSING LONG TERM,V001012411
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,03/06/2016,1130.36,RESIDENTIAL LONG TERM,V001012412
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,03/06/2016,2301.60,PERSONAL BUDGETS - MANAGED,V001012413
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,03/06/2016,723.24,PERSONAL BUDGETS - MANAGED,V001012414
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,03/06/2016,1397.24,RESIDENTIAL LONG TERM,V001012415
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,HC ONE LTD,03/06/2016,2140.64,NURSING LONG TERM,V001012416
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,03/06/2016,1433.60,RESIDENTIAL LONG TERM,V001012417
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,03/06/2016,602.56,PERSONAL BUDGETS - MANAGED,V001012418
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,03/06/2016,1196.24,RESIDENTIAL LONG TERM,V001012420
ROCHDALE BOROUGH COUNCIL,03/06/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED,03/06/2016,1218.00,RESIDENTIAL LONG TERM,V001012421
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,03/06/2016,4941.64,RESIDENTIAL LONG TERM,V001012422
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,HEALYCARE LTD,03/06/2016,1364.00,RESIDENTIAL LONG TERM,V001012423
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,03/06/2016,5417.60,RESIDENTIAL LONG TERM,V001012424
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,RANDOMLIGHT LIMITED,03/06/2016,6000.00,RESIDENTIAL LONG TERM,V001012425
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,03/06/2016,1397.24,RESIDENTIAL LONG TERM,V001012426
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,03/06/2016,1473.60,NURSING LONG TERM,V001012427
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,BRIAR HOUSE,03/06/2016,2677.20,RESIDENTIAL LONG TERM,V001012429
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,FITZROY,03/06/2016,4245.92,RESIDENTIAL LONG TERM,V001012430
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,03/06/2016,5114.20,RESIDENTIAL LONG TERM,V001012431
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,03/06/2016,5162.20,RESIDENTIAL LONG TERM,V001012432
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,AUTISM INITIATIVES,03/06/2016,5956.12,RESIDENTIAL LONG TERM,V001012433
