Ratepayer Name,Property Address,PROPREF,RV
,"Calder Manufacturing, Mill Lane, Brighouse, HD6 1PN",29420753,8300
Trade Car Outlet Limited,"Display Land, (Adj Public Baths), Mill Royd Street, Brighouse            HD6 1EY",29424703,5600
,"Car Wash, Mill Royd Street, Brighouse, HD6 1EY",29424713,5300
,"28 New Hey Road, Brighouse, HD6 3LP",29432028,6500
,"77 New Hey Road, Brighouse, HD6 3PY",29432077,4900
,"1 New Street, Bailiff Bridge, Brighouse, HD6 4DP",29436001,5100
Highbury Homes [Yorks] Ltd,"Oak Hill Road, Clifton, Brighouse, HD6 1SN",29440700,9500
,"Oak Hill Road, Clifton, Brighouse, HD6 3AH",29440704,1075
Bics Laboratories Ltd,"Unit 1 Little John Mills, Oak Hill Road, Brighouse, HD6 1SL",29440705,9600
Advertising Technique Ltd,"Unit 4 Little John Mills, Oak Hill Road, Brighouse, HD6 1SL",29440708,4400
,"46 Old Lane, Brighouse, HD6 1TU",29448046,2325
,"48 Old Lane, Brighouse, HD6 1TU",29448048,2425
,"29 Old Lane, Brighouse, HD6 1TU",29448700,1625
,"27 Old Lane, Brighouse, HD6 1UB",29448701,2100
Bob's Carpet Emporium Ltd,"1 Owler Ings Road, Brighouse, HD6 1EJ",29452001,7100
J & E Computers Ltd,"3 Owler Ings Road, Brighouse, HD6 1EJ",29452003,5200
,"Owler Ings Road, Brighouse, HD6 1EJ",29452701,2550
,"Owler Ings Road, Brighouse, HD6 1EJ",29452704,5500
,"Unit 1 Bull Fold Garage, Owler Ings Road, Brighouse, HD6 1EJ",29452707,4750
,"Unit 3, Owler Ings Road, Brighouse, HD6 1EJ",29452714,4850
,"Unit 4, Owler Ings Road, Brighouse, HD6 1EJ",29452715,6000
Chiropody Express Ltd,"Office 12 Ground Floor, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452729,2225
Metlife Europe Services Ltd,"Office 23, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452744,1650
First Co Solutions Ltd,"Office 21, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452746,2000
Rackmaster Storage Systems Ltd,"Office 9, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452762,2125
,"5 Park Row, Brighouse, HD6 1AB",29456700,7600
,"2 Park Row, Brighouse, HD6 1AB",29456704,11500
Raw Hairdressing Ltd,"Park Row, Brighouse, HD6 1AB",29456705,5800
,"5 Park Street, Brighouse, HD6 1AD",29460005,8800
,"7 Park Street, Brighouse, HD6 1JL",29460007,8000
,"15 Park Street, Brighouse, HD6 1JL",29460015,7700
The Pot Spot Ltd,"44 Park Street, Brighouse, HD6 1JL",29460044,8600
Sf Beauty Ltd,"48 Park Street, Brighouse, HD6 1JL",29460048,9300
,"Unit 2, 42 Park Street, Brighouse, HD6 1JL",29460706,10500
,"Unit 3, 42 Park Street, Brighouse, HD6 1JL",29460707,11750
,"3 Park Street, Brighouse, HD6 1AD",29460708,3950
Tcr Vehicle Contracts Ltd,"Delilink, Park Street, Brighouse, HD6 1JL",29460711,8400
,"Phoenix House, Phoenix Street, Brighouse, HD6 1PD",29468707,10000
,"Portacabin, Phoenix Street, Brighouse, HD6 1PD",29468708,3150
,"2 Railway Street, Brighouse, HD6 1HQ",29476002,4000
,"20 Rastrick Common, Brighouse, HD6 3DR",29480020,3450
Hardcastle Bros (Brighouse) Ltd,"24 Rastrick Common, Brighouse, HD6 3DR",29480024,2125
,"25 Rastrick Common, Brighouse, HD6 3DW",29480025,7000
,"Unit 1, 27 Rastrick Common, Brighouse, HD6 3DW",29480027,6400
,"Castlefields Golf Club, Rastrick Common, Brighouse, HD6 3EL",29480701,3000
,"39a Rastrick Common, Brighouse, HD6 3DW",29480705,3050
,"46a Rastrick Common, Brighouse, HD6 3DR",29480706,2950
,"Globe Inn, 66/68 Rastrick Common, Brighouse, HD6 3EL",29480707,7600
,"Unit 4, River Street Business Park, River Street, Brighouse            HD6 1LU",29492730,3600
Essential Freight Ltd,"Unit 3, River Street Business Park, River Street, Brighouse            HD6 1LU",29492731,3600
Deano's Motors Limited,"Unit 1, River Street Business Park, River Street, Brighouse            HD6 1LU",29492732,4450
,"Unit 2, River Street Business Park, River Street, Brighouse            HD6 1LU",29492734,3600
,"Smith House Avenue, Brighouse, HD6 2JZ",29520700,10500
,"2A Smith House Avenue, Brighouse, HD6 2JZ",29520703,10750
John Walton (Machine Tools) Ltd,"The Smithy, Smithy Carr Lane, Brighouse, HD6 2HL",29528700,6100
D.B.Dental Equipment Ltd,"51/53 Smithy Carr Lane, Brighouse, HD6 4BG",29528702,11250
,"1 Spout House Lane, Brighouse, HD6 2PL",29536001,3550
,"Old Pond Inn, 15 Spout House Lane, Brighouse, HD6 2PL",29536704,10750
,"Prince Albert Inn, 17 St Martins View, Brighouse, HD6 2AZ",29548700,6200
Clean Car Ltd,"16 Thornhill Bridge Lane, Brighouse, HD6 4AW",29564016,5100
,"Thornhill Bridge Lane, Brighouse, HD6 4AW",29564700,8100
,"25 Thornhill Bridge Lane, Brighouse, HD6 4AW",29564701,7800
,"35/37 Thornhill Road, Brighouse, HD6 3AX",29568708,5700
,"39/41 Thornhill Road, Brighouse, HD6 3AX",29568709,4100
,"276 Thornhill Road, Brighouse, HD6 3HL",29568711,6000
Jackie Oller Ltd,"Hole Bottom Farm, Thornhills Beck Lane, Brighouse, HD6 4JQ",29572710,4500
A.C.C (Flooring) Ltd,"Unit 1A, Woodvale Workshops, Thornhills Beck Lane, Brighouse            HX6 4AW",29572715,4700
Direct Card Solutions Ltd,"Unit 2, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",29572718,8400
Kloog Business Development Ltd,"Unit 5, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",29572719,4600
Enventure Consultancy Ltd,"Unit 4, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",29572721,4350
Calderdale Security Services Ltd,"Unit 11, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",29572722,7400
,"Unit 3, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",29572724,3650
Kloog Properties Ltd,"Unit 6, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",29572725,4250
,"Ground Floor Room 2, Old Town Hall, Thornton Square, Brighouse            HD6 1ED",29576714,790
,"Grove Inn, 2/4 Tofts Grove Fold, Rastrick, Brighouse           HD6 3NW",29580700,4550
,"Sunnyfield, Toothill Bank Terrace, Brighouse, HD6 3EZ",29586700,1925
,"40 Towngate, Clifton, Brighouse, HD6 4HS",29588040,4150
,"R/O Church Farm, 147 Towngate, Clifton, Brighouse           HD6 4HP",29588702,2000
,"1 Upper Bonegate, Brighouse, HD6 1RT",29592001,1975
,"61 Upper Green Lane, Brighouse, HD6 2PA",29596061,3950
,"1 Victoria Road, Bailiff Bridge, Brighouse, HD6 4DX",29600700,2800
,"Wakefield Road, Brighouse, HD6 4HA",29608704,1500
The Loose Cover Company Ltd,"The Lodge, 18 Wakefield Road, Brighouse, HD6 1PE",29608707,10500
,"Robin Hood Works, Wakefield Road, Brighouse, HD6 1PE",29608710,5400
,"Unit 3, Phoenix Street Works, Wakefield Road, Brighouse            HD6 1PD",29608711,2750
Owram Estates Ltd,"Widex Works, Wakefield Road, Brighouse, HD6 1PE",29608715,7400
,"Wakefield Road, Brighouse, HD6 1QH",29608728,9900
Tube Manipulation Ltd,"2 Phoenix Court, Wakefield Road, Brighouse, HD6 1PF",29608733,3900
,"Unit 2 Stotts Island, 17 Wakefield Road, Brighouse, HD6 1PE",29608759,9100
Stromberg Menswear Ltd,"First Floor, 3 Stotts Island, Wakefield Road, Brighouse            HD6 1PE",29608763,9000
,"11 Waterloo Road, Brighouse, HD6 2AN",29616011,4050
,"32 Well Green Lane, Brighouse, HD6 2NS",29620032,3350
,"36 Well Green Lane, Brighouse, HD6 2NS",29620036,2500
,"38 Well Green Lane, Brighouse, HD6 2NS",29620038,2450
,"2 Wellington Arcade, Briggate, Brighouse, HD6 1DN",29624002,9400
Pegasus Executive Search Ltd,"Unit 4 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",29636717,3650
John Henderson (Uk) Ltd,"Unit 7 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",29636720,3900
,"Unit 8 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",29636728,4200
David Meakin Ifa Ltd,"Unit 2 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",29636731,6200
Accept Car Credit Ltd,"Unit 3 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",29636732,2175
Sdh Project Services Ltd,"Units 9-10 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",29636733,8400
,"Units 1-4 The Shops, Whinney Hill Park, Brighouse, HD6 2NQ",29640704,4300
Klh Developments Ltd,"Ground Floor, 2 William Street, Brighouse, HD6 1HR",29644703,3550
,"Unit 1, Wood Street, Brighouse, HD6 1PW",29648700,7000
Earn Extra 139 Ltd,"Unit 4 Phoenix Court, Wakefield Road, Brighouse, HD6 1PF",29648703,7400
,"Unit 2 The Warehouse, Wood Street, Brighouse, HD6 1PW",29648715,7600
,"Unit 3 The Warehouse, Wood Street, Brighouse, HD6 1PW",29648716,5200
,"178 Woodhouse Lane, Brighouse, HD6 3TH",29652178,8300
The Bigger Boat Design & Marketing Ltd,"Part 2ND Floor, Woodvale House, Woodvale Road, Brighouse            HD6 4AB",29656713,9100
Vapour Media Ltd,"Part 1ST Floor, Woodvale House, Woodvale Road, Brighouse            HD6 4AB",29656726,8800
The Lenny Agency Ltd,"Suite 7 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",29656749,5300
Digital High Street Limited,"Suite 1 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",29656750,4250
,"Hunters Lodge, 305 Wakefield Road, Bailiff Bridge, Brighouse            HD6 4DU",29665305,2500
,"Treetops, Grange Lane, Clifton, Brighouse            HD6 4HL",29667701,1450
,"5 Farfield Rise, Bailiff Bridge, Brighouse, HD6 4FG",29681005,100
,"18 Sculptor Place, Brighouse, HD6 2AR",29685018,2750
,"7A Briggate, Elland, HX5 9HG",56020007,2900
,"12 Briggate, Elland, HX5 9DP",56020012,2950
,"Unit 2 The Wheatsheaf, Briggate, Elland, HX5 9HG",56020714,4400
Accept Cards Ltd,"Unit 1 The Wheatsheaf, Briggate, Elland, HX5 9HG",56020715,4100
Nest-Egg Developments Ltd,"Offices 1/2, The Wellbeing Centre, 2 Briggate, Elland               HX5 9DP",56020717,2000
Valley Hall Developments Ltd,"Suites 4/5, The Wellbeing Centre, 2 Briggate, Elland               HX5 9DP",56020718,1550
Clinical Pilates (Yorkshire) Limited,"Fitness Suite, The Wellbeing Centre, 2 Briggate, Elland               HX5 9DP",56020720,3800
,"Suite 2, The Wellbeing Centre, 2 Briggate, Elland               HX5 9DP",56020722,880
,"Suite 1, The Wellbeing Centre, 2 Briggate, Elland               HX5 9DP",56020723,1275
J C Health & Fitness Ltd,"Burley Street Works, Burley Street, Elland, HX5 0AQ",56028702,10750
A B S Uk Ltd,"Burley Street Works, Burley Street, Elland, HX5 0AQ",56028714,10750
,"Unit 1A, Burley Street Works, Burley Street, Elland               HX5 0AQ",56028721,8300
,"2 Catherine Street, Elland, HX5 0EZ",56032002,2950
,"73 Catherine Street, Elland, HX5 0JB",56032073,2550
,"75 Catherine Street, Elland, HX5 0JB",56032075,3800
,"Units 1 & 2, Catherine Street, Elland, HX5 0EZ",56032701,3950
,"Units 3 & 4A, Catherine Street, Elland, HX5 0EZ",56032710,4850
,"Unit 1A, Charles Street, Elland, HX5 0NF",56040709,3600
,"2 Church Street, Elland, HX5 0RS",56048701,4350
,"1 Coronation Street, Elland, HX5 0DF",56052001,2700
,"3 Coronation Street, Elland, HX5 0DF",56052003,2250
Rex Cinema (Elland) Ltd,"Coronation Street, Elland, HX5 0DF",56052702,6850
,"12 Central Hall, Coronation Street, Elland, HX5 0DF",56052708,8900
,"Dewsbury Road, Elland, HX5 9AY",56064700,5000
,"Pinfold Guest House, Dewsbury Road, Upper Edge, Elland              HX5 9BE",56064711,5500
,"Rock Tavern, Dewsbury Road, Elland, HX5 9JU",56064714,2050
A J Broome Ltd,"Unit 2 Copperas Works, Dewsbury Road, Elland, HX5 9JU",56064746,4650
,"Part First Floor, The Savage Centre, Eastgate, Elland               HX5 9DQ",56072713,6400
Mr Peter Pukacz,"39 Elizabeth Street, Elland, HX5 0JH",56076039,2500
,"40 Elizabeth Street, Elland, HX5 0LD",56076040,4450
Acs Health Safety & Environment Ltd,"41 Elizabeth Street, Elland, HX5 0JH",56076041,6000
D D Goody Ltd,"79 Elizabeth Street, Elland, HX5 0JH",56076079,3850
,"Elizabeth Street, Elland, HX5 0JH",56076701,4200
,"Elizabeth Street, Elland, HX5 0LD",56076705,5500
,"Unit 4, Elizabeth Street, Elland, HX5 0JH",56076709,3450
,"Fast Lane Buildings, Elizabeth Street, Elland, HX5 0JH",56076710,6500
,"Unit E Fast Lane Buildings, Elizabeth Street, Elland, HX5 0JH",56076712,3650
,"10 Bridgefield, Elland Bridge, Elland, HX5 0SQ",56080702,4550
,"Bridgefield Works, Elland Bridge, Elland, HX5 0SQ",56080706,6000
,"116 Elland Lane, Elland, HX5 9ER",56084116,2650
,"Elland Lane, Elland, HX5 9ER",56084706,8500
,"Quebec Works, Elland Lane, Elland, HX5 9DU",56084714,9000
,"Spring Gardens Inn, 45 Elland Lane, Elland, HX5 9EP",56084718,6400
R & D Electrical Contractors(Yorkshire) Ltd,"Marshall Hall Mills, Elland Lane, Elland, HX5 9DU",56084721,2225
,"Spring Gardens Takeaway, Elland Lane, Elland, HX5 9ER",56084730,1975
Storm Brand Design Ltd,"Unit 1 Marshall Hall Mills, Elland Lane, Elland, HX5 9DU",56084735,11750
Portfolio Display Ltd,"Unit 2 Marshall Hall Mills, Elland Lane, Elland, HX5 9DU",56084736,11750
,"Buttifull, 90 Elland Lane, Elland, HX5 9ER",56084739,1325
Cannon Colbeck Llp,"Unit 16A Grove Mills, Elland Lane, Elland, HX5 9DZ",56084747,7600
Energy Controls Ltd,"Unit A, Marshall Hall Mills, Elland Lane, Elland               HX5 9DU",56084751,11750
Ultrasyntec Ltd,"Unit 3, Ashday Works Business Park, Elland Road, Elland               HX5 9JD",56088705,7400
Landowne Ltd,"Office G5, Ashgrove House, Elland Road, Elland               HX5 9JB",56088709,2000
,"12 Elsinore Avenue, Elland, HX5 0LT",56092012,5900
J S Morton & Sons,"Caravan Park, Elland Hall Farm, Exley Lane, Elland              HX5 0SN",56096700,1325
,"The Wharf, Gas Works Lane, Elland, HX5 9HH",56104703,4450
,"Crow Bottom, Gas Works Lane, Elland, HX5 9HJ",56104711,8400
Mel Green Construction Ltd,"Adj Parkfield Garage, George Street, Elland, HX5 0NE",56108700,1175
A & G Motor Engineers Ltd,"Parkfield Garage, George Street, Elland, HX5 0NE",56108701,11250
,"Unit 4, George Street Garage & Store, George Street, Elland               HX5 0NE",56108703,3200
,"Unit 12, George Street, Elland, HX5 0NE",56108706,1725
,"Unit 3, George Street, Elland, HX5 0NE",56108707,3250
,"Spata Ironworks, Halifax Road, Elland, HX5 0SH",56116711,1650
,"Woodside Garage, Halifax Road, Elland, HX5 0SH",56116712,4500
,"Woodside Mills, Halifax Road, Elland, HX5 0SH",56116714,2550
,"Basement Riverside Works, Halifax Road, Elland, HX5 0SH",56116723,7300
,"Unit 1 The Maltings, Halifax Road, Elland, HX5 0SH",56116724,2900
,"Unit 6, Heathfield Industrial Estate, Heathfield Street, Elland              HX5 9AE",56128702,8000
Envirolectrics Ltd,"Unit 7, Heathfield Industrial Estate, Heathfield Street, Elland              HX5 9AE",56128704,8400
Apm Site Services Ltd,"Unit 8 Heathfield Ind Estate, Heathfield Street, Elland, HX5 9AE",56128714,9700
Million Hairs Ltd,"Unit A, 52 Huddersfield Road, Elland, HX5 9AH",56132052,5900
,"58 Huddersfield Road, Elland, HX5 9AA",56132058,3550
,"60 Huddersfield Road, Elland, HX5 9AA",56132060,3900
,"68 Huddersfield Road, Elland, HX5 9AA",56132068,7300
,"76 Huddersfield Road, Elland, HX5 9AA",56132074,2300
,"80 Huddersfield Road, Elland, HX5 9AA",56132080,4050
,"Huddersfield Road, Elland, HX5 0EE",56132706,4450
,"Norman Street, Huddersfield Road, Elland, HX5 9BS",56132731,8400
,"Unit 1, The Ainleys, Huddersfield Road, Elland              HX5 9JR",56132737,2100
Wright Morris Projects Ltd,"Unit 2 The Ainleys, Huddersfield Road, Elland, HX5 9JR",56132738,2175
,"Unit 3, The Ainleys, Huddersfield Road, Elland              HX5 9JR",56132739,1425
,"Unit 4 The Ainleys, Huddersfield Road, Elland, HX5 9JP",56132740,2325
Elland Tyre & Exhaust Services Ltd,"Unit 1, Fordsall House, Huddersfield Road, Elland              HX5 9DW",56132744,8100
,"Rear 59 Huddersfield Road, Elland, HX5 9AA",56132773,2550
,"37/39 Huddersfield Road, Elland, HX5 9AH",56132775,7100
,"64 Huddersfield Road, Elland, HX5 9AA",56132776,3750
Obl Contacts Ltd,"Unit 11, The Ainleys, Huddersfield Road, Elland              HX5 9DW",56132783,2950
,"Unit 9, The Ainleys, Huddersfield Road, Elland              HX5 9JR",56132784,2950
M Stainthorp (Solid Fuel) Ltd,"Unit 10, The Ainleys, Huddersfield Road, Elland              HX5 9JR",56132785,2650
,"Unit 7 The Ainleys, Huddersfield Road, Elland, HX5 9JR",56132792,3050
,"72 Huddersfield Road, Elland, HX5 9AA",56132800,3750
,"74 Huddersfield Road, Elland, HX5 9AA",56132801,2900
,"Unit 8A The Ainleys, Huddersfield Road, Elland, HX5 9JB",56132819,1375
,"Unit 8B The Ainleys, Huddersfield Road, Elland, HX5 9JB",56132820,1325
V B T Engineering Ltd,"Unit 5 The Ainleys, Huddersfield Road, Elland, HX5 9JP",56132821,2325
I.V.S International Ltd,"Unit 6 The Ainleys, Huddersfield Road, Elland, HX5 9JP",56132822,2325
K & M Hulme Ltd,"Land At The Ainleys, Huddersfield Road, Elland, HX5 9JR",56132843,2750
,"66 Huddersfield Road, Elland, HX5 9AA",56132844,3550
Elland Rifle & Pistol Club,"Rear Pattern Shop, Rosemount Estate, Huddersfield Road, Elland               HX5 0EE",56132864,11000
,"Old Pattern Shop, Rosemount Estate, Huddersfield Road, Elland               HX5 0EE",56132865,8200
,"Unit B, 52 Huddersfield Road, Elland, HX5 9AH",56132870,3700
Autoweigh Scales (Uk) Ltd,"51 James Street, Elland, HX5 0HB",56144051,9400
,"James Street Auto Services, James Street, Elland, HX5 0HB",56144718,2650
I Haigh Forklift Solutions Ltd,"Grove Garage, James Street, Elland, HX5 0HB",56144719,990
,"Unit 2 1ST Floor, James Street Mills, James Street, Elland               HX5 0HB",56144732,4700
Mitchell Associates (Halifax) Ltd,"Bedford House, 9/11 John Street, Elland, HX5 0AW",56152700,2500
,"71A Langdale Street, Elland, HX5 0JE",56156071,3750
Lorna Stewart Hair Ltd,"St Pauls Buildings, Langdale Street, Elland, HX5 0EX",56156700,2175
,"6A St Pauls Buildings, Langdale Street, Elland, HX5 0EX",56156701,2200
,"Adj 69 Langdale Street, Elland, HX5 0JE",56156703,1100
Mr Phillip E Jones,"Garage 2, Lime Tree Avenue, Elland, HX5 9BE",56160700,1875
,"36 Northgate, Elland, HX5 0RU",56180036,2900
Little People Elland Ltd,"Elland Private Day Nursery, Northgate, Elland, HX5 0RU",56180702,10500
Benjamin Whiteley & Sons Ltd,"Park Road Mills, Park Road, Elland, HX5 9HX",56192725,3600
Providence Day Nursery Ltd,"Providence House, Providence Street, Elland, HX5 9DW",56194700,9500
Combserve Ltd,"Unit 2, Brookfield Works, Quebec Street, Elland               HX5 9AP",56196702,5900
Scorpion Event Production Ltd,"Unit 3, Wellington Business Centre, Quebec Street, Elland              HX5 9AS",56196715,8200
Penrose Control Systems Ltd,"Unit 3, Brookfield Works, Quebec Street, Elland               HX5 9AP",56196720,3750
Woodview Textiles Ltd,"Unit 4, Brookfield Works, Quebec Street, Elland               HX5 9AP",56196721,2300
E.T.S Halifax Ltd,"Unit 5, Brookfield Works, Quebec Street, Elland               HX5 9AP",56196724,8300
20th Century Foxy Ltd,"First Floor Unit 3, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196736,5500
High Q Uk Ltd,"Unit 2 Mount Works, Quebec Street, Elland, HX5 9AN",56196742,10500
Faulkner Moulds Ltd,"Ground Floor Unit 9, Wellington Mills, Quebec Street, Elland               HX5 9BX",56196744,5300
Atlas Machine Knives Ltd,"Ground Floor Part Unit 5, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196752,4550
Design 55 Interiors Ltd,"Unit 6 Ground Floor, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196754,6100
,"Unit 7 Ground Floor, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196755,7800
,"Unit 7 First Floor, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196756,6100
George Nugent Trading Ltd,"3RD Floor Unit 1, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196759,4150
Feral Studios Ltd,"2ND Flr Unit 1, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196760,4100
,"Unit 1 (Gf), The Old Mill, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196761,8900
Prestige Aluminium & Glazing Ltd,"Unit 5(1)&5(11) The Old Mill, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196763,10250
,"7 Rochester Place, Savile Road, Elland, HX5 0LB",56204007,2500
Newsome Ltd,"Calder Bank Mills, Saddleworth Road, Elland, HX5 0RY",56212706,9400
,"Garage & Premises, Exchange Mills, Saddleworth Road, Elland              HX5 0RY",56212708,1525
,"Mill House, 3 Saddleworth Road, Elland, HX5 0RY",56212713,11500
,"Unit 4 Grd Floor South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212717,2900
Ejr Projects Ltd,"Unit 3A Grd Floor South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212720,2550
