Property Address,PROPREF,DATE_START,RV as at March 2014
"28 New Hey Road, Brighouse, HD6 3LP",29432028,02/07/2007,6500
"77 New Hey Road, Brighouse, HD6 3PY",29432077,01/04/2007,4900
"1 New Street, Bailiff Bridge, Brighouse, HD6 4DP",29436001,01/04/2007,5100
"Oakhill Road, Clifton, Brighouse, HD6 1SN",29440700,01/09/2010,9500
"Oakhill Road, Clifton, Brighouse, HD6 3AH",29440704,01/04/2010,1075
"Unit 1 Little John Mills, Oakhill Road, Brighouse, HD6 1SL",29440705,01/04/2007,9600
"Unit 4 Little John Mills, Oakhill Road, Brighouse, HD6 1SL",29440708,01/04/2007,4400
"46 Old Lane, Brighouse, HD6 1TU",29448046,01/04/2007,2325
"48 Old Lane, Brighouse, HD6 1TU",29448048,01/04/2010,2425
"29 Old Lane, Brighouse, HD6 1TU",29448700,03/04/2012,1625
"27 Old Lane, Brighouse, HD6 1UB",29448701,01/04/2010,2100
"1 Owler Ings Road, Brighouse, HD6 1EJ",29452001,01/04/2007,7100
"3 Owler Ings Road, Brighouse, HD6 1EJ",29452003,01/04/2007,5200
"Owler Ings Road, Brighouse, HD6 1EJ",29452701,01/04/2007,2550
"Owler Ings Road, Brighouse, HD6 1EJ",29452704,01/04/2007,5500
"Unit 1 Bull Fold Garage, Owler Ings Road, Brighouse, HD6 1EJ",29452707,01/04/2007,4750
"Unit 3, Owler Ings Road, Brighouse, HD6 1EJ",29452714,01/04/2007,4850
"Unit 4, Owler Ings Road, Brighouse, HD6 1EJ",29452715,01/10/2013,6000
"Office 7, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452724,01/02/2010,860
"Office 12 Ground Floor, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452729,01/04/2012,2225
"Office 17 Ground Floor, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452732,01/07/2011,1100
"Office 16, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452736,01/02/2013,1050
"Office 23, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452744,01/07/2012,1650
"Office 9, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452762,01/04/2013,2125
"5 Park Row, Brighouse, HD6 1AB",29456700,15/08/2012,7600
"Park Row, Brighouse, HD6 1AA",29456704,02/11/2013,11500
"5 Park Street, Brighouse, HD6 1AD",29460005,24/09/2010,8800
"7 Park Street, Brighouse, HD6 1JL",29460007,01/04/2007,8000
"15 Park Street, Brighouse, HD6 1JL",29460015,01/07/2011,7700
"44 Park Street, Brighouse, HD6 1JL",29460044,17/09/2010,8600
"48 Park Street, Brighouse, HD6 1JL",29460048,22/05/2012,9300
"Unit 2, 42 Park Street, Brighouse, HD6 1JL",29460706,01/04/2007,10500
"Unit 3, 42 Park Street, Brighouse, HD6 1JL",29460707,01/04/2007,11750
"3 Park Street, Brighouse, HD6 1AD",29460708,13/05/2013,3950
"Delilink, Park Street, Brighouse, HD6 1JL",29460711,01/10/2013,8400
"Phoenix House, Phoenix Street, Brighouse, HD6 1PD",29468707,23/05/2010,10000
"Portacabin, Phoenix Street, Brighouse, HD6 1PD",29468708,01/04/2007,3150
"20 Rastrick Common, Brighouse, HD6 3DR",29480020,19/06/2012,3450
"24 Rastrick Common, Brighouse, HD6 3DR",29480024,01/04/2007,2125
"25 Rastrick Common, Brighouse, HD6 3DW",29480025,01/04/2007,7000
"Unit 1, 27 Rastrick Common, Brighouse, HD6 3DW",29480027,01/04/2010,6400
"Castlefields Golf Club, Rastrick Common, Brighouse, HD6 3EL",29480701,01/04/2007,3000
"39a Rastrick Common, Brighouse, HD6 3DW",29480705,01/04/2007,3050
"46a Rastrick Common, Brighouse, HD6 3DR",29480706,01/04/2012,2950
"Globe Inn, 66/68 Rastrick Common, Brighouse, HD6 3EL",29480707,01/04/2007,7600
"Unit 4, River Street Business Park, River Street, Brighouse            HD6 1LU",29492730,29/06/2012,3600
"Unit 3, River Street Business Park, River Street, Brighouse            HD6 1LU",29492731,29/06/2012,3600
"Unit 1, River Street Business Park, River Street, Brighouse            HD6 1LU",29492732,13/12/2013,4450
"Unit 2, River Street Business Park, River Street, Brighouse            HD6 1LU",29492734,29/06/2012,3600
"Smith House Avenue, Brighouse, HD6 2JZ",29520700,01/04/2007,10500
"2a Smith House Avenue, Brighouse, HD6 2JZ",29520701,12/10/2013,10750
"The Smithy, Smithy Carr Lane, Brighouse, HD6 2HL",29528700,01/04/2007,6100
"51/53 Smithy Carr Lane, Brighouse, HD6 4BG",29528702,01/04/2007,11250
"1 Spout House Lane, Brighouse, HD6 2PL",29536001,01/04/2007,3550
"Old Pond Inn, 15 Spout House Lane, Brighouse, HD6 2PL",29536704,22/06/2013,10750
"Prince Albert Inn, 17 St Martins View, Brighouse, HD6 2AZ",29548700,05/03/2013,6200
"Stand Lane, Brookfoot, Brighouse, HD6 2RG",29552700,01/04/2007,2350
"16 Thornhill Bridge Lane, Brighouse, HD6 4AW",29564016,01/04/2007,5100
"Thornhill Bridge Lane, Brighouse, HD6 4AW",29564700,01/04/2007,8100
"25 Thornhill Bridge Lane, Brighouse, HD6 4AW",29564701,01/04/2007,7800
"35/37 Thornhill Road, Brighouse, HD6 3AX",29568708,01/04/2007,5700
"39/41 Thornhill Road, Brighouse, HD6 3AX",29568709,01/04/2011,4100
"276 Thornhill Road, Brighouse, HD6 3HL",29568711,28/07/2013,6000
"Hole Bottom Farm, Thornhills Beck Lane, Brighouse, HD6 4JQ",29572710,01/04/2010,4500
"Unit 1A, Woodvale Workshops, Thornhills Beck Lane, Brighouse            HX6 4AW",29572715,17/02/2011,4700
"Room 2, Town Hall, Thornton Square, Brighouse           HD6 1ED",29576705,18/02/2009,1925
"Grove Inn, 2/4 Tofts Grove Fold, Rastrick, Brighouse           HD6 3NW",29580700,12/09/2013,4550
"Sunnyfield, Toothill Bank Terrace, Brighouse, HD6 3EZ",29586700,01/04/2007,1925
"40 Towngate, Clifton, Brighouse, HD6 4HS",29588040,01/04/2007,4150
"R/O Church Farm, 147 Towngate, Clifton, Brighouse           HD6 4HP",29588702,01/04/2007,2000
"Upper Bonegate, Brighouse, HD6 1RT",29592701,08/02/2013,11500
"61 Upper Green Lane, Brighouse, HD6 2PA",29596061,23/05/2011,3950
"1 Victoria Road, Bailiff Bridge, Brighouse, HD6 4DX",29600700,01/04/2007,2800
"Wakefield Road, Brighouse, HD6 4HA",29608704,22/06/2009,1500
"The Lodge, 18 Wakefield Road, Brighouse, HD6 1PE",29608707,14/01/2014,10500
"Robin Hood Works, Wakefield Road, Brighouse, HD6 1PE",29608710,03/01/2008,5400
"Unit 3, Phoenix Street Works, Wakefield Road, Brighouse            HD6 1PD",29608711,01/09/2010,2750
"Widex Works, Wakefield Road, Brighouse, HD6 1PE",29608715,01/04/2007,7400
"Wakefield Road, Brighouse, HD6 1QH",29608728,01/04/2011,9900
"2 Phoenix Court, Wakefield Road, Brighouse, HD6 1PF",29608733,01/04/2007,3900
"First Floor, 3 Stotts Island, Wakefield Road, Brighouse            HD6 1PE",29608763,08/10/2010,9000
"11 Waterloo Road, Brighouse, HD6 2AN",29616011,01/05/2012,4050
"Waterloo Road, Brighouse, HD6 2AN",29616700,08/05/2013,2750
"32 Well Green Lane, Brighouse, HD6 2NS",29620032,01/11/2013,3350
"36 Well Green Lane, Brighouse, HD6 2NS",29620036,01/04/2007,2500
"38 Well Green Lane, Brighouse, HD6 2NS",29620038,01/04/2012,2450
"2 Wellington Arcade, Briggate, Brighouse, HD6 1DN",29624002,26/02/2008,9400
"20 West Park Street, Brighouse, HD6 1DU",29628700,29/11/2012,3300
"Units 1-4 The Shops, Whinney Hill Park, Brighouse, HD6 2NQ",29640704,01/04/2007,4300
"Unit 1, Wood Street, Brighouse, HD6 1PW",29648700,19/03/2012,7000
"Unit 4 Phoenix Court, Wakefield Road, Brighouse, HD6 1PF",29648703,06/03/2009,7400
"Unit 2 The Warehouse, Wood Street, Brighouse, HD6 1PW",29648715,07/04/2011,7600
"Unit 3 The Warehouse, Wood Street, Brighouse, HD6 1PW",29648716,26/04/2012,5200
"178 Woodhouse Lane, Brighouse, HD6 3TH",29652178,19/07/2010,8300
"Part 2ND Floor, Woodvale House, Woodvale Road, Brighouse            HD6 4AB",29656713,01/03/2011,9100
"Part 1ST Floor, Woodvale House, Woodvale Road, Brighouse            HD6 4AB",29656726,01/07/2013,8800
"Part Ground Floor, Woodvale House, Woodvale Road, Brighouse            HD6 4AB",29656728,23/12/2011,9200
"Suite 7 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",29656749,01/03/2012,5300
"Suite 1 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",29656750,01/04/2012,4250
"Hunters Lodge, 305 Wakefield Road, Bailiff Bridge, Brighouse            HD6 4DU",29665305,06/09/2010,2500
"Treetops, Grange Lane, Clifton, Brighouse            HD6 4HL",29667701,01/04/2012,1450
"5 Farfield Rise, Bailiff Bridge, Brighouse, HD6 4FG",29681005,01/04/2009,100
"7 Briggate, Elland, HX5 9HG",56020007,04/12/2013,2900
"12 Briggate, Elland, HX5 9DP",56020012,01/04/2007,2950
"Unit 2 The Wheatsheaf, Briggate, Elland, HX5 9HG",56020714,01/04/2007,4400
"Unit 1 The Wheatsheaf, Briggate, Elland, HX5 9HG",56020715,07/07/2012,4100
"Burley Street Works, Burley Street, Elland, HX5 0AQ",56028702,01/04/2010,10750
"Burley Street Works, Burley Street, Elland, HX5 0AQ",56028714,01/04/2007,10750
"Unit 1A, Burley Street Works, Burley Street, Elland               HX5 0AQ",56028721,01/02/2011,8300
"2 Catherine Street, Elland, HX5 0EZ",56032002,01/04/2008,2950
"75 Catherine Street, Elland, HX5 0JB",56032075,13/09/2008,3800
"Units 1 & 2, Catherine Street, Elland, HX5 0EZ",56032701,01/05/2010,3950
"79 Catherine Street, Elland, HX5 0JB",56032705,01/04/2013,2300
"Units 3 & 4A, Catherine Street, Elland, HX5 0EZ",56032710,27/03/2011,4850
"Unit 12 At, 32 Charles Street, Elland, HX5 0NF",56040702,01/04/2011,1725
"Unit 3 At, 32 Charles Street, Elland, HX5 0NF",56040703,07/11/2011,3250
"Units At, 32 Charles Street, Elland, HX5 0NF",56040708,01/01/2013,4850
"2 Church Street, Elland, HX5 0RS",56048701,01/04/2010,4350
"1 Coronation Street, Elland, HX5 0DF",56052001,01/04/2007,2700
"3 Coronation Street, Elland, HX5 0DF",56052003,04/03/2008,2250
"Coronation Street, Elland, HX5 0DF",56052702,01/04/2010,8700
"12 Central Hall, Coronation Street, Elland, HX5 0DF",56052708,16/07/2013,8900
"5 Coronation Street, Elland, HX5 0DF",56052711,01/04/2010,1525
"Dewsbury Road, Elland, HX5 9AY",56064700,01/04/2007,5000
"Pinfold Guest House, Dewsbury Road, Upper Edge, Elland              HX5 9BE",56064711,01/04/2007,5500
"Rock Tavern, Dewsbury Road, Elland, HX5 9JU",56064714,01/12/2012,2050
"Part First Floor, The Savage Centre, Eastgate, Elland               HX5 9DQ",56072713,01/07/2013,6400
"39 Elizabeth Street, Elland, HX5 0JH",56076039,01/04/2007,2500
"40 Elizabeth Street, Elland, HX5 0LD",56076040,01/04/2007,4450
"41 Elizabeth Street, Elland, HX5 0JH",56076041,08/12/2007,6000
"79 Elizabeth Street, Elland, HX5 0JH",56076079,01/04/2007,3850
"Elizabeth Street, Elland, HX5 0JH",56076701,21/06/2012,4200
"Elizabeth Street, Elland, HX5 0LD",56076705,03/11/2011,5500
"Unit 4, Elizabeth Street, Elland, HX5 0JH",56076709,01/04/2007,3450
"Fast Lane Buildings, Elizabeth Street, Elland, HX5 0JH",56076710,01/04/2007,6500
"Unit E Fast Lane Buildings, Elizabeth Street, Elland, HX5 0JH",56076712,01/04/2007,3650
"10 Bridgefield, Elland Bridge, Elland, HX5 0SQ",56080702,01/04/2007,4550
"Bridgefield Works, Elland Bridge, Elland, HX5 0SQ",56080706,01/04/2007,6000
"Unit 1B Bridgefield Mill, Elland Bridge, Elland, HX5 0SQ",56080733,01/04/2011,9500
"116 Elland Lane, Elland, HX5 9ER",56084116,02/10/2009,2650
"Elland Lane, Elland, HX5 9ER",56084706,01/04/2007,8500
"Quebec Works, Elland Lane, Elland, HX5 9DU",56084714,01/04/2007,9000
"Spring Gardens Inn, 45 Elland Lane, Elland, HX5 9EP",56084718,01/04/2007,6400
"Marshall Hall Mills, Elland Lane, Elland, HX5 9DU",56084721,01/10/2010,2225
"Spring Gardens Takeaway, Elland Lane, Elland, HX5 9ER",56084730,01/04/2013,1975
"Unit 1 Marshall Hall Mills, Elland Lane, Elland, HX5 9DU",56084735,01/04/2012,11750
"Unit 2 Marshall Hall Mills, Elland Lane, Elland, HX5 9DU",56084736,24/11/2011,11750
"Buttifull, 90 Elland Lane, Elland, HX5 9ER",56084739,19/09/2011,1325
"Unit 3, Ashday Works Business Park, Elland Road, Elland               HX5 9JD",56088705,01/12/2008,7400
"Office G5, Ashgrove House, Elland Road, Elland               HX5 9JB",56088709,01/04/2009,2000
"12 Elsinore Avenue, Elland, HX5 0LT",56092012,01/04/2007,5900
"Caravan Park, Elland Hall Farm, Exley Lane, Elland              HX5 0SN",56096700,01/04/2007,1325
"The Wharf, Gas Works Lane, Elland, HX5 9HH",56104703,01/04/2007,4450
"The Wharf, Gas Works Lane, Elland, HX5 9HH",56104704,01/04/2007,3400
"Parkfield Garage, George Street, Elland, HX5 0NE",56108701,01/04/2007,11250
"George Street Garage & Store, George Street, Elland, HX5 0NE",56108703,01/04/2011,3200
"Ian Firth Garage, George Street, Elland, HX5 0NE",56108705,01/04/2011,2950
"Spata Ironworks, Halifax Road, Elland, HX5 0SH",56116711,01/04/2007,1650
"Woodside Garage, Halifax Road, Elland, HX5 0SH",56116712,01/04/2007,4500
"Woodside Mills, Halifax Road, Elland, HX5 0SH",56116714,01/04/2007,2550
"Basement Riverside Works, Halifax Road, Elland, HX5 0SH",56116723,01/07/2009,7300
"Unit 1 The Maltings, Halifax Road, Elland, HX5 0SH",56116724,03/01/2012,2900
"Unit 6, Heathfield Industrial Estate, Heathfield Street, Elland              HX5 9AE",56128702,05/05/2007,8000
"Unit 7, Heathfield Industrial Estate, Heathfield Street, Elland              HX5 9AE",56128704,18/02/2008,8400
"58 Huddersfield Road, Elland, HX5 9AA",56132058,01/04/2007,3550
"60 Huddersfield Road, Elland, HX5 9AA",56132060,19/01/2013,3900
"68 Huddersfield Road, Elland, HX5 9AA",56132068,16/02/2008,7300
"76 Huddersfield Road, Elland, HX5 9AA",56132074,01/11/2008,2300
"78 Huddersfield Road, Elland, HX5 9AA",56132078,22/11/2011,2700
"80 Huddersfield Road, Elland, HX5 9AA",56132080,01/04/2007,4050
"Huddersfield Road, Elland, HX5 0EE",56132706,01/04/2007,4450
"Norman Street, Huddersfield Road, Elland, HX5 9BS",56132731,01/04/2007,8400
"Unit 1, The Ainleys, Huddersfield Road, Elland              HX5 9JR",56132737,01/04/2008,2100
"Unit 2 The Ainleys, Huddersfield Road, Elland, HX5 9JR",56132738,01/04/2007,2175
"Unit 3, The Ainleys, Huddersfield Road, Elland              HX5 9JR",56132739,01/04/2013,1425
"Unit 4 The Ainleys, Huddersfield Road, Elland, HX5 9JP",56132740,01/04/2010,2325
"Unit 1, Fordsall House, Huddersfield Road, Elland              HX5 9DW",56132744,01/04/2007,8100
"Unit 5, Fordsall House, Huddersfield Road, Elland              HX5 9DW",56132751,01/04/2007,3500
"Rear 59 Huddersfield Road, Elland, HX5 9AA",56132773,01/04/2007,2550
"37/39 Huddersfield Road, Elland, HX5 9AH",56132775,14/01/2013,7100
"64 Huddersfield Road, Elland, HX5 9AA",56132776,12/10/2013,3750
"Unit 9, The Ainleys, Huddersfield Road, Elland              HX5 9JR",56132784,13/09/2008,2950
"Unit 10, The Ainleys, Huddersfield Road, Elland              HX5 9JR",56132785,01/06/2011,2650
"Unit 7 The Ainleys, Huddersfield Road, Elland, HX5 9JR",56132792,17/05/2008,3050
"72 Huddersfield Road, Elland, HX5 9AA",56132800,01/04/2013,3750
"74 Huddersfield Road, Elland, HX5 9AA",56132801,01/04/2013,2900
"Unit 8A The Ainleys, Huddersfield Road, Elland, HX5 9JB",56132819,01/04/2007,1375
"Unit 8B The Ainleys, Huddersfield Road, Elland, HX5 9JB",56132820,01/04/2007,1325
"Unit 6 The Ainleys, Huddersfield Road, Elland, HX5 9JP",56132822,01/04/2011,2325
"Land At The Ainleys, Huddersfield Road, Elland, HX5 9JR",56132843,01/04/2009,2750
"66 Huddersfield Road, Elland, HX5 9AA",56132844,04/10/2010,3550
"Hullen Edge Hall, Hullen Edge Lane, Elland, HX5 0QS",56136700,01/04/2007,5800
"51 James Street, Elland, HX5 0HB",56144051,01/04/2007,9400
"James Street Auto Services, James Street, Elland, HX5 0HB",56144718,01/09/2008,2650
"Unit 2 1ST Floor, James Street Mills, James Street, Elland               HX5 0HB",56144732,18/09/2013,4700
"Bedford House, 9/11 John Street, Elland, HX5 0AW",56152700,01/04/2007,2500
"71A Langdale Street, Elland, HX5 0JE",56156071,16/07/2008,3750
"St Pauls Buildings, Langdale Street, Elland, HX5 0EX",56156700,01/04/2007,2175
"Adj 69 Langdale Street, Elland, HX5 0JE",56156703,01/04/2007,1100
"Garage 2, Lime Tree Avenue, Elland, HX5 9BE",56160700,01/04/2007,1875
"36 Northgate, Elland, HX5 0RU",56180036,01/04/2007,2900
"Elland Private Day Nursery, Northgate, Elland, HX5 0RU",56180702,01/04/2007,10500
"Park Road Mills, Park Road, Elland, HX5 9HX",56192725,01/04/2007,3600
"Providence House, Providence Street, Elland, HX5 9DW",56194700,01/04/2007,9500
"Unit 2, Brookfield Works, Quebec Street, Elland               HX5 9AP",56196702,01/04/2007,5900
"Unit 3, Wellington Business Centre, Quebec Street, Elland              HX5 9AS",56196715,01/09/2007,8200
"Unit 3, Brookfield Works, Quebec Street, Elland               HX5 9AP",56196720,01/04/2007,3750
"Unit 4, Brookfield Works, Quebec Street, Elland               HX5 9AP",56196721,01/07/2007,2300
"Quebec Street, Elland, HX5 9BX",56196722,01/04/2007,9500
"Unit 5, Brookfield Works, Quebec Street, Elland               HX5 9AP",56196724,01/10/2013,8300
"First Floor Unit 3, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196736,01/06/2012,5500
"Unit 2 Mount Works, Quebec Street, Elland, HX5 9AN",56196742,01/04/2008,10500
"Ground Floor Unit 9, Wellington Mills, Quebec Street, Elland               HX5 9BX",56196744,01/04/2013,5300
"Ground Floor Part Unit 5, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196752,01/06/2009,4550
"Unit 6 Ground Floor, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196754,01/04/2011,6100
"Unit 7 Ground Floor, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196755,01/04/2011,7800
"Unit 7 First Floor, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196756,01/09/2010,6100
"3RD Floor Unit 1, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196759,01/06/2013,4150
"Unit 1 (Gf), The Old Mill, Wellington Mills, Quebec Street, Elland               HX5 9AS",56196761,01/01/2014,8900
"7 Rochester Place, Savile Road, Elland, HX5 0LB",56204007,01/04/2007,2500
"Calder Bank Mills, Saddleworth Road, Elland, HX5 0RY",56212706,01/04/2007,9400
"Garage & Premises, Exchange Mills, Saddleworth Road, Elland              HX5 0RY",56212708,21/05/2013,1525
"Mill House, 3 Saddleworth Road, Elland, HX5 0RY",56212713,01/04/2007,11500
"Unit 4 Grd Floor South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212717,01/10/2011,2900
"Unit 2 Grd Floor South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212719,01/04/2012,3000
"Unit 3A Grd Floor South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212720,01/04/2012,2550
"Unit 102 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212723,01/04/2012,410
"Unit 103 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212724,01/04/2012,520
"Unit 105 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212726,01/04/2012,920
"Unit 106 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212727,01/04/2012,1000
"Unit 109 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212729,01/04/2012,700
"Unit 110 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212730,17/09/2012,1400
"Unit 201 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212731,01/04/2012,245
"Unit 202 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212732,01/04/2012,245
"Unit 203 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212733,01/04/2012,310
"Unit 205 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212735,01/04/2012,290
"Unit 209 2ND Flr South Side, Saddleworth Road, Elland, HX5 0RY",56212737,01/04/2012,800
"Unit 210 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212738,01/04/2012,640
"Unit 208 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212740,01/04/2012,830
"Unit 301 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212741,01/04/2012,177
"Unit 303 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212742,01/04/2012,187
"Unit 305 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212744,01/04/2012,720
"Unit 306 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212746,01/04/2012,330
"Unit 307 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212747,01/04/2012,1000
"Unit 308 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212748,01/04/2012,350
"Unit 309 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212749,01/04/2012,600
"Unit 1 Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212750,01/04/2012,3150
"Unit 2 Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212751,01/04/2012,2050
