Year,Ward code,Borough,Ward,Candidate rank,Name/Elected,Party,Votes,Elected
2010,00ACGG,Barnet,Garden Suburb,6,"Lusher, Peter A.",Lib Dem,"1,259",
2010,00ACGG,Barnet,Garden Suburb,7,"Boulton, Tony",Lab,"1,216",
2010,00ACGG,Barnet,Garden Suburb,8,"Mcneil, Cordy",Lab,"1,116",
2010,00ACGG,Barnet,Garden Suburb,9,"Motz, Simon T.",Lib Dem,"1,100",
2010,00ACGG,Barnet,Garden Suburb,10,"Jaswon, Ivor",Green,761,
2010,00ACGH,Barnet,Golders Green,1,"Cohen, Dean S.B.",Cons,"3,259",Elected
2010,00ACGH,Barnet,Golders Green,2,"Cohen, Melvin",Cons,"3,051",Elected
2010,00ACGH,Barnet,Golders Green,3,"Thompstone, Reuben F.",Cons,"2,516",Elected
2010,00ACGH,Barnet,Golders Green,4,"Robinson, David",Lab,"1,451",
2010,00ACGH,Barnet,Golders Green,5,"Levine, Paul",Lab,"1,446",
2010,00ACGH,Barnet,Golders Green,6,"Robinson, Margot",Lab,"1,354",
2010,00ACGH,Barnet,Golders Green,7,"Cohen, Ruth",Lib Dem,885,
2010,00ACGH,Barnet,Golders Green,8,"Ang, Weng L.",Lib Dem,857,
2010,00ACGH,Barnet,Golders Green,9,"Morrissey, Honora",Lib Dem,703,
2010,00ACGH,Barnet,Golders Green,10,"Badrick, Dorothy R.",BREA,408,
2010,00ACGH,Barnet,Golders Green,11,"Oyeyele, Eunice",BREA,284,
2010,00ACGH,Barnet,Golders Green,12,"Lynch, Michelle",Green,257,
2010,00ACGH,Barnet,Golders Green,13,"Incenzo, Dolores",Green,241,
2010,00ACGH,Barnet,Golders Green,14,"Saffrey, Andrew N.",Green,231,
2010,00ACGJ,Barnet,Hale,1,"Davey, Thomas",Cons,"3,384",Elected
2010,00ACGJ,Barnet,Hale,2,"Gordon, Brian C.",Cons,"3,380",Elected
2010,00ACGJ,Barnet,Hale,3,"Rayner, Hugh R.",Cons,"3,174",Elected
2010,00ACGJ,Barnet,Hale,4,"Doyle, Eileen",Lab,"2,706",
2010,00ACGJ,Barnet,Hale,5,"Elton, Daniel",Lab,"2,274",
2010,00ACGJ,Barnet,Hale,6,"Rees, Hayes",Lab,"1,989",
2010,00ACGJ,Barnet,Hale,7,"Creighton, James M.",Lib Dem,"1,279",
2010,00ACGJ,Barnet,Hale,8,"Goodman, Michael",Lib Dem,"1,238",
2010,00ACGJ,Barnet,Hale,9,"Jacobs, Geoffrey A.",Lib Dem,"1,008",
2010,00ACGJ,Barnet,Hale,10,"French, Derek",BREA,466,
2010,00ACGJ,Barnet,Hale,11,"Askew, Richard",Green,334,
2010,00ACGJ,Barnet,Hale,12,"Homer, Paul",Green,240,
2010,00ACGJ,Barnet,Hale,13,"Lake, David",Green,203,
2010,00ACGK,Barnet,Hendon,1,"Shooter, Mark R.",Cons,"3,366",Elected
2010,00ACGK,Barnet,Hendon,2,"Finn, Anthony H.",Cons,"3,345",Elected
2010,00ACGK,Barnet,Hendon,3,"Braun, Maureen",Cons,"3,115",Elected
2010,00ACGK,Barnet,Hendon,4,"Attwood, Linda R.",Lab,"1,692",
2010,00ACGK,Barnet,Hendon,5,"Beere, David",Lab,"1,636",
2010,00ACGK,Barnet,Hendon,6,"Jeanmaire, Pierre",Lab,"1,612",
2010,00ACGK,Barnet,Hendon,7,"Davies, Jonathan M.",Lib Dem,874,
2010,00ACGK,Barnet,Hendon,8,"Moleman, Jason M.",Lib Dem,804,
2010,00ACGK,Barnet,Hendon,9,"Fernandes-Vidal, Anoushka",Lib Dem,765,
2010,00ACGK,Barnet,Hendon,10,"Abeyasinghe, Manisha",Green,319,
2010,00ACGK,Barnet,Hendon,11,"Goodman, Jennifer",Green,313,
2010,00ACGK,Barnet,Hendon,12,"De Mello, Pablo R.",Green,230,
2010,00ACGL,Barnet,High Barnet,1,"Prentice, Wendy",Cons,"3,499",Elected
2010,00ACGL,Barnet,High Barnet,2,"Perry, Bridget",Cons,"3,469",Elected
2010,00ACGL,Barnet,High Barnet,3,"Longstaff, David",Cons,"3,290",Elected
2010,00ACGL,Barnet,High Barnet,4,"Macdonald, Duncan C.",Lib Dem,"2,505",
2010,00ACGL,Barnet,High Barnet,5,"Hooker, Sean J.",Lib Dem,"2,436",
2010,00ACGL,Barnet,High Barnet,6,"Stern, Jonty",Lib Dem,"1,928",
2010,00ACGL,Barnet,High Barnet,7,"Russell, Sue",Lab,"1,238",
2010,00ACGL,Barnet,High Barnet,8,"Harding, Philip",Lab,"1,233",
2010,00ACGL,Barnet,High Barnet,9,"Amaria, Erach",Lab,"1,136",
2010,00ACGL,Barnet,High Barnet,10,"Curati, Maggie",Green,661,
2010,00ACGL,Barnet,High Barnet,11,"Hewison, Richard J.H.",Green,578,
2010,00ACGL,Barnet,High Barnet,12,"Riley, Tim",Green,421,
2010,00ACGM,Barnet,Mill Hill,1,"Hart, John R.",Cons,"3,969",Elected
2010,00ACGM,Barnet,Mill Hill,2,"Khatri, Sury",Cons,"3,563",Elected
2010,00ACGM,Barnet,Mill Hill,3,"Schama, Brian",Cons,"3,513",Elected
2010,00ACGM,Barnet,Mill Hill,4,"Davies, Jeremy E.",Lib Dem,"2,507",
2010,00ACGM,Barnet,Mill Hill,5,"Checchetto, Kim",Lib Dem,"2,342",
2010,00ACGM,Barnet,Mill Hill,6,"Tichborne, Roger M.",Lib Dem,"2,260",
2010,00ACGM,Barnet,Mill Hill,7,"Curtis, Stephen",Lab,"1,461",
2010,00ACGM,Barnet,Mill Hill,8,"Parnaby, Will",Lab,"1,402",
2010,00ACGM,Barnet,Mill Hill,9,"Macauley, Agnes",Lab,"1,221",
2010,00ACGM,Barnet,Mill Hill,10,"Kurt, Dilan",Green,385,
2010,00ACGM,Barnet,Mill Hill,11,"Williams, David G.",Green,304,
2010,00ACGM,Barnet,Mill Hill,12,"Kurt, Dilem",Green,245,
2010,00ACGN,Barnet,Oakleigh,1,"Salinger, Brian",Cons,"3,814",Elected
2010,00ACGN,Barnet,Oakleigh,2,"Rajput, Sachin",Cons,"3,612",Elected
2010,00ACGN,Barnet,Oakleigh,3,"Sowerby, Stephen",Cons,"3,586",Elected
2010,00ACGN,Barnet,Oakleigh,4,"Grant, Sylvia",Lab,"1,734",
2010,00ACGN,Barnet,Oakleigh,5,"Finlayson, Jon",Lib Dem,"1,711",
2010,00ACGN,Barnet,Oakleigh,6,"Sandford, Brenda",Lab,"1,695",
2010,00ACGN,Barnet,Oakleigh,7,"Massey, Gordon",Lab,"1,585",
2010,00ACGN,Barnet,Oakleigh,8,"Keech, David J.",Lib Dem,"1,543",
2010,00ACGN,Barnet,Oakleigh,9,"Winston, Adele M.",Lib Dem,"1,473",
2010,00ACGN,Barnet,Oakleigh,10,"Clayton, Philip G.",Ind,551,
2010,00ACGP,Barnet,Totteridge,1,"Cornelius, Alison",Cons,"3,739",Elected
2010,00ACGP,Barnet,Totteridge,2,"Coleman, Brian",Cons,"3,705",Elected
2010,00ACGP,Barnet,Totteridge,3,"Cornelius, Richard",Cons,"3,570",Elected
2010,00ACGP,Barnet,Totteridge,4,"Bradbury, Pamela",Lab,"1,469",
2010,00ACGP,Barnet,Totteridge,5,"Deed, Oliver A.",Lab,"1,331",
2010,00ACGP,Barnet,Totteridge,6,"Gilbert, Alexander L.",Lib Dem,"1,317",
2010,00ACGP,Barnet,Totteridge,7,"Jarvis, Fred",Lab,"1,303",
2010,00ACGP,Barnet,Totteridge,8,"Waller, Joan E.",Lib Dem,"1,150",
2010,00ACGP,Barnet,Totteridge,9,"Wills, Elizabeth L.",Lib Dem,"1,072",
2010,00ACGP,Barnet,Totteridge,10,"Rosenfield, Julie H.",Green,516,
2010,00ACGP,Barnet,Totteridge,11,"Margolis, Katie",Green,437,
2010,00ACGP,Barnet,Totteridge,12,"Vassalli, Paul",Green,252,
2010,00ACGQ,Barnet,Underhill,1,"Campbell, Anita",Lab,"2,761",Elected
2010,00ACGQ,Barnet,Underhill,2,"Turner, Rowan",Cons,"2,676",Elected
2010,00ACGQ,Barnet,Underhill,3,"Strongolou, Andrew",Cons,"2,628",Elected
2010,00ACGQ,Barnet,Underhill,4,"Webb, Daniel",Cons,"2,608",
2010,00ACGQ,Barnet,Underhill,5,"Roberts, Tim",Lab,"2,251",
2010,00ACGQ,Barnet,Underhill,6,"Worth, Matthew",Lab,"2,166",
2010,00ACGQ,Barnet,Underhill,7,"Nowell, David A.G.",Lib Dem,"1,386",
2010,00ACGQ,Barnet,Underhill,8,"Cole, Michael M.",Lib Dem,"1,362",
2010,00ACGQ,Barnet,Underhill,9,"Mckinnell, Pauline A.",Lib Dem,"1,302",
2010,00ACGQ,Barnet,Underhill,10,"Theodorou, Georgia",Green,669,
2010,00ACGQ,Barnet,Underhill,11,"Natelson, Solomon O.",Green,461,
2010,00ACGR,Barnet,West Finchley,1,"Houston, Ross",Lab,"2,758",Elected
2010,00ACGR,Barnet,West Finchley,2,"Tierney, Jim",Lab,"2,744",Elected
2010,00ACGR,Barnet,West Finchley,3,"Mcguirk, Kath",Lab,"2,668",Elected
2010,00ACGR,Barnet,West Finchley,4,"Longfield, Myles L.",Cons,"2,197",
2010,00ACGR,Barnet,West Finchley,5,"Morris, Henry R.E.",Cons,"2,059",
2010,00ACGR,Barnet,West Finchley,6,"Leighton, David M.",Cons,"2,025",
2010,00ACGR,Barnet,West Finchley,7,"Finlay, Ron",Lib Dem,"1,348",
2010,00ACGR,Barnet,West Finchley,8,"Landeryou, Rita I.",Lib Dem,"1,290",
2010,00ACGR,Barnet,West Finchley,9,"Warland, Deborah S.",Lib Dem,"1,117",
2010,00ACGR,Barnet,West Finchley,10,"Colmans, John",Green,807,
2010,00ACGR,Barnet,West Finchley,11,"Gee, Mike",BREA,348,
2010,00ACGS,Barnet,West Hendon,1,"Johnson, Julie",Lab,"2,678",Elected
2010,00ACGS,Barnet,West Hendon,2,"Slocombe, Agnes",Lab,"2,594",Elected
2010,00ACGS,Barnet,West Hendon,3,"Sodha, Ansuya",Lab,"2,353",Elected
2010,00ACGS,Barnet,West Hendon,4,"Bornstein, Asher A.",Cons,"2,293",
2010,00ACGS,Barnet,West Hendon,5,"Gamsu -Fachler, Lisa N.",Cons,"2,134",
2010,00ACGS,Barnet,West Hendon,6,"Murray-Leonard, Adrian P.",Cons,"2,130",
2010,00ACGS,Barnet,West Hendon,7,"Emery, James H.",Lib Dem,748,
2010,00ACGS,Barnet,West Hendon,8,"Emery, Pearl E.",Lib Dem,683,
2010,00ACGS,Barnet,West Hendon,9,"Iwi, Diana C.",Lib Dem,600,
2010,00ACGS,Barnet,West Hendon,10,"Amin, Ferdoos",Ind,387,
2010,00ACGS,Barnet,West Hendon,11,"Samuel, Ben",Green,356,
2010,00ACGS,Barnet,West Hendon,12,"Green, Miriam",Green,323,
2010,00ACGS,Barnet,West Hendon,13,"Bunting, Sara",Green,289,
2010,00ACGT,Barnet,Woodhouse,1,"Hutton, Anne",Lab,"3,004",Elected
2010,00ACGT,Barnet,Woodhouse,2,"Cooke, Geof",Lab,"2,950",Elected
2010,00ACGT,Barnet,Woodhouse,3,"Schneiderman, Alan",Lab,"2,687",Elected
2010,00ACGT,Barnet,Woodhouse,4,"Depala, Manish",Cons,"2,456",
2010,00ACGT,Barnet,Woodhouse,5,"Knight, Matthew A.",Cons,"2,358",
2010,00ACGT,Barnet,Woodhouse,6,"Gupta, Anshul",Cons,"2,139",
2010,00ACGT,Barnet,Woodhouse,7,"Granville, Deborah J.",Lib Dem,"1,474",
2010,00ACGT,Barnet,Woodhouse,8,"Miles, Dudley R.A.",Lib Dem,"1,313",
2010,00ACGT,Barnet,Woodhouse,9,"Murphy, Ian V.",Lib Dem,"1,257",
2010,00ACGT,Barnet,Woodhouse,10,"Burns, David H.",Green,572,
2010,00ACGT,Barnet,Woodhouse,11,"Vaswani, Gardi",Green,397,
2010,00ACGT,Barnet,Woodhouse,12,"Wimborne, Matthew",Green,315,
2010,00ADGA,Bexley,Barnehurst,1,"Marriner, Howard C.",Cons,"2,806",Elected
2010,00ADGA,Bexley,Barnehurst,2,"Hurt, David R.",Cons,"2,792",Elected
2010,00ADGA,Bexley,Barnehurst,3,"Windle, Simon A.",Cons,"2,594",Elected
2010,00ADGA,Bexley,Barnehurst,4,"Browning, Joanne",Lab,"1,271",
2010,00ADGA,Bexley,Barnehurst,5,"Husband, Linda",Lab,989,
2010,00ADGA,Bexley,Barnehurst,6,"Kilner, Peter",Lab,930,
2010,00ADGA,Bexley,Barnehurst,7,"Codd, Janette D.",Lib Dem,908,
2010,00ADGA,Bexley,Barnehurst,8,"Shrimpton, Margaret A.",Lib Dem,729,
2010,00ADGA,Bexley,Barnehurst,9,"Thomas, Barrie R.",UKIP,672,
2010,00ADGA,Bexley,Barnehurst,10,"Howells, Gary S.",BNP,641,
2010,00ADGA,Bexley,Barnehurst,11,"Rogers, Sandra",ED,450,
2010,00ADGB,Bexley,Belvedere,1,"Macdonald, Gillian",Lab,"2,362",Elected
2010,00ADGB,Bexley,Belvedere,2,"Newman, Sean B.",Lab,"2,058",Elected
2010,00ADGB,Bexley,Belvedere,3,"Allon, Kerry M.",Cons,"2,011",Elected
2010,00ADGB,Bexley,Belvedere,4,"Singh, Mick",Cons,"1,972",
2010,00ADGB,Bexley,Belvedere,5,"Leaf, David",Cons,"1,963",
2010,00ADGB,Bexley,Belvedere,6,"Slater, John M.",Lab,"1,857",
2010,00ADGB,Bexley,Belvedere,7,"Allen, Neil L.M.",BNP,671,
2010,00ADGB,Bexley,Belvedere,8,"Varnham, Sean M.",ED,562,
2010,00ADGC,Bexley,Blackfen & Lamorbey,1,"Beckwith, Brian G.",Cons,"3,077",Elected
2010,00ADGC,Bexley,Blackfen & Lamorbey,2,"Craske, Peter H.",Cons,"2,841",Elected
2010,00ADGC,Bexley,Blackfen & Lamorbey,3,"Perrior, Katie",Cons,"2,721",Elected
2010,00ADGC,Bexley,Blackfen & Lamorbey,4,"Blake, Manny",Lab,"1,110",
2010,00ADGC,Bexley,Blackfen & Lamorbey,5,"Borella, Carole A.",Lab,"1,027",
2010,00ADGC,Bexley,Blackfen & Lamorbey,6,"Gallego, Scott G.",Lib Dem,927,
2010,00ADGC,Bexley,Blackfen & Lamorbey,7,"Slater, Gerda",Lab,848,
2010,00ADGC,Bexley,Blackfen & Lamorbey,8,"Hayter, David A.F.",Lib Dem,777,
2010,00ADGC,Bexley,Blackfen & Lamorbey,9,"Slaughter, Maureen A.A.",BNP,693,
2010,00ADGC,Bexley,Blackfen & Lamorbey,10,"Eastgate, Dan",ED,615,
2010,00ADGD,Bexley,Blendon & Penhill,1,"Cammish, Pat",Cons,"3,756",Elected
2010,00ADGD,Bexley,Blendon & Penhill,2,"D'Amiral, Graham M.",Cons,"3,250",Elected
2010,00ADGD,Bexley,Blendon & Penhill,3,"O'Hare, Nicholas",Cons,"3,209",Elected
2010,00ADGD,Bexley,Blendon & Penhill,4,"Briant, Donna",Lab,"1,255",
2010,00ADGD,Bexley,Blendon & Penhill,5,"Reeve, Sarah S.G.",Lab,"1,096",
2010,00ADGD,Bexley,Blendon & Penhill,6,"Prior, David A.",Lab,984,
2010,00ADGD,Bexley,Blendon & Penhill,7,"Scopes, Peter G.",Lib Dem,953,
2010,00ADGD,Bexley,Blendon & Penhill,8,"Osborne, Linda",BNP,711,
2010,00ADGD,Bexley,Blendon & Penhill,9,"Cheeseman, Elaine F.",ED,645,
2010,00ADGE,Bexley,Brampton,1,"Camsey, Sybil M.",Cons,"3,474",Elected
2010,00ADGE,Bexley,Brampton,2,"O'Neill, Teresa A.J.",Cons,"3,380",Elected
2010,00ADGE,Bexley,Brampton,3,"Wilkinson, John P.",Cons,"2,851",Elected
2010,00ADGE,Bexley,Brampton,4,"Brown, Ron",Lab,"1,575",
2010,00ADGE,Bexley,Brampton,5,"Scutt, Alan",Lab,"1,207",
2010,00ADGE,Bexley,Brampton,6,"Murphy, Matthew",Lab,"1,159",
2010,00ADGE,Bexley,Brampton,7,"Novitt, Daniel A.",Lib Dem,"1,051",
2010,00ADGE,Bexley,Brampton,8,"Dunford, John W.",UKIP,708,
2010,00ADGE,Bexley,Brampton,9,"James, Peter G.",BNP,595,
2010,00ADGF,Bexley,Christchurch,1,"Smith, Brad",Cons,"2,799",Elected
2010,00ADGF,Bexley,Christchurch,2,"Spencer, James J.",Cons,"2,716",Elected
2010,00ADGF,Bexley,Christchurch,3,"Ashmole, Roy F.",Cons,"2,674",Elected
2010,00ADGF,Bexley,Christchurch,4,"Bassom, Beverley L.",Lib Dem,"1,463",
2010,00ADGF,Bexley,Christchurch,5,"Brooks, John R.",Lib Dem,"1,251",
2010,00ADGF,Bexley,Christchurch,6,"Stephens, Jack",Lib Dem,"1,250",
2010,00ADGF,Bexley,Christchurch,7,"Holbrook, John R.",Lab,"1,138",
2010,00ADGF,Bexley,Christchurch,8,"O'Neill, Michael C.F.J.",Lab,"1,043",
2010,00ADGF,Bexley,Christchurch,9,"Turner, Pauline",Lab,980,
2010,00ADGF,Bexley,Christchurch,10,"Davis, Gordon J.",BNP,637,
2010,00ADGG,Bexley,Colyers,1,"Bishop, Brian J.",Cons,"2,006",Elected
2010,00ADGG,Bexley,Colyers,2,"Fothergill, Maxine P.",Cons,"2,003",Elected
2010,00ADGG,Bexley,Colyers,3,"Taylor, Chris",Cons,"1,925",Elected
2010,00ADGG,Bexley,Colyers,4,"Page, Tom",Lab,"1,574",
2010,00ADGG,Bexley,Colyers,5,"Gill, Baljeet S.",Lab,"1,549",
2010,00ADGG,Bexley,Colyers,6,"Okuleye, Tosin",Lab,"1,446",
2010,00ADGG,Bexley,Colyers,7,"Standen, Barry C.",Lib Dem,734,
2010,00ADGG,Bexley,Colyers,8,"Macdonald, Alex",Lib Dem,697,
2010,00ADGG,Bexley,Colyers,9,"Hacking, Peter W.",BNP,666,
2010,00ADGG,Bexley,Colyers,10,"Albakri, Jawharah",Lib Dem,596,
2010,00ADGG,Bexley,Colyers,11,"Tibby, Mike",ED,403,
2010,00ADGH,Bexley,Crayford,1,"Lucia-Hennis, Geraldene A.",Cons,"2,355",Elected
2010,00ADGH,Bexley,Crayford,2,"Seymour, Melvin N.",Cons,"2,220",Elected
2010,00ADGH,Bexley,Crayford,3,"Pallen, Eileen P.",Cons,"2,069",Elected
2010,00ADGH,Bexley,Crayford,4,"Kelsey, Tonya",Lab,"1,599",
2010,00ADGH,Bexley,Crayford,5,"Shepheard, John D.",Lab,"1,560",
2010,00ADGH,Bexley,Crayford,6,"Perrin, Trevor V.",Lab,"1,418",
2010,00ADGH,Bexley,Crayford,7,"Fowler, Andrew D.",Lib Dem,"1,040",
2010,00ADGH,Bexley,Crayford,8,"James, Stephen A.",BNP,710,
2010,00ADGH,Bexley,Crayford,9,"Young, Maggi",ED,562,
2010,00ADGJ,Bexley,Cray Meadows,1,"Bacon, Cheryl",Cons,"2,727",Elected
2010,00ADGJ,Bexley,Cray Meadows,2,"Downing, Rosaline M.",Cons,"2,306",Elected
2010,00ADGJ,Bexley,Cray Meadows,3,"Massey, Donald F.",Cons,"2,240",Elected
2010,00ADGJ,Bexley,Cray Meadows,4,"Malt, Sylvia",Lab,"1,072",
2010,00ADGJ,Bexley,Cray Meadows,5,"Borrowman, Duncan K.",Lib Dem,"1,001",
2010,00ADGJ,Bexley,Cray Meadows,6,"West, Peter J.",Lab,946,
2010,00ADGJ,Bexley,Cray Meadows,7,"Berry, Dawn M.M.",Lib Dem,897,
2010,00ADGJ,Bexley,Cray Meadows,8,"Casey, Matthew L.",Lib Dem,854,
2010,00ADGJ,Bexley,Cray Meadows,9,"Yakubu, Husaini",Lab,831,
2010,00ADGJ,Bexley,Cray Meadows,10,"Brooks, John",BNP,583,
2010,00ADGJ,Bexley,Cray Meadows,11,"Williams, Laurence",ED,473,
2010,00ADGK,Bexley,Danson Park,1,"Bailey, Linda J.",Cons,"3,029",Elected
2010,00ADGK,Bexley,Danson Park,2,"Massey, Sharon M.",Cons,"2,708",Elected
2010,00ADGK,Bexley,Danson Park,3,"Waters, John",Cons,"2,568",Elected
2010,00ADGK,Bexley,Danson Park,4,"Deadman, Cathy",Lab,"1,091",
2010,00ADGK,Bexley,Danson Park,5,"Bradnam, Laura K.",Lib Dem,"1,034",
2010,00ADGK,Bexley,Danson Park,6,"Matton, Julia",Lab,976,
2010,00ADGK,Bexley,Danson Park,7,"Leake, Jim",Lab,952,
2010,00ADGK,Bexley,Danson Park,8,"Pickett, Anthony A.",Lib Dem,886,
2010,00ADGK,Bexley,Danson Park,9,"Shrimpton, Edward J.",Lib Dem,784,
2010,00ADGK,Bexley,Danson Park,10,"Clarke, Malcolm F.",UKIP,625,
2010,00ADGK,Bexley,Danson Park,11,"Davis, Allyson J.",BNP,595,
2010,00ADGL,Bexley,East Wickham,1,"Hall, Steven F.",Cons,"2,252",Elected
2010,00ADGL,Bexley,East Wickham,2,"Tarrant, Michael G.",Cons,"2,090",Elected
2010,00ADGL,Bexley,East Wickham,3,"Hunt, James K.A.",Cons,"2,034",Elected
2010,00ADGL,Bexley,East Wickham,4,"Everitt, Rick",Lab,"1,320",
2010,00ADGL,Bexley,East Wickham,5,"Barnbrook, Michael J.",BNP,"1,282",
2010,00ADGL,Bexley,East Wickham,6,"Harper, Daisy",Lab,"1,224",
2010,00ADGL,Bexley,East Wickham,7,"Chodha, Jo",Lab,"1,178",
2010,00ADGL,Bexley,East Wickham,8,"Hacking, Linda J.",BNP,"1,066",
2010,00ADGL,Bexley,East Wickham,9,"Hadley, Stephen J.",BNP,"1,006",
2010,00ADGL,Bexley,East Wickham,10,"Amis, Charles",Lib Dem,840,
2010,00ADGL,Bexley,East Wickham,11,"Cudmore, John",Lib Dem,640,
2010,00ADGL,Bexley,East Wickham,12,"Cudmore, Kaye",Lib Dem,612,
2010,00ADGM,Bexley,Erith,1,"Ball, Christopher",Lab,"2,220",Elected
2010,00ADGM,Bexley,Erith,2,"Boateng, Edward",Lab,"2,065",Elected
2010,00ADGM,Bexley,Erith,3,"O'Neill, Margaret",Lab,"2,032",Elected
2010,00ADGM,Bexley,Erith,4,"Ault, John W.",Cons,"1,829",
2010,00ADGM,Bexley,Erith,5,"Clewes, Bernard C.",Cons,"1,768",
2010,00ADGM,Bexley,Erith,6,"Bhogal, Amandeep S.",Cons,"1,660",
2010,00ADGM,Bexley,Erith,7,"Jamieson, Florence M.",Lib Dem,923,
2010,00ADGM,Bexley,Erith,8,"Woodthorpe, Lee A.",BNP,567,
2010,00ADGN,Bexley,Falconwood & Welling,1,"Betts, Nigel P.",Cons,"2,977",Elected
2010,00ADGN,Bexley,Falconwood & Welling,2,"Catterall, Peter P.",Cons,"2,634",Elected
2010,00ADGN,Bexley,Falconwood & Welling,3,"Clark, Val",Cons,"2,467",Elected
2010,00ADGN,Bexley,Falconwood & Welling,4,"Perfect, Steve",Lab,"1,274",
2010,00ADGN,Bexley,Falconwood & Welling,5,"Persaud, Mavis",Lab,"1,118",
2010,00ADGN,Bexley,Falconwood & Welling,6,"Slater, Stuart R.",Lab,"1,082",
2010,00ADGN,Bexley,Falconwood & Welling,7,"Brooks, Zoe G.",Lib Dem,938,
2010,00ADGN,Bexley,Falconwood & Welling,8,"Shrimpton, William F.",Lib Dem,721,
2010,00ADGN,Bexley,Falconwood & Welling,9,"Jones, Michael",BNP,670,
2010,00ADGN,Bexley,Falconwood & Welling,10,"Mccoy, Jaymie R.",BNP,628,
2010,00ADGN,Bexley,Falconwood & Welling,11,"Thick, Angela M.",Lib Dem,594,
2010,00ADGN,Bexley,Falconwood & Welling,12,"Perrin, Pamela M.",UKIP,547,
2010,00ADGN,Bexley,Falconwood & Welling,13,"Ridout, Josephine R.",BNP,403,
2010,00ADGP,Bexley,Lesnes Abbey,1,"Davey, John C.",Cons,"2,550",Elected
2010,00ADGP,Bexley,Lesnes Abbey,2,"Fuller, John P.",Cons,"2,400",Elected
2010,00ADGP,Bexley,Lesnes Abbey,3,"Hurt, Eleanor",Cons,"2,267",Elected
2010,00ADGP,Bexley,Lesnes Abbey,4,"Browning, John",Lab,"2,261",
2010,00ADGP,Bexley,Lesnes Abbey,5,"Husband, John H.",Lab,"2,153",
2010,00ADGP,Bexley,Lesnes Abbey,6,"Blowers, Grant",Lab,"2,083",
2010,00ADGP,Bexley,Lesnes Abbey,7,"Finch, Nicola A.",BNP,716,
2010,00ADGP,Bexley,Lesnes Abbey,8,"Townsend, Peter B.",ED,644,
2010,00ADGQ,Bexley,Longlands,1,"Bacon, Gareth A.",Cons,"3,106",Elected
2010,00ADGQ,Bexley,Longlands,2,"Gillespie, Richard M.",Cons,"2,664",Elected
2010,00ADGQ,Bexley,Longlands,3,"Slaughter, Michael A.",Cons,"2,332",Elected
2010,00ADGQ,Bexley,Longlands,4,"Jaques, Michael",Lib Dem,"1,059",
2010,00ADGQ,Bexley,Longlands,5,"Brooks, Oliver J.",Lib Dem,962,
2010,00ADGQ,Bexley,Longlands,6,"Hurren, Paul W.",Lib Dem,921,
2010,00ADGQ,Bexley,Longlands,7,"Moran, Bryan",Lab,901,
2010,00ADGQ,Bexley,Longlands,8,"Mccartney, Michael J.",Lab,874,
2010,00ADGQ,Bexley,Longlands,9,"Pilling-Lindsell, Garth H.",Lab,748,
2010,00ADGQ,Bexley,Longlands,10,"Bowman, David",BNP,458,
2010,00ADGQ,Bexley,Longlands,11,"Bowman, Martin J.",Green,454,
2010,00ADGQ,Bexley,Longlands,12,"Farina, Rita",Ind,449,
2010,00ADGQ,Bexley,Longlands,13,"Lowe, Mike",Ind,445,
2010,00ADGQ,Bexley,Longlands,14,"Bryant, Elwyn J.",Ind,226,
2010,00ADGR,Bexley,North End,1,"Langstead, Brenda M.",Lab,"2,039",Elected
2010,00ADGR,Bexley,North End,2,"Borella, Stef",Lab,"2,007",Elected
2010,00ADGR,Bexley,North End,3,"Deadman, Alan",Lab,"1,917",Elected
2010,00ADGR,Bexley,North End,4,"Bishop, Chris",Cons,"1,454",
2010,00ADGR,Bexley,North End,5,"Tugwell, Christopher P.",Cons,"1,330",
2010,00ADGR,Bexley,North End,6,"Dourmoush, Andy",Cons,"1,211",
2010,00ADGR,Bexley,North End,7,"Barnes, Heidi M.",Lib Dem,685,
2010,00ADGR,Bexley,North End,8,"Codd, Philip G.",Lib Dem,654,
2010,00ADGR,Bexley,North End,9,"Andrews, Thomas C.",BNP,622,
2010,00ADGR,Bexley,North End,10,"Osborne, Ivan P.",BNP,533,
2010,00ADGS,Bexley,Northumberland Heath,1,"Read, Philip D.",Cons,"2,836",Elected
2010,00ADGS,Bexley,Northumberland Heath,2,"Reader, Peter R.M.",Cons,"2,758",Elected
2010,00ADGS,Bexley,Northumberland Heath,3,"Sawyer, Alex",Cons,"2,414",Elected
2010,00ADGS,Bexley,Northumberland Heath,4,"Francis, Daniel",Lab,"1,577",
2010,00ADGS,Bexley,Northumberland Heath,5,"Hacker, Geoffrey",Lab,"1,550",
2010,00ADGS,Bexley,Northumberland Heath,6,"White, Janet",Lab,"1,366",
2010,00ADGS,Bexley,Northumberland Heath,7,"Bargery, Paul A.",Lib Dem,995,
2010,00ADGS,Bexley,Northumberland Heath,8,"Howard, Robert D.",BNP,639,
2010,00ADGS,Bexley,Northumberland Heath,9,"Uncles, Steve",ED,449,
2010,00ADGT,Bexley,St Mary's,1,"Campbell, Colin E.",Cons,"3,756",Elected
2010,00ADGT,Bexley,St Mary's,2,"Downing, Alan",Cons,"3,264",Elected
2010,00ADGT,Bexley,St Mary's,3,"Tandy, Colin L.",Cons,"3,106",Elected
2010,00ADGT,Bexley,St Mary's,4,"Hinds, Dave",Lab,955,
2010,00ADGT,Bexley,St Mary's,5,"Basaran, Shule A.",Lib Dem,888,
