Organisation Name (A),Department (B),Service Cat Label ©,Purpose of Spend (D),Expenditure CIPFA Sub Group €,Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/12/2016,AAS0276361,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/12/2016,AAS0276362,256.09,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/12/2016,AAS0276362,252.79,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/12/2016,AAS0276361,144.48,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,2102,BOUNCEBACK SAFETY SERVICES LTD,A0063002, 01/12/2016,PCO0275792,120.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,2102,BOUNCEBACK SAFETY SERVICES LTD,A0063002, 01/12/2016,PCO0275792,160.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,GELPACK EXCELSIOR LIMITED,A0063302, 21/12/2016,OPS0276385,790.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 01/12/2016,DAL0275918,2.55,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 21/12/2016,DAL0276447,3.25,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 15/12/2016,DAL0276248,3.99,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 08/12/2016,DAL0276084,11.23,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 15/12/2016,DAL0276248,0.36,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 01/12/2016,DAL0275918,0.38,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 15/12/2016,DAL0276248,12.44,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 01/12/2016,DAL0275918,68.51,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 08/12/2016,DAL0276084,68.95,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 21/12/2016,DAL0276447,88.43,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 15/12/2016,DAL0276248,132.24,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 15/12/2016,DAL0276248,3.27,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 21/12/2016,DAL0276447,6.50,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 08/12/2016,DAL0276084,6.54,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 01/12/2016,DAL0275918,9.03,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 08/12/2016,DAL0276084,2.16,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 15/12/2016,DAL0276248,3.61,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 21/12/2016,DAL0276447,7.58,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 01/12/2016,DAL0275918,24.17,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 15/12/2016,DAL0276248,6.16,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 01/12/2016,DAL0275918,8.33,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 08/12/2016,DAL0276084,19.17,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 15/12/2016,DAL0276248,4.79,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 08/12/2016,DAL0276084,7.31,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 21/12/2016,DAL0276447,9.42,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 01/12/2016,DAL0275918,12.76,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 21/12/2016,DAL0276447,15.88,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,NEW MIND INTERNET CONSULTANCY LTD,A0064687, 21/12/2016,REG0276342,1500.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARNOLD CLARK VEHICLE MANAGEMENT,A0065524, 21/12/2016,PER0276452,449.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,ARNOLD CLARK VEHICLE MANAGEMENT,A0065524, 21/12/2016,PER0276452,168.49,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,ARNOLD CLARK VEHICLE MANAGEMENT,A0065524, 21/12/2016,PER0276452,174.59,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Meeting Expenses,4610,THE RAINHALL CENTRE,A0066193, 08/12/2016,DAL0276081,45.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,LEX AUTOLEASE LIMITED,A0066530, 21/12/2016,PER0276453,1808.93,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,LEX AUTOLEASE LIMITED,A0066530, 21/12/2016,PER0276453,1925.64,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,LEX AUTOLEASE LIMITED,A0066530, 01/12/2016,PER0275903,2564.78,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,LEX AUTOLEASE LIMITED,A0066530, 01/12/2016,PER0275903,2625.24,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,Other Expenses,4705,SPEAKMAN CONTRACTORS LTD,A0066581, 01/12/2016,EST0275883,5298.23,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : VATable,9202,SPEAKMAN CONTRACTORS LTD,A0066581, 15/12/2016,PBC0276293,41.67,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,1236,PEOPLE ASSET MANAGEMENT LIMITED,A0067613, 08/12/2016,PER0276103,27.50,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,1236,PEOPLE ASSET MANAGEMENT LIMITED,A0067613, 01/12/2016,PER0275904,220.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,LIMPET LABELS UK LIMITED,A0067671, 15/12/2016,OPS0276204,1168.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 08/12/2016,OPS0276047,20.37,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 01/12/2016,OPS0275804,106.68,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 21/12/2016,OPS0276236,166.84,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 08/12/2016,OPS0276047,20.37,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 01/12/2016,OPS0275804,106.68,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 21/12/2016,OPS0276236,166.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 08/12/2016,OPS0276047,20.37,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 21/12/2016,OPS0276236,166.84,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 08/12/2016,OPS0276047,20.37,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 01/12/2016,OPS0275804,106.68,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 21/12/2016,OPS0276236,166.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 08/12/2016,OPS0276047,20.37,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 01/12/2016,OPS0275804,106.68,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 21/12/2016,OPS0276236,166.84,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 08/12/2016,OPS0276047,20.37,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 01/12/2016,OPS0275804,106.67,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 21/12/2016,OPS0276236,166.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 01/12/2016,OPS0275804,106.68,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,4705,CHIPSIDE LTD,A0068587, 21/12/2016,HED0276393,29.30,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Fees Income : Non-VATable,9302,CHIPSIDE LTD,A0068587, 21/12/2016,HED0276476,26.01,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Fees Income : Non-VATable,9302,CHIPSIDE LTD,A0068587, 21/12/2016,HED0276477,325.98,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,M C & M A STEWART HAULAGE,A0068863, 21/12/2016,PCO0276255,426.85,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,M C & M A STEWART HAULAGE,A0068863, 21/12/2016,PCO0276258,428.56,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,M C & M A STEWART HAULAGE,A0068863, 15/12/2016,PCO0276188,294.92,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 29/12/2016,AAS0276634,95.41,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 02/12/2016,AAS4005220,-157.27,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 02/12/2016,AAS4005221,-135.32,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 02/12/2016,AAS4005222,-77.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 02/12/2016,AAS0276328,31.40,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 02/12/2016,AAS0276332,39.64,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 02/12/2016,AAS0276333,42.98,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 02/12/2016,AAS0276331,43.80,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 02/12/2016,AAS0276334,45.47,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 02/12/2016,AAS0276329,55.38,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 02/12/2016,AAS0276330,62.30,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 02/12/2016,AAS0276335,73.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,4003,ID MANAGEMENT SYSTEMS,A0069768, 21/12/2016,HED0276433,90.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,4003,ID MANAGEMENT SYSTEMS,A0069768, 21/12/2016,HED0276433,136.40,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,LANCASHIRE SPORT PARTNERSHIP LTD,A0070149, 15/12/2016,AAS0276227,1500.00,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,THORNE ACCESS AND SECURITY,A0070220, 15/12/2016,COR0276195,976.00,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Capital Costs,Capital : Payments,CD14,THORNE ACCESS AND SECURITY,A0070220, 01/12/2016,COR0275851,81.25,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Cash : Payroll Advances,PB03,REDACTED - PERSONAL DATA,A0070634, 21/12/2016,AAS0276518,162.45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,PALM RECYCLING LIMITED,A0070924, 21/12/2016,OPS4005215,-167.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,PALM RECYCLING LIMITED,A0070924, 21/12/2016,OPS0276242,500.00,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,4705,ELEKTRON TECHNOLOGY UK LIMITED,A0071864, 15/12/2016,ENV0276073,87.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Sub-Contractors,4007,QHS SOLUTIONS LIMITED,A0071912, 01/12/2016,AAS0276358,666.67,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Tests & Inspection Fees,4409,UNITED UTILITIES WATER PLC,A0072400, 08/12/2016,ENV0276075,216.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,4401,GLOBAL PAYMENTS,A0072461, 16/12/2016,AAS0276382,7.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,4401,GLOBAL PAYMENTS,A0072461, 16/12/2016,AAS0276382,949.38,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 16/12/2016,AAS0276379,7.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 16/12/2016,AAS0276380,7.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 16/12/2016,AAS0276379,1129.34,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 16/12/2016,AAS0276380,1457.37,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,7201,LLOYDS BANKING GROUP,A0072462, 23/12/2016,AAS0276638,45.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,7201,LLOYDS BANKING GROUP,A0072462, 19/12/2016,AAS0276637,599.98,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 21/12/2016,OPS0276241,353.78,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TCS (WASTE) LIMITED,A0072822, 15/12/2016,OPS0276172,70.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TCS (WASTE) LIMITED,A0072822, 15/12/2016,OPS0276172,70.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,TCS (WASTE) LIMITED,A0072822, 15/12/2016,OPS0276171,490.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Recruitment,1221,DBS,A0072958, 19/12/2016,AAS0276636,396.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,DBS,A0072958, 19/12/2016,AAS0276636,1237.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Newspapers & Periodicals,4305,MARTINS,A0074550, 01/12/2016,HED0275899,19.10,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,FLEET (LINE MARKERS) LIMITED,A0075352, 08/12/2016,PCO0276040,35.15,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,FLEET (LINE MARKERS) LIMITED,A0075352, 08/12/2016,PCO0276040,258.50,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD14,TOTAL POOL CHEMICALS LTD,A0075356, 21/12/2016,AAS0276474,3495.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,OCEAN BATHROOMS TILES & HEATING LTD,A0075367, 21/12/2016,HMR0276430,3040.00,N,N/A,N,506.67
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,4004,GEORGE ROMNEY LIMITED,A0075747, 08/12/2016,REG0276029,156.48,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Reference Books Acts,4304,THOMSON REUTERS,A0077400, 15/12/2016,PBC0276305,58.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,RIGHTMOVE.CO.UK,A0077496, 01/12/2016,AAS0276360,312.80,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD14,RIGHTMOVE.CO.UK,A0077496, 01/12/2016,AAS0276360,607.20,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,4003,DIAMOND PEOPLE LIMITED,A0077714, 21/12/2016,HED0276431,300.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,4004,HERITAGE CARDS & SOUVENIRS LTD,A0077997, 01/12/2016,REG0275900,167.28,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,GLASDON UK LIMITED,A0078667, 01/12/2016,OPS0275864,20.52,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,2606,JANDON CLEANING SERVICES,A0079028, 21/12/2016,HED0276464,400.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,4601,COMMON PURPOSE UK,A0079790, 08/12/2016,PER0276100,1500.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Premises Cleaning,2601,KINGS WASHING MACHINE RENTALS,A0079878, 15/12/2016,HMR0276139,55.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,SOUTH SURVEY LTD,A0080530, 08/12/2016,PCO0276019,175.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,HIGHER UP LIMITED,A0080959, 21/12/2016,HED0276424,85.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,Storage & Homelessness prevention,6104,RPC SERVICES,A0081134, 08/12/2016,HMR0275962,250.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,QUALITY HOMES (NW) LIMITED,A0081253, 15/12/2016,HMR0276144,6675.67,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,BLACK HORSE CONTRACT HIRE - FLEET 564391,A0081350, 15/12/2016,OPS0276176,339.38,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,PENDLE ACTION FOR THE COMMUNITY,A0081553, 15/12/2016,COR0276133,500.00,N,1088536,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Consultants Fees,4401,INSTITUTE OF LICENSING LIMITED,A0082227, 15/12/2016,PBC0276307,65.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,UNIQUE CLEAN (NW) LIMITED 3552/0176545,A0082299, 01/12/2016,HED0275908,1310.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Consultants Fees,4401,CALICO HOMES LIMITED,A0082574, 15/12/2016,HMR0276184,56980.50,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,UTTLEY MEMORIALS LIMITED,A0082814, 21/12/2016,PCO0276414,80.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,UTTLEY MEMORIALS LIMITED,A0082814, 21/12/2016,PCO0276414,125.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,RAYNORS,A0082949, 21/12/2016,PCO0276402,18.52,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,RAYNORS,A0082949, 21/12/2016,PCO0276402,30.20,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,RAYNORS,A0082949, 21/12/2016,PCO0276410,52.79,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Court Fees,4403,HM COURTS & TRIBUNALS SERVICE,A0083319, 16/12/2016,AAS0276377,440.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,District Audit Fees,7202,GRANT THORNTON UK LLP,A0084044, 15/12/2016,AAS0276216,7986.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,District Audit Fees,7202,GRANT THORNTON UK LLP,A0084044, 21/12/2016,AAS0276468,10157.50,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Transport Related Expense,Hire of Transport,3501,REDACTED - PERSONAL DATA,A0084247, 21/12/2016,DAL0276486,36.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,4422,ALLPAY LIMITED,A0084372, 08/12/2016,AAS0276071,10.01,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,4422,ALLPAY LIMITED,A0084372, 08/12/2016,AAS0276101,24.66,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,4422,ALLPAY LIMITED,A0084372, 21/12/2016,AAS0276469,26.37,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,4422,ALLPAY LIMITED,A0084372, 15/12/2016,AAS0276232,38.86,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,4422,ALLPAY LIMITED,A0084372, 21/12/2016,AAS0276470,1455.73,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,ELITE PLUMBING,A0084584, 01/12/2016,HMR0275835,36.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,NORTHPOINT PUBLISHING LIMITED,A0084858, 08/12/2016,REG0276030,1000.00,N,N/A,N,N/A
