Organisation Name (A),Dept (B),Service Cat Label (C),Purpose of Spend (D),Expenditure CIPFA Sub Group Label (E),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270392,192.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270393,192.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270395,192.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270396,192.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270397,192.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270382,220,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270384,220,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270385,220,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270386,220,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270389,220,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270394,220,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270398,220,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 14/04/2016,EST0270399,220,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 21/04/2016,EST0270503,340,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,46,MBL SEMINARS LTD,A0059765, 07/04/2016,DAL0270175,99,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,46,MBL SEMINARS LTD,A0059765, 21/04/2016,DAL0270548,120,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,46,MBL SEMINARS LTD,A0059765, 21/04/2016,DAL0270552,120,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Fees Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0090743, 28/04/2016,OPS0270666,25,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090758, 27/04/2016,AAS0271011,500,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0060456, 28/04/2016,HED0270771,85,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,47,REDACTED - PERSONAL DATA,A0049648, 14/04/2016,HED0270303,34,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Repairs : General,31,MOTORMAN LIMITED,A0090704, 19/04/2016,AAS0270678,-6009.2,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Repairs : General,31,MOTORMAN LIMITED,A0090704, 19/04/2016,AAS0270677,695,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Repairs : General,31,MOTORMAN LIMITED,A0090704, 19/04/2016,AAS0270678,1000,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Repairs : General,31,MOTORMAN LIMITED,A0090704, 19/04/2016,AAS0270678,6009.2,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Meeting Expenses,46,MOUNT ZION BAPTIST CHURCH,A0045270, 07/04/2016,DAL0270182,30,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090756, 27/04/2016,AAS0271009,500,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : VATable,92,REDACTED - PERSONAL DATA,A0090695, 14/04/2016,PBC0270316,66.67,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090715, 07/04/2016,HMR0270061,5000,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Fees Income : VATable,92,REDACTED - PERSONAL DATA,A0090722, 21/04/2016,OPS0270476,23.25,N,N/A,N,N/A
Pendle Borough Council,Human Resources,,Cash : Payroll Advances,PB,REDACTED - PERSONAL DATA,A0076240, 21/04/2016,PER0270591,43.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090746, 20/04/2016,AAS0270690,500,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090748, 22/04/2016,AAS0270692,500,N,N/A,N,N/A
Pendle Borough Council,Human Resources,,Cash : Payroll Advances,PB,REDACTED - PERSONAL DATA,A0062864, 21/04/2016,PER0270611,29.18,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,Training,12,MYERSCOUGH COLLEGE,A0053390, 21/04/2016,PCO0270539,508.75,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,Training,12,MYERSCOUGH COLLEGE,A0053390, 21/04/2016,PCO0270545,1017.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,Subscriptions & Donations,47,N A B M A,A0002001, 14/04/2016,EST0270416,318,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,Subscriptions & Donations,47,N A B M A,A0002001, 14/04/2016,EST0270416,318,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,47,NATIONAL CLT NETWORK CIO,A0090536, 28/04/2016,COR0270700,49,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,NEIL WILLSON,A0053659, 07/04/2016,PCO0270110,290,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Daywork,21,NEIL WILLSON,A0053659, 07/04/2016,PCO0270108,85,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD,NPOWER,A0054545, 14/04/2016,HMR0270297,11.69,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD,NPOWER,A0054545, 14/04/2016,HMR0270228,45.28,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD,NPOWER,A0054545, 14/04/2016,HMR0270298,116.4,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD,NPOWER,A0054545, 14/04/2016,HMR0270299,148.37,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,47,NPTA,A0070536, 07/04/2016,ENV0270048,370,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Agency Costs,Lancashire C C,51,NSL LIMITED,A0059256, 07/04/2016,HED0270085,1316.25,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,O`CALLAGHAN LIMITED,A0090052, 07/04/2016,HED0270043,2800,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,O`CALLAGHAN LIMITED,A0090052, 07/04/2016,HED0270043,5288.17,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,10,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,11.16,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,46.94,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,13.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,9.15,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,11.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,22.48,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,9.48,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,12.42,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Financing Costs,Lease costs:Computer (Orchard),82,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,7,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Financing Costs,Lease costs:Computer (Orchard),82,O2 (UK) LIMITED,A0053660, 21/04/2016,DAL0270549,7,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 21/04/2016,OPS0270453,522.67,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 21/04/2016,OPS0270449,4,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 21/04/2016,OPS0270452,4,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 21/04/2016,OPS0270450,6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 21/04/2016,OPS0270451,9.99,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,Accommodation ,61,OLD HALL FARM (UK) LTD,A0041314, 14/04/2016,HMR0270390,1075,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Precept Parish & T Council,3,OLD LAUND BOOTH PARISH COUNCIL,A0002067, 28/04/2016,AAS0270761,14300,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Protective Clothing,42,OPTION HYGIENE LIMITED,A0002063, 21/04/2016,PCO0270546,23.88,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Protective Clothing,42,OPTION HYGIENE LIMITED,A0002063, 21/04/2016,PCO0270546,26.67,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Protective Clothing,42,OPTION HYGIENE LIMITED,A0002063, 21/04/2016,PCO0270546,102,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Office and computer equipment,40,ORCHARD RECYCLING SERVICE,A0015803, 07/04/2016,OPS0270021,1001.7,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Office and computer equipment,40,ORCHARD RECYCLING SERVICE,A0015803, 07/04/2016,OPS0269922,1127.7,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Office and computer equipment,40,ORCHARD RECYCLING SERVICE,A0015803, 21/04/2016,OPS0270496,1436.4,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Office and computer equipment,40,ORCHARD RECYCLING SERVICE,A0015803, 28/04/2016,OPS0270705,1436.4,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Office and computer equipment,40,ORCHARD RECYCLING SERVICE,A0015803, 14/04/2016,OPS0270225,1757.7,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,47,ORCHARD RECYCLING SERVICE,A0015803, 07/04/2016,OPS0270021,30,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,47,P LEE WASTE OIL LIMTED,A0058412, 07/04/2016,OPS0269924,820,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,12,P T ALLISON,A0064694, 07/04/2016,DAL0270188,21,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,12,P T ALLISON,A0064694, 07/04/2016,DAL0270188,11.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Hospitality,46,P T ALLISON,A0064694, 07/04/2016,DAL0270188,22.95,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,47,P T ALLISON,A0064694, 07/04/2016,DAL0270188,7,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,PATROL,A0067663, 28/04/2016,HED0270737,159.3,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,47,PENDLE ACTION FOR THE COMMUNITY,A0081553, 21/04/2016,COR0270447,6000,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 01/04/2016,AAS0270201,9067.38,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 01/04/2016,AAS0270201,39291.96,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Service Charge,27,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 14/04/2016,AAS0270366,5748,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,38,PENDLE LEISURE LTD,A0012961, 07/04/2016,PER0270160,88.72,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,46,PENDLE LEISURE LTD,A0012961, 07/04/2016,PER0270147,75,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Meeting Expenses,46,PENDLE LEISURE LTD,A0012961, 28/04/2016,DAL0270773,150,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,47,PENDLE LEISURE LTD,A0012961, 21/04/2016,DAL0270504,227.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,47,PENDLE LEISURE LTD,A0012961, 01/04/2016,AAS0270202,788100,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,47,PENDLE LEISURE LTD,A0012961, 28/04/2016,AAS0270745,1125,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Grant Funding,47,PENDLE LEISURE LTD,A0012961, 28/04/2016,AAS0270746,60000,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,47,PENDLE LEISURE LTD,A0012961, 07/04/2016,REG0270039,29.17,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 21/04/2016,PCO0270531,4426.5,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 21/04/2016,PCO0270528,295,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 07/04/2016,PCO0270060,300,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 14/04/2016,PCO0270307,360,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 07/04/2016,OPS0269975,361.12,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 28/04/2016,OPS0270655,384.43,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 07/04/2016,PCO0270060,411.45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,PENDLE PERSONNEL LTD,A0002198, 21/04/2016,OPS0270458,419.46,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,10,PENDLE PERSONNEL LTD,A0002198, 07/04/2016,PCO0270060,180.32,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Salaries & Wages,10,PENDLE PERSONNEL LTD,A0002198, 07/04/2016,OPS0269975,412.82,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,10,PENDLE PERSONNEL LTD,A0002198, 07/04/2016,PCO0269980,514.84,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,10,PENDLE PERSONNEL LTD,A0002198, 14/04/2016,PCO0270235,545.85,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,47,PENDLE TWINNING COMMITTEE,A0002113, 21/04/2016,AAS0270642,1500,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD,PETER DRAKE,A0068739, 14/04/2016,HMR0270230,2175,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Office and computer equipment,40,PHS DATASHRED,A0002886, 07/04/2016,DAL0270181,69.95,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,40,PHS DATASHRED,A0002886, 14/04/2016,HED0270301,50.06,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,43,PHS DATASHRED,A0002886, 07/04/2016,DAL0270121,110,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Miscellaneous : Other,47,PHS DATASHRED,A0002886, 14/04/2016,HED0270301,18.78,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Mobile Phones,45,PLUSNET TECHNOLOGIES LIMITED,A0045646, 04/04/2016,AAS0270483,15,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Mobile Phones,45,PLUSNET TECHNOLOGIES LIMITED,A0045646, 29/04/2016,AAS0271091,15,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,47,POLICE & CRIME COMMISSIONER FOR LANCASHIRE,A0009816, 07/04/2016,COR0270065,16500,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,POWER PIPES (PENDLE) LIMITED,A0002089, 07/04/2016,PCO0269926,27.77,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,47,PRINTDESIGNS LIMITED,A0088150, 21/04/2016,COR0270495,90,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 28/04/2016,OPS0270654,101.86,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 28/04/2016,OPS0270654,105.01,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 28/04/2016,OPS0270654,105.01,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 28/04/2016,OPS0270654,105.01,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 28/04/2016,OPS0270654,105.01,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 28/04/2016,OPS0270654,105.01,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,PROFFITTS INVESTING IN COMMUNITIES,A0063440, 07/04/2016,PCO0269898,1750,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,44,PS&P LTD,A0090720, 14/04/2016,TRE0270353,4,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,44,PS&P LTD,A0090720, 14/04/2016,TRE0270356,8,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,44,PS&P LTD,A0090720, 14/04/2016,TRE0270357,8,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,44,PS&P LTD,A0090720, 14/04/2016,TRE0270358,8,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,44,PS&P LTD,A0090720, 14/04/2016,TRE0270359,8,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,44,PS&P LTD,A0090720, 14/04/2016,TRE0270360,12,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,44,PS&P LTD,A0090720, 14/04/2016,TRE0270354,93.72,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Sub-Contractors,40,QHS SOLUTIONS LIMITED,A0071912, 01/04/2016,AAS0270482,666.67,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Seminars etc All Costs,46,QHS SOLUTIONS LIMITED,A0071912, 07/04/2016,OPS0269937,350,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,Storage & Homelessness prevention,61,QUALITY HOMES (NW) LIMITED,A0081253, 28/04/2016,HMR0270672,300,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Annual Hire Charge,36,R J CLOUGH & SON LTD,A0000567, 28/04/2016,PCO0270660,37.24,N,N/A,N,N/A
Pendle Borough Council,Human Resources,,Cash : Payroll Advances,PB,REDACTED - PERSONAL DATA,A0090480, 21/04/2016,PER0270610,31.34,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 14/04/2016,OPS0270291,2227.68,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 28/04/2016,OPS0270656,2326.5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 21/04/2016,OPS0270457,3131.78,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 14/04/2016,OPS0270290,3447.14,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 21/04/2016,OPS0270456,27.14,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 21/04/2016,OPS0270457,1390.6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 14/04/2016,OPS0270291,1716.62,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 14/04/2016,OPS0270290,1992.43,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 28/04/2016,OPS0270656,2559.49,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 28/04/2016,OPS0270656,757.96,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 14/04/2016,OPS0270290,978.8,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 21/04/2016,OPS0270457,1553.87,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,RAPID RECRUIT LIMITED,A0090080, 14/04/2016,OPS0270291,2075.52,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,RAYNORS,A0082949, 28/04/2016,PCO0270657,17.56,N,N/A,N,N/A
