ORGANISATION NAME,EFFECTIVE    DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,02/09/2016,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,02/09/2016,4334.69,MAINTENANCE,V001041343
ROCHDALE BOROUGH COUNCIL,02/09/2016,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,02/09/2016,2624.54,MAINTENANCE,V001041345
ROCHDALE BOROUGH COUNCIL,02/09/2016,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,02/09/2016,946.9,MAINTENANCE,V001041346
ROCHDALE BOROUGH COUNCIL,02/09/2016,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,02/09/2016,3736.09,MAINTENANCE,V001041349
ROCHDALE BOROUGH COUNCIL,02/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,02/09/2016,500,"DEV CAP - NEW CONSTRUCTION,CONVERSION",V001041401
ROCHDALE BOROUGH COUNCIL,02/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,02/09/2016,1185,EQUIPMENT - GENERAL,V001041402
ROCHDALE BOROUGH COUNCIL,16/09/2016,PROPERTY AND HIGHWAYS,LINK4LIFE (CHARITY),16/09/2016,815.71,IMPROVEMENTS-MODERNISATION,V001041405
ROCHDALE BOROUGH COUNCIL,02/09/2016,CHILDREN’S SOCIAL CARE,CHRISTINE FOSTER LIMITED,02/09/2016,1075,AGENCY STAFF,V001041481
ROCHDALE BOROUGH COUNCIL,08/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,SECURITY AND  SALES SOLUTIONS LTD,08/09/2016,1325,ACTIVITIES,V001041487
ROCHDALE BOROUGH COUNCIL,02/09/2016,FINANCE SERVICES,FORBES SOLICITORS,02/09/2016,1025.05,INPUT VAT -  ADJUSTMENTS,V001041494
ROCHDALE BOROUGH COUNCIL,02/09/2016,FINANCE SERVICES,FORBES SOLICITORS,02/09/2016,516.9,INPUT VAT -  ADJUSTMENTS,V001041496
ROCHDALE BOROUGH COUNCIL,23/09/2016,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,23/09/2016,7680.2,"DEV CAP - NEW CONSTRUCTION,CONVERSION",V001041500
ROCHDALE BOROUGH COUNCIL,07/09/2016,ECONOMY DIRECTORATE,TG EVENTS LTD,07/09/2016,9586.5,EVENTS,V001041503
ROCHDALE BOROUGH COUNCIL,07/09/2016,ECONOMY DIRECTORATE,TG PRODUCTION SUPPLY LTD,07/09/2016,28530.95,EVENTS,V001041504
ROCHDALE BOROUGH COUNCIL,02/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,EMO OIL LIMITED,02/09/2016,26320.25,TRANSACTIONS-EXPENDITURE,V001041542
ROCHDALE BOROUGH COUNCIL,23/09/2016,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,23/09/2016,4292.58,IMPROVEMENTS-MODERNISATION,V001041550
ROCHDALE BOROUGH COUNCIL,22/09/2016,FINANCE SERVICES,CIVICA UK LIMITED,22/09/2016,11975.68,AGENCY STAFF,V001041554
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,STEPPING STONE,02/09/2016,39491.52,SP BLOCK PAYMENTS - EXTERNAL,V001041566
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,MAKING SPACE,02/09/2016,23111.03,SP BLOCK PAYMENTS - EXTERNAL,V001041567
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,ANCHOR TRUST,02/09/2016,2805.06,SP SUBSIDY PAYMENTS - EXTERNAL,V001041568
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE PETRUS COMMUNITY,02/09/2016,10279.45,SP BLOCK PAYMENTS - EXTERNAL,V001041569
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,THE RIVERSIDE GROUP,02/09/2016,1772.88,SP SUBSIDY PAYMENTS - EXTERNAL,V001041570
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT,02/09/2016,35255.61,SP BLOCK PAYMENTS - EXTERNAL,V001041571
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,WOMEN`S HOUSING ACTION GROUP ( WHAG ),02/09/2016,15311.63,SP BLOCK PAYMENTS - EXTERNAL,V001041572
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,GUINNESS NORTHERN COUNTIES,02/09/2016,3947.62,SP SUBSIDY PAYMENTS - EXTERNAL,V001041573
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,CONTOUR HOUSING ASSOCIATION,02/09/2016,3396,SP SUBSIDY PAYMENTS - EXTERNAL,V001041574
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,WEST PENNINE HOUSING ASS REGENDA,02/09/2016,1284.5,SP SUBSIDY PAYMENTS - EXTERNAL,V001041575
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,ST VINCENT`S HOUSING ASSOCIATION,02/09/2016,3355.73,SP SUBSIDY PAYMENTS - EXTERNAL,V001041576
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,BOND BOARD LTD,02/09/2016,5678.55,SP BLOCK PAYMENTS - EXTERNAL,V001041577
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,HOUSING 21,02/09/2016,690.41,SP SUBSIDY PAYMENTS - EXTERNAL,V001041578
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,TOGETHER WORKING FOR WELLBEING,02/09/2016,23677.09,SP BLOCK PAYMENTS - EXTERNAL,V001041579
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,02/09/2016,633.6,SUPPORTED LIVING,V001041580
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,BARNARDOS,02/09/2016,14855.5,SP BLOCK PAYMENTS - EXTERNAL,V001041581
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,ROCHDALE BOROUGHWIDE HOUSING,02/09/2016,29565.3,SP SUBSIDY PAYMENTS - EXTERNAL,V001041582
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE AND DISTRICT MIND,02/09/2016,15216.06,SERVICE LEVEL AGREEMENTS,V001041583
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC,02/09/2016,56165.47,CONTRACTS,V001041584
ROCHDALE BOROUGH COUNCIL,07/09/2016,EARLY HELP AND SCHOOLS,C E S LTD,07/09/2016,8054.01,IMPROVEMENTS-MODERNISATION,V001041677
ROCHDALE BOROUGH COUNCIL,07/09/2016,EARLY HELP AND SCHOOLS,C E S LTD,07/09/2016,12081.02,IMPROVEMENTS-MODERNISATION,V001041677
ROCHDALE BOROUGH COUNCIL,01/09/2016,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,01/09/2016,1567.5,HOME CARE - CHILDRENS SERVICES,V001041717
ROCHDALE BOROUGH COUNCIL,09/09/2016,LEARNING DIS & MENTAL HEALTH,CROSSROADS CARE IN GREATER MANCHESTER,09/09/2016,1461.6,PERSONAL BUDGETS - MANAGED,V001041729
ROCHDALE BOROUGH COUNCIL,09/09/2016,LEARNING DIS & MENTAL HEALTH,CROSSROADS CARE IN GREATER MANCHESTER,09/09/2016,2631.04,PERSONAL BUDGETS - MANAGED,V001041734
ROCHDALE BOROUGH COUNCIL,02/09/2016,EARLY HELP AND SCHOOLS,PERMANENT FUTURES LTD,02/09/2016,1145,AGENCY STAFF,V001041737
ROCHDALE BOROUGH COUNCIL,19/09/2016,EARLY HELP AND SCHOOLS,RAMILLIES HALL SCHOOL,19/09/2016,2279.55,OTHER LA`S - SEN PROVISION,V001041740
ROCHDALE BOROUGH COUNCIL,14/09/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,14/09/2016,4753.67,OTHER LA`S - SEN PROVISION,V001041741
ROCHDALE BOROUGH COUNCIL,09/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,TREE HEROES LTD,09/09/2016,1400,MAINTENANCE,V001041748
ROCHDALE BOROUGH COUNCIL,02/09/2016,EARLY HELP AND SCHOOLS,JCM SEATING SOLUTIONS LIMITED,02/09/2016,535.34,EQUIPMENT - GENERAL,V001041753
ROCHDALE BOROUGH COUNCIL,02/09/2016,ECONOMY DIRECTORATE,GTM ELECTRICAL SERVICES LIMITED,02/09/2016,852,ELECTRICAL,V001041768
ROCHDALE BOROUGH COUNCIL,02/09/2016,ECONOMY DIRECTORATE,GTM ELECTRICAL SERVICES LIMITED,02/09/2016,738,ELECTRICAL,V001041770
ROCHDALE BOROUGH COUNCIL,02/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,02/09/2016,638.5,CONTRACTS,V001041776
ROCHDALE BOROUGH COUNCIL,02/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,02/09/2016,1363.1,CONTRACTS,V001041777
ROCHDALE BOROUGH COUNCIL,09/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,TREE HEROES LTD,09/09/2016,830,EQUIPMENT - GENERAL,V001041781
ROCHDALE BOROUGH COUNCIL,01/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,506.53,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,514.4,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,528.92,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,528.92,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,533.06,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,533.96,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,535.97,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,546.58,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,546.58,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,557.96,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,573.62,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,586.7,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,593.48,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,593.48,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,593.48,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,600.6,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,640.63,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,654.9,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,654.9,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,654.9,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,711.39,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,715.2,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,715.95,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,715.95,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,734.4,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,734.4,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,750.75,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,807.41,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,820.82,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,821.04,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,827.32,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,835.11,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,835.38,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,835.38,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,838.5,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,857.35,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,PHYSICAL DIS & OLDER PEOPLE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,902.41,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,905.6,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,921.9,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,959.23,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,1023.07,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,1023.07,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,1034.13,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,1034.13,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,1034.13,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,1034.13,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,1034.15,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,1034.15,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,1034.15,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,1503.31,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,1551.42,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,2771.69,AGENCY STAFF,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,1468.7,CAPITAL SALARIES,V001041782
ROCHDALE BOROUGH COUNCIL,01/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,01/09/2016,649.9,LEGAL SERVICES INTERNAL,V001041782
ROCHDALE BOROUGH COUNCIL,08/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BANCROFT AMENITIES LTD,08/09/2016,600,GRANTS TO VOLUNTARY BODIES,V001041785
ROCHDALE BOROUGH COUNCIL,08/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BANCROFT AMENITIES LTD,08/09/2016,4800,GRANTS TO VOLUNTARY BODIES,V001041786
ROCHDALE BOROUGH COUNCIL,14/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BANCROFT AMENITIES LTD,14/09/2016,9915,GRANTS TO VOLUNTARY BODIES,V001041787
ROCHDALE BOROUGH COUNCIL,14/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BANCROFT AMENITIES LTD,14/09/2016,13881,GRANTS TO VOLUNTARY BODIES,V001041787
ROCHDALE BOROUGH COUNCIL,14/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BANCROFT AMENITIES LTD,14/09/2016,19830,GRANTS TO VOLUNTARY BODIES,V001041787
ROCHDALE BOROUGH COUNCIL,07/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,EMO OIL LIMITED,07/09/2016,4276,OIL,V001041795
ROCHDALE BOROUGH COUNCIL,07/09/2016,PUBLIC HEALTH,OSBORNE RICHARDSON,07/09/2016,734.5,ACTIVITIES,V001041804
ROCHDALE BOROUGH COUNCIL,07/09/2016,PUBLIC HEALTH,OSBORNE RICHARDSON,07/09/2016,502,ACTIVITIES,V001041805
ROCHDALE BOROUGH COUNCIL,08/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,NO GRAFFITI LTD,08/09/2016,3000,CONTRACTED SERVICES,V001041807
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,02/09/2016,584.68,RESIDENTIAL LONG TERM,V001041894
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,02/09/2016,545.24,RESIDENTIAL LONG TERM,V001041895
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,02/09/2016,884.7,RESIDENTIAL LONG TERM,V001041896
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,02/09/2016,515.68,RESIDENTIAL LONG TERM,V001041898
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,02/09/2016,623.3,RESIDENTIAL LONG TERM,V001041899
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,02/09/2016,575,RESIDENTIAL LONG TERM,V001041900
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,02/09/2016,598.12,NURSING LONG TERM,V001041901
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,02/09/2016,698.62,RESIDENTIAL LONG TERM,V001041902
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,02/09/2016,598.12,RESIDENTIAL LONG TERM,V001041903
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,02/09/2016,623.3,RESIDENTIAL LONG TERM,V001041905
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,02/09/2016,598.12,RESIDENTIAL LONG TERM,V001041906
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,02/09/2016,588.28,RESIDENTIAL LONG TERM,V001041907
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,02/09/2016,617.94,RESIDENTIAL LONG TERM,V001041908
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,02/09/2016,598.12,RESIDENTIAL LONG TERM,V001041909
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,02/09/2016,544.68,RESIDENTIAL LONG TERM,V001041910
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,02/09/2016,602.82,RESIDENTIAL LONG TERM,V001041911
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,02/09/2016,613.98,RESIDENTIAL LONG TERM,V001041913
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,02/09/2016,598.12,RESIDENTIAL LONG TERM,V001041915
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,02/09/2016,582.8,RESIDENTIAL LONG TERM,V001041916
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,02/09/2016,598.12,NURSING LONG TERM,V001041917
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,02/09/2016,608.12,RESIDENTIAL LONG TERM,V001041918
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,BELVOIR CARE HOME LIMITED,02/09/2016,545.04,RESIDENTIAL LONG TERM,V001041919
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,02/09/2016,598.12,RESIDENTIAL LONG TERM,V001041920
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,02/09/2016,598.12,RESIDENTIAL LONG TERM,V001041921
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,02/09/2016,598.12,NURSING LONG TERM,V001041922
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,02/09/2016,623.3,RESIDENTIAL LONG TERM,V001041923
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,02/09/2016,598.12,NURSING LONG TERM,V001041924
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,02/09/2016,598.12,RESIDENTIAL LONG TERM,V001041925
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,02/09/2016,598.12,RESIDENTIAL LONG TERM,V001041926
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,02/09/2016,591.68,NURSING LONG TERM,V001041927
