Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Puprose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 18/03/2015,�1.65,AAS0260862,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 18/03/2015,�55.83,AAS0260862,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 18/03/2015,�102.28,AAS0260862,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 18/03/2015,�32.35,AAS0260862,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 18/03/2015,�40.86,AAS0260862,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 18/03/2015,�67.77,AAS0260862,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 18/03/2015,�79.65,AAS0260862,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 18/03/2015,�49.10,AAS0260862,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 18/03/2015,�30.52,AAS0260862,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 18/03/2015,�40.32,AAS0260862,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 18/03/2015,�52.91,AAS0260862,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 18/03/2015,�30.48,AAS0260862,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 18/03/2015,�35.01,AAS0260862,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 18/03/2015,�1.65,AAS0260862,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 18/03/2015,�84.59,AAS0260862,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�47.82,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�289.06,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�179.19,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�140.62,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�300.69,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�245.60,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�164.67,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�77.57,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�143.02,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�38.73,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�184.73,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�116.34,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�239.81,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�41.69,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�9.81,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�45.16,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�100.89,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�205.51,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�152.54,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�119.75,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�72.40,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�108.68,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�145.23,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�138.85,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�131.96,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�110.43,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�63.21,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�38.47,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�62.93,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�50.20,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�45.83,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�1.65,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�49.50,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�39.01,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�45.75,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�124.80,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�43.78,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�46.93,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�51.54,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�52.38,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�58.02,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�1.65,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�1.65,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�46.63,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 25/03/2015,�66.24,AAS0260864,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4705,Other Expenses,ASPEN VALLEY KENNELS & CATTERY,A0022106, 12/03/2015,�817.50,OPS0259766,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,ATM CONSTRUCTION LTD,A0066308, 26/03/2015,"�14,400.00",HMR0260354,N,N/A,N,2400
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,ATM CONSTRUCTION LTD,A0066308, 26/03/2015,"�27,864.24",HMR0260318,N,N/A,N,4644.04
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3204,Tyres,ATS EUROMASTER LTD,A0000009, 19/03/2015,�22.05,PCO0260008,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4002,EFM : Office and computer equipment,REDACTED,A0041689, 19/03/2015,�14.13,COR0260120,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,AVIVA INSURANCE  LIMITED,A0058665, 20/03/2015,�50.00,AAS0260320,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,AVIVA INSURANCE  LIMITED,A0058665, 20/03/2015,�50.00,AAS0260321,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,AVIVA INSURANCE  LIMITED,A0058665, 20/03/2015,�63.00,AAS0260322,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,AVIVA INSURANCE  LIMITED,A0058665, 20/03/2015,�63.00,AAS0260323,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Costs,CD14,Capital : Payments,AVIVA INSURANCE  LIMITED,A0058665, 26/03/2015,�50.00,DAL0260270,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512, 12/03/2015,�6.80,HED0259723,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512, 12/03/2015,�22.94,REG0259774,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512, 12/03/2015,�220.72,HED0259722,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512, 12/03/2015,�39.89,DAL0259677,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4003,EFM : Other Equipment,AZZURRI COMMUNICATIONS LIMITED,A0012512, 12/03/2015,�5.32,HED0259738,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4301,Printing & Stationery,AZZURRI COMMUNICATIONS LIMITED,A0012512, 12/03/2015,�130.09,PCO0259595,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4301,Printing & Stationery,AZZURRI COMMUNICATIONS LIMITED,A0012512, 12/03/2015,�131.98,PCO0259596,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512, 19/03/2015,�19.20,COR0260124,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512, 19/03/2015,�19.19,COR0260124,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,B & W PLANT HIRE AND SALES LTD,A0090057, 12/03/2015,�160.00,PCO0259613,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,B DEVLIN LTD,A0000909, 26/03/2015,�320.00,HED0260220,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,B DEVLIN LTD,A0000909, 26/03/2015,�360.00,HED0260219,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BALMERS GM LIMITED,A0000198, 05/03/2015,�18.00,PCO0259234,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BALMERS GM LIMITED,A0000198, 12/03/2015,�6.89,PCO0259585,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BALMERS GM LIMITED,A0000198, 12/03/2015,�35.14,PCO0259585,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BALMERS GM LIMITED,A0000198, 12/03/2015,�50.00,PCO0259585,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,BALMERS GM LIMITED,A0000198, 26/03/2015,"�1,850.00",PCO0260195,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BALMERS GM LIMITED,A0000198, 26/03/2015,�200.00,PCO0260302,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BALMERS GM LIMITED,A0000198, 26/03/2015,�359.77,PCO0260302,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BALMERS GM LIMITED,A0000198, 26/03/2015,�25.00,PCO0260158,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Capital Costs,CD14,Capital : Payments,BALMERS GM LIMITED,A0000198, 26/03/2015,"�19,100.00",PCO0260191,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Capital Costs,CD14,Capital : Payments,BALMERS GM LIMITED,A0000198, 26/03/2015,"�19,100.00",PCO0260193,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,1211,Training,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�85.00,AAS0260176,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�129.50,AAS0260178,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�595.20,AAS0260178,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3704,Public Tprt : Membs : Meetings,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�176.58,AAS0260177,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3704,Public Tprt : Membs : Meetings,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�411.60,AAS0260177,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4003,EFM : Other Equipment,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�164.33,AAS0260179,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4003,EFM : Other Equipment,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�6.65,AAS0260176,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4003,EFM : Other Equipment,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�6.97,AAS0260176,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4003,EFM : Other Equipment,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�20.82,AAS0260176,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4003,EFM : Other Equipment,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�21.66,AAS0260176,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4003,EFM : Other Equipment,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�60.12,AAS0260176,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4003,EFM : Other Equipment,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�61.60,AAS0260176,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4201,Protective Clothing,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�24.97,AAS0260178,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4201,Protective Clothing,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�112.47,AAS0260178,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4201,Protective Clothing,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�129.89,AAS0260178,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4301,Printing & Stationery,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,-�22.10,AAS0260162,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4509,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�7.90,AAS0260162,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4509,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�7.90,AAS0260162,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4509,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�7.90,AAS0260162,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4509,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�17.90,AAS0260162,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4509,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�18.33,AAS0260162,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4509,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�19.57,AAS0260162,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4509,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�19.57,AAS0260162,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4509,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�19.57,AAS0260162,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4509,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�19.57,AAS0260162,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4509,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�19.57,AAS0260162,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4509,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�19.57,AAS0260162,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4509,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�19.57,AAS0260162,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4509,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�19.57,AAS0260162,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4509,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�19.57,AAS0260162,N,N/A,Y,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4509,Computer Charges,BARCLAYCARD COMMERCIAL,A0045954, 23/03/2015,�19.57,AAS0260162,N,N/A,Y,N/A
