Customer,Number of Travellers, Total Cost ex VAT ,Travel Class,Ticket Single or Return,Travel Date,Journey Start Point,Journey Finish Point,Air Carrier
Department for Transport,1,£59.97,ECONOMY,Single,3/6/2011,MANCHESTER,BELFAST CITY,FLYBE
Department for Transport,1,£433.30,BUSINESS,Return,4/6/2011,MANCHESTER,LONDON - LHR,BRITISH AIRWAYS
Department for Transport,1,£248.98,BUSINESS,Single,4/6/2011,GLASGOW,LONDON - LHR,BRITISH AIRWAYS
Department for Transport,1,£198.88,ECONOMY,Return,4/6/2011,LONDON - LGW,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£138.94,ECONOMY,Return,4/6/2011,LONDON - LGW,ABERDEEN,FLYBE
Department for Transport,1,£101.94,ECONOMY,Single,4/6/2011,GLASGOW,BRISTOL,EASYJET
Department for Transport,1,£93.48,ECONOMY,Single,4/6/2011,BELFAST CITY,BIRMINGHAM,FLYBE
Department for Transport,1,£100.00,ECONOMY,Return,5/6/2011,LONDON - LHR,BALTIMORE,BRITISH AIRWAYS
Department for Transport,1,£620.60,ECONOMY,Return,7/6/2011,LONDON - LHR,LYON,BRITISH AIRWAYS
Department for Transport,1,£498.80,ECONOMY,Return,7/6/2011,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Department for Transport,1,£399.49,ECONOMY,Single,8/6/2011,NEWCASTLE,AMSTERDAM,KLM
Department for Transport,1,£330.59,ECONOMY,Return,8/6/2011,MANCHESTER,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,£284.89,ECONOMY,Return,8/6/2011,LONDON - LHR,NEWCASTLE,BRITISH AIRWAYS
Department for Transport,1,£284.50,ECONOMY,Return,8/6/2011,LONDON - LHR,HELSINKI,BRITISH AIRWAYS
Department for Transport,1,£266.20,ECONOMY,Return,8/6/2011,SOUTHAMPTON,MANCHESTER,FLYBE
Department for Transport,1,£233.50,ECONOMY,Single,8/6/2011,NEWCASTLE,LONDON - LHR,BRITISH AIRWAYS
Department for Transport,1,£233.50,ECONOMY,Single,8/6/2011,NEWCASTLE,LONDON - LHR,BRITISH AIRWAYS
Department for Transport,1,£156.96,ECONOMY,Return,8/6/2011,LONDON - LGW,NEWCASTLE,FLYBE
Department for Transport,1,£130.33,ECONOMY,Return,8/6/2011,BRISTOL,NEWCASTLE,EASYJET
Department for Transport,1,£102.70,ECONOMY,Single,8/6/2011,EDINBURGH,NEWQUAY,FLYBE
Department for Transport,1,£68.56,ECONOMY,Return,8/6/2011,LONDON - LGW,NEWCASTLE,FLYBE
Department for Transport,1,£427.23,BUSINESS,Return,9/6/2011,LONDON -CITY,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£379.90,ECONOMY,Return,9/6/2011,LONDON - LHR,LYON,BRITISH AIRWAYS
Department for Transport,1,£322.60,ECONOMY,Return,9/6/2011,LONDON - LHR,LISBON,BRITISH AIRWAYS
Department for Transport,1,£322.60,ECONOMY,Return,9/6/2011,LONDON - LHR,LISBON,BRITISH AIRWAYS
Department for Transport,1,£297.20,ECONOMY,Return,9/6/2011,HUMBERSIDE,ABERDEEN,EASTERN AIRWAYS
Department for Transport,1,£274.88,BUSINESS,Return,9/6/2011,LONDON - LGW,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£269.74,ECONOMY,Return,9/6/2011,ABERDEEN,LERWICK,FLYBE
Department for Transport,1,£195.93,ECONOMY,Return,9/6/2011,BRISTOL,GLASGOW,EASYJET
Department for Transport,1,£149.80,ECONOMY,Return,9/6/2011,LONDON - LHR,AMSTERDAM,BRITISH AIRWAYS
Department for Transport,1,£123.93,ECONOMY,Return,9/6/2011,LUTON,GENEVA,EASYJET
Department for Transport,1,£423.68,ECONOMY,Return,10/6/2011,LONDON - LHR,COLOGNE,LUFTHANSA
Department for Transport,1,£150.90,ECONOMY,Return,10/6/2011,LONDON - LGW,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£150.90,ECONOMY,Return,10/6/2011,LONDON - LGW,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£719.20,ECONOMY,Return,11/6/2011,LONDON - LHR,HAMBURG,BRITISH AIRWAYS
Department for Transport,1,£182.49,ECONOMY,Single,11/6/2011,EXETER,EDINBURGH,FLYBE
Department for Transport,1,£147.60,ECONOMY,Single,12/6/2011,AMSTERDAM,LONDON - LGW,BRITISH AIRWAYS
Department for Transport,1,£129.28,ECONOMY,Return,12/6/2011,LONDON - LHR,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£128.91,ECONOMY,Return,12/6/2011,LONDON - LHR,EDINBURGH,BRITISH MIDLAND
Department for Transport,1,£973.73,ECONOMY,Return,13/6/2011,LONDON - LHR,NAIROBI,BRITISH AIRWAYS
Department for Transport,1,£973.73,ECONOMY,Return,13/6/2011,LONDON - LHR,NAIROBI,BRITISH AIRWAYS
Department for Transport,1,"£2,761.23",BUSINESS,Return,14/6/2011,LONDON - LHR,WASHINGTON,VIRGIN ATLANTIC
Department for Transport,1,"£2,761.23",BUSINESS,Return,14/6/2011,LONDON - LHR,WASHINGTON,VIRGIN ATLANTIC
Department for Transport,1,"£2,761.23",BUSINESS,Return,14/6/2011,LONDON - LHR,WASHINGTON,VIRGIN ATLANTIC
Department for Transport,1,"£2,761.23",BUSINESS,Return,14/6/2011,LONDON - LHR,WASHINGTON,VIRGIN ATLANTIC
Department for Transport,1,"£3,366.50",PREMIUM ECONOMY,Return,15/6/2011,LONDON - LGW,ANTIGUA,BRITISH AIRWAYS
Department for Transport,1,"£1,081.43",ECONOMY,Return,15/6/2011,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Department for Transport,1,£599.70,ECONOMY,Return,15/6/2011,LONDON - LHR,VIENNA,BRITISH AIRWAYS
Department for Transport,1,£587.09,ECONOMY,Return,15/6/2011,LONDON - LHR,VIENNA,BRITISH MIDLAND
Department for Transport,1,£506.30,BUSINESS,Single,15/6/2011,LONDON - LHR,FRANKFURT,BRITISH AIRWAYS
Department for Transport,1,£506.30,BUSINESS,Single,15/6/2011,LONDON - LHR,FRANKFURT,BRITISH AIRWAYS
Department for Transport,1,£304.00,ECONOMY,Return,15/6/2011,LONDON - LHR,VIENNA,BRITISH AIRWAYS
Department for Transport,1,£299.17,ECONOMY,Return,15/6/2011,LONDON -CITY,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£289.28,BUSINESS,Return,15/6/2011,LONDON - LHR,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£274.00,ECONOMY,Return,15/6/2011,LONDON - LHR,VIENNA,BRITISH AIRWAYS
Department for Transport,1,£248.22,ECONOMY,Return,15/6/2011,LONDON - LHR,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£198.82,ECONOMY,Return,15/6/2011,LONDON - LGW,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£158.90,ECONOMY,Single,15/6/2011,MANCHESTER,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,£144.93,ECONOMY,Return,15/6/2011,BRISTOL,EDINBURGH,EASYJET
Department for Transport,1,£127.92,ECONOMY,Single,15/6/2011,EDINBURGH,LONDON - LGW,BRITISH AIRWAYS
Department for Transport,1,£125.72,ECONOMY,Return,15/6/2011,LONDON - LGW,GLASGOW,EASYJET
Department for Transport,1,£125.72,ECONOMY,Return,15/6/2011,LONDON - LGW,GLASGOW,EASYJET
Department for Transport,1,£125.72,ECONOMY,Return,15/6/2011,LONDON - LGW,GLASGOW,EASYJET
Department for Transport,1,£124.37,PREMIUM ECONOMY,Return,15/6/2011,LONDON - LGW,MONTSERRAT,BRITISH AIRWAYS
Department for Transport,1,£76.48,ECONOMY,Single,15/6/2011,LEEDS,BELFAST CITY,FLYBE
Department for Transport,1,£75.06,ECONOMY,Single,15/6/2011,STANSTED,PRESTWICK,RYANAIR
Department for Transport,1,£75.06,ECONOMY,Single,15/6/2011,STANSTED,PRESTWICK,RYANAIR
Department for Transport,1,£75.06,ECONOMY,Single,15/6/2011,STANSTED,PRESTWICK,RYANAIR
Department for Transport,1,£72.06,ECONOMY,Single,15/6/2011,STANSTED,ROME - CIAMPINO,RYANAIR
Department for Transport,1,£72.06,ECONOMY,Single,15/6/2011,STANSTED,ROME - CIAMPINO,RYANAIR
Department for Transport,1,£70.94,ECONOMY,Single,15/6/2011,LONDON - LGW,GLASGOW,EASYJET
Department for Transport,1,£64.00,ECONOMY,Return,15/6/2011,MANCHESTER,VIENNA,LUFTHANSA
Department for Transport,1,£43.99,ECONOMY,Single,15/6/2011,PRESTWICK,STANSTED,RYANAIR
Department for Transport,1,£43.99,ECONOMY,Single,15/6/2011,PRESTWICK,STANSTED,RYANAIR
Department for Transport,1,"£3,366.50",PREMIUM ECONOMY,Return,15/6/2011,LONDON - LGW,ANTIGUA,BRITISH AIRWAYS
Department for Transport,1,"£1,081.43",ECONOMY,Return,15/6/2011,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Department for Transport,1,£481.20,ECONOMY,Return,16/6/2011,MANCHESTER,VIENNA,LUFTHANSA
Department for Transport,1,£460.20,ECONOMY,Single,16/6/2011,FRANKFURT,LONDON - LHR,LUFTHANSA
Department for Transport,1,£460.20,ECONOMY,Single,16/6/2011,FRANKFURT,LONDON - LHR,LUFTHANSA
Department for Transport,1,£248.92,BUSINESS,Single,16/6/2011,EDINBURGH,LONDON - LHR,BRITISH AIRWAYS
Department for Transport,1,£187.98,BUSINESS,Single,16/6/2011,GLASGOW,LONDON - LGW,BRITISH AIRWAYS
Department for Transport,1,£81.94,ECONOMY,Single,16/6/2011,GLASGOW,LUTON,EASYJET
Department for Transport,1,£66.94,ECONOMY,Single,16/6/2011,LONDON - LGW,EDINBURGH,EASYJET
Department for Transport,1,£59.94,ECONOMY,Single,16/6/2011,LONDON - LGW,EDINBURGH,EASYJET
Department for Transport,1,£43.99,ECONOMY,Single,16/6/2011,PRESTWICK,STANSTED,RYANAIR
Department for Transport,1,£572.95,ECONOMY,Return,17/6/2011,LONDON -CITY,LUXEMBOURG,LUXAIR S.A.
Department for Transport,1,£517.20,ECONOMY,Return,17/6/2011,LONDON - LHR,LUXEMBOURG,BRITISH AIRWAYS
Department for Transport,1,£501.11,ECONOMY,Return,17/6/2011,LONDON -CITY,LUXEMBOURG,AIR FRANCE
Department for Transport,1,£316.18,PREMIUM ECONOMY,Return,17/6/2011,LONDON - LHR,BELFAST CITY,BRITISH MIDLAND
Department for Transport,1,£288.90,BUSINESS,Return,17/6/2011,LONDON - LGW,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£264.54,ECONOMY,Return,17/6/2011,LONDON - LGW,NEWCASTLE,FLYBE
Department for Transport,1,£238.59,PREMIUM ECONOMY,Return,17/6/2011,LONDON - LHR,MANCHESTER,BRITISH MIDLAND
Department for Transport,1,£230.41,ECONOMY,Return,17/6/2011,LONDON -CITY,GENEVA,SWISS AIRLINES
Department for Transport,1,£166.30,ECONOMY,Return,17/6/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£156.91,ECONOMY,Return,17/6/2011,LONDON - LGW,VIENNA,EASYJET
Department for Transport,1,£154.30,ECONOMY,Single,17/6/2011,LONDON - LHR,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£65.30,ECONOMY,Single,17/6/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£65.30,ECONOMY,Single,17/6/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£65.30,ECONOMY,Single,17/6/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£65.30,ECONOMY,Single,17/6/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£65.30,ECONOMY,Single,17/6/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£65.30,ECONOMY,Single,17/6/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£65.30,ECONOMY,Single,17/6/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£58.49,ECONOMY,Single,17/6/2011,LONDON - LGW,NEWCASTLE,FLYBE
Department for Transport,1,£54.30,ECONOMY,Single,17/6/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£54.30,ECONOMY,Single,17/6/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£37.40,ECONOMY,Single,17/6/2011,MANCHESTER,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,£37.40,ECONOMY,Single,17/6/2011,MANCHESTER,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,£37.40,ECONOMY,Single,17/6/2011,MANCHESTER,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,£37.40,ECONOMY,Single,17/6/2011,MANCHESTER,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,£37.40,ECONOMY,Single,17/6/2011,MANCHESTER,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,£37.40,ECONOMY,Single,17/6/2011,MANCHESTER,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,£37.40,ECONOMY,Single,17/6/2011,MANCHESTER,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,£37.40,ECONOMY,Single,17/6/2011,MANCHESTER,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,£37.40,ECONOMY,Single,17/6/2011,MANCHESTER,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,£31.50,ECONOMY,Single,17/6/2011,NEWCASTLE,LONDON - LHR,BRITISH AIRWAYS
Department for Transport,1,£17.18,ECONOMY,Single,17/6/2011,LONDON - LHR,LONDON - LHR,BRITISH AIRWAYS
Department for Transport,1,£636.95,ECONOMY,Return,18/6/2011,LONDON -CITY,LUXEMBOURG,LUXAIR S.A.
Department for Transport,1,£636.95,ECONOMY,Return,18/6/2011,LONDON -CITY,LUXEMBOURG,LUXAIR S.A.
Department for Transport,1,£636.95,ECONOMY,Return,18/6/2011,LONDON -CITY,LUXEMBOURG,LUXAIR S.A.
Department for Transport,1,£288.90,BUSINESS,Return,18/6/2011,LONDON - LGW,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£195.60,ECONOMY,Return,18/6/2011,LONDON - LHR,ZURICH,BRITISH AIRWAYS
Department for Transport,1,£184.90,ECONOMY,Return,18/6/2011,LONDON - LGW,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£176.30,ECONOMY,Return,18/6/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£72.10,ECONOMY,Single,18/6/2011,LONDON - LGW,MADRID,EASYJET
Department for Transport,1,£72.10,ECONOMY,Single,18/6/2011,LONDON - LGW,MADRID,EASYJET
Department for Transport,1,£72.10,ECONOMY,Single,18/6/2011,LONDON - LGW,MADRID,EASYJET
Department for Transport,1,£72.10,ECONOMY,Single,18/6/2011,LONDON - LGW,MADRID,EASYJET
Department for Transport,1,£72.10,ECONOMY,Single,18/6/2011,LONDON - LGW,MADRID,EASYJET
Department for Transport,1,£72.10,ECONOMY,Single,18/6/2011,LONDON - LGW,MADRID,EASYJET
Department for Transport,1,£56.94,ECONOMY,Single,18/6/2011,BELFAST INTL,LUTON,EASYJET
Department for Transport,1,"£1,914.03",BUSINESS,Return,19/6/2011,LONDON - LHR,DUBAI,VIRGIN ATLANTIC
Department for Transport,1,£274.82,BUSINESS,Return,19/6/2011,LONDON - LGW,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,"£1,914.03",BUSINESS,Return,19/6/2011,LONDON - LHR,DUBAI,VIRGIN ATLANTIC
Department for Transport,1,"£2,885.93",BUSINESS,Return,20/6/2011,LONDON - LHR,DENVER,BRITISH AIRWAYS
Department for Transport,1,"£2,885.93",BUSINESS,Return,20/6/2011,LONDON - LHR,DENVER,BRITISH AIRWAYS
Department for Transport,1,"£2,111.93",PREMIUM ECONOMY,Return,21/6/2011,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Department for Transport,1,"£2,111.93",PREMIUM ECONOMY,Return,21/6/2011,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Department for Transport,1,£459.00,ECONOMY,Return,21/6/2011,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Department for Transport,1,£362.11,ECONOMY,Return,21/6/2011,LONDON -CITY,GENEVA,SWISS AIRLINES
Department for Transport,1,£335.67,ECONOMY,Return,21/6/2011,LONDON - LGW,GENEVA,EASYJET
Department for Transport,1,£167.05,ECONOMY,Return,21/6/2011,STANSTED,BIARRITZ,RYANAIR
Department for Transport,1,£102.06,ECONOMY,Single,21/6/2011,STANSTED,BIARRITZ,RYANAIR
Department for Transport,1,"£2,111.93",PREMIUM ECONOMY,Return,21/6/2011,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Department for Transport,1,"£2,111.93",PREMIUM ECONOMY,Return,21/6/2011,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Department for Transport,1,"£3,286.53",BUSINESS,Return,22/6/2011,LONDON - LHR,SINGAPORE,BRITISH AIRWAYS
Department for Transport,1,£341.30,ECONOMY,Return,22/6/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£340.22,ECONOMY,Return,22/6/2011,LONDON - LHR,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£331.80,ECONOMY,Return,22/6/2011,LONDON - LHR,COPENHAGEN,SCANDINAVIAN AIRLINES
Department for Transport,1,£323.50,ECONOMY,Return,22/6/2011,LONDON - LHR,PARIS,BRITISH AIRWAYS
Department for Transport,1,£282.59,ECONOMY,Return,22/6/2011,LONDON - LHR,GENEVA,SWISS AIRLINES
Department for Transport,1,"£3,286.53",BUSINESS,Return,22/6/2011,LONDON - LHR,SINGAPORE,BRITISH AIRWAYS
Department for Transport,1,£761.00,ECONOMY,Return,23/6/2011,LONDON - LHR,BALTIMORE,BRITISH AIRWAYS
Department for Transport,1,£315.10,ECONOMY,Return,23/6/2011,LONDON - LHR,OSLO,SCANDINAVIAN AIRLINES
Department for Transport,1,£310.91,ECONOMY,Return,23/6/2011,LONDON -CITY,AMSTERDAM,KLM
Department for Transport,1,£274.88,BUSINESS,Return,23/6/2011,LONDON - LGW,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£248.22,ECONOMY,Return,23/6/2011,LONDON - LHR,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£211.00,ECONOMY,Single,23/6/2011,MANCHESTER,LONDON - LGW,BRITISH AIRWAYS
Department for Transport,1,£198.88,ECONOMY,Return,23/6/2011,LONDON - LGW,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£198.88,ECONOMY,Return,23/6/2011,LONDON - LGW,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£179.25,ECONOMY,Return,23/6/2011,LONDON -CITY,ZURICH,BRITISH AIRWAYS
Department for Transport,1,£83.43,ECONOMY,Return,23/6/2011,LONDON - LGW,BELFAST CITY,FLYBE
Department for Transport,1,£83.43,ECONOMY,Return,23/6/2011,LONDON - LGW,BELFAST CITY,FLYBE
Department for Transport,1,"£1,311.23",ECONOMY,Return,24/6/2011,LONDON - LHR,BALTIMORE,BRITISH AIRWAYS
Department for Transport,1,£186.90,BUSINESS,Single,24/6/2011,LONDON - LGW,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£163.93,ECONOMY,Return,24/6/2011,BRISTOL,NEWCASTLE,EASYJET
Department for Transport,1,£137.48,ECONOMY,Single,24/6/2011,LONDON - LGW,NEWCASTLE,FLYBE
Department for Transport,1,£93.94,ECONOMY,Single,24/6/2011,STANSTED,GLASGOW,EASYJET
Department for Transport,1,"£1,311.23",ECONOMY,Return,24/6/2011,LONDON - LHR,BALTIMORE,BRITISH AIRWAYS
Department for Transport,1,£485.04,BUSINESS,Return,25/6/2011,LONDON - LHR,ABERDEEN,BRITISH AIRWAYS
Department for Transport,1,£354.87,BUSINESS,Return,25/6/2011,LONDON - LHR,ABERDEEN,BRITISH AIRWAYS
Department for Transport,1,£346.04,BUSINESS,Return,25/6/2011,LONDON - LHR,ABERDEEN,BRITISH AIRWAYS
Department for Transport,1,£312.80,ECONOMY,Return,25/6/2011,LONDON - LGW,STORNOWAY,FLYBE
Department for Transport,1,£312.80,ECONOMY,Return,25/6/2011,LONDON - LGW,STORNOWAY,FLYBE
Department for Transport,1,£304.18,PREMIUM ECONOMY,Return,25/6/2011,LONDON - LHR,BELFAST CITY,BRITISH MIDLAND
Department for Transport,1,£304.18,PREMIUM ECONOMY,Return,25/6/2011,LONDON - LHR,BELFAST CITY,BRITISH MIDLAND
Department for Transport,1,£273.90,ECONOMY,Return,25/6/2011,LONDON - LGW,PISA,BRITISH AIRWAYS
Department for Transport,1,£196.89,ECONOMY,Return,25/6/2011,LONDON - LHR,NEWCASTLE,BRITISH AIRWAYS
Department for Transport,1,£190.98,ECONOMY,Return,25/6/2011,LONDON - LGW,ISLE OF MAN,FLYBE
Department for Transport,1,£103.92,ECONOMY,Single,25/6/2011,EDINBURGH,LONDON -CITY,BRITISH AIRWAYS
Department for Transport,1,£214.21,ECONOMY,Single,26/6/2011,EDINBURGH,STANSTED,EASYJET
Department for Transport,1,£158.50,ECONOMY,Single,26/6/2011,NEWCASTLE,LONDON - LHR,BRITISH AIRWAYS
Department for Transport,1,£103.20,ECONOMY,Single,26/6/2011,TOULOUSE,LONDON - LHR,BRITISH AIRWAYS
Department for Transport,1,"£4,649.33",BUSINESS,Return,27/6/2011,LONDON - LHR,SINGAPORE,BRITISH AIRWAYS
Department for Transport,1,"£3,350.77",BUSINESS,Return,27/6/2011,BERLIN,SINGAPORE,BRITISH AIRWAYS
Department for Transport,1,"£4,649.33",BUSINESS,Return,27/6/2011,LONDON - LHR,SINGAPORE,BRITISH AIRWAYS
Department for Transport,1,"£3,350.77",BUSINESS,Return,27/6/2011,BERLIN,SINGAPORE,BRITISH AIRWAYS
Department for Transport,1,"£1,446.93",ECONOMY,Return,28/6/2011,LONDON - LHR,OTTAWA,AIR CANADA
Department for Transport,1,£352.18,BUSINESS,Return,28/6/2011,LONDON - LHR,BELFAST CITY,BRITISH MIDLAND
Department for Transport,1,£344.11,ECONOMY,Return,28/6/2011,LONDON -CITY,GENEVA,SWISS AIRLINES
Department for Transport,1,£325.80,ECONOMY,Return,28/6/2011,LONDON - LHR,LISBON,BRITISH AIRWAYS
Department for Transport,1,£40.52,ECONOMY,Single,28/6/2011,LONDON - LHR,LONDON - LHR,AIR CANADA
Department for Transport,1,"£1,446.93",ECONOMY,Return,28/6/2011,LONDON - LHR,OTTAWA,AIR CANADA
Department for Transport,1,£415.20,ECONOMY,Return,29/6/2011,LONDON - LHR,BRUSSELS,BRITISH AIRWAYS
Department for Transport,1,£309.98,ECONOMY,Return,29/6/2011,SOUTHAMPTON,MANCHESTER,FLYBE
Department for Transport,1,£246.13,ECONOMY,Return,29/6/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£240.96,ECONOMY,Return,29/6/2011,LONDON - LGW,NEWCASTLE,FLYBE
Department for Transport,1,£240.96,ECONOMY,Return,29/6/2011,LONDON - LGW,NEWCASTLE,FLYBE
Department for Transport,1,£193.96,ECONOMY,Return,29/6/2011,LONDON - LGW,NEWCASTLE,FLYBE
Department for Transport,1,£179.70,ECONOMY,Return,29/6/2011,LONDON - LHR,MALPENSA,BRITISH AIRWAYS
Department for Transport,1,£178.85,ECONOMY,Return,29/6/2011,LONDON -CITY,ZURICH,BRITISH AIRWAYS
Department for Transport,1,£79.84,ECONOMY,Return,29/6/2011,LONDON - LGW,DUBLIN,AER LINGUS
Department for Transport,1,£39.94,ECONOMY,Single,29/6/2011,LIVERPOOL,BELFAST INTL,EASYJET
Department for Transport,1,£39.94,ECONOMY,Single,29/6/2011,LIVERPOOL,BELFAST INTL,EASYJET
Department for Transport,1,£39.94,ECONOMY,Single,29/6/2011,LIVERPOOL,BELFAST INTL,EASYJET
Department for Transport,1,£39.94,ECONOMY,Single,29/6/2011,LIVERPOOL,BELFAST INTL,EASYJET
Department for Transport,1,£533.70,ECONOMY,Return,30/6/2011,LONDON - LHR,LISBON,BRITISH AIRWAYS
Department for Transport,1,£222.18,PREMIUM ECONOMY,Return,30/6/2011,LONDON - LHR,BELFAST CITY,BRITISH MIDLAND
Department for Transport,1,£222.18,PREMIUM ECONOMY,Return,30/6/2011,LONDON - LHR,BELFAST CITY,BRITISH MIDLAND
Department for Transport,1,£222.18,PREMIUM ECONOMY,Return,30/6/2011,LONDON - LHR,BELFAST CITY,BRITISH MIDLAND
Department for Transport,1,£152.00,ECONOMY,Return,30/6/2011,LONDON - LGW,GUERNSEY,AURIGNY AIR SERVICES
Department for Transport,1,£152.00,ECONOMY,Return,30/6/2011,LONDON - LGW,GUERNSEY,AURIGNY AIR SERVICES
Department for Transport,1,£146.23,ECONOMY,Return,30/6/2011,LONDON -CITY,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£146.23,ECONOMY,Return,30/6/2011,LONDON -CITY,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£365.23,ECONOMY,Return,1/7/2011,LONDON -CITY,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£274.88,BUSINESS,Return,1/7/2011,LONDON - LGW,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£95.97,ECONOMY,Return,1/7/2011,LONDON - LHR,BELFAST INTL,AER LINGUS
Department for Transport,1,£83.98,ECONOMY,Single,1/7/2011,NEWQUAY,LONDON - LGW,FLYBE
Department for Transport,1,£70.99,ECONOMY,Single,1/7/2011,NEWQUAY,LONDON - LGW,FLYBE
Department for Transport,1,£59.00,ECONOMY,Single,1/7/2011,GENEVA,LONDON -CITY,SWISS AIRLINES
Department for Transport,1,£367.65,ECONOMY,Return,2/7/2011,LONDON -CITY,FRANKFURT,BRITISH MIDLAND
Department for Transport,1,£367.65,ECONOMY,Return,2/7/2011,LONDON -CITY,FRANKFURT,BRITISH MIDLAND
Department for Transport,1,£328.01,ECONOMY,Return,2/7/2011,LONDON -CITY,EINDHOVEN,KLM
Department for Transport,1,£227.81,ECONOMY,Return,2/7/2011,LONDON -CITY,EINDHOVEN,AIR FRANCE
