Organisation,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale,04/06/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",-,HIP HUDDERSFIELD ROAD,"£29,362.63"
Rochdale,04/06/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",-,HIP LIGHTBURN AVENUE,"£15,415.66"
Rochdale,02/06/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",-,HIP MARLBOROUGH STREET,"£7,939.23"
Rochdale,04/06/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",-,HIP STOPFORD AVENUE,"£11,595.09"
Rochdale,04/06/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP BIRCH CRESCENT,"£5,586.90"
Rochdale,04/06/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP BROADFIELD STREET,"£9,377.31"
Rochdale,18/06/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP HALIFAX ROAD (A58),"£29,621.75"
Rochdale,04/06/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP LILAC AVENUE,"£13,809.57"
Rochdale,02/06/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP ORCHARD STREET,"£3,818.21"
Rochdale,04/06/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP RAINES CREST,"£20,670.80"
Rochdale,02/06/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP WEYTHORN DRIVE,"£7,629.72"
Rochdale,03/06/2014,J GREENWOOD (BUILDERS) LIMITED       (S),"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,ST ANDREW'S CE - PLACE PLANNING,"£49,860.80"
Rochdale,05/06/2014,J GREENWOOD (BUILDERS) LIMITED       (S),"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,TOWN HALL REROOFING WORKS- PH1 CLOCK TOW,"£28,359.84"
Rochdale,10/06/2014,JACKSON JACKSON & SONS LTD           (S),Building Construction Materials,EARLY HELP AND SCHOOLS,MIDDLETON PARISH - PLACE PLANNING,"£99,337.70"
Rochdale,16/06/2014,JAMES HARTLEY (SCRAP METALS) LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,RIGHTS OF WAY,"£1,117.85"
Rochdale,09/06/2014,JOHN DAVIDSON (PIPES) LTD,Consultancy,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,£687.44
Rochdale,18/06/2014,JOHN DAVIDSON (PIPES) LTD,Consultancy,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,"£1,098.50"
Rochdale,09/06/2014,JPK PLUMBING & HEATING LTD,Building Construction Materials,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,359.00"
Rochdale,17/06/2014,JUBB & JUBB LIMITED,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,MIDDLETON TOWNSHIP HERITAGE INITIATIVE,"£7,645.20"
Rochdale,09/06/2014,JULIEW CONSULTANCY LTD,Consultancy,-,HEAD OF SERVICE,"£2,500.00"
Rochdale,13/06/2014,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,£777.75
Rochdale,13/06/2014,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,"£1,037.00"
Rochdale,13/06/2014,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,"£1,037.00"
Rochdale,23/06/2014,KASHMIR YOUTH PROJECT,Social Community Care Supplies & Services,-,RETROFIT,"£40,000.00"
Rochdale,23/06/2014,KASHMIR YOUTH PROJECT,Social Community Care Supplies & Services,-,RETROFIT,"£25,000.00"
Rochdale,23/06/2014,KASHMIR YOUTH PROJECT,Social Community Care Supplies & Services,-,RETROFIT,"£30,000.00"
Rochdale,16/06/2014,KASHMIR YOUTH PROJECT,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,COMMUNITY COHESION STAFFING,"£3,000.00"
Rochdale,23/06/2014,KASHMIR YOUTH PROJECT,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,RETROFIT,"£4,495.50"
Rochdale,04/06/2014,KEYS CHILDCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,500.00"
Rochdale,04/06/2014,KEYS CHILDCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£11,957.01"
Rochdale,13/06/2014,KEYS CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£3,360.00"
Rochdale,13/06/2014,KEYS CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£2,730.00"
Rochdale,03/06/2014,KILLGERM CHEMICALS LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,PEST CONTROL,£765.61
Rochdale,19/06/2014,KINGSWAY PARK HIGH SCHOOL,Financial Services,-,MANAGED TRANSFERS & EXCLUDED PUPILS,"£4,484.00"
Rochdale,02/06/2014,KINGSWAY PARK HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,"£3,582.00"
Rochdale,17/06/2014,KORUS RECRUITMENT GROUP LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£4,140.00"
Rochdale,17/06/2014,KR INVEST LTD,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£11,226.60"
Rochdale,17/06/2014,KR INVEST LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£4,952.16"
Rochdale,19/06/2014,L ROWLAND & CO LTD,Healthcare,PUBLIC HEALTH,STOP SMOKING,"£1,448.94"
Rochdale,02/06/2014,LAMBERT SMITH HAMPTON GROUP LIMITED,Consultancy,-,COUNTRYSIDE OPERATIONS,"£23,445.55"
Rochdale,26/06/2014,LANDSCAPE ENGINEERING LIMITED        (S),"Works - Construction, Repair & Maintenance",-,PIF DRAKE ST. IMPS 200K 10/11,"£17,813.79"
Rochdale,26/06/2014,LANDSCAPE ENGINEERING LIMITED        (S),"Works - Construction, Repair & Maintenance",CUSTOMERS & CORPORATE SERVICES,MIDDLETON LIBRARY REFURB,"£3,754.45"
Rochdale,11/06/2014,LAPSILLE LTD,Education,EARLY HELP AND SCHOOLS,SEND PATHFINDER,"£2,250.00"
Rochdale,12/06/2014,LAPSILLE LTD,Education,EARLY HELP AND SCHOOLS,SEND PATHFINDER,"£1,350.00"
Rochdale,17/06/2014,LAROCHE DAY CARE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£5,346.00"
Rochdale,02/06/2014,LAROCHE DAY CARE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£720.00
Rochdale,17/06/2014,LAROCHE DAY CARE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£4,482.24"
Rochdale,09/06/2014,LIBERATOR LIMITED,Human Resources,EARLY HELP AND SCHOOLS,RCAT - SEN,"£3,064.50"
Rochdale,04/06/2014,LIFETIME OPPORTUNITIES,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£9,920.00"
Rochdale,02/06/2014,LIMB TO LIMB TREE SERVICES LTD,Horticultural,ECONOMY AND ENVIRONMENT,PARKS ROCHDALE,"£1,140.00"
Rochdale,27/06/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,-,CHILDREN'S WORKFORCE DEVELOPMENT,£624.00
Rochdale,02/06/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,-,EVENTS BUDGET,"£15,000.00"
Rochdale,10/06/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,CHILDREN’S SOCIAL CARE,CHILDREN'S WORKFORCE DEVELOPMENT,"£1,164.75"
Rochdale,01/06/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£4,208.75"
Rochdale,01/06/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£4,313.75"
Rochdale,01/06/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,FINANCE SERVICES,CONTRACT FEE LEISURE TRUST,"£44,925.00"
Rochdale,01/06/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,FINANCE SERVICES,CONTRACT FEE LEISURE TRUST,"£302,575.00"
Rochdale,16/06/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,LEARNING DIS & MENTAL HEALTH,CARERS RESOURCE CENTRE,£500.00
Rochdale,01/06/2014,LINK4LIFE (TRADING),Arts & Leisure Services,FINANCE SERVICES,CONTRACT FEE LEISURE TRUST,"£7,300.00"
Rochdale,19/06/2014,LINKUP TRANSLATION LIMITED,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT PREVENTIVE,£677.00
Rochdale,17/06/2014,LITTLE GEMS PDN,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£7,068.60"
Rochdale,17/06/2014,LITTLE GEMS PDN,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,£961.20
Rochdale,17/06/2014,LITTLE STEPS ROCHDALE LTD,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,564.00"
Rochdale,02/06/2014,LITTLE STEPS ROCHDALE LTD,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£720.00
Rochdale,03/06/2014,LITTLEBOROUGH ARTS FESTIVAL,Arts & Leisure Services,-,EVENTS FUND,£750.00
Rochdale,26/06/2014,LITTLEBOROUGH EVENTS & ASSOCIATION FORUM,Financial Services,CUSTOMERS & CORPORATE SERVICES,WARDS FUND,£500.00
Rochdale,04/06/2014,LITTLEBOROUGH PRIVATE HIRE,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£2,888.00"
Rochdale,13/06/2014,LUBBE & SONS LTD,Horticultural,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,£724.00
Rochdale,24/06/2014,M N PROPERTY CONSULTANTS,Consultancy,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"£43,625.00"
Rochdale,04/06/2014,MACE LIMITED,Consultancy,-,DISCRETIONARY CRISIS FUND,"£3,400.00"
Rochdale,04/06/2014,MACE LIMITED,Consultancy,ECONOMY AND ENVIRONMENT,HOUSING STRATEGY,"£2,800.00"
Rochdale,17/06/2014,MACK4 LIMITED,Building Construction Materials,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,755.00"
Rochdale,12/06/2014,MANCHESTER CITY COUNCIL,Public Bodies,CUSTOMERS & CORPORATE SERVICES,EMERGENCY PLANNING,"£3,016.00"
Rochdale,19/06/2014,MANCHESTER CITY COUNCIL,Public Bodies,CUSTOMERS & CORPORATE SERVICES,GENERAL ELECTION,"£1,520.00"
Rochdale,16/06/2014,MANCHESTER DOGS HOME,Environmental Services,ECONOMY AND ENVIRONMENT,DOG WARDEN,"£1,444.08"
Rochdale,16/06/2014,MANCHESTER DOGS HOME,Environmental Services,ECONOMY AND ENVIRONMENT,DOG WARDEN,"£1,664.63"
Rochdale,03/06/2014,MANCHESTER WORKING LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,HIA,"£16,625.08"
Rochdale,25/06/2014,MANCHESTER WORKING LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,HIA,"£16,625.08"
Rochdale,19/06/2014,MATTHEW MOSS HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,SCHOOL DIRECT TRAINING,"£19,681.82"
Rochdale,19/06/2014,MATTHEW MOSS HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,SCHOOL DIRECT TRAINING,"£32,363.63"
Rochdale,26/06/2014,MATTHEW MOSS HIGH SCHOOL,Facilities & Management Services,PUBLIC HEALTH,ROCHDALE ASIAN HEALTHY FAMILIES,£500.00
Rochdale,04/06/2014,MEADOWS CARE LIMITED,Human Resources,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£4,583.66"
Rochdale,26/06/2014,MEDICX PHARMACY,Healthcare,PUBLIC HEALTH,STOP SMOKING,"£1,335.89"
Rochdale,19/06/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,£633.60
Rochdale,19/06/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,£528.00
Rochdale,19/06/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£607.20
Rochdale,19/06/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,012.00"
Rochdale,19/06/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£607.20
Rochdale,19/06/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£802.80
Rochdale,09/06/2014,MERITEC LIMITED,Human Resources,FINANCE SERVICES,TECHNICAL SUPPORT,"£4,370.00"
Rochdale,11/06/2014,MICK TAYLOR LIMITED          (S),Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,380.00"
Rochdale,25/06/2014,MICK TAYLOR LIMITED          (S),Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£3,000.00"
Rochdale,01/06/2014,MIDDLETON TRAMPOLINING CLUB,Arts & Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£2,729.08"
Rochdale,06/06/2014,MIDLAND SOFTWARE LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,403.99"
Rochdale,06/06/2014,MIDLAND SOFTWARE LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£11,219.00"
Rochdale,06/06/2014,MIDLAND SOFTWARE LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£16,648.92"
Rochdale,04/06/2014,MILNROW CARS,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£550.00
Rochdale,04/06/2014,MILNROW CARS,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,050.00"
Rochdale,17/06/2014,MILNROW PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,930.50"
Rochdale,17/06/2014,MILNROW PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£14,374.97"
Rochdale,09/06/2014,MODERN MINDSET LTD,Human Resources,-,COMMITTEE SERVICES,"£6,870.00"
Rochdale,11/06/2014,MOORHOUSE PRIMARY SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,BUILDINGS PROGRAMME/URGENT H&S CONTINGEN,"£16,132.20"
Rochdale,01/06/2014,MOSAIC COMMUNITY CARE LTD,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£4,725.00"
Rochdale,09/06/2014,MOTT MACDONALD LIMITED,Human Resources,EARLY HELP AND SCHOOLS,BSF DEVELOPMENT (MOD0809),"£5,908.84"
Rochdale,13/06/2014,MOUNTS & MORE LIMITED,Facilities & Management Services,EARLY HELP AND SCHOOLS,RCAT - SEN,£588.00
Rochdale,04/06/2014,MR J P O`HARA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,587.68"
Rochdale,04/06/2014,MR J P O`HARA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,587.68"
Rochdale,04/06/2014,MR J P O`HARA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,496.00"
Rochdale,04/06/2014,MR J P O`HARA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,920.00"
Rochdale,24/06/2014,MR P E HOLT,Furniture & Soft Furnishings,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT PREVENTIVE,£811.00
Rochdale,02/06/2014,MR P E HOLT,Furniture & Soft Furnishings,EARLY HELP AND SCHOOLS,BRIDGEFOLD LODGE,"£1,770.00"
Rochdale,16/06/2014,MRM STREET FURNITURE LTD,Highway Equipment & Materials ,-,SITE DEVELOPMENT FUND,"£1,600.00"
Rochdale,10/06/2014,MRM STREET FURNITURE LTD,Highway Equipment & Materials ,ECONOMY AND ENVIRONMENT,ALL CREMETORIA,"£1,215.00"
Rochdale,27/06/2014,MWUK AQUISITION COMPANY,Clothing,-,TUDOR COURT REHAB UNIT,£673.19
Rochdale,17/06/2014,N E E V A,Financial Services,CUSTOMERS & CORPORATE SERVICES,TOWNSHIP 10/11 ALLOCATED FUNDS,"£5,000.00"
Rochdale,09/06/2014,NATIONAL CYCLING ACADEMY,Arts & Leisure Services,PROPERTY AND HIGHWAYS,17-25 YOUNG DRIVER PROJECT,"£25,512.50"
Rochdale,03/06/2014,NATIONAL GRID PLC,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,£551.00
Rochdale,03/06/2014,NATIONAL GRID PLC,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,£551.00
Rochdale,09/06/2014,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,£807.86
Rochdale,09/06/2014,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,£575.71
Rochdale,09/06/2014,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"£1,709.16"
Rochdale,09/06/2014,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"£2,581.43"
Rochdale,09/06/2014,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,£518.14
Rochdale,09/06/2014,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,£557.14
Rochdale,09/06/2014,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,£575.71
Rochdale,17/06/2014,NEWBOLD CHILDRENS CENTRE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£13,186.80"
Rochdale,02/06/2014,NEWBOLD CHILDRENS CENTRE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£780.00
Rochdale,17/06/2014,NEWBOLD CHILDRENS CENTRE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£13,851.94"
Rochdale,17/06/2014,NEWBOLD COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,876.18"
Rochdale,25/06/2014,NEWLINE ADAPTATIONS LTD,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£9,141.60"
Rochdale,17/06/2014,NEWLINE ADAPTATIONS LTD,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,903.00"
Rochdale,12/06/2014,NG BAILEY FACILITIES SERVICES LIMITED,Information Communication Technology,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£1,897.00"
Rochdale,23/06/2014,NOMIX ENVIRO,Information Communication Technology,ECONOMY AND ENVIRONMENT,COUNTRYSIDE OPERATIONS,£654.50
Rochdale,17/06/2014,NORDEN PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,960.20"
Rochdale,17/06/2014,NORDEN PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£2,875.59"
Rochdale,09/06/2014,NORTH WEST EMPLOYERS,Public Transport,-,LEARNING & DEVELOPMENT,"£20,630.00"
Rochdale,05/06/2014,NORTH WEST EMPLOYERS,Public Transport,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,£775.65
Rochdale,26/06/2014,NORTHERN STAGE SERVICES LTD,Consultancy,-,ARMED FORCES EVENTS,£730.00
Rochdale,05/06/2014,NORTHERN STAGE SERVICES LTD,Consultancy,-,MAYORAL SUPPORT,£610.00
Rochdale,10/06/2014,NORTHERN STAGE SERVICES LTD,Consultancy,ECONOMY AND ENVIRONMENT,MAYORAL SUPPORT,£560.00
Rochdale,04/06/2014,NORTHERNCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,500.00"
Rochdale,04/06/2014,NORTHERNCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,190.00"
Rochdale,04/06/2014,NORTHERNCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£9,944.36"
Rochdale,06/06/2014,NORTHGATE INFORMATION SOLUTIONS UK LTD,Information Communication Technology,FINANCE SERVICES,BLUE BADGES,"£1,651.84"
Rochdale,04/06/2014,NOVUS SOLAR DEVELOPMENTS LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,WIND FARMS PHASE 2 & 3,"£6,969.20"
Rochdale,09/06/2014,NPOWER,Utilities,PROPERTY AND HIGHWAYS,STREET LIGHTING ENERGY,"£72,968.16"
Rochdale,09/06/2014,NPOWER BUSINESS,Utilities,PHYSICAL DIS & OLDER PEOPLE,ACCSS - WEST TEAM,"£1,251.86"
Rochdale,03/06/2014,NPOWER LIMITED,Utilities,PROPERTY AND HIGHWAYS,STREET LIGHTING ENERGY,"£85,722.27"
Rochdale,24/06/2014,NPOWER LIMITED,Utilities,PROPERTY AND HIGHWAYS,STREET LIGHTING ENERGY,"£72,968.16"
Rochdale,17/06/2014,NSL LIMITED,Street & Traffic Management,PROPERTY AND HIGHWAYS,DECRIMINALISATION OF CAR PARKING,"£36,684.48"
Rochdale,17/06/2014,NSL LIMITED,Street & Traffic Management,PROPERTY AND HIGHWAYS,DECRIMINALISATION OF CAR PARKING,"£6,148.00"
Rochdale,02/06/2014,OCE (UK) LIMITED,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,PRODUCTION,"£1,857.00"
Rochdale,02/06/2014,OCE (UK) LIMITED,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,PRODUCTION,"£1,857.00"
Rochdale,09/06/2014,OCLC UK LTD,Education,CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,"£2,382.41"
Rochdale,24/06/2014,OFFICE DEPOT UK LIMITED,Stationery,EARLY HELP AND SCHOOLS,RANS  MANAGEMENT,"£1,216.35"
Rochdale,02/06/2014,OFFICE DEPOT UK LIMITED,Stationery,EARLY HELP AND SCHOOLS,SCHOOLS ORGANISATION TEAM,"£2,629.61"
Rochdale,13/06/2014,OFFICE DEPOT UK LIMITED,Stationery,FINANCE SERVICES,PR MEDIA AND MARKETING,"£1,249.92"
Rochdale,13/06/2014,OFFICE DEPOT UK LIMITED,Stationery,FINANCE SERVICES,PR MEDIA AND MARKETING,£518.56
Rochdale,17/06/2014,OFFICE DEPOT UK LIMITED,Stationery,FINANCE SERVICES,PR MEDIA AND MARKETING,£594.72
Rochdale,17/06/2014,OFFICE DEPOT UK LIMITED,Stationery,FINANCE SERVICES,PR MEDIA AND MARKETING,£772.80
Rochdale,17/06/2014,OFFICE DEPOT UK LIMITED,Stationery,FINANCE SERVICES,PR MEDIA AND MARKETING,£665.28
Rochdale,17/06/2014,OFFICE DEPOT UK LIMITED,Stationery,FINANCE SERVICES,PR MEDIA AND MARKETING,"£1,572.48"
Rochdale,13/06/2014,OFFICE DEPOT UK LIMITED,Stationery,FINANCE SERVICES,TECHNICAL SUPPORT,"£32,287.82"
Rochdale,13/06/2014,OFFICE DEPOT UK LIMITED,Stationery,FINANCE SERVICES,TECHNICAL SUPPORT,"£10,165.40"
Rochdale,16/06/2014,OFFICE DEPOT UK LIMITED,Stationery,FINANCE SERVICES,TECHNICAL SUPPORT,£745.70
Rochdale,05/06/2014,OLDHAM METROPOLITAN BOROUGH COUNCIL,Public Bodies,-,COMMITTEE SERVICES,"£5,895.00"
Rochdale,25/06/2014,OLDHAM METROPOLITAN BOROUGH COUNCIL,Public Bodies,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS  IN OLA MAINSTREAM,"£13,199.00"
Rochdale,12/06/2014,OSBORNE RICHARDSON,Consultancy,ECONOMY AND ENVIRONMENT,HEALTHY WORKPLACES,£580.00
Rochdale,06/06/2014,OSCAR ASSOCIATES UK LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"£4,000.00"
Rochdale,17/06/2014,OULDER HILL PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,138.40"
Rochdale,06/06/2014,PANZTEL UK LTD,Information Communication Technology,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£4,405.00"
Rochdale,16/06/2014,PANZTEL UK LTD,Information Communication Technology,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£4,288.00"
Rochdale,16/06/2014,PANZTEL UK LTD,Information Communication Technology,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£4,182.50"
Rochdale,03/06/2014,PARKEON LIMITED,Street & Traffic Management,-,Metrolink,"£7,324.00"
Rochdale,11/06/2014,PAUL BROADBENT,Unclassifiable,LEARNING DIS & MENTAL HEALTH,LD FORUM - DAY CARE,£680.00
Rochdale,19/06/2014,PEARL ENVIRONMETAL SERVICES,Environmental Services,ECONOMY AND ENVIRONMENT,ENV HEAD OF SERVICE M AND SS,"£3,985.00"
Rochdale,12/06/2014,PEARL PHARMACY,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"£1,408.94"
Rochdale,13/06/2014,PENNINE CARE IN PATIENT SERVICES PRIORY,Healthcare,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"£1,225.00"
Rochdale,16/06/2014,PENNINE CARE IN PATIENT SERVICES PRIORY,Healthcare,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"£2,450.00"
