Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
,"2/3/4 Deal Street, Halifax, HX1 1QX",64780700,,31750,Showroom And Premises,Listed Building
,"Town Hall Buildings, Elland, HX5 9AJ",56236700,,12750,Gymnasium And Premises,Listed Building
,"Carlton Works, Rear Of 24 Savile Park Road, Halifax, HX1 2EN",68472700,,870,Store And Premises,Rateable Value below threshold
Industrial Supplies Todmorden Ltd,"Part Second Floor, St Aidens Works, Bacup Road, Todmorden           OL14 7PJ",78024738,"Part 1st Floor, St Aidans Works, Bacup Road, Todmorden, OL14 7PJ",430,Store And Premises,Rateable Value below threshold
H.Q Leisure Ltd,"Ovenden Hall, Ovenden Road, Halifax, HX3 5QG",68156719,"Suite 1, 44 Park Drive, Bradford, BD9 4DT",43750,Offices and Premises,Listed Building
Calderdale Mbc Community Services,"23 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252728,"C/O Michael Devereux, Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",2800,Shop and Premises,Listed Building
,"Second Floor Warehouse, 43-51 Queens Road, Halifax, HX1 3NS",68308813,,1425,Warehouse And Premises,Rateable Value below threshold
H H Beaumont Trust,"Crown Buildings, 95/97 Halifax Road, Ripponden, Sowerby Bridge      HX6 4DA",77240715,"Fao Mr T J Eaton Walker, The Old Bridge Inn, Priest Lane, Riponden, HX6 4DF",405,Store,Rateable Value below threshold
Hutchinson 3G Uk Ltd,"Telecommunication Mast, Ref HX0014 Coal Pit Lane, Southowram, HX3 9RG",68256703,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",6600,Communication Station and Premises,Unoccupied Land
Calderdale Mbc,"24 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252024,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2850,Shop and Premises,Listed Building
Calderdale Mbc,"9 The Colonade, Piece Hall, Halifax, HX1 1RE",68252767,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2850,Shop and Premises,Listed Building
Calderdale Mbc,"21 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252729,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",1750,Shop and Premises,Listed Building
,"Whitegate Fisheries, Whitegate Road, Siddal, Halifax             HX3 9AD",69432700,,2550,Shop and Premises,Rateable Value below threshold
Dean Clough Ltd,"Office Suite D5 5TH Floor, Dean Clough Mills, Halifax, HX3 5AX",64788851,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",46500,Offices and Premises,Listed Building
,"Unit B1, 49 Pear Street, Halifax, HX1 3UA",68232710,,2200,Workshop And Premises,Rateable Value below threshold
Blackshaw Holdings Ltd,"Unit 30 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",29056726,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1975,Offices and Premises,Rateable Value below threshold
J Speak & Co Ltd,"Unit 5, North Dean Mills, Stainland Road, Greetland           HX4 8LS",68772726,"North Dean Mills, Stainland Road, Greetland, Halifax, HX4 8LS",1425,Store And Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Unit 7c, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352723,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",1675,Workshop And Premises,Listed Building
Industrial Supplies Todmorden Ltd,"Part 1ST Floor, St Aidens Works, Bacup Road, Todmorden           OL14 7PJ",78024734,"Part 1st Floor, St Aidans Works, Bacup Road, Todmorden, OL14 7PJ",1850,Store And Premises,Rateable Value below threshold
Calderdale Mbc Markets Manager,"Balcony Store 3, Borough Market, Halifax, HX1 1DZ",64288776,"19 Albion Street, Halifax, HX1 1DU",167,Store And Premises,Listed Building
"Armitage, Hewitt & Hellowell","Room 5 1st Floor, 6 Market Street, Halifax, HX1 1RN",65736727,"C/O Bramleys, 16 St George Square, Huddersfield, HD1 1JF",1275,Offices and Premises,Listed Building
Burrwood Garage Ltd,"Miall Street Mills, Miall Street, Halifax, HX1 4AE",65788701,"Pellon Lane, Halifax, HX1 4AA",1700,Store And Premises,Rateable Value below threshold
,"Dam Head, Shibden, Halifax, HX3 7UL",64773700,,2275,Livery Stables And Premises,Listed Building
Hawkhead Bray & Son Ltd,"Unit 32b, Phoebe Lane Ind Estate, Phoebe Lane, Halifax             HX3 9EX",68248731,"Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",300,Store And Premises,Rateable Value below threshold
Cullingworth Commercials & Freight Services Ltd,"Storage Land, Hubert Street, Halifax, HX2 0AS",65410701,"Fao June Dove, Lumbrook Mills, Westercroft Lane, Shelf, Halifax, HX3 7TY",17250,Land Used For Storage,Unoccupied Land
Units To Let [Northern] Ltd,"Mill House Works, Mill House Lane, Triangle, HX6 3LN",77352735,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",530,Workshop And Premises,Listed Building
,"Wellington Street South, Halifax, HX1 2LU",69324710,,1775,Store,Rateable Value below threshold
Westfield Properties Ltd,"Unit 15, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164738,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1675,Store And Premises,Rateable Value below threshold
Atmosphere Bars & Clubs Ltd (In Administration),"13/15 Alexandra Street, Halifax, HX1 1BS",64056700,"Fao Adrian Peter Berry, C/O Deloitte Llp, 1 City Square, Leeds, LS1 2AL",18500,Restaurant and Premises,Listed Building
Binns & Sons (Greetland) Ltd,"Second Floor, Brian Royd Mills, Brian Royd Lane, Greetland            HX4 8PE",64873713,"The Woodlands, Rochdale Road, Greetland, Halifax, HX4 8PH",1825,Warehouse And Premises,Rateable Value below threshold
Calderdale Mbc Markets Manager,"1ST, 2ND & 3RD Floors, 34 Market Street, Halifax, HX1 1PB",65736739,"19 Albion Street, Halifax, HX1 1DU",4750,Offices and Premises,Listed Building
Calderdale Mbc Community Services,"37 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252752,"C/O Michael Devereux, Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",2800,Shop and Premises,Listed Building
P & M Services Ltd,"Stoneswood Mill, Bacup Road, Todmorden, OL14 7HG",78024701,"New House, Colden, Hebden Bridge, HX7 7HD",12250,Factory and Premises,Empty Relief - Post 01/04/2008
E T R Leisure Ltd (Company Dissolved),"George Square, Halifax, HX1 1HS",65140709,"C/O 64 Beechwood Avenue, London, N3 3BA",6800,"Store, Store and Premises",Empty Relief - Post 01/04/2008
Marshalls Mono Ltd,"Hall Ings, West Lane, Southowram, Halifax              HX3 9RG",69352707,"A Johnson - Group Prop Manager, Marshalls Plc, Landscape House, Premier Way, Lowfields Business Park, Elland, HX5 9HT",14750,Offices and Premises,Empty Relief - Post 01/04/2008
Network Rail Ltd,"Bridges Cafe Bar, Station Road, Sowerby Bridge, HX6 3LB",77552708,"Network Rail, Payables Property, Po Box 4279, Manchester, M60 3EH",6600,Public House and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Land & Property Services,"31/32 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252753,"Northgate House, Northgate, Halifax, HX1 1UN",5600,Shop and Premises,Listed Building
Calderdale Mbc,"44-47 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252794,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",3700,Shop and Premises,Listed Building
Roch Valley Homes Ltd,"Unit 7 Hollins Mill, Hollins Road, Todmorden, OL14 6QF",78224703,"Orchard Hollow, Shaw Lane, Farnham, Knaresborough, HG5 9JE",6000,Workshop And Premises,Listed Building
Pennine Housing 2000,"Bar Number Fifteen, Bull Green, Halifax, HX1 2DZ",64436713,"Bull Green House, Bull Green, Halifax, HX1 2EB",37000,Public House and Premises,Empty Relief - Post 01/04/2008
Joseph Dobson & Sons Ltd,"32 Northgate, Elland, HX5 0RU",56180032,"26 Northgate, Elland, West Yorks, HX5 0RU",6200,Offices and Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 16E, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628791,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",1650,Offices and Premises,Rateable Value below threshold
Kino & Co,"Unit 1.09/1.10, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344981,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1325,Store And Premises,Empty Property - RV < 15000
,"Haley Hill Works, Haley Hill, Halifax, HX3 6EA",65224729,,4050,Communication Station and Premises,Unoccupied Land
Warmco Space Heating Ltd,"Unit 206 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212739,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",770,Store And Premises,Listed Building
Warmco Space Heating Ltd,"Unit 207 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212736,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",770,Store And Premises,Listed Building
Bizspace Ltd,"Unit 6E, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628764,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",2425,Store,Empty Property - RV < 15000
Insite Poster Properties Ltd,"Advertising Right 2018, 36 Bradford Road, Brighouse, HD6 1RW",29080733,"Barton Hall, 29 Gloucester Street, Cirencester, Gloucestershire, GL7 2DJ",1725,Advertising Right and Premises,Empty Property - RV < 15000
,"Unit 3A, Hawksclough Industrial Est, Burnley Road, Mytholmroyd          HX7 5AD",76252789,,2275,Warehouse And Premises,Empty Property - RV < 15000
Trustees Of Blakeboroughs Social And Sports Club (In Liq),"Albion Bowling Club, R/O 143 Halifax Road, Brighouse, HD6 2ED",29296714,"Begbies Traynor, C/O Toronto Square, 4th Floor, Toronto Street, Leeds, LS1 2HJ",1975,Bowling Club And Premises,Rateable Value below threshold
Warmco Space Heating Ltd,"Unit 6, River Street Business Park, River Street, Brighouse            HD6 1LU",29492737,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2500,Store And Premises,Empty Property - RV < 15000
,"Part Ground Floor, Royd House, Birds Royd Lane, Brighouse           HD6 1LQ",29052725,,5000,Offices and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc,"69 Rustic, Piece Hall, Halifax, HX1 1RE",68252779,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2100,Shop and Premises,Listed Building
Calderdale Mbc Land & Property Services,"64 Rustic, Piece Hall, Halifax, HX1 1RE",68252715,"Northgate House, Northgate, Halifax, HX1 1UN",3150,Shop and Premises,Listed Building
Royal London Mutual Insurance Society Ltd,"60 Horton Street, Halifax, HX1 1QE",65388060,"C/O Jll, One Piccadilly Gardens, Manchester, M1 1RG",42750,Showroom And Premises,Empty Relief - Post 01/04/2008
,"9 Martin House, Martin Street, Brighouse, HD6 1DA",29408707,,1825,Offices and Premises,Empty Property - RV < 15000
Bizspace Ltd,"Unit 10b, Calderdale Business Park, Club Lane, Halifax             HX2 8AX",64628748,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",1225,Office,Rateable Value below threshold
Bizspace Ltd,"Unit 10F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628841,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",1300,Office,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 3B Grd Floor South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212721,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2500,Warehouse And Premises,Listed Building
Woodfield Enterprises Ltd,"Office 3, Part 2ND Flr, Town Hall (Rear), 16 Market Street, Brighouse            HD6 1AP",29404708,"Woodfield House, Halifax Road, Hipperholme, Halifax, HX3 8HD",1650,Offices and Premises,Listed Building
Shaw Lodge Mills Ltd,"The Engine House (A), Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526712,"Reedham House, 31 King Street, Manchester, M3 2PJ",2650,Vehicle Repair Workshop And Premises,Rateable Value below threshold
Viewstone Ltd,"Part James Street Mills, James Street, Elland, HX5 0HB",56144728,"Pellon Lane Saw Mills, Pellon Lane, Halifax, HX1 4PX",5000,Store And Premises,Empty Relief - Post 01/04/2008
Blackshaw Holdings Ltd,"Unit 21 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",29056753,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1800,Offices and Premises,Rateable Value below threshold
Williams Inc Ltd,"Room 1, 3 Park Street, Sowerby Bridge, HX6 2BF",77697702,"C/O Mr G Williams, 24 Carlton Grove, Elland, HX5 9PR",1425,Offices and Premises,Rateable Value below threshold
Mad Motors Ltd,"Unit 2 Owenshaw Mill, Old Cawsey, Sowerby Bridge, HX6 2AJ",77404709,,1650,Store And Premises,Rateable Value below threshold
,"173 Queens Road, Halifax, HX1 4LN",68308173,,2550,Hairdressing Salon and Premises,Rateable Value below threshold
,"Machpelah Works, Machpelah, Hebden Bridge, HX7 8AU",76356701,,4550,Workshop And Premises,Listed Building
,"23 Union Street South, Halifax, HX1 2LE",69148708,,2325,Shop and Premises,Empty Property - RV < 15000
Castledene Yorkshire Ltd,"21 Roils Head Road, Halifax, HX2 0NQ",68396021,"Suite 1, Easington Business Centre, Seaside Lane, Easington, SR8 3LJ",2750,Shop and Premises,Rateable Value below threshold
Warmco Space Heating Ltd,"Unit 101/101A, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420731,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1775,Offices and Premises,Rateable Value below threshold
Bamford Developments Limited Pension Scheme,"Unit 6 Causey Hall, Dispensary Walk, Halifax, HX1 1QL",64824703,"8 St Stephen Street, Manchester, M3 6AY",1175,Office,Rateable Value below threshold
Gouranga Properties Limited,"Elland Fire Station, South Lane, Elland, HX5 0HQ",56220704,"16 Hullen Edge Road, Elland, HX5 0QY",42250,Fire Station And Premises,Occupation prohibited by law
,"10 Silver Street, Halifax, HX1 1HS",68580718,,7200,Shop and Premises,Listed Building
Valley Hall Developments Ltd,"Suite 1, The Wellbeing Centre, 2 Briggate, Elland               HX5 9DP",56020723,,1350,Offices and Premises,Rateable Value below threshold
Trustees Of B Holmes Discretionary Settlement,"Part 7th Floor, 60 Crown Street, Halifax, HX1 1HY",64756728,"C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",15500,Offices and Premises,Empty Relief - Post 01/04/2008
Sowerby Bridge Fire And Water Ltd,"Ground Floor, West Yorkshire Fire Station, Hollins Mill Lane, Sowerby Bridge       HX6 2QG",77276728,"C/O Phil Hawdon, Hawdon Russell, 52 Wharf Street, Sowerby Bridge, HX6 2AE",2200,Workshop And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unofficial Address, Unit 5 Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",29124732,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",3750,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"93 Northgate, Halifax, HX1 1XF",68096708,,2850,Shop and Premises,Listed Building
Scottish Widows Trustee Limited,"1st, 2nd & 3rd Floors, 14/16 Old Market, Halifax, HX1 1TN",68140703,"C/O James Hay Partnership, Dunn's House, St Paul's Road, Salisbury, SP2 7BF",8200,Shop and Premises,Empty Relief - Post 01/04/2008
Sharma Investments Ltd,"Kingfisher House, Portland Place, Halifax, HX1 2JQ",68272702,"Woodland View House, 675 Leeds Road, Huddersfield, HD2 1YY",37000,Offices and Premises,Empty Relief - Post 01/04/2008
,"1 Elland Lane, Elland, HX5 9DU",56084704,,6900,Workshop And Premises,Empty Relief - Post 01/04/2008
,"204 King Cross Road, Halifax, HX1 3JP",65516204,,5400,Shop and Premises,Empty Relief - Post 01/04/2008
F C F M Group Ltd,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF",65276705,"295 Kings Road, London, SW3 5EP",3100,Offices and Premises,Listed Building
F C F M Group Ltd,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF",65276704,"295 Kings Road, London, SW3 5EP",4200,Offices and Premises,Listed Building
F C F M Group Ltd,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF",65276709,"295 Kings Road, London, SW3 5EP",4600,Lecture Hall,Listed Building
Bizspace Ltd,"Unit 16C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628836,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",2025,Office,Rateable Value below threshold
A T C Properties Ltd,"Suite 4 3RD Floor, Fountain Chambers, 22 Fountain Street, Halifax              HX1 1LW",65100712,"7 Cottage Road, Headingley, Leeds, LS6 4DD",4550,Offices and Premises,Empty Relief - Post 01/04/2008
Blackshaw Holdings Ltd,"Office 2 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",29084865,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",2025,Offices and Premises,Empty Property - RV < 15000
,"22 West Park Street, Brighouse, HD6 1DU",29048738,,25500,Offices and Premises,Listed Building
,"3RD Floor, 39/47 Commercial Street, Halifax, HX1 1BE",64660745,,25000,Offices and Premises,Empty Relief - Post 01/04/2008
Marmerel Ltd,"Unit 3 The Old Post Office, Station Road, Sowerby Bridge, HX6 3AA",77552735,"4 Slaithwaite Gate, Golcar, Huddersfield, HD7 4NS",10500,Dance Studio And Premises,Empty Relief - Post 01/04/2008
,"Offices 6-8, Calder Street, West Vale, Halifax              HX4 8AQ",64480717,,7300,Offices and Premises,Listed Building
Warmco Space Heating Ltd,"Unit 6, Victoria Works Business Park, Calder Street, Brighouse            HD6 1LZ",29124720,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",8400,Workshop And Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 1C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628850,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",13250,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"5/6 Park Road, Halifax, HX1 2TS",68208006,,35000,Offices and Premises,Listed Building
Dean Clough Ltd,"Bowling Mill Courtyard No 5, Dean Clough, Halifax, HX3 5AX",64885720,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",10250,Restaurant and Premises,Listed Building
Calderdale Mbc Children & Young People's Services,"Ground Floor, Carlton Mill, Wharf Street, Sowerby Bridge      HX6 2AS",77652735,"Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",2950,Offices and Premises,Listed Building
