Organisation Name,EffectiveDate,Service,Supplier Name,paidDate,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,3412.57,LD SUPPORTED LIVING,V000882540
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,5502.91,LD SUPPORTED LIVING,V000882541
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,3042.48,LD SUPPORTED LIVING,V000882543
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,3042.48,LD SUPPORTED LIVING,V000882544
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,3320.31,LD SUPPORTED LIVING,V000882545
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,3320.31,LD SUPPORTED LIVING,V000882546
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,4656.54,LD SUPPORTED LIVING,V000882547
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,2256.73,LD SUPPORTED LIVING,V000882548
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,2971.15,LD SUPPORTED LIVING,V000882549
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,5502.91,LD SUPPORTED LIVING,V000882550
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,2870.14,LD SUPPORTED LIVING,V000882551
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,6587,LD SUPPORTED LIVING,V000882552
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,3227.35,LD SUPPORTED LIVING,V000882558
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,3592.96,LD SUPPORTED LIVING,V000882559
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,5701.36,LD SUPPORTED LIVING,V000882570
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,5900.16,LD SUPPORTED LIVING,V000882571
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,3875.97,LD SUPPORTED LIVING,V000882573
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,3875.97,LD SUPPORTED LIVING,V000882574
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,5265.12,LD SUPPORTED LIVING,V000882576
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,3637.48,LD SUPPORTED LIVING,V000882581
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,3849.51,LD SUPPORTED LIVING,V000882582
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,3849.51,LD SUPPORTED LIVING,V000882583
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,2367.4,LD SUPPORTED LIVING,V000882591
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,1468.53,LD SUPPORTED LIVING,V000882650
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,1759.59,LD SUPPORTED LIVING,V000882652
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,3121.51,LD SUPPORTED LIVING,V000882685
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,4668.56,LD SUPPORTED LIVING,V000882691
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,1203.51,LD SUPPORTED LIVING,V000882738
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,2314.83,LD SUPPORTED LIVING,V000882771
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,3518.56,LD SUPPORTED LIVING,V000882823
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,2968.56,LD SUPPORTED LIVING,V000882827
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,1958.04,LD SUPPORTED LIVING,V000882839
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,793.8,PERSONAL BUDGETS - MANAGED,V000883646
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,806.4,PERSONAL BUDGETS - MANAGED,V000884751
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,-3955,SUPPORTED LIVING,V000882451
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,-1256.58,SUPPORTED LIVING,V000882554
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,-3518.41,SUPPORTED LIVING,V000882555
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,-3518.41,SUPPORTED LIVING,V000882556
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,-3518.41,SUPPORTED LIVING,V000882557
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,-4153.45,SUPPORTED LIVING,V000882561
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,-4193.14,SUPPORTED LIVING,V000882566
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,13/03/2015,-859.95,SUPPORTED LIVING,V000882655
ROCHDALE BOROUGH COUNCIL,13/03/2015,ECONOMY AND ENVIRONMENT,AMTOLL LIMITED,13/03/2015,543,CLEANING MATERIALS,V000881941
ROCHDALE BOROUGH COUNCIL,12/03/2015,ECONOMY AND ENVIRONMENT,AMTOLL LIMITED,12/03/2015,611.46,CONSUMABLES,V000881956
ROCHDALE BOROUGH COUNCIL,30/03/2015,ECONOMY AND ENVIRONMENT,AMTOLL LIMITED,30/03/2015,575.4,CONSUMABLES,V000888930
ROCHDALE BOROUGH COUNCIL,11/03/2015,PROPERTY AND HIGHWAYS,ANCHOR REMOVALS LTD,11/03/2015,709.25,IMPROVEMENTS-MODERNISATION,V000880416
ROCHDALE BOROUGH COUNCIL,20/03/2015,PHYSICAL DIS & OLDER PEOPLE,ANCHOR TRUST,20/03/2015,2805.06,SP SUBSIDY PAYMENTS - EXTERNAL,V000886333
ROCHDALE BOROUGH COUNCIL,25/03/2015,CHILDREN’S SOCIAL CARE,ANGLIA DNA SERVICES LTD,25/03/2015,580,MEDICAL FEES,V000887742
ROCHDALE BOROUGH COUNCIL,26/03/2015,CHILDREN’S SOCIAL CARE,ANGLIA DNA SERVICES LTD,26/03/2015,560,MEDICAL FEES,V000888382
ROCHDALE BOROUGH COUNCIL,17/03/2015,ECONOMY AND ENVIRONMENT,ANGLIA SIGN CASTING COMPANY LIMITED,17/03/2015,759.27,MATERIAL - GENERAL,V000885510
ROCHDALE BOROUGH COUNCIL,13/03/2015,ECONOMY AND ENVIRONMENT,ANIMAL WARDENS LIMITED,13/03/2015,1910.4,SERVICES - GENERAL,V000884887
ROCHDALE BOROUGH COUNCIL,17/03/2015,ECONOMY AND ENVIRONMENT,ANIMAL WARDENS LIMITED,17/03/2015,909.09,SERVICES - GENERAL,V000884888
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,13/03/2015,935.72,RESIDENTIAL LONG TERM,V000883631
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,13/03/2015,985.88,RESIDENTIAL LONG TERM,V000883736
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,13/03/2015,933.36,RESIDENTIAL LONG TERM,V000883765
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000884205
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,13/03/2015,1078.28,RESIDENTIAL LONG TERM,V000884326
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,13/03/2015,1044.56,RESIDENTIAL LONG TERM,V000884418
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,13/03/2015,1109.68,RESIDENTIAL LONG TERM,V000884669
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,13/03/2015,999.88,RESIDENTIAL LONG TERM,V000884708
ROCHDALE BOROUGH COUNCIL,04/03/2015,PHYSICAL DIS & OLDER PEOPLE,APEX HEALTH AND SOCIAL CARE,04/03/2015,829.66,HOME CARE,V000880261
ROCHDALE BOROUGH COUNCIL,11/03/2015,PHYSICAL DIS & OLDER PEOPLE,APEX HEALTH AND SOCIAL CARE,11/03/2015,573.7,HOME CARE,V000881989
ROCHDALE BOROUGH COUNCIL,18/03/2015,PHYSICAL DIS & OLDER PEOPLE,APEX HEALTH AND SOCIAL CARE,18/03/2015,718.42,HOME CARE,V000885886
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,13/03/2015,3642.44,RESIDENTIAL LONG TERM,V000883463
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,13/03/2015,3644.6,RESIDENTIAL LONG TERM,V000883533
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,13/03/2015,4210.96,RESIDENTIAL LONG TERM,V000883535
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,13/03/2015,4005.4,RESIDENTIAL LONG TERM,V000884003
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,13/03/2015,6798.8,RESIDENTIAL LONG TERM,V000884684
ROCHDALE BOROUGH COUNCIL,04/03/2015,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,04/03/2015,1589.48,CLIENT CONTRIBUTIONS - RESIDENTIAL CARE,V000880295
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/03/2015,1044.48,RESIDENTIAL LONG TERM,V000883441
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000883563
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/03/2015,1023.88,RESIDENTIAL LONG TERM,V000883950
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000884060
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/03/2015,867.68,RESIDENTIAL LONG TERM,V000884271
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/03/2015,1013.4,RESIDENTIAL LONG TERM,V000884389
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/03/2015,-1054.62,RESIDENTIAL LONG TERM,V000884398
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/03/2015,-1093.68,RESIDENTIAL LONG TERM,V000884399
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000884529
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/03/2015,978.64,RESIDENTIAL LONG TERM,V000884812
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/03/2015,880.64,SELF - FUNDING DEFERRED PAYMENTS,V000884756
ROCHDALE BOROUGH COUNCIL,16/03/2015,ECONOMY AND ENVIRONMENT,ARCO GROUP LIMITED,16/03/2015,537.48,EQUIPMENT - GENERAL,V000881012
ROCHDALE BOROUGH COUNCIL,20/03/2015,ECONOMY AND ENVIRONMENT,ARCO GROUP LIMITED,20/03/2015,599.5,EQUIPMENT - GENERAL,V000882009
ROCHDALE BOROUGH COUNCIL,20/03/2015,EARLY HELP AND SCHOOLS,ARGOS BUSINESS SOLUTIONS LIMITED,20/03/2015,596.32,EXPENSES - GENERAL,V000877538
ROCHDALE BOROUGH COUNCIL,03/03/2015,PROPERTY AND HIGHWAYS,ARROW BUSINESS COMMUNICATIONS LTD,03/03/2015,891.8,CONTRIBUTION TO PROVISIONS,V000879797
ROCHDALE BOROUGH COUNCIL,17/03/2015,PROPERTY AND HIGHWAYS,ARROW BUSINESS COMMUNICATIONS LTD,17/03/2015,1305,CONTRIBUTION TO PROVISIONS,V000885532
ROCHDALE BOROUGH COUNCIL,17/03/2015,PROPERTY AND HIGHWAYS,ARROW BUSINESS COMMUNICATIONS LTD,17/03/2015,1542,CONTRIBUTION TO PROVISIONS,V000885533
ROCHDALE BOROUGH COUNCIL,17/03/2015,PROPERTY AND HIGHWAYS,ARROW BUSINESS COMMUNICATIONS LTD,17/03/2015,3817,CONTRIBUTION TO PROVISIONS,V000885534
ROCHDALE BOROUGH COUNCIL,13/03/2015,EARLY HELP AND SCHOOLS,ASCO EDUCATIONAL SUPPLIES  LIMITED,13/03/2015,708.95,EQUIPMENT - GENERAL,V000881099
ROCHDALE BOROUGH COUNCIL,13/03/2015,EARLY HELP AND SCHOOLS,ASD VISUAL AIDS LTD,13/03/2015,771.5,EQUIPMENT - GENERAL,V000880874
ROCHDALE BOROUGH COUNCIL,06/03/2015,EARLY HELP AND SCHOOLS,ASD VISUAL AIDS LTD,06/03/2015,678.67,EQUIPMENT - GENERAL,V000880925
ROCHDALE BOROUGH COUNCIL,25/03/2015,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,25/03/2015,3146.96,ASSESSMENT CARE,V000887277
ROCHDALE BOROUGH COUNCIL,27/03/2015,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,27/03/2015,1986.85,ASSESSMENT CARE,V000888158
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,13/03/2015,936.64,NURSING LONG TERM,V000884058
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000883706
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,13/03/2015,1042.88,RESIDENTIAL LONG TERM,V000884087
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,13/03/2015,851.8,RESIDENTIAL LONG TERM,V000884162
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,13/03/2015,1013.08,RESIDENTIAL LONG TERM,V000884249
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,13/03/2015,1007.48,RESIDENTIAL LONG TERM,V000884444
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,13/03/2015,924.8,RESIDENTIAL LONG TERM,V000884536
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,13/03/2015,-970.84,RESIDENTIAL LONG TERM,V000884784
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,13/03/2015,973.32,RESIDENTIAL LONG TERM,V000884831
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,ASPINALL INTERIORS,27/03/2015,540,EQUIPMENT - GENERAL,V000888781
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ASPIRATIONS CARE LTD,13/03/2015,4398.48,INDIVIDUAL SERVICE FUND,V000882458
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ASPIRATIONS CARE LTD,13/03/2015,8242.92,INDIVIDUAL SERVICE FUND,V000882695
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,ASPIRATIONS CARE LTD,13/03/2015,4959.36,LD SUPPORTED LIVING,V000882461
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,13/03/2015,1700,NURSING LONG TERM,V000884192
ROCHDALE BOROUGH COUNCIL,16/03/2015,EARLY HELP AND SCHOOLS,ASSOCIATED BOARD OF ROYAL SCHOOLS MUSIC,16/03/2015,1351,EXAM EXPENSES,V000885306
ROCHDALE BOROUGH COUNCIL,26/03/2015,ECONOMY AND ENVIRONMENT,ASSOCIATED CLEANING CONTRACTORS,26/03/2015,2511,WINDOW CLEANING EQUIPMENT,V000888012
ROCHDALE BOROUGH COUNCIL,20/03/2015,CUSTOMERS & CORPORATE SERVICES,ASTEC ASSISTIVE TECHNOLOGY SOLUTIONS LTD,20/03/2015,595,EQUIPMENT - GENERAL,V000884898
ROCHDALE BOROUGH COUNCIL,12/03/2015,PHYSICAL DIS & OLDER PEOPLE,ASTOR BANNERMAN (MEDICAL) LTD,12/03/2015,648.95,TRANSACTIONS-EXPENDITURE,V000882902
ROCHDALE BOROUGH COUNCIL,20/03/2015,ECONOMY AND ENVIRONMENT,ASTRA ALARMS SYSTEMS LTD,20/03/2015,1357,EQUIPMENT - GENERAL,V000882863
ROCHDALE BOROUGH COUNCIL,26/03/2015,ECONOMY AND ENVIRONMENT,ASTRA SIGNS LTD,26/03/2015,1270,REPAIRS & ALTS OF BUILDINGS,V000888011
ROCHDALE BOROUGH COUNCIL,05/03/2015,PROPERTY AND HIGHWAYS,ATG ACCESS LTD,05/03/2015,2813.55,REPAIRS & ALTS OF BUILDINGS,V000880048
ROCHDALE BOROUGH COUNCIL,18/03/2015,PROPERTY AND HIGHWAYS,ATG ACCESS LTD,18/03/2015,5489.25,REPAIRS & ALTS OF BUILDINGS,V000885589
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,13/03/2015,985.84,RESIDENTIAL LONG TERM,V000883559
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,13/03/2015,1117.68,RESIDENTIAL LONG TERM,V000883666
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000883743
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,13/03/2015,744.96,RESIDENTIAL LONG TERM,V000883817
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,13/03/2015,709.8,RESIDENTIAL LONG TERM,V000883821
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,13/03/2015,1589.48,RESIDENTIAL LONG TERM,V000883836
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000883893
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,13/03/2015,983.2,RESIDENTIAL LONG TERM,V000883959
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,13/03/2015,994.68,RESIDENTIAL LONG TERM,V000884061
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000884274
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,13/03/2015,1013.96,RESIDENTIAL LONG TERM,V000884406
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,13/03/2015,1080.36,RESIDENTIAL LONG TERM,V000884587
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,13/03/2015,996.96,RESIDENTIAL LONG TERM,V000884619
ROCHDALE BOROUGH COUNCIL,31/03/2015,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,31/03/2015,1500,RESIDENTIAL LONG TERM,V000889275
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,AUTISM INITIATIVES,13/03/2015,5958.52,RESIDENTIAL LONG TERM,V000883516
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,AUTISM PLUS LIMITED,13/03/2015,4153.36,RESIDENTIAL LONG TERM,V000883529
ROCHDALE BOROUGH COUNCIL,24/03/2015,PHYSICAL DIS & OLDER PEOPLE,AUTUMN UK LIMITED,24/03/2015,2578.88,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000887666
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,AVERILL HOUSE CARE HOME,13/03/2015,1238.92,RESIDENTIAL LONG TERM,V000883566
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,13/03/2015,1573.48,RESIDENTIAL LONG TERM,V000883866
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,13/03/2015,1055.36,RESIDENTIAL LONG TERM,V000884189
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,13/03/2015,1109.64,RESIDENTIAL LONG TERM,V000884378
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,13/03/2015,1238.92,RESIDENTIAL LONG TERM,V000884575
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,13/03/2015,1084.44,RESIDENTIAL LONG TERM,V000884820
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,13/03/2015,1238.92,RESIDENTIAL LONG TERM,V000884823
ROCHDALE BOROUGH COUNCIL,16/03/2015,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,16/03/2015,24215.47,CONSULTANTS FEES,V000885228
ROCHDALE BOROUGH COUNCIL,13/03/2015,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,13/03/2015,827.68,"DEV CAP - NEW CONSTRUCTION,CONVERSION",V000878075
ROCHDALE BOROUGH COUNCIL,12/03/2015,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,12/03/2015,30981,MEALS,V000879905
ROCHDALE BOROUGH COUNCIL,27/03/2015,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,27/03/2015,23972.5,MEALS,V000885750
