Organisation Name,Effective Date,Service,Supplier Name,Paid Date,Net Amount (£),Purpose,Transaction Number
Rochdale Borough Council,05/05/2016,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS,05/05/2016,518,ADOPTION PAYMENTS,V001004008
Rochdale Borough Council,05/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,PETERS LIMITED,05/05/2016,798.84,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001004023
Rochdale Borough Council,05/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,URS INFRASTRUCTURE AND ENVIRONMENT UK LTD,05/05/2016,1722.34,DEMOLITION,V001004030
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BEECHWOOD TREE SERVICES NORTHWEST LTD,10/05/2016,2750,"DEV CAP - NEW CONSTRUCTION,CONVERSION",V001004032
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BEECHWOOD TREE SERVICES NORTHWEST LTD,10/05/2016,4950,"DEV CAP - NEW CONSTRUCTION,CONVERSION",V001004033
Rochdale Borough Council,27/05/2016,EARLY HELP AND SCHOOLS,POSITIVE STEPS,27/05/2016,94500,EXTERNALLY MANAGED FUNDS,V001004036
Rochdale Borough Council,25/05/2016,PUBLIC HEALTH,ROCHDALE & DISTRICT MIND,25/05/2016,19216.5,PH BUSINESS CASES,V001004037
Rochdale Borough Council,06/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,MECHPLANT NORTH WEST LIMITED,06/05/2016,660,PURCHASE OF PLANT AND MACHINERY,V001004038
Rochdale Borough Council,27/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,THE BOND BOARD LIMITED,27/05/2016,560,ACCOMMODATION,V001004039
Rochdale Borough Council,27/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,JMHA,27/05/2016,5890,PROPERTY REFURBISHMENT (HOUSING),V001004040
Rochdale Borough Council,03/05/2016,PHYSICAL DIS & OLDER PEOPLE,CAREWATCH CARE SERVICES LTD,03/05/2016,764.64,HOME CARE,V001004066
Rochdale Borough Council,11/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,CSB SUPPLIES,11/05/2016,678.3,TRANSACTIONS-EXPENDITURE,V001004074
Rochdale Borough Council,10/05/2016,FINANCE SERVICES,CIPFA BUSINESS LIMITED,10/05/2016,555,TRAINING-NON QUALIFICATION,V001004080
Rochdale Borough Council,09/05/2016,LEARNING DIS & MENTAL HEALTH,ST VINCENTS HOUSING ASSOCIATION,09/05/2016,551.56,RENTS,V001004082
Rochdale Borough Council,05/05/2016,CHILDREN’S SOCIAL CARE,PRESTIGE SALES AND LETTINGS LTD,05/05/2016,550,ALLOWANCES,V001004107
Rochdale Borough Council,05/05/2016,PHYSICAL DIS & OLDER PEOPLE,D W TAYLOR,05/05/2016,3795,TRANSACTIONS-EXPENDITURE,V001004113
Rochdale Borough Council,04/05/2016,PHYSICAL DIS & OLDER PEOPLE,K P DODD CONSTRUCTION LIMITED,04/05/2016,662,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V001004114
Rochdale Borough Council,03/05/2016,PHYSICAL DIS & OLDER PEOPLE,HOIST AND SHOWER CHAIR CO LTD,03/05/2016,4270,TRANSACTIONS-EXPENDITURE,V001004136
Rochdale Borough Council,06/05/2016,PHYSICAL DIS & OLDER PEOPLE,ST JOHNS PLUMBING HEATING & BATHROOMS LTD,06/05/2016,950,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V001004138
Rochdale Borough Council,06/05/2016,PHYSICAL DIS & OLDER PEOPLE,ADAPT BUILDING SERVICES LTD,06/05/2016,4440,TRANSACTIONS-EXPENDITURE,V001004139
Rochdale Borough Council,06/05/2016,EARLY HELP AND SCHOOLS,OFFICE DEPOT UK LIMITED,06/05/2016,1431.47,PRINTING,V001004150
Rochdale Borough Council,06/05/2016,EARLY HELP AND SCHOOLS,OFFICE DEPOT UK LIMITED,06/05/2016,1182.31,PRINTING,V001004151
Rochdale Borough Council,05/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HARFIELD COMPONENTS LTD,05/05/2016,806.6,EQUIPMENT - GENERAL,V001004161
Rochdale Borough Council,03/05/2016,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,03/05/2016,900,PROJECT & ACTIVITIES,V001004184
Rochdale Borough Council,03/05/2016,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,03/05/2016,4627.5,PROJECT & ACTIVITIES,V001004185
Rochdale Borough Council,11/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,DENNIS EAGLE LTD,11/05/2016,751,COUNCIL TAX COSTS,V001004186
Rochdale Borough Council,20/05/2016,FINANCE SERVICES,THE PENNINE ACUTE HOSPITALS NHS TRUST,20/05/2016,6508.33,OCCUPATIONAL HEALTH,V001004216
Rochdale Borough Council,31/05/2016,PUBLIC HEALTH,PENNINE CARE NHS,31/05/2016,90750,PH PENNINE CARE CONTRACT,V001004221
Rochdale Borough Council,11/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,SALFORD GIS LTD,11/05/2016,1000,IT SUPPORT,V001004222
Rochdale Borough Council,06/05/2016,CHILDREN’S SOCIAL CARE,NORTHENDEN DIAMOND TRAVEL,06/05/2016,632.08,STAFF TRAVELLING EXPENSES,V001004224
Rochdale Borough Council,26/05/2016,EARLY HELP AND SCHOOLS,ROCHDALE WOMENS WELFARE ASSOCIATION,26/05/2016,1900,PROJECT & ACTIVITIES,V001004227
Rochdale Borough Council,26/05/2016,EARLY HELP AND SCHOOLS,ROCHDALE WOMENS WELFARE ASSOCIATION,26/05/2016,2000,PROJECT & ACTIVITIES,V001004228
Rochdale Borough Council,10/05/2016,PHYSICAL DIS & OLDER PEOPLE,NEWLINE ADAPTATIONS LTD,10/05/2016,1560,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V001004236
Rochdale Borough Council,03/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,PRECISE NETWORKING SOLUTIONS LTD,03/05/2016,2034.1,PROPERTY - WORKS ELEMENT,V001004237
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,13/05/2016,3802.6,ENERGY COSTS,V001004246
Rochdale Borough Council,03/05/2016,PHYSICAL DIS & OLDER PEOPLE,ST JOHNS PLUMBING HEATING & BATHROOMS LTD,03/05/2016,3160,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V001004253
Rochdale Borough Council,06/05/2016,EARLY HELP AND SCHOOLS,FRS ROOFING SERVICES LIMITED,06/05/2016,77718.75,IMPROVEMENTS-MODERNISATION,V001004257
Rochdale Borough Council,06/05/2016,PROPERTY AND HIGHWAYS,FRS ROOFING SERVICES LIMITED,06/05/2016,15543.75,TRANSACTIONS-EXPENDITURE,V001004257
Rochdale Borough Council,06/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,URS INFRASTRUCTURE AND ENVIRONMENT UK LTD,06/05/2016,575.61,DEMOLITION,V001004260
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,CALVAG,12/05/2016,722.5,EQUIPMENT - GENERAL,V001004268
Rochdale Borough Council,03/05/2016,EARLY HELP AND SCHOOLS,SEEROS PRIVATE DAY NURSERY,03/05/2016,1000,TRAINING,V001004276
Rochdale Borough Council,03/05/2016,PHYSICAL DIS & OLDER PEOPLE,SIMON BURROWS,03/05/2016,3000,PROFESSIONAL FEES,V001004278
Rochdale Borough Council,03/05/2016,PHYSICAL DIS & OLDER PEOPLE,MISS JANE WALKER,03/05/2016,780,PROFESSIONAL FEES,V001004279
Rochdale Borough Council,12/05/2016,PROPERTY AND HIGHWAYS,VALE PARK DEMOLITION,12/05/2016,2509.99,IMPROVEMENTS-MODERNISATION,V001004280
Rochdale Borough Council,12/05/2016,PROPERTY AND HIGHWAYS,VALE PARK DEMOLITION,12/05/2016,502,TRANSACTIONS-EXPENDITURE,V001004280
Rochdale Borough Council,06/05/2016,PROPERTY AND HIGHWAYS,GTM ELECTRICAL SERVICES LIMITED,06/05/2016,6175.75,PROPERTY - WORKS ELEMENT,V001004281
Rochdale Borough Council,06/05/2016,PROPERTY AND HIGHWAYS,GTM ELECTRICAL SERVICES LIMITED,06/05/2016,1235.15,TRANSACTIONS-EXPENDITURE,V001004281
Rochdale Borough Council,06/05/2016,PROPERTY AND HIGHWAYS,GTM ELECTRICAL SERVICES LIMITED,06/05/2016,7106.21,PROPERTY - WORKS ELEMENT,V001004282
Rochdale Borough Council,06/05/2016,PROPERTY AND HIGHWAYS,GTM ELECTRICAL SERVICES LIMITED,06/05/2016,1421.24,TRANSACTIONS-EXPENDITURE,V001004282
Rochdale Borough Council,03/05/2016,CHILDREN’S SOCIAL CARE,CHRISTINA CHINNOCK,03/05/2016,1200,PROFESSIONAL FEES,V001004283
Rochdale Borough Council,03/05/2016,CHILDREN’S SOCIAL CARE,GINNY WHITELEY,03/05/2016,1380,PROFESSIONAL FEES,V001004284
Rochdale Borough Council,03/05/2016,PROPERTY AND HIGHWAYS,SPRINT REFRIGERATION & CATERING EQUIPMEN,03/05/2016,3337.94,TRANSACTIONS-EXPENDITURE,V001004286
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,ELECTRICITY NORTH WEST LTD,10/05/2016,934,ELECTRICAL,V001004289
Rochdale Borough Council,03/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,J COONEY LTD,03/05/2016,3500,REPAIRS & ALTS OF BUILDINGS,V001004292
Rochdale Borough Council,03/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,ALPINE RESCUE AND RECOVERY SERVICES LTD.,03/05/2016,650,MAINTENANCE,V001004302
Rochdale Borough Council,03/05/2016,PHYSICAL DIS & OLDER PEOPLE,LEWIS AND HICKEY,03/05/2016,3200,IMPROVEMENTS-MODERNISATION,V001004304
Rochdale Borough Council,03/05/2016,ECONOMY DIRECTORATE,DUVAL FM LIMITED,03/05/2016,586.08,SECURITY,V001004306
Rochdale Borough Council,06/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,06/05/2016,1300,CAPITAL SALARIES,V001004309
Rochdale Borough Council,06/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,06/05/2016,1750,CAPITAL SALARIES,V001004311
Rochdale Borough Council,06/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,06/05/2016,1750,CAPITAL SALARIES,V001004313
Rochdale Borough Council,06/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,06/05/2016,1200,CAPITAL SALARIES,V001004315
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,10/05/2016,1400,CAPITAL SALARIES,V001004316
Rochdale Borough Council,06/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,06/05/2016,1140,CAPITAL SALARIES,V001004317
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,10/05/2016,1750,CAPITAL SALARIES,V001004318
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,10/05/2016,2600,CAPITAL SALARIES,V001004319
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,10/05/2016,2000,CAPITAL SALARIES,V001004320
Rochdale Borough Council,05/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,EBONIUM LIMITED TA BISLEY DIRECT,05/05/2016,753.92,PURCHASE OF FURNITURE AND EQUIPMENT,V001004322
Rochdale Borough Council,03/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,OPTEVIA LTD,03/05/2016,2295,PURCHASE OF ICT SOFTWARE,V001004323
Rochdale Borough Council,10/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,10/05/2016,1140,CAPITAL SALARIES,V001004332
Rochdale Borough Council,03/05/2016,CHILDREN’S SOCIAL CARE,MISS SONIA GAL,03/05/2016,1560,PROFESSIONAL FEES,V001004361
Rochdale Borough Council,03/05/2016,CHILDREN’S SOCIAL CARE,LISA HOUGHTON,03/05/2016,660,PROFESSIONAL FEES,V001004362
Rochdale Borough Council,03/05/2016,PROPERTY AND HIGHWAYS,HOWDENS JOINERY CO LIMITED,03/05/2016,811.76,TRANSACTIONS-EXPENDITURE,V001004364
Rochdale Borough Council,04/05/2016,CHILDREN’S SOCIAL CARE,DR GINA CHARLTON,04/05/2016,2226.5,PROJECT & ACTIVITIES,V001004369
Rochdale Borough Council,03/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HEYWOOD CHESS CONGRESS,03/05/2016,500,PROJECT & ACTIVITIES,V001004384
Rochdale Borough Council,25/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,CIVICA UK LIMITED,25/05/2016,1519.5,IT MAINTENENANCE,V001004407
Rochdale Borough Council,12/05/2016,PROPERTY AND HIGHWAYS,J GREENWOOD (BUILDERS) LIMITED,12/05/2016,2369.92,IMPROVEMENTS-MODERNISATION,V001004422
Rochdale Borough Council,20/05/2016,PUBLIC HEALTH,THE LESBIAN & GAY FOUNDATION,20/05/2016,13480,SERVICE LEVEL AGREEMENTS,V001004429
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BELFOR UK LTD,12/05/2016,7570.51,PROPERTY - WORKS ELEMENT,V001004444
Rochdale Borough Council,04/05/2016,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,04/05/2016,634.46,GAS,V001004455
Rochdale Borough Council,04/05/2016,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,04/05/2016,562.96,GAS,V001004456
Rochdale Borough Council,04/05/2016,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,04/05/2016,795.86,GAS,V001004457
Rochdale Borough Council,04/05/2016,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,04/05/2016,886.77,GAS,V001004458
Rochdale Borough Council,04/05/2016,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,04/05/2016,838.89,GAS,V001004459
Rochdale Borough Council,04/05/2016,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,04/05/2016,713.13,GAS,V001004460
Rochdale Borough Council,04/05/2016,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,04/05/2016,695.03,GAS,V001004469
Rochdale Borough Council,04/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,UNITED UTILITIES WATER LIMITED,04/05/2016,1200,WATER CHARGES,V001004475
Rochdale Borough Council,04/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,UNITED UTILITIES WATER LIMITED,04/05/2016,800,WATER CHARGES,V001004476
Rochdale Borough Council,04/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,UNITED UTILITIES WATER LIMITED,04/05/2016,1200,WATER CHARGES,V001004477
Rochdale Borough Council,04/05/2016,EARLY HELP AND SCHOOLS,PRECISE NETWORKING SOLUTIONS LTD,04/05/2016,828,REPAIRS & ALTS OF BUILDINGS,V001004479
Rochdale Borough Council,04/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,MOSCROP ROBINSON CHADWICK INSURANCE BROKERS,04/05/2016,1882.7,MAINTENANCE,V001004480
Rochdale Borough Council,04/05/2016,PUBLIC HEALTH,REDACTED - PERSONAL DATA,04/05/2016,1112.2,MISCELLANEOUS EXPENSES - GENERAL,V001004488
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,GROUNDWORK LANDSCAPES LIMITED,13/05/2016,750,EQUIPMENT - GENERAL,V001004507
Rochdale Borough Council,04/05/2016,CHILDREN’S SOCIAL CARE,ENTERPRISE MANCHESTER PARTNERSHIP LTD,04/05/2016,615,SERVICES - GENERAL,V001004508
Rochdale Borough Council,04/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,WHEELDON BROTHERS WASTE LIMITED,04/05/2016,2880,EQUIPMENT - GENERAL,V001004510
Rochdale Borough Council,11/05/2016,EARLY HELP AND SCHOOLS,OLDHAM COLLEGE,11/05/2016,12572.98,OTHER EST - SEN PROVISION,V001004511
Rochdale Borough Council,11/05/2016,EARLY HELP AND SCHOOLS,LONSDALE EDUCATIONAL CONSULTING LTD,11/05/2016,1950,CURRICULUM DEVELOPMENT,V001004515
Rochdale Borough Council,04/05/2016,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,04/05/2016,10977.67,OTHER LA`S - SEN PROVISION,V001004518
Rochdale Borough Council,04/05/2016,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,04/05/2016,10658,OTHER LA`S - SEN PROVISION,V001004519
Rochdale Borough Council,04/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,BURNT TREE GROUP LIMITED,04/05/2016,989.08,TRANSACTIONS-EXPENDITURE,V001004523
Rochdale Borough Council,06/05/2016,EARLY HELP AND SCHOOLS,PERMANENT FUTURES LTD,06/05/2016,2700,AGENCY STAFF,V001004524
Rochdale Borough Council,06/05/2016,CHILDREN’S SOCIAL CARE,CHRISTINE FOSTER LIMITED,06/05/2016,1825,AGENCY STAFF,V001004530
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,AFTER DARK ENTERTAINMENT,13/05/2016,600,EVENTS,V001004532
Rochdale Borough Council,04/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,UK CONTAINER MAINTENANCE LTD,04/05/2016,3040,EQUIPMENT - GENERAL,V001004538
Rochdale Borough Council,05/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,05/05/2016,1630,TAXI HIRE,V001004540
Rochdale Borough Council,04/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,WHEELDON BROTHERS WASTE LIMITED,04/05/2016,3100,EQUIPMENT - GENERAL,V001004544
Rochdale Borough Council,12/05/2016,PHYSICAL DIS & OLDER PEOPLE,DISABLED LIVING LTD,12/05/2016,500,TRAINING,V001004545
Rochdale Borough Council,05/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,ASIAN LEADER,05/05/2016,1050,ADVERTISING,V001004553
Rochdale Borough Council,09/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,PIONEER TREE SERVICES LIMITED,09/05/2016,2875,EQUIPMENT - GENERAL,V001004554
Rochdale Borough Council,27/05/2016,CHILDREN’S SOCIAL CARE,ELVIRA SALLERAS  AND ASSOCIATES,27/05/2016,600,MEDICAL FEES,V001004559
Rochdale Borough Council,31/05/2016,LEARNING DIS & MENTAL HEALTH,CARERS ASSOCIATION RMHP,31/05/2016,1850,VOLUNTARY ASSOCIATIONS,V001004567
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,HF TRUST LTD,06/05/2016,1977.36,INDIVIDUAL SERVICE FUND,V001004577
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,6957.44,INDIVIDUAL SERVICE FUND,V001004578
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,LIFEWAYS COMMUNITY CARE LTD,06/05/2016,1074.52,LD SUPPORTED LIVING,V001004579
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,LIFEWAYS COMMUNITY CARE LTD,06/05/2016,1925.24,INDIVIDUAL SERVICE FUND,V001004580
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,CAMPHILL M K COMMUNITIES,06/05/2016,1997.52,INDIVIDUAL SERVICE FUND,V001004581
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,06/05/2016,3550.24,INDIVIDUAL SERVICE FUND,V001004582
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,UNITED RESPONSE,06/05/2016,6488.72,LD SUPPORTED LIVING,V001004583
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3955,INDIVIDUAL SERVICE FUND,V001004584
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,4048.16,INDIVIDUAL SERVICE FUND,V001004585
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,06/05/2016,4797.52,INDIVIDUAL SERVICE FUND,V001004586
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,06/05/2016,6889,LD SUPPORTED LIVING,V001004587
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,660,INDIVIDUAL SERVICE FUND,V001004588
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ASPIRATIONS CARE LTD,06/05/2016,4398.48,INDIVIDUAL SERVICE FUND,V001004589
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,651.08,INDIVIDUAL SERVICE FUND,V001004591
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3341.6,INDIVIDUAL SERVICE FUND,V001004594
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ASPIRATIONS CARE LTD,06/05/2016,4959.36,INDIVIDUAL SERVICE FUND,V001004595
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LIMITED ISF PAYMENTS,06/05/2016,3772.86,INDIVIDUAL SERVICE FUND,V001004596
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LIMITED ISF PAYMENTS,06/05/2016,5560,INDIVIDUAL SERVICE FUND,V001004597
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LIMITED ISF PAYMENTS,06/05/2016,5560,INDIVIDUAL SERVICE FUND,V001004598
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LIMITED ISF PAYMENTS,06/05/2016,5560,INDIVIDUAL SERVICE FUND,V001004599
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LIMITED ISF PAYMENTS,06/05/2016,1075.36,INDIVIDUAL SERVICE FUND,V001004600
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1061.52,INDIVIDUAL SERVICE FUND,V001004601
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,06/05/2016,3265.04,INDIVIDUAL SERVICE FUND,V001004602
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,06/05/2016,770.4,INDIVIDUAL SERVICE FUND,V001004604
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/04/2016,-500.43,INDIVIDUAL SERVICE FUND,V001004606
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,06/05/2016,6903.6,INDIVIDUAL SERVICE FUND,V001004607
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,06/05/2016,3812.72,INDIVIDUAL SERVICE FUND,V001004608
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LIMITED ISF PAYMENTS,06/05/2016,994.12,INDIVIDUAL SERVICE FUND,V001004609
Rochdale Borough Council,06/05/2016,PHYSICAL DIS & OLDER PEOPLE,STEPPING STONES,06/05/2016,2212.72,LD SUPPORTED LIVING,V001004610
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,545.76,INDIVIDUAL SERVICE FUND,V001004611
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,06/05/2016,1195.2,INDIVIDUAL SERVICE FUND,V001004612
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,06/05/2016,2142.65,LD SUPPORTED LIVING,V001004613
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,06/05/2016,5364.4,INDIVIDUAL SERVICE FUND,V001004614
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,06/05/2016,2758.8,INDIVIDUAL SERVICE FUND,V001004615
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,06/05/2016,1530.26,LD SUPPORTED LIVING,V001004616
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,850.4,INDIVIDUAL SERVICE FUND,V001004617
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-730.56,SUPPORTED LIVING,V001004618
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-6818.56,SUPPORTED LIVING,V001004619
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-1704.64,SUPPORTED LIVING,V001004620
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-5242.65,INDIVIDUAL SERVICE FUND,V001004621
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-6990.2,INDIVIDUAL SERVICE FUND,V001004622
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3650.64,INDIVIDUAL SERVICE FUND,V001004623
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,LIFEWAYS COMMUNITY CARE LTD,06/05/2016,1608.26,LD SUPPORTED LIVING,V001004624
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,06/05/2016,2500.76,LD SUPPORTED LIVING,V001004625
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,06/05/2016,615.52,INDIVIDUAL SERVICE FUND,V001004627
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,06/05/2016,2101.36,INDIVIDUAL SERVICE FUND,V001004630
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,06/05/2016,4628,INDIVIDUAL SERVICE FUND,V001004633
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,06/05/2016,6363,INDIVIDUAL SERVICE FUND,V001004634
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,06/05/2016,1721.84,INDIVIDUAL SERVICE FUND,V001004635
