Ratepayer Name,Property Address,Propref,Billing Address,RV
,"Star Inn, 1 Lindwell, Greetland, Halifax             HX4 8HH",65644700,,3500
Willand Engineering Company (Halifax) Ltd,"Unit G Craven Edge Ent. Cntr, Hopwood Lane, Halifax, HX1 5EH",65652709,"Craven Edge Enterprise Centre, Back Clarendon Place, Hopwood Lane, Halifax, HX1 5ED",11750
,"12 Lord Street, Halifax, HX1 5AE",65676012,,3250
,"Cat I'Th' Well Inn, Lower Saltonstall, Saltonstall Lane, Wainstalls           HX2 7TR",65700700,,5600
,"Luddenden Lane, Luddendenfoot, Halifax, HX2 6NH",65716700,,4000
,"1 Lydgate, Northowram, Halifax, HX3 7EJ",65728001,,3550
Anna's Beauty Centre Ltd,"18c Lydgate, Northowram, Halifax, HX3 7EJ",65728704,,4500
,"18e Lydgate, Northowram, Halifax, HX3 7EJ",65728706,,4350
,"Rooms 1 & 4 1st Floor, 6 Market Street, Halifax, HX1 1RW",65736712,,3050
,"30 Marsh Lane, Southowram, Halifax, HX3 9UF",65748030,,3950
,"Valeson House, 190 King Cross Road, Halifax, HX1 3LN",65516714,,7700
C & S Electrical Wholesalers Ltd,"Unit 4, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW",65752706,,8800
Itec Components Ltd,"167/169 King Cross Road, Halifax, HX1 3LN",65516169,,8000
,"189 King Cross Road, Halifax, HX1 3LN",65516189,,6300
Total Bathroom Design Ltd,"211 King Cross Road, Halifax, HX1 3JL",65516211,,11000
,"44 Meadow Lane, Wheatley, Halifax, HX3 5JR",65780044,,1775
Floor-Rite Carpets Ltd,"Units 2 & 3, Miall Street, Halifax, HX1 4AE",65788706,,9100
,"Miall Street Mills, Miall Street, Halifax, HX1 4AE",65788707,,7000
,"'Unofficial Address', 2A Mile Cross Terrace, Halifax, HX1 4HP",65804002,,2275
Magic Carpets (Halifax) Ltd,"4 Milner Street, Halifax, HX1 5NU",65816004,"C/O Pure Rate Savers Ltd, 5 Diamond Court, Kingston Park, Newcastle Upon Tyne, NE3 2EN",9800
,"54 New Lane, Siddal, Halifax, HX3 9AL",68024054,,2000
,"56 New Road, Halifax, HX1 2LH",68028056,,6700
,"1 North Bridge, Halifax, HX1 1XH",68080703,,3800
,"3 North Bridge, Halifax, HX1 1XH",68080704,,4800
,"89 Northgate, Halifax, HX1 1XF",68096089,,2650
,"105 Northgate, Halifax, HX1 1XF",68096105,,8600
,"Atlas Garage, Old Lane, Halifax, HX3 6TF",68132704,,2225
Master Matting Co Ltd,"Units 2 & 6, Emstead Works, Old Lane, Halifax             HX3 5QN",68132706,"Units 2 & 6 , Emstead Works, Old Lane, Halifax, HX3 5QN",11750
Testrite Ltd,"Woodfield Works, Old Lane, Halifax, HX3 6TF",68132714,,5300
,"Diamond House, Old Lane, Luddenden, Halifax             HX2 6QA",68136700,,1425
North Central Tyres Ltd,"Unit 1 Station Industrial Pk, Station Road, Luddendenfoot, HX2 6AD",68144701,,5100
,"Moorfield Street, Halifax, HX1 3AY",65848700,,2900
,"15 Mostyn Mount, Ovenden, Halifax, HX3 5RJ",65872015,,3000
,"98 Ovenden Road, Halifax, HX3 5QG",68156098,,2025
,"1a Ovenden Road, Halifax, HX3 5PN",68156705,,5100
,"Unit 4 Grange Farm, Ovenden Wood Road, Halifax, HX2 0TQ",68164707,,4000
,"58 Oxford Lane, Siddal, Halifax, HX3 9BJ",68168058,,1175
,"115 Oxford Lane, Siddal, Halifax, HX3 9BJ",68168115,,2100
,"Cemetery Lodge, Paradise Lane, Warley, Halifax             HX2 7SH",68176700,,1025
,"160 Park Dene, Hopwood Lane, Halifax, HX1 4DF",68190160,,1625
,"7 Park View, Stainland, Halifax, HX4 9HJ",68220005,,2800
,"46 Parkinson Lane, Halifax, HX1 3XL",68224046,,3650
,"129 Parkinson Lane, Halifax, HX1 3QQ",68224129,,6500
,"Northern Filter Supplies, Pear Street, Halifax, HX1 3UA",68232703,,5000
Maries Hair Studio Ltd,"192 Pellon Lane, Halifax, HX1 5RD",68236192,,3300
,"226 Pellon Lane, Halifax, HX1 5RU",68236226,,3350
,"36 Pellon Lane, Halifax, HX1 5SP",68236726,,2650
,"Security House, 248 Pellon Lane, Halifax, HX1 4PZ",68236729,,8300
,"Stables Fly Laithe Farm, Pepper Hill, Cock Hill Lane, Shelf                HX3 7TH",68244702,,6300
P.O.S Ltd,"Unit 14, North Phoebe Lane Mills, Halifax, HX3 9EX",68248725,,5500
,"Unit 16, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",68248732,,4050
,"6 Powell Street, Halifax, HX1 1LN",68276006,,7800
,"32 Prescott Street, Halifax, HX1 2QW",68280032,,7900
L B Freight Ltd,"36 Prescott Street, Halifax, HX1 2QW",68280036,,4500
,"Adj 1 Clare Street, Halifax, HX1 2LF",68280700,,2850
,"3 Coleridge Street, Halifax, HX1 2JF",68280701,,6800
,"124 Queens Road, Halifax, HX1 3XY",68308124,,3600
,"138 Queens Road, Halifax, HX1 3XY",68308138,,5000
,"54 New Lane, Halifax, HX3 9AL",68248700,,3750
,"218 Queens Road, Halifax, HX1 4NE",68308218,,3000
,"267 Queens Road, Halifax, HX1 4NS",68308267,,5600
,"268 Queens Road, Halifax, HX1 4NJ",68308268,,3650
,"272 Queens Road, Halifax, HX1 4NJ",68308272,,5000
Pennine Taxis Ltd,"296a Queens Road, Halifax, HX1 4NS",68308731,,2750
,"296c Queens Road, Halifax, HX1 4NS",68308733,,2750
W G & R Engineering Services Ltd,"Reservoir Road, Pellon, Halifax, HX2 0ET",68368700,"Britannia Works, Reservoir Road, Pellon, Halifax, HX2 0ET",9800
,"Reservoir Road, Pellon, Halifax, HX2 0ET",68368701,,4850
,"Martins Mill Yard, Richmond Road, Halifax, HX1 5SZ",68376701,,3500
,"46 Rochdale Road, Greetland, Halifax, HX4 8AX",68392046,,2650
,"Savile Masonic Lodge, Rochdale Road, Greetland, Halifax             HX4 8AH",68392722,,9900
,"Centenary Works, Ramsden Street, Wheatley, Halifax             HX3 5JB",68324700,,2700
,"5 Raven Street, Halifax, HX1 4NB",68340005,,5300
,"222/224 Rochdale Road, Greetland, Halifax, HX4 8JE",68392222,,6000
,"16 Rochdale Road, Greetland, Halifax, HX4 8AL",68392706,,3550
D Pitchforth Ltd,"Park Garage, Rochdale Road, Greetland, Halifax             HX4 8AL",68392721,,4300
,"Opp 162 Rochdale Road, Greetland, Halifax, HX4 8JE",68392726,,930
Blue Gecko Trading Co Ltd,"Adj 40 Rochdale Road, Greetland, Halifax, HX4 8AX",68392736,"Hollyns Warehouse, Adj 40 Rochdale Road, Greetland, Halifax, HX4 8AX",3550
,"Crawstone Knowle Farm, Rochdale Road, Greetland, Halifax             HX4 8PX",68392742,,1650
,"19 Roils Head Road, Halifax, HX2 0NQ",68396019,,1825
,"Masonic Lodge, Roydlands Street, Hipperholme, Halifax             HX3 8AF",68412700,,6500
,"1 Roydlands Terrace, Hipperholme, Halifax, HX3 8NG",68416001,,3250
,"70 Saddleworth Road, Greetland, Halifax, HX4 8AG",68444070,,3550
,"Saddleworth Road, Greetland, Halifax, HX4 8LZ",68444701,,4100
Holmbridge Engineering Co Ltd,"Brian Royd Mills, Saddleworth Road, Greetland, Halifax              HX4 8NF",68444704,,8300
,"Brook Mills, Saddleworth Road, Greetland, Halifax             HX4 8LZ",68444707,,3700
,"The Holme, Saddleworth Road, Greetland, Halifax             HX4 8AL",68444714,,5000
,"West Vale Garage, Saddleworth Road, Greetland, Halifax             HX4 8BA",68444717,,2500
Electro Power Engineering Ltd,"Brian Royd Mills, Brian Royd Lane, Greetland, Halifax             HX4 8NF",68444724,,2600
,"Garage Brian Royd Mills, Brian Royd Lane, Greetland, Halifax             HX4 8PE",68444732,,1625
Sandbeds Pharmacy Ltd,"Sandbeds Pharmacy, Sandbeds Road, Pellon, Halifax             HX2 0JF",68456701,,4300
,"1 Sandhall Lane, Highroadwell, Halifax, HX2 0DJ",68460001,,3200
,"125 Savile Park Road, Halifax, HX1 2XH",68472125,,5600
Balmoral Garage Ltd,"Savile Park Road, Halifax, HX1 2EN",68472702,,5600
,"Unit 3 Hebble Works, Sedburgh Road, Halifax, HX3 9HB",68520713,,5600
,"255/257 Shay Lane, Halifax, HX2 9AG",68536730,,1825
James Jackson (Hx) Ltd,"Unit A, Drakes Industrial Estate, Shay Lane, Halifax             HX3 6RL",68536734,,10750
Alfred Ashworth & Son (Landscapes) Ltd,"S/O 12 Shelf Moor Road, Shelf, Halifax, HX3 7PQ",68548700,"Igueldo, Wade House Road, Shelf, Halifax, HX3 7PF",1975
,"Siddal Ex Servicemans Club, Siddal Lane, Halifax, HX3 9JS",68568701,,10000
Cosmadent Dental Laboratory Ltd,"Simpson Street, Boothtown, Halifax, HX3 6PA",68584700,"Simpson Street, Boothtown, Halifax, HX3 6PA",9100
,"357 Skircoat Green Road, Halifax, HX3 0RP",68596357,,5200
,"369 Skircoat Green Road, Halifax, HX3 0RP",68596369,,6600
,"40 South Parade, Halifax, HX1 2LY",68632040,,2150
,"44/46 South Parade, Halifax, HX1 2LY",68632044,,4050
,"Part Ground Floor, 14 South Parade, Halifax, HX1 2LU",68632715,,1700
Greenroyd Bowling Club Ltd,"Greenroyd Bowling Club, St Albans Road, Halifax, HX3 0ND",68712700,"C/O Mr David Widdop, 15 Rawson Avenue, Skircoat Green, Halifax, HX3 0JP",3650
,"18 St James Square, Northowram, Halifax, HX3 7HL",68732018,,3600
,"10 Spring Hall Lane, Halifax, HX1 4TX",68680010,,2050
T W Leach Ltd,"173b Spring Hall Lane, Halifax, HX1 4JG",68680715,,6500
,"9 Square, Bradford Road, Northowram, Halifax              HX3 7HW",68704009,,2750
,"3 St James Street, Halifax, HX1 5SU",68736003,,8200
,"Stafford Bowling Club, Stafford Avenue, Halifax, HX3 0BH",68756700,,3850
,"17 Stainland Road, Greetland, Halifax, HX4 8AD",68772017,,2550
,"29 Stainland Road, Greetland, Halifax, HX4 8AD",68772029,,3400
,"45 Stainland Road, Greetland, Halifax, HX4 8BD",68772045,,2850
,"59 Stainland Road, Greetland, Halifax, HX4 8BD",68772059,,3850
,"61 Stainland Road, Greetland, Halifax, HX4 8BD",68772061,,8600
,"North Dean, Stainland Road, Greetland, Halifax             HX4 8LS",68772710,,11250
North Dean Automotive Ltd,"North Dean Garage, Stainland Road, Greetland, Halifax             HX4 8LS",68772712,,10750
,"Sports Ground, Stainland Road, Halifax, HX4 8LS",68772717,,5400
,"West Vale Filling Station, Stainland Road, Greetland, Halifax             HX4 8BQ",68772729,,7600
,"1 Stanley Street North, Ovenden, Halifax, HX2 9AH",68788001,,2050
,"27/29 Stanningley Road, Mixenden, Halifax, HX2 8RJ",68804029,,3250
,"Unit 11, Station Industrial Park, Station Road, Luddendenfoot",68824709,,6700
,"36/38 Stirling Street, Halifax, HX1 2TN",68844038,,4600
,"Stod Fold Boarding Kennels, Stod Fold Farm, Mixenden, Halifax             HX2 8XL",68854700,,4100
,"Stump Cross Auto Services, Stump Cross, Halifax, HX3 7AB",68872703,,3950
Armitage Clegg & Co Ltd,"Back Lord Street, Halifax, HX1 5AF",68880700,,5900
Mytholm Stone Sales Ltd,"Quarry, Sunny Bank Farm, Sunny Bank Lane, Southowram, Halifax             HX3 9TF",68884701,"Sunny Bank Farm, Sunny Bank Lane, Southowram, Halifax, HX3 9TF",10000
,"Sunny Bank Bait Farm, Sunny Bank Lane, Southowram, Halifax             HX3 9TP",68884702,,11000
,"87 Surrey Street, Halifax, HX1 3UF",68896087,,2500
,"6 Sutcliffe Street, Pellon, Halifax, HX2 0HG",68904006,,1750
,"Swales Moor Forge, Swales Moor Road, Halifax, HX3 6UF",68908703,,2900
,"Thornhill Cottage, Stainland, Halifax, HX4 9LP",69060700,,7200
,"52 Towngate, Northowram, Halifax, HX3 7DX",69084052,,4100
,"62 Towngate, Northowram, Halifax, HX3 7DX",69084062,,9500
Southowram Social Club Ltd,"Southowram Social Club, 1a Towngate, Southowram, Halifax             HX3 9QZ",69088700,"F.A.O. Pamela Hodnett, Southowram Social Club, 1a Towngate, Southowram, Halifax, HX3 9QZ",6400
,"23 Towngate, Southowram, Halifax, HX3 9QZ",69088701,,1125
,"6 Trinity Road, Halifax, HX1 2QF",69096006,,2800
S.N.J Mini Market Ltd,"2 Turner Avenue South, Illingworth, Halifax, HX2 8EH",69116002,"2 Turner Avenue South, Illingworth, Halifax, HX2 8EH",5300
Ace Domestics Ltd,"27 Union Street, Halifax, HX1 1PR",69144027,,6100
,"31 Union Street, Halifax, HX1 1PR",69144031,,10250
,"35 Union Street, Halifax, HX1 1PR",69144035,,5700
,"Upper Brockholes Farm, Upper Brockholes, Ogden, Halifax             HX2 8XG",69152700,,1700
,"The Ramsdens, Upper Kingston, Hopwood Lane, Halifax              HX1 4HA",69164700,,8400
Kingston Sports & Social Club Ltd,"Upper Kingston, Hopwood Lane, Halifax, HX1 4HA",69164701,,6900
,"Little London Farm, Upper Lane, Northowram, Halifax             HX3 7ST",69170700,,1600
,"Adj 79 Upper Lane, Northowram, Halifax, HX3 7EE",69170701,,2225
,"N'Owram Childrens Riding Sch, Upper Lane, Northowram, Halifax             HX3 7EE",69170702,,2200
,"9 Wade House Road, Shelf, Halifax, HX3 7PF",69216009,,5100
,"Grove House, 9a Wade House Road, Shelf, Halifax             HX3 7PF",69216709,,6600
William Luty & Sons Ltd,"R/O 30 Wade House Road, Shelf, Halifax, HX3 7PB",69216714,"30A Wade House Road, Shelf, Halifax, HX3 7PB",8500
,"1 Wade House Road, Shelf, Halifax, HX3 7PF",69216717,,7200
,"60 Wakefield Road, Hipperholme, Halifax, HX3 8AU",69244702,,8900
,"13 Wainhouse Road, Halifax, HX1 3RT",69224013,,2650
,"Star Garage, Wakefield Road, Copley, Halifax             HX3 0TP",69240714,,950
,"105a Wakefield Road, Lightcliffe, Halifax, HX3 8SH",69248105,,3200
,"Holme House, Wakefield Road, Lightcliffe, Halifax             HX3 8TY",69248700,,7900
Percy Wood (Builders) Ltd,"Walnut Street, Halifax, HX1 5JB",69256700,"73 Victoria Road, Elland, HX5 0QA",3350
,"Ground Floor, 3a Wards End, Halifax, HX1 1DD",69264719,,5100
,"Walnut Street, Halifax, HX1 5JB",69256716,,5800
,"R/0 12 Wards End, Halifax, HX1 1BX",69264716,,3000
,"1 Wards End, Halifax, HX1 1DD",69264718,,7300
,"200 Warley Road, Halifax, HX1 4HT",69276200,,1950
,"King Cross Working Mens Club, Warley Road, Halifax, HX1 3SU",69276702,,7400
,"Unit 8a Washer Lane Works, Washer Lane, Halifax, HX2 7DX",69296702,,1750
,"Unit 13, Washer Lane Works, Washer Lane, Halifax             HX2 7DX",69296704,,3900
,"4 Waterhouse Street, Halifax, HX1 1UQ",69304004,,5900
,"8 Waterhouse Street, Halifax, HX1 1UQ",69304008,,5200
,"20 Waterhouse Street, Halifax, HX1 1UQ",69304020,,6900
,"Wellington Garage, Wellington Street West, Halifax, HX1 2TQ",69328700,,3850
,"1 West Avenue, Lightcliffe, Halifax, HX3 8TJ",69336001,,3900
,"36-40 West Parade, Halifax, HX1 2TE",69360713,,7800
Paints & Lacquers Ltd,"12 West Parade, Halifax, HX1 2TA",69360012,,5100
,"Clifton House, West Parade, Halifax, HX1 2EQ",69360703,,9900
,"Flyover Works, 32 West Parade, Halifax, HX1 2TE",69360711,,3500
Aprina Ltd,"10 Westgate, Halifax, HX1 1DJ",69400010,,8400
,"26 Westgate, Halifax, HX1 1DJ",69400026,,11500
,"16 Wheatley Lane, Lee Mount, Halifax, HX3 5EU",69420016,,8700
,"109a/111 Whitegate Road, Siddal, Halifax, HX3 9AW",69432701,,5300
,"3 Whitehall Street, Hipperholme, Halifax, HX3 8NB",69436003,,5000
,"Whitehill House, 5 Whitehill Road, Illingworth, Halifax             HX2 9HD",69440700,,6800
,"Houghgate Head Farm, Withens Road, Wainstalls, Halifax              HX2 7UA",69454700,,2375
Rhodes Motors Ltd,"R/0 51 Winding Road, Halifax, HX1 1SJ",69476705,"Fao Mr Mohammed F Rana, R/O 51 Winding Road, Halifax, HX1 1SJ",6500
,"Gate Stoops Farm, Winterburn Road, Luddendenfoot, Halifax             HX2 6DA",69485700,,1725
,"6 Witchfield Hill, Shelf, Halifax, HX3 7QH",69496006,,3600
,"Woodland Terrace, Boothtown, Halifax, HX3 6HQ",69508700,,2075
Cragg Vale J & I School,"Cragg Vale J & I School, Cragg Vale, Hebden Bridge, HX7 5TG",76044700,,5300
,"Anna Butt Lee Farm, Blackstone Edge Road, Cragg Vale, Hebden Bridge       HX7 5TT",76050700,,1875
,"1/2 Boston Hill Cottages, Boston Hill, Wadsworth, Hebden Bridge       HX7 8SS",76052701,,1075
,"21 Bridge Gate, Hebden Bridge, HX7 8EX",76060021,,9800
,"Mayroyd Moorings, Burnley Road, Hebden Bridge, HX7 8NU",76084701,,8500
,"4 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",76088004,,1975
,"5 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",76088005,,1825
,"14 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",76088014,,770
,"26 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LN",76088026,,1325
,"Moderna Way, Mytholmroyd, Hebden Bridge, HX7 5PD",76088723,,5900
,"4 Commercial Street, Hebden Bridge, HX7 8AJ",76148004,,5200
,"Cragg Holme Mill, Off Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5SQ",76160705,,3150
,"Croft Street, Hebden Bridge, HX7 8AF",76168700,,860
,"6/8 Crown Street, Hebden Bridge, HX7 8EH",76176006,,10250
Stephen Maskill (Butchers) Ltd,"9 Crown Street, Hebden Bridge, HX7 8EH",76176009,,8700
,"29 Crown Street, Hebden Bridge, HX7 8EH",76176029,,9300
,"33 Crown Street, Hebden Bridge, HX7 8EH",76176033,,6500
,"Dale View, Mytholmroyd, Hebden Bridge, HX7 5DU",76180700,,640
Victoria Road Garage (Hebden Bridge) Ltd,"Crown Works, Victoria Road, Hebden Bridge, HX7 8JX",76212702,"Crown Works, Victoria Road, Hebden Bridge, HX7 8JX",6800
,"George Street, Mytholmroyd, Hebden Bridge, HX7 5DT",76224705,,3250
Lodge Of Prince Frederick 307,"Lodge Rooms, Hangingroyd Lane, Hebden Bridge, HX7 7DD",76244704,"Fao Robert Walker (Treasurer), Hollins House, Aysgarth, Leyburn, DL8 3AQ",4950
,"Units 22 & 22a, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",76256726,,2050
,"19 Market Street, Hebden Bridge, HX7 6EU",76360019,,6400
,"27 Market Street, Hebden Bridge, HX7 6EU",76360027,,7300
,"28 Market Street, Hebden Bridge, HX7 6AA",76360028,,5300
,"2a New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",76408706,,3850
Sutcliffe Farrar And Co Ltd,"Banksfield Clothing Works, Mytholmroyd, Hebden Bridge, HX7 5NR",76444700,,5900
,"Mount Pleasant Mill Yard, Midgley Road, Mytholmroyd, Hebden Bridge       HX7 5LR",76444716,,880
,"Morning Side, Savile Road, Hebden Bridge, HX7 6ND",76460700,,920
,"Savile Bowling Club, Savile Road, Hebden Bridge, HX7 6ND",76460701,,2050
Stubbings Infants School,"Stubbings Infants School, Hebden Bridge, HX7 8BP",76464700,,11000
,"Scout Bottom Farm, Mytholmroyd, Hebden Bridge, HX7 5JS",76466700,,2150
,"Rocklands Caravan Site, Scout Road, Mytholmroyd, Hebden Bridge       HX7 5JR",76468707,,450
,"Black Dyke Farm, Slater Ing Lane, Heptonstall, Hebden Bridge       HX7 7HF",76486700,,640
,"Castle Hall Unit, Springfield Terrace, Cragg Vale, Hebden Bridge        HX7 5SS",76496700,,3600
Woodhead Butchers Ltd,"12 St Georges Square, Hebden Bridge, HX7 8ET",76508012,"12 St Georges Square, Hebden Bridge, HX7 8ET",5900
,"Unit 2, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",76508700,,870
,"Unit 7, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",76508712,,2250
,"Units 1 & 2, Bridge Gate Shopping Centre, 46 Bridge Gate, Hebden Bridge        HX7 7ET",76508719,,7900
,"Mayroyd Barn, Mayroyd Lane, Hebden Bridge, HX7 8NS",76512701,,4200
Matthew Sheard And Sons Ltd,"Station Yard, Hebden Bridge, HX7 6JE",76512704,"Station Road, Hebden Bridge, HX7 6JE",6200
,"Vale Mill, Cragg Vale, Hebden Bridge, HX7 5TD",76548701,,3250
,"Vale Mill, Cragg Vale, Hebden Bridge, HX7 5TD",76548702,,1900
,"Baker Street Works, Valley Road, Hebden Bridge, HX7 7BZ",76552702,,3850
,"Unit 7, Pennine Industrial Park, Valley Road, Hebden Bridge        HX7 7BZ",76552721,,8100
,"Windsor Garage, Victoria Road, Hebden Bridge, HX7 8JX",76560707,,4000
,"37 West End, Hebden Bridge, HX7 8UQ",76576037,,5100
,"79 Albert Road, Sowerby Bridge, HX6 2NR",77004079,,6500
,"Pt Unit 15, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024712,,3450
,"Beech Royd, Beech Road, Sowerby Bridge, HX6 2LE",77052701,,7500
M.S.L Woodworking Machinery Ltd,"Unit 3 White Lee, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QL",76088757,,4950
,"Canal Works, Hebble End, Hebden Bridge, HX7 6HJ",76256702,,4300
,"Trades Club, Holme Street, Hebden Bridge, HX7 8EE",76292702,,4200
,"Holme Street, Hebden Bridge, HX7 8EE",76292704,,4600
,"Lee Holme, Lee Mill Lane, Hebden Bridge, HX7 7AE",76328700,,1700
,"Unit 7, Linden Mill, Linden Road, Hebden Bridge       HX7 7AP",76340708,,2850
,"Angeldale, Linden Road, Hebden Bridge, HX7 7DP",76340709,,3800
,"New Bridge, Midgehole Road, Hebden Bridge, HX7 7AL",76368701,,2125
,"Midgley Road, Mytholmroyd, Hebden Bridge, HX7 5LR",76372700,,1650
,"Unit 28, Asquith Bottom Mills, Ridge Street, Sowerby Bridge       HX6 3BS",77024724,,4400
,"Unit 40 Asquith Bottom Works, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 3BT",77024742,,6500
,"Florists, Beech Road, Sowerby Bridge, HX6 2LR",77052703,,2700
,"S.B.I.C. Cricket Club, Blackwall Lane, Sowerby Bridge, HX6 2UB",77068701,,4350
,"7 Bolton Brow, Sowerby Bridge, HX6 2AL",77076007,,5000
,"127 Bolton Brow, Sowerby Bridge, HX6 2BD",77076127,,9100
,"Sowerby Bridge W.M Club, Bolton Brow, Sowerby Bridge, HX6 2AL",77076706,,9500
,"39 Burnley Road, Sowerby Bridge, HX6 2TL",77108039,,4900
,"Friendly Works, Burnley Road, Sowerby Bridge, HX6 2TL",77108703,,6900
,"Unit 4 Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",77108704,,2175
,"Unit 5 R/O Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",77108714,,2125
,"Triangle House, Butterworth Lane, Triangle, Sowerby Bridge       HX6 3NR",77116704,,8100
,"Chapel Lane, Sowerby Bridge, HX6 3LF",77144700,,5600
J & S Taylor Ltd,"Corporation Mill, Corporation Street, Sowerby Bridge, HX6 2QQ",77160720,,1100
W Hinsley Engineers Ltd,"Stanley Works, Croft Street, Sowerby Bridge, HX6 2AJ",77164700,,4000
