Organisation Name,Effective Date,Service,Supplier Name,Paid Date,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,04/04/2016,EARLY HELP AND SCHOOLS,SMARTBOX ASSISTIVE TECHNOLOGY LTD,04/04/2016,2560,EQUIPMENT - GENERAL,V000992868
ROCHDALE BOROUGH COUNCIL,04/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,ASTRA ALARMS SYSTEMS LTD,04/04/2016,7920,MAINTENANCE,V000993309
ROCHDALE BOROUGH COUNCIL,11/04/2016,EARLY HELP AND SCHOOLS,VH PSYCHOLOGY SERVICES,11/04/2016,3200,BASIC SALARIES,V000993310
ROCHDALE BOROUGH COUNCIL,07/04/2016,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,07/04/2016,19894,TEACHERS - BASIC,V000993313
ROCHDALE BOROUGH COUNCIL,07/04/2016,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,07/04/2016,2684,TEACHERS - BASIC,V000993314
ROCHDALE BOROUGH COUNCIL,14/04/2016,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,14/04/2016,4021,CONSULTANT FEES,V000993315
ROCHDALE BOROUGH COUNCIL,01/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,01/04/2016,3200,CONSULTANT FEES,V000993316
ROCHDALE BOROUGH COUNCIL,22/04/2016,FINANCE SERVICES,BARNSLEY METROPOLITAN BOROUGH COUNCIL,22/04/2016,3000,SUBSCRIPTIONS,V000993334
ROCHDALE BOROUGH COUNCIL,01/04/2016,EARLY HELP AND SCHOOLS,PJS MUSIC SERVICES,01/04/2016,2379,EQUIPMENT - GENERAL,V000993336
ROCHDALE BOROUGH COUNCIL,01/04/2016,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,01/04/2016,1539,FOSTER PARENTS BASIC ALLOWANCE,V000993342
ROCHDALE BOROUGH COUNCIL,01/04/2016,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,01/04/2016,3020,FOSTER PARENTS BASIC ALLOWANCE,V000993346
ROCHDALE BOROUGH COUNCIL,14/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,14/04/2016,916.86,GAS,V000993382
ROCHDALE BOROUGH COUNCIL,01/04/2016,PROPERTY AND HIGHWAYS,WILDE CONSULTING ENGINEERS,01/04/2016,4022,ROADWORKS,V000993406
ROCHDALE BOROUGH COUNCIL,14/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,14/04/2016,622.67,GAS,V000993419
ROCHDALE BOROUGH COUNCIL,01/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,PROFILE SECURITY SERVICES LIMITED,01/04/2016,-3687.4,TRAINING,V000993423
ROCHDALE BOROUGH COUNCIL,14/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,14/04/2016,1425.24,GAS,V000993428
ROCHDALE BOROUGH COUNCIL,01/04/2016,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,01/04/2016,528,HOME CARE - CHILDRENS SERVICES,V000993438
ROCHDALE BOROUGH COUNCIL,14/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,14/04/2016,605.89,GAS,V000993441
ROCHDALE BOROUGH COUNCIL,04/04/2016,PUBLIC HEALTH,WM MORRISON SUPERMARKETS PLC,04/04/2016,938.11,PH LCS PAYMENTS,V000993443
ROCHDALE BOROUGH COUNCIL,14/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,14/04/2016,739.08,GAS,V000993462
ROCHDALE BOROUGH COUNCIL,01/04/2016,PROPERTY AND HIGHWAYS,J C MILLS & SON LIMITED,01/04/2016,10999,IMPROVEMENTS-MODERNISATION,V000993592
ROCHDALE BOROUGH COUNCIL,04/04/2016,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,04/04/2016,9630.14,IMPROVEMENTS-MODERNISATION,V000993613
ROCHDALE BOROUGH COUNCIL,14/04/2016,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,14/04/2016,970.21,GAS,V000993616
ROCHDALE BOROUGH COUNCIL,01/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,01/04/2016,510,IMPROVEMENTS-MODERNISATION,V000993724
ROCHDALE BOROUGH COUNCIL,01/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,01/04/2016,1697.9,IMPROVEMENTS-MODERNISATION,V000993725
ROCHDALE BOROUGH COUNCIL,04/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,04/04/2016,2143.5,IMPROVEMENTS-MODERNISATION,V000993728
ROCHDALE BOROUGH COUNCIL,01/04/2016,LEARNING DIS & MENTAL HEALTH,CORONA ENERGY RETAIL 4 LIMITED,01/04/2016,1223.51,GAS,V000993765
ROCHDALE BOROUGH COUNCIL,01/04/2016,CHILDREN’S SOCIAL CARE,CORONA ENERGY RETAIL 4 LIMITED,01/04/2016,-749.89,GAS,V000993777
ROCHDALE BOROUGH COUNCIL,01/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,01/04/2016,-2235.26,GAS,V000993778
ROCHDALE BOROUGH COUNCIL,01/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,01/04/2016,-1696.2,GAS,V000993779
ROCHDALE BOROUGH COUNCIL,14/04/2016,PHYSICAL DIS & OLDER PEOPLE,CORONA ENERGY RETAIL 4 LIMITED,14/04/2016,587.97,GAS,V000993783
ROCHDALE BOROUGH COUNCIL,25/04/2016,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,25/04/2016,2090,HEALTH AUTH - SERVICE LEVEL AGREEMENT,V000993800
ROCHDALE BOROUGH COUNCIL,01/04/2016,PUBLIC HEALTH,BRUEL & KJAER LIMITED,01/04/2016,753.8,EQUIPMENT - GENERAL,V000993804
ROCHDALE BOROUGH COUNCIL,06/04/2016,ECONOMY DIRECTORATE,ROBERT HOWARD LTD,06/04/2016,2000,OTHER SURVEYS,V000993808
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,HEALTHWATCH ROCHDALE,01/04/2016,39016.89,SERVICE LEVEL AGREEMENTS,V000993814
ROCHDALE BOROUGH COUNCIL,04/04/2016,EARLY HELP AND SCHOOLS,LONSDALE EDUCATIONAL CONSULTING LTD,04/04/2016,1975,CURRICULUM DEVELOPMENT,V000993819
ROCHDALE BOROUGH COUNCIL,14/04/2016,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,14/04/2016,4150.83,HEALTH AUTH - SERVICE LEVEL AGREEMENT,V000993822
ROCHDALE BOROUGH COUNCIL,06/04/2016,PUBLIC HEALTH,PURPLE TREE,06/04/2016,540,TRAINING,V000993823
ROCHDALE BOROUGH COUNCIL,01/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE MEMORIAL SERVICE,01/04/2016,5840,FIXTURES & FITTINGS,V000993824
ROCHDALE BOROUGH COUNCIL,04/04/2016,PROPERTY AND HIGHWAYS,KABERRY CONSTRUCTION LIMITED,04/04/2016,21381.86,MAINTENANCE,V000993838
ROCHDALE BOROUGH COUNCIL,04/04/2016,PROPERTY AND HIGHWAYS,PARKWOOD LEISURE,04/04/2016,4740.87,MISC CHARGES,V000993843
ROCHDALE BOROUGH COUNCIL,07/04/2016,PROPERTY AND HIGHWAYS,GROUNDWORK LANDSCAPES LIMITED,07/04/2016,2151.75,IMPROVEMENTS-MODERNISATION,V000993846
ROCHDALE BOROUGH COUNCIL,08/04/2016,ECONOMY DIRECTORATE,TALKTALK BUSINESS,08/04/2016,552,SUPPLIES AND SERVICES PROVISION,V000993853
ROCHDALE BOROUGH COUNCIL,06/04/2016,PROPERTY AND HIGHWAYS,MARCHBRIDGE BUILDERS LIMITED,06/04/2016,3135,IMPROVEMENTS-MODERNISATION,V000993884
ROCHDALE BOROUGH COUNCIL,06/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,MARCHBRIDGE BUILDERS LIMITED,06/04/2016,5150,ENVIRONMENTAL WORKS LANDSCAPE,V000993884
ROCHDALE BOROUGH COUNCIL,06/04/2016,PROPERTY AND HIGHWAYS,MARCHBRIDGE BUILDERS LIMITED,06/04/2016,14850,IMPROVEMENTS-MODERNISATION,V000993886
ROCHDALE BOROUGH COUNCIL,06/04/2016,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,06/04/2016,8500,MAINTENANCE,V000993892
ROCHDALE BOROUGH COUNCIL,06/04/2016,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,06/04/2016,1225,MAINTENANCE,V000993893
ROCHDALE BOROUGH COUNCIL,06/04/2016,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,06/04/2016,5668.5,MAINTENANCE,V000993894
ROCHDALE BOROUGH COUNCIL,01/04/2016,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,01/04/2016,2835,MAINTENANCE,V000993895
ROCHDALE BOROUGH COUNCIL,06/04/2016,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,06/04/2016,3609.29,MAINTENANCE,V000993896
ROCHDALE BOROUGH COUNCIL,01/04/2016,EARLY HELP AND SCHOOLS,I BRANDED LTD,01/04/2016,1114.1,PRINTING & STATIONERY,V000993898
ROCHDALE BOROUGH COUNCIL,07/04/2016,PROPERTY AND HIGHWAYS,J GREENWOOD (BUILDERS) LIMITED,07/04/2016,6607.44,TRANSACTIONS-EXPENDITURE,V000993901
ROCHDALE BOROUGH COUNCIL,07/04/2016,PROPERTY AND HIGHWAYS,J GREENWOOD (BUILDERS) LIMITED,07/04/2016,33037.2,IMPROVEMENTS-MODERNISATION,V000993901
ROCHDALE BOROUGH COUNCIL,07/04/2016,PROPERTY AND HIGHWAYS,GROUNDWORK LANDSCAPES LIMITED,07/04/2016,4857.71,TRANSACTIONS-EXPENDITURE,V000993902
ROCHDALE BOROUGH COUNCIL,07/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,GROUNDWORK LANDSCAPES LIMITED,07/04/2016,24288.55,IMPROVEMENTS-MODERNISATION,V000993902
ROCHDALE BOROUGH COUNCIL,21/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CAPITA BUSINESS SERVICES LIMITED,21/04/2016,56882,SOFTWARE,V000993910
ROCHDALE BOROUGH COUNCIL,06/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,GROUNDWORK LANDSCAPES LIMITED,06/04/2016,1950,FENCING,V000993911
ROCHDALE BOROUGH COUNCIL,04/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,04/04/2016,2960,EQUIPMENT - GENERAL,V000993914
ROCHDALE BOROUGH COUNCIL,04/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,04/04/2016,2850,EQUIPMENT - GENERAL,V000993915
ROCHDALE BOROUGH COUNCIL,04/04/2016,PHYSICAL DIS & OLDER PEOPLE,ROSS CARE,04/04/2016,22158.48,SERVICE LEVEL AGREEMENTS,V000993916
ROCHDALE BOROUGH COUNCIL,04/04/2016,PHYSICAL DIS & OLDER PEOPLE,ROSS CARE,04/04/2016,545.4,SERVICE LEVEL AGREEMENTS,V000993917
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,AUTUMN UK LIMITED,01/04/2016,3360,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000993934
ROCHDALE BOROUGH COUNCIL,06/04/2016,PHYSICAL DIS & OLDER PEOPLE,AUTUMN UK LIMITED,06/04/2016,3221.66,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000993935
ROCHDALE BOROUGH COUNCIL,19/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,19/04/2016,500,OTHER MEDICAL EXPENSES,V000993936
ROCHDALE BOROUGH COUNCIL,19/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,19/04/2016,500,OTHER MEDICAL EXPENSES,V000993937
ROCHDALE BOROUGH COUNCIL,19/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,19/04/2016,500,OTHER MEDICAL EXPENSES,V000993938
ROCHDALE BOROUGH COUNCIL,19/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,19/04/2016,500,OTHER MEDICAL EXPENSES,V000993939
ROCHDALE BOROUGH COUNCIL,19/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,19/04/2016,500,OTHER MEDICAL EXPENSES,V000993940
ROCHDALE BOROUGH COUNCIL,19/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,19/04/2016,500,OTHER MEDICAL EXPENSES,V000993941
ROCHDALE BOROUGH COUNCIL,19/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,19/04/2016,500,OTHER MEDICAL EXPENSES,V000993942
ROCHDALE BOROUGH COUNCIL,07/04/2016,EARLY HELP AND SCHOOLS,CATHERINE HOW SCHOOL EFFECTIVENESS PARTNER SERVICE,07/04/2016,3600,CURRICULUM DEVELOPMENT,V000993944
ROCHDALE BOROUGH COUNCIL,14/04/2016,FINANCE SERVICES,CHESHIRE & WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,14/04/2016,510,TRAINING,V000993945
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,HIGH BARN CONSTRUCTION LIMITED,01/04/2016,10400,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000993962
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,HIGH BARN CONSTRUCTION LIMITED,01/04/2016,14471.73,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000993962
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,JPK PLUMBING & HEATING LTD,01/04/2016,822,TRANSACTIONS-EXPENDITURE,V000993966
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,JPK PLUMBING & HEATING LTD,01/04/2016,1098,TRANSACTIONS-EXPENDITURE,V000993966
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,BROADWAY BUILDING CONTRACTORS OLDHAM LTD,01/04/2016,1915,TRANSACTIONS-EXPENDITURE,V000993967
ROCHDALE BOROUGH COUNCIL,01/04/2016,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,01/04/2016,53867.46,NEW CONSTRUCTION,V000993971
ROCHDALE BOROUGH COUNCIL,07/04/2016,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,07/04/2016,11538.32,TRANSACTIONS-EXPENDITURE,V000993974
ROCHDALE BOROUGH COUNCIL,07/04/2016,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,07/04/2016,57691.6,ROADWORKS,V000993974
ROCHDALE BOROUGH COUNCIL,06/04/2016,PHYSICAL DIS & OLDER PEOPLE,K P DODD CONSTRUCTION LIMITED,06/04/2016,4500,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000993977
ROCHDALE BOROUGH COUNCIL,06/04/2016,PHYSICAL DIS & OLDER PEOPLE,K P DODD CONSTRUCTION LIMITED,06/04/2016,5000,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000993979
ROCHDALE BOROUGH COUNCIL,06/04/2016,ECONOMY DIRECTORATE,J C MILLS & SON LIMITED,06/04/2016,580.8,REPAIRS & ALTS OF BUILDINGS,V000993989
ROCHDALE BOROUGH COUNCIL,04/04/2016,PHYSICAL DIS & OLDER PEOPLE,BROADWAY BUILDING CONTRACTORS OLDHAM LTD,04/04/2016,1500,TRANSACTIONS-EXPENDITURE,V000993995
ROCHDALE BOROUGH COUNCIL,19/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,GTR MANCH WEST MENTAL HEALTH NHS FOUNDATION TRUST,19/04/2016,2208,CONTRACTED SERVICES,V000994025
ROCHDALE BOROUGH COUNCIL,19/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,GTR MANCH WEST MENTAL HEALTH NHS FOUNDATION TRUST,19/04/2016,2484,CONTRACTED SERVICES,V000994026
ROCHDALE BOROUGH COUNCIL,19/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,GTR MANCH WEST MENTAL HEALTH NHS FOUNDATION TRUST,19/04/2016,3036,CONTRACTED SERVICES,V000994027
ROCHDALE BOROUGH COUNCIL,18/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,GTR MANCH WEST MENTAL HEALTH NHS FOUNDATION TRUST,18/04/2016,1932,CONTRACTED SERVICES,V000994028
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,DR G A GADEKAR,01/04/2016,542.61,EXPENSES - GENERAL,V000994031
ROCHDALE BOROUGH COUNCIL,07/04/2016,PUBLIC HEALTH,OSBORNE RICHARDSON,07/04/2016,555.5,ACTIVITIES,V000994036
ROCHDALE BOROUGH COUNCIL,07/04/2016,PUBLIC HEALTH,OSBORNE RICHARDSON,07/04/2016,589.5,ACTIVITIES,V000994037
ROCHDALE BOROUGH COUNCIL,07/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CHAINSAW SCULPTURE LTD.,07/04/2016,2600,EQUIPMENT - GENERAL,V000994040
ROCHDALE BOROUGH COUNCIL,06/04/2016,EARLY HELP AND SCHOOLS,PJS MUSIC SERVICES,06/04/2016,612,EQUIPMENT - GENERAL,V000994053
ROCHDALE BOROUGH COUNCIL,06/04/2016,EARLY HELP AND SCHOOLS,PJS MUSIC SERVICES,06/04/2016,849,EQUIPMENT - GENERAL,V000994053
ROCHDALE BOROUGH COUNCIL,06/04/2016,EARLY HELP AND SCHOOLS,PJS MUSIC SERVICES,06/04/2016,539.73,EQUIPMENT - GENERAL,V000994054
ROCHDALE BOROUGH COUNCIL,06/04/2016,EARLY HELP AND SCHOOLS,PJS MUSIC SERVICES,06/04/2016,568.5,EQUIPMENT - GENERAL,V000994054
ROCHDALE BOROUGH COUNCIL,06/04/2016,EARLY HELP AND SCHOOLS,PJS MUSIC SERVICES,06/04/2016,675,EQUIPMENT - GENERAL,V000994054
ROCHDALE BOROUGH COUNCIL,06/04/2016,EARLY HELP AND SCHOOLS,PJS MUSIC SERVICES,06/04/2016,1070,EQUIPMENT - GENERAL,V000994054
ROCHDALE BOROUGH COUNCIL,07/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,ISAAC BUTTERWORTH (IRONFOUNDERS) LIMITED,07/04/2016,9950,EQUIPMENT - GENERAL,V000994058
ROCHDALE BOROUGH COUNCIL,26/04/2016,FINANCE SERVICES,TRAFFORD MBC,26/04/2016,4164.89,ADVERTISING -STAFF,V000994060
ROCHDALE BOROUGH COUNCIL,26/04/2016,FINANCE SERVICES,TRAFFORD MBC,26/04/2016,7162.4,ADVERTISING -STAFF,V000994061
ROCHDALE BOROUGH COUNCIL,06/04/2016,FINANCE SERVICES,VENN GROUP LIMITED,06/04/2016,1767.12,AGENCY STAFF,V000994063
ROCHDALE BOROUGH COUNCIL,06/04/2016,FINANCE SERVICES,VENN GROUP LIMITED,06/04/2016,1620.43,AGENCY STAFF,V000994064
ROCHDALE BOROUGH COUNCIL,06/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,TONROSE LTD,06/04/2016,523.9,EQUIPMENT - GENERAL,V000994149
ROCHDALE BOROUGH COUNCIL,06/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,06/04/2016,1140,CAPITAL SALARIES,V000994150
ROCHDALE BOROUGH COUNCIL,04/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,OPEN OBJECTS SOFTWARE LTD,04/04/2016,15750,SOFTWARE,V000994152
ROCHDALE BOROUGH COUNCIL,04/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,SOFTCAT LTD,04/04/2016,753.19,CONSULTANT FEES,V000994160
ROCHDALE BOROUGH COUNCIL,20/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,MANCHESTER METROPOLITAN UNIVERSITY,20/04/2016,25000,ACTIVITIES,V000994170
ROCHDALE BOROUGH COUNCIL,06/04/2016,EARLY HELP AND SCHOOLS,YVONNE LUCKIN LTD,06/04/2016,2551,BASIC SALARIES,V000994182
ROCHDALE BOROUGH COUNCIL,07/04/2016,EARLY HELP AND SCHOOLS,ROSS CARE,07/04/2016,18314.2,EQUIPMENT - GENERAL,V000994195
ROCHDALE BOROUGH COUNCIL,01/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,01/04/2016,633.6,AGENCY STAFF,V000994203
ROCHDALE BOROUGH COUNCIL,06/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,06/04/2016,2000,CAPITAL SALARIES,V000994206
ROCHDALE BOROUGH COUNCIL,01/04/2016,EARLY HELP AND SCHOOLS,HEALTH & SAFETY SOLUTIONS (NW) LTD,01/04/2016,800,TRAINING-QUALIFICATION,V000994218
ROCHDALE BOROUGH COUNCIL,14/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CAPITA BUSINESS SERVICES LIMITED,14/04/2016,35998.93,SOFTWARE,V000994225
ROCHDALE BOROUGH COUNCIL,14/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CAPITA BUSINESS SERVICES LIMITED,14/04/2016,65811.75,SOFTWARE,V000994225
ROCHDALE BOROUGH COUNCIL,25/04/2016,EARLY HELP AND SCHOOLS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,25/04/2016,2135,OTHER EST - SEN PROVISION,V000994226
ROCHDALE BOROUGH COUNCIL,01/04/2016,FINANCE SERVICES,FORBES SOLICITORS,01/04/2016,3052.2,INPUT VAT -  ADJUSTMENTS,V000994227
ROCHDALE BOROUGH COUNCIL,04/04/2016,FINANCE SERVICES,FORBES SOLICITORS,04/04/2016,651.7,INPUT VAT -  ADJUSTMENTS,V000994228
ROCHDALE BOROUGH COUNCIL,15/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,XN LEISURE SYSTEMS LTD,15/04/2016,8233,SOFTWARE,V000994229
ROCHDALE BOROUGH COUNCIL,15/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,XN LEISURE SYSTEMS LTD,15/04/2016,13980.32,SOFTWARE,V000994229
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,01/04/2016,518.02,RESIDENTIAL LONG TERM,V000994365
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,01/04/2016,632.1,RESIDENTIAL LONG TERM,V000994366
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,01/04/2016,549.88,RESIDENTIAL LONG TERM,V000994367
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,01/04/2016,802.48,NURSING LONG TERM,V000994368
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,01/04/2016,609.26,RESIDENTIAL LONG TERM,V000994369
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,01/04/2016,549.88,RESIDENTIAL LONG TERM,V000994370
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,01/04/2016,542.2,RESIDENTIAL LONG TERM,V000994371
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,01/04/2016,549.88,RESIDENTIAL LONG TERM,V000994373
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,01/04/2016,549.88,RESIDENTIAL LONG TERM,V000994374
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,01/04/2016,531.76,RESIDENTIAL LONG TERM,V000994376
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,01/04/2016,549.88,RESIDENTIAL LONG TERM,V000994377
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,01/04/2016,549.88,RESIDENTIAL LONG TERM,V000994378
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,01/04/2016,620.3,RESIDENTIAL LONG TERM,V000994379
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,01/04/2016,549.88,RESIDENTIAL LONG TERM,V000994380
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,01/04/2016,549.88,RESIDENTIAL LONG TERM,V000994383
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,01/04/2016,543.94,RESIDENTIAL LONG TERM,V000994385
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,01/04/2016,549.88,RESIDENTIAL LONG TERM,V000994386
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,01/04/2016,612.26,RESIDENTIAL LONG TERM,V000994387
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,01/04/2016,549.88,RESIDENTIAL LONG TERM,V000994388
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,01/04/2016,549.88,RESIDENTIAL LONG TERM,V000994389
ROCHDALE BOROUGH COUNCIL,01/04/2016,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS HEALTHCARE,01/04/2016,802.48,RESIDENTIAL LONG TERM,V000994391
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,01/04/2016,513.7,RESIDENTIAL LONG TERM,V000994392
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,01/04/2016,549.88,RESIDENTIAL LONG TERM,V000994393
ROCHDALE BOROUGH COUNCIL,01/04/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,01/04/2016,529.8,RESIDENTIAL LONG TERM,V000994394
