Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
Craggs Country Business Park Llp,"Suite 6 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400721,"H/O Craggs Country B Park, New Road, Cragg Vale, Hebden Bridge, HX7 5TT",1950,Offices And Premises,Rateable Value below threshold
,"Office 2, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",77196726,,1975,Offices And Premises,Rateable Value below threshold
Bizspace Ltd,"Unit 16C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628836,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",1525,Office,Rateable Value below threshold
Adhan Property Consultants Ltd,"Unit 2, Salford Industrial Estate, Salford, Todmorden           OL14 7LF",78408703,"Adhan House, 1st Floor, 52a Preston New Road, Blackburn, BB2 6AH",2950,Workshop And Premises,Empty Relief - Post 01/04/2008
Cramp & Harding Ltd,"79 Mill Lane, Brighouse, HD6 1PN",29420744,,3350,Offices And Premises,Flood Relief Application 2015/16
Panan Thai Restaurant Ltd,"16 Town Hall Street, Sowerby Bridge, HX6 2EA",77600737,"F.A.O. Ian M Pollard, Aldwyn, Halifax Road, Triangle, Sowerby Bridge, HX6 3HW",4900,Restaurant and Premises,Flood Relief Application 2015/16
Warmco Space Heating Ltd,"Unit 5 Kirklees Steelworks, Grove Street, Brighouse, HD6 1PL",29284735,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2400,Store And Premises,Empty Property - RV < 15000
Binns & Sons (Greetland) Ltd,"Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8NF",68444734,"Brian Royd Mills, Saddleworth Road, Greetland, Halifax, HX4 8NF",4300,Workshop And Premises,Empty Relief - Post 01/04/2008
Mytholmroyd Optical Ltd,"1 Bridge Gate, Hebden Bridge, HX7 8EX",76060001,"1 Bridge Gate, Hebden Bridge, HX7 8AH",32000,Shop and Premises,Flood Relief Application 2015/16
Shaw Lodge Mills Ltd,"LEVEL-1 The 1830 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526705,"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",4850,Warehouse And Premises,Listed Building
Shaw Lodge Mills Ltd,"Level 3 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526710,"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",5300,Warehouse And Premises,Listed Building
Machine Tool Technology Group Ltd,"Quarry House, Burnley Road, Sowerby Bridge, HX6 2TF",77108729,,7400,Offices and Premises,Empty Relief - Post 01/04/2008
Tayfield Investments Ltd,"Stores Adj, Sandholme Mills, Commercial Street, Todmorden           OL14 5RG",78100704,"Barclays Bank Chambers, 12 Market Street, Hebden Bridge, HX7 8AD",6400,Store And Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 309 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212749,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",600,Store And Premises,Listed Building
,"The Nook, West Street, Sowerby Bridge, HX6 3AJ",77584701,,9600,Store & Premises,Flood Relief Application 2015/16
,"Office 4, 159 King Cross Road, Halifax, HX1 3LN",65516708,,750,Offices and Premises,Empty Property - RV < 15000
,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF",65276709,,4550,Lecture Hall,Listed Building
Finn Gledhill & Co,"2 Harrison Road, Halifax, HX1 2AG",65276724,"1/3 Harrison Road, Halifax, HX1 2AG",23500,Offices And Premises,Listed Building
,"4 Huddersfield Road, Brighouse, HD6 1JZ",29344004,,10500,Shop and Premises,Empty Relief - Post 01/04/2008
,"6 Martin House, Martin Street, Brighouse, HD6 1DA",29408704,,2075,Offices and Premises,Empty Property - RV < 15000
,"Unit 5, Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",77340716,,1850,Garage And Premises,Flood Relief Application 2015/16
Units To Let [Northern] Ltd,"Unit 5 First Floor, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340742,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",950,Store And Premises,Empty Property - RV < 15000
Blackshaw Holdings Ltd,"Unit 20 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",29056754,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1600,Offices And Premises,Rateable Value below threshold
Warmco Space Heating Ltd,"Unit 302 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212764,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",260,Store And Premises,Rateable Value below threshold
Woodfield Enterprises Ltd,"Office 2, Part 1ST Flr, Town Hall (Rear), 16 Market Street, Brighouse            HD6 1AP",29404709,"Woodfield House, Halifax Road, Hipperholme, Halifax, HX3 8HD",2250,Offices And Premises,Listed Building
Radiator Renovator Ltd,"Unit W3, Tenterfield Business Pk, Burnley Road, Luddendenfoot        HX2 6EQ",64448811,,3500,Workshop And Premises,Flood Relief Application 2015/16
Kino & Co,"Unit 1.02/1.03, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344982,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1600,Warehouse And Premises,Empty Property - RV < 15000
Equestrian Clearance Warehouse Ltd,"Unit 40 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AU",64344707,"Riverside Office, Bowers Mill, Branch Road, Barkisland, HX4 0AD",34750,Workshop And Premises,Flood Relief Application 2015/16
Setbray Properties Ltd,"Suite 4 2ND Flr Unauth Add, Unit 8 Pennine Ind Park, Valley Road, Hebden Bridge        HX7 7BZ",76552757,"Suite 1 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",5800,Offices And Premises,Empty Relief - Post 01/04/2008
El Greco Of Yorkshire Ltd,"91 Northgate, Halifax, HX1 1XF",68096091,"Registered Office, 171 Ballard Lane, London, N3 1LP",12000,Restaurant and Premises,Awaiting occupation
Sharlketh Ltd,"Unit 8 Bridge Mill, St Georges Square, Hebden Bridge, HX7 8ET",76508723,"Bridge Mill, St Georges Square, Hebden Bridge, HX7 8ET",530,Workshop And Premises,Rateable Value below threshold
Warmco Space Heating Ltd,"Unit 3B Wilkin Royd Mills, Mill Lane, Brighouse, HD6 1PN",29420745,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2500,Warehouse And Premises,Rateable Value below threshold
,"Unit 3, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",76508707,,860,Workshop And Premises,Listed Building
Ppc Uk Ltd (In Administration),"Basement, 1B Dunkirk Mills, Dunkirk Lane, Halifax              HX1 3TA",64852703,"Leonard Curtis, Business Rescue & Recovery, 5 Albion Court, Leeds, LS1 6JL",2075,Warehouse And Premises,Rateable Value below threshold
Williams Inc Ltd,"Room 1, 3 Park Street, Sowerby Bridge, HX6 2BF",77697702,"C/O Mr G Williams, 24 Carlton Grove, Elland, HX5 9PR",1250,Offices And Premises,Rateable Value below threshold
Bizspace Ltd,"Unit 18B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628860,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",1975,Offices And Premises,Rateable Value below threshold
,"45 Crown Street, Halifax, HX1 1JB",64756045,,6000,Restaurant And Premises,Listed Building
Birds Royd Property Co Ltd,"Office 4 First Floor, Princess Works, Birds Royd Lane, Brighouse            HD6 1LH",29052735,"C/O R A S Sports, Princess Works, Bird Royd Lane, Brighouse, HD6 1LJ",3000,Offices,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 5A Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212761,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",880,Store And Premises,Listed Building
,"Unit 1, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",78192735,,1800,Workshop And Premises,Flood Relief Application 2015/16
Rosehill Polymers Ltd,"Unit B, Spring Bank Industrial Est., Watson Mill Lane, Sowerby Bridge      HX6 3BW",77644721,"Rose Hill Mills, Beech Road, Sowerby Bridge, HX6 2JT",83500,Factory and Premises,Empty Relief - Post 01/04/2008
Firth Steels Ltd,"River Street, Brighouse, HD6 1NH",29492710,"Unit 2, Calder Bank, River Street, Brighouse, HD6 1LJ",9800,Land Used For Storage and Premises,Empty Relief - Post 01/04/2008
,"Unit 1E, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ",76256780,,1700,Warehouse And Premises,Flood Relief Application 2015/16
Kino & Co,"Suite H M 2.17, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN",65344958,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",780,Office,Empty Property - RV < 15000
Mark Routledge Electrical Services Ltd,"Cross Keys Inn, 649 Rochdale Road, Todmorden, OL14 6SX",78400753,,6600,Public House and Premises,Empty Relief - Post 01/04/2008
Industrial Supplies Todmorden Ltd,"St Aidans Arts, Bacup Road, Todmorden, OL14 7PJ",78024757,"Part 1st Floor, St Aidans Works, Bacup Road, Todmorden, OL14 7PJ",3350,Workshop And Premises,Empty Relief - Post 01/04/2008
Hebden Bridge Community Association,"Unit 33 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500753,"Hebden Bridge Town Hall, St George's Street, Hebden Bridge, HX7 7BY",1925,Offices And Premises,Empty Property - RV < 15000
,"224 Queens Road, Halifax, HX1 4NE",68308224,,3800,Shop and Premises,Empty Relief - Post 01/04/2008
,"Glen Cottage, Woodbine Terrace, Todmorden, OL14 8NL",78532700,,2950,Club and Premises,Empty Relief - Post 01/04/2008
Dean Clough Ltd,"Unit BMG/W1, Dean Clough Mills, Halifax, HX3 5AX",64885720,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",10250,Restaurant And Premises,Listed Building
,"Woodpecker Inn, 224 Rochdale Road, Todmorden, OL14 7NU",78400750,,2950,Public House and Premises,Flood Relief Application 2015/16
Dean Clough Ltd,"Unit 1 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",64296738,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",13500,Retail Area & Premises,Listed Building
Kino & Co,"Unit 9 White Rose Mill, Holdsworth Road, Halifax, HX3 6SN",65344766,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",2500,Store And Premises,Rateable Value below threshold
,"Ground & First Floors, 51 Crown Street, Halifax, HX1 1JB",64756736,,5100,Shop and Premises,Listed Building
Cb Stone Sales Ltd,"Former Coal Drops, Station Road, Sowerby Bridge, HX6 3AB",77552707,"5 Luty Cottages, Ploughcroft Lane, Halifax, HX3 6US",6200,Land Used For Storage and Premises,Flood Relief Application 2015/16
,"The Maltings, Halifax Road, Elland, HX5 0SH",56116725,,52000,Showroom And Premises,Empty Relief - Post 01/04/2008
Ace Pans Ltd,"Unit 10, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT",65600709,,13000,Warehouse And Premises,Flood Relief Application 2015/16
Whiteley's Of Halifax Ltd,"Unit 52 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",64344714,"F.A.O. Mr Robin Whiteley, 5/6 Bank End, Upper Greetland, Halifax, HX4 8PR",4550,Warehouse And Premises,Flood Relief Application 2015/16
Fisher & Haynes Ltd,"Unit 3-5, Lower Brearley Mill, Luddendenfoot, Halifax             HX2 6HU",64356708,"Units 3-4, Brearley Trading Estate, Brearley Lane, Luddendenfoot, HX2 6HU",4600,Warehouse And Premises,Flood Relief Application 2015/16
Johnson Cleaners Uk Ltd,"13 Commercial Street, Brighouse, HD6 1AF",29196013,"C/O Bellrock F M Ltd, Enterprise House, Sunningdale Road, Leicester, LE3 1UR",15250,Shop and Premises,Empty Relief - Post 01/04/2008
,"The Wharf, Gas Works Lane, Elland, HX5 9HH",56104703,,4450,Workshop And Premises,Flood Relief Application 2015/16
,"Old Rishworthians Rufc, Copley Lane, Halifax, HX3 0UG",64680701,,8200,Sports Ground And Premises,Flood Relief Application 2015/16
,"Telecommunications Mast, Site Ref  WYK0172, Denholmegate Road, Hipperholme",69240713,,5300,Communication Station and Premises,Unoccupied Land
Deanhurst Garages Ltd,"St Giles Road, Lightcliffe, Halifax, HX3 8BG",68720700,"Fao Mr D Garside, St Giles Road, Lightcliffe, Halifax, HX3 8BG",13500,Garage And Premises,Empty Relief - Post 01/04/2008
Bead & Shotblasting Ltd,"Units 2 & 16, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT",65600701,,12500,Workshop And Premises,Flood Relief Application 2015/16
North Dean Automotive Ltd,"North Dean Garage, Stainland Road, Greetland, Halifax             HX4 8LS",68772712,,10750,Vehicle Repair Workshop And Premises,Flood Relief Application 2015/16
,"Unit 19, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352711,,4000,Workshop And Premises,Flood Relief Application 2015/16
,"Old Cawsey, Sowerby Bridge, HX6 2AJ",77404701,,4600,Workshop And Premises,Empty Relief - Post 01/04/2008
,"Walsden Cricket/Bowling Club, Rochdale Road, Todmorden, OL14 7SX",78400735,,10250,Sports Ground And Premises,Flood Relief Application 2015/16
,"Units 1 & 2, Bridge Gate Shopping Centre, 46 Bridge Gate, Hebden Bridge        HX7 7ET",76508719,,7900,Shop and Premises,Flood Relief Application 2015/16
,"Walker Lane, Sowerby Bridge, HX6 2AR",77632703,,4200,Workshop And Premises,Flood Relief Application 2015/16
,"Unit 5, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632715,,5400,Workshop And Premises,Flood Relief Application 2015/16
,"11 West End, Hebden Bridge, HX7 8JP",76576011,,3800,Shop and Premises,Flood Relief Application 2015/16
Dean Clough Ltd,"Unit L3, L Block, Dean Clough Office Park, Halifax              HX3 5AX",64784867,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",800,Store,Listed Building
,"Unit 6, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",78076814,,2700,Workshop And Premises,Flood Relief Application 2015/16
,"Unit 1, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",78076737,,8600,Workshop And Premises,Flood Relief Application 2015/16
Bayford & Co Ltd,"1 Hall Street, Brighouse, HD6 1JY",29302701,"Bowcliffe Hall, Bramham, Wetherby, LS23 6LP",12750,Offices and Premises,Listed Building
F & S Tube Manipulation Ltd,"2 Phoenix Court, Wakefield Road, Brighouse, HD6 1PF",29608733,,3900,Workshop And Premises,Flood Relief Application 2015/16
Bamboo (Hb) Ltd,"16a Bridge Gate, Hebden Bridge, HX7 8EX",76060706,"8 Broadfold Hall, Dean House Lane, Luddendenfoot, HX2 6TW",13250,Shop and Premises,Flood Relief Application 2015/16
,"6 Bridge Gate, Hebden Bridge, HX7 8EX",76060006,,14250,Shop and Premises,Flood Relief Application 2015/16
,"2/3/4 Deal Street, Halifax, HX1 1QX",64780700,,34750,Showroom And Premises,Listed Building
,"Unit 4b Mill House Works, Mill House Lane, Triangle, HX6 3LN",77352732,,1225,Workshop And Premises,Flood Relief Application 2015/16
B Ainley Commercials Ltd,"Mearclough Road, Sowerby Bridge, HX6 3LF",77340738,"Unit 1, Mearclough Road, Sowerby Bridge, HX6 3LF",6600,Garage And Premises,Flood Relief Application 2015/16
,"38 Market Street, Hebden Bridge, HX7 6AA",76360038,,3300,Shop and Premises,Flood Relief Application 2015/16
Steel Design Services Ltd,"R/O 7 Ellen Holme, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP",65020709,,4900,Warehouse And Premises,Flood Relief Application 2015/16
Calderdale Mbc Markets Manager,"Balcony Store 3, Borough Market, Halifax, HX1 1DZ",64288776,"19 Albion Street, Halifax, HX1 1DU",167,Store And Premises,Listed Building
Everything Everywhere Ltd,"Telecommunication Mast, Site Ref W Y K 7033, Granny Hall Lane, Brighouse            HD6 2JJ",29276701,"C/O Bilfinger Gva, Po Box 6079, Wolverhampton, WV1 9RA",2800,Communication Station and Premises,Unoccupied Land
Hawkhead Bray & Son Ltd,"Unit 32b, Phoebe Lane Ind Estate, Phoebe Lane, Halifax             HX3 9EX",68248731,"Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",260,Store And Premises,Rateable Value below threshold
Calderdale Mbc Community Services,"23 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252728,"C/O Michael Devereux, Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",2500,Shop and Premises,Listed Building
Halifax Property Services Ltd,"Basement Right Hand, Jubilee Mill, West Parade, Halifax              HX1 2TA",69360723,"Fagley Lane, Eccleshill, Bradford, BD2 3NT",2075,Store And Premises,Empty Property - RV < 15000
Westfield Properties,"Store Ref 1, West Street, Todmorden, OL14 5HY",78520705,"1st Floor Offices, 4 West Street, Todmorden, OL14 5HY",1600,Store And Premises,Rateable Value below threshold
,"Studio Gallery, 40 Halifax Road, Todmorden, OL14 5QG",78192802,,1725,Gallery,Flood Relief Application 2015/16
,"Unit 12 Nanholme Mill, Shaw Wood Road, Todmorden, OL14 6DR",78416708,,3150,Design Studio,Flood Relief Application 2015/16
Calderdale Mbc,"24 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252024,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2550,Shop and Premises,Listed Building
"Armitage, Hewitt & Hellowell","Room 5 1st Floor, 6 Market Street, Halifax, HX1 1RN",65736727,"C/O Bramleys, 16 St George Square, Huddersfield, HD1 1JF",1200,Offices and Premises,Listed Building
Physio & Therapies Ltd,"61 Halifax Road, Todmorden, OL14 5BB",78192799,,7500,Physiotherapists,Flood Relief Application 2015/16
,"Whiteley Arches, Halifax Road, Hebden Bridge, HX7 2NX",76588707,,5200,Workshop And Premises,Flood Relief Application 2015/16
Heathleigh Ltd,"1st Floor Over Unit 1, Woodman Works, South Lane, Elland              HX5 0HQ",56220722,"Unit 2, Woodman Works, South Lane, Elland, HX5 0PA",1300,Workshop And Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Unit 7c, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352723,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",1675,Workshop And Premises,Listed Building
Industrial Supplies Todmorden Ltd,"Part 1ST Floor, St Aidens Works, Bacup Road, Todmorden           OL14 7PJ",78024734,"Part 1st Floor, St Aidans Works, Bacup Road, Todmorden, OL14 7PJ",1725,Store And Premises,Rateable Value below threshold
,"Town Hall Buildings, Elland, HX5 9AJ",56236700,,12750,Gymnasium And Premises,Listed Building
Industrial Supplies Todmorden Ltd,"Part Second Floor, St Aidens Works, Bacup Road, Todmorden           OL14 7PJ",78024738,"Part 1st Floor, St Aidans Works, Bacup Road, Todmorden, OL14 7PJ",400,Store And Premises,Rateable Value below threshold
