Property Reference Number,Full Property Address,Current Rateable Value,Primary Liable party name,Account Start Date,Occupied relief,Empty relief,Empty relief start date,Empty exemption,Exemption start date
0119001000200B,"Hedgehog House,, Michigan Avenue, Salford, M50 2GY",121000,Accraply Europe Limited,26/07/2016,,,,,
535130000515,"Unit B, Northbank Industrial Park, Martens Road, Irlam, M44 5AY",103000,Acdoco Limited,05/07/2013,,,,,
969990030332,"Unit 4, Regent Road Trading Estate, Oldfield Road, Salford, M5 4SX",28500,Ace Decor Ltd,01/08/2002,,,,,
1192700044450,"Unit 44, Willan Industrial Estate, Vere Street, Salford, M50 2GR",8700,Ace Digital Print Ltd,01/10/2013,,,,,
323510061541,"Ace Scaffolding Ltd , Geith Works, Weymouth Road, Eccles, Manchester, M30 8NW",9100,Ace Scaffolding (Mcr) Ltd,01/04/2015,,,,,
323510061542,"Ace Scaffolding Litd, Geith Works, Weymouth Road, Eccles, Manchester, M30 8NW",4750,Ace Scaffolding (Mcr) Ltd,01/04/2015,,,,,
1207390005224,"Suite 5 5th Flr Front Wing , St James House, Pendleton Way, Salford, M6 5JA",3300,Acer Homes Limited,05/09/2016,,,,,
1207390008072,"Car Space 21, St James House, Pendleton Way, Salford, M6 5FW",700,Acer Homes Limited,04/05/2016,,,,,
1192050008166,"Vacant Pt 1st Flr, 8, Exchange Quay, Trafford Road, Salford, M5 3EQ",76000,Ach Group Management Limited,24/06/2016,,,,,
1192050087878,"Unit 1 Gnd Flr, 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",33250,Ach Group Management Limited,05/07/2016,,,,,
969990020025,"Room 2, 2nd Floor New Islington Mill, Regent Trading Estate, Oldfield Road, Salford, M5 4DE",225,Achieve Fitness Ltd,17/04/2001,,,,Empty,01/04/2011
0096999002003A,"Room 3, 2nd Floor Newislington Mill, Regent Trading Estate, Oldfield Road, Salford, M5 4DE",620,Achieve Fitness Ltd,17/04/2001,,,,Empty,01/04/2011
969990020044,"Room 4, 2nd Floor Ew Islington Mill, Regent Trading Estate, Oldfield Road, Salford, M5 4DE",530,Achieve Fitness Ltd,17/04/2001,,,,Empty,01/04/2011
969990020059,"Room 5, 2nd Floor New Isllington Mill, Regent Trading Estate, Oldfield Road, Salford, M5 4DE",550,Achieve Fitness Ltd,17/04/2001,,,,Empty,01/04/2011
969990020097,"Room 9, 2nd Floor New Islington Mill, Regent Trading Estate, Oldfield Road, Salford, M5 4DE",460,Achieve Fitness Ltd,17/04/2001,,,,Empty,01/04/2011
0096999002010A,"Room 10, 2nd Floor New Islington Mill, Regent Trading Estate, Oldfield Road, Salford, M5 4DE",570,Achieve Fitness Ltd,17/04/2001,,,,Empty,01/04/2011
969990020114,"Room 11, 2nd Floor New Islington Mill, Regent Trading Estate, Oldfield Road, Salford, M5 4DE",880,Achieve Fitness Ltd,17/04/2001,,,,Empty,01/04/2011
969990020129,"Room 12, 2nd Floor New Islington Mill, Regent Trading Estate, Oldfield Road, Salford, M5 4DE",2100,Achieve Fitness Ltd,28/09/2006,,,,Empty,01/04/2011
969990020148,"Room 14, 2nd Floor New Islington Mill, Regent Trading Estate, Oldfield Road, Salford, M5 4DE",205,Achieve Fitness Ltd,17/04/2001,,,,,
969990020167,"Room 16, 2nd Floor New Islington Mill, Regent Trading Estate, Oldfield Road, Salford, M5 4DE",325,Achieve Fitness Ltd,17/04/2001,,,,Empty,01/04/2011
969990020212,"Room 6 2nd Flr New Islington Mill, Regent Trading Estate, Oldfield Road, Salford, M5 4DE",830,Achieve Fitness Ltd,01/04/2009,,,,Empty,01/04/2011
969990030008,"Gnd Floor New Islington Mill,, Regent Trading Estate, Off Oldfield Road, Salford, M5 4DE",8200,Achieve Fitness Ltd,01/04/2007,,EPRI,01/04/2011,,
966330017018,"Grd Flr 17/19, Crescent, Salford, M5 4PF",14250,Acomb Trustees Ltd,22/05/2011,,,,Empty,22/05/2011
1858050332131,"Acorn Environmental At , Pilkingtons , Rake Lane , Swinton, M27 8LP",4750,Acorn Environment Services Limited,01/08/2016,Small Business Relief England,,,,
1314110619328,"Unit D3 Weaste Trading Estate , Liverpool Street, Salford, M5 5HD",34000,Acorn Shopfit Limited,13/06/2016,,,,,
2171480016002,"B2 Worsley Point, Fallons Road, Worsley, M28 2NY",18500,Acorn Timber & Joinery Ltd,28/11/2014,,,,,
965670101500,"Car Park, Adj Lowry Hotel, Chapel Wharf, Salford, M3 5LH",154000,Acroy Limited,20/11/2009,,,,,
215510264002,"264, Trafford Road,  Eccles, Manchester, M30 0JJ",0,Acs Thermal Engineers Limited,01/04/1992,,,,,
215510264003,"264, Trafford Road,  Eccles, Manchester, M30 0JJ",9000,Acs Thermal Engineers Limited,01/10/2000,Small Business Relief England,,,,
100130001006,"Car Space 135, Orbit House, Albert Street, Eccles, Manchester, M30 0LJ",450,Action For Blind People,01/04/2012,Mandatory,,,,
100130001007,"Car Spaces 121-122, Orbit House, Albert Street, Eccles, Manchester, M30 0LJ",750,Action For Blind People,01/04/2012,Mandatory,,,,
100130001035,"Car Space 136, Orbit House, Albert Street, Eccles, Manchester, M30 0LJ",375,Action For Blind People,01/04/2012,Mandatory,,,,
100130055601,"Pt 5th Flr Action For Blind, Orbit House, Albert Street, Eccles, Manchester, M30 0LJ",14750,Action For Blind People,02/01/2007,Mandatory,,,,
321110698018,"Adj 698, Liverpool Road, Eccles, Manchester, M30 7LP",19500,Action For Children,01/04/2014,Mandatory,,,,
0131411061967A,"Unit E Weaste Trading Estate, Liverpool Street, Salford, M5 5HD",52500,Action Properties Ltd,09/06/2017,,,,,
2068550004504,"R W Building Services Hnso, Wharton Lane, Worsley, Manchester, M38 9XF",5000,Acumen Seals Limited,01/12/2011,Small Business Relief England,,,,
0096459002013B,"Pt 2nd Floor Robert Lyon & Co, Conavon Court, Backfriars Street, Salford, M3 5BQ",1625,Adam Geoffrey And Co,25/07/2012,,,,Empty,25/07/2012
964590020323,"Pt 2nd Floor Vacant,, Conavon Court, Blackfriars Street, Salford, M3 5BQ",5300,Adam Geoffrey And Co,01/04/2012,,,,Empty,01/04/2012
964590020338,"Pt 2nd Floor Image Assoc Ltd, Conavon Court, Blackfriars Street, Salford, M3 5BQ",5500,Adam Geoffrey And Co,01/04/2012,,,,Empty,01/04/2012
964590012098,"Pt 1st Floor, Anthony Levinson & Partners, Conavon Court, Blackfriars Street, Salford, M3 5BQ",5400,Adam Geoffrey Management Ltd,26/01/2005,,,,Empty,01/04/2011
964590012401,"Part 1st & 2nd Floors, Conavon Court, Blackfriars Street, Salford, M3 5BQ",9500,Adam Geoffrey Management Ltd,22/10/2007,,,,Empty,01/04/2011
964590012952,"Pt 3rd Flr, Conavon Court, Blackfriars Street, Salford, M3 5BQ",4550,Adam Geoffrey Management Ltd,01/06/2009,,,,Empty,01/04/2011
964590013105,"Vacant Pt Gnd Flr, Conavon Court, Blackfriars Street, Salford, M3 5BQ",4900,Adam Geoffrey Management Ltd,01/04/2017,,,,Empty,01/04/2017
964590013118,"Pt Gnd Floor Adult Uk (1),, Conavon Court, Blackfriars Street, Salford, M3 5BQ",2550,Adam Geoffrey Management Ltd,01/04/2017,,,,Empty,01/04/2017
0096459001357A,"Pt 1st Floor, Breast Cancer Relief, Conavon Court, Blackfriars Street, Salford, M3 5BQ",7200,Adam Geoffrey Management Ltd,22/10/2007,,,,Empty,01/04/2011
964590020268,"Pt 2nd Floor Principle Promotions, Conavon Court, Blackfriars Street, Salford, M3 5BQ",3000,Adam Geoffrey Management Ltd,25/09/2009,,,,Empty,01/04/2011
964590020342,"Pt 2nd Floor Vacant, Conavon Court, Backfriars Street, Salford, M3 5BQ",2700,Adam Geoffrey Management Ltd,01/04/2008,,,,Empty,01/04/2011
964590020357,"Pt 2nd Floor Conavon Court, Blackfriars Street, Salford, M3 5BQ",2700,Adam Geoffrey Management Ltd,26/09/2009,,,,Empty,01/04/2011
964590040224,"Part 4th Floor, Conavon Court, Blackfriars Street, Salford, M3 5BQ",9000,Adam Geoffrey Management Ltd,31/01/2009,,,,Empty,01/04/2011
964590113138,"Pt Gnd Floor Adult Uk (2),, Conavon Court, Blackfriars Street, Salford, M3 5BQ",9700,Adam Geoffrey Management Ltd,05/05/2009,,,,Empty,05/05/2009
964590113157,"Pt Gnd Floor Vacant,, Conavon Court, Blackfriars Street, Salford, M3 5BQ",3000,Adam Geoffrey Management Ltd,01/01/2008,,,,Empty,01/04/2011
101690018007,"18, Church Street, Eccles, Manchester, M30 0DF",4600,Adam James Hairdressing Ltd,01/04/2012,Small Business Relief England,,,,
639270002096,"Bank House , Bury Old Road , Salford, M7 4PX",21500,Adam Solicitors Limited,01/11/2012,,,,,
105590191010,"Gnd & Pt 1st Flr , 191, Monton Road, Eccles, Manchester, M30 9PN",9000,Adele Bags Ltd,15/01/2013,Small Business Relief England,,,,
750010001014,"Ground Floor, 320, Great Cheetham Street East, Salford, Manchester, M7 4UJ",15750,Ades Limited,01/03/2017,,,,,
750010001015,"1st Floor, 320, Great Cheetham Street East, Salford, Manchester, M7 4UJ",3900,Ades Limited,01/03/2017,,EPRN,01/03/2017,,
431140001407,"Unit 14, Thames Trading Centre, Woodrow Way, Irlam, Manchester, M44 6BP",6100,Adgespeed Limited,01/03/2012,Small Business Relief England,,,,
974230000711,"Adhesive Coatings Ltd, Casablanca Works, Sherborne Street West, Salford, M3 7LF",41000,Adhesive Coatings Ltd,01/04/1992,,,,,
1190850004644,"Car Spaces 72-79 Furness House, Trafford Road, Furness Quay, Salford, M50 3XA",3600,Adinsight Ltd,01/07/2012,,,,,
1190850004649,"Car Spaces 90-92 Furness House, Trafford Road, Furness Quay, Salford, M50 3XA",1200,Adinsight Ltd,01/07/2012,,,,,
1190850004650,"Car Space 93 Furness House, Furness Quay, Trafford Street, M50 3XA",400,Adinsight Ltd,01/07/2012,,,,,
1190850004662,"Car Spaces 113-115 Furness House, Trafford Road, Furness Quay, Salford, M50 3XA",1200,Adinsight Ltd,01/07/2012,,,,,
1190850004716,"Car Space 87 Furness House, Trafford Road, Furness Quay, Salford, M50 3XA",400,Adinsight Ltd,01/07/2012,,,,,
1190850004721,"Car Spaces 68-71 Furness House, Furness Quay, Trafford Road, Salford, M50 3XA",1600,Adinsight Ltd,01/07/2012,,,,,
1190850004723,"Car Space 10 Furness House , Furness Quay, Trafford Road, Salford, M50 3XA",400,Adinsight Ltd,01/07/2012,,,,,
1190850004724,"Car Space 11 Furness House, Furness Quay, Trafford Road, Salford, M50 3XA",400,Adinsight Ltd,01/07/2012,,,,,
1965810000329,"Unit 6, Southern Street, Worsley, Manchester, M28 3QN",30750,Adler & Allan Ltd,01/10/2011,,,,,
1963050003517,"Adler And Allan, Unit 3, Harcourt Street, Worsley, Manchester, M28 3GN",9400,Adler And Allan Ltd,22/11/2002,,,,,
1203130012034,"Room 218, Salford Innovation Forum, Winders Way, Salford, M6 6AR",1975,Adoption Matters,01/11/2014,Mandatory,,,,
1183650001011,"Unit N1 Buffalo Court, Kansas Avenue, Salford, ",10750,Adp Call Centre Ltd,01/04/2014,,,,,
1190010002513,"Unit A2, Michigan Avenue, South Stage, Salford, M50 2UW",32750,Adp Call Centres Ltd,01/04/2016,,,,,
1962090001731,"Unit 54 Oakhill Trading Estate, Devonshire Road, Worsley, Manchester, M28 3PT",13000,Adshead Ratcliffe & Co Limited,01/06/1993,,,,,
1746010029359,"27/35, Ellesmere  Street, Swinton, M27 0JT",38750,Advance Life Support Group,12/04/2003,Mandatory,,,,
1526630217006,"217, Bolton Road, Salford, M6 7HP",4400,Advance Recruitment Ltd,04/10/2008,Small Business Relief England,,,,
2172790001755,"J.S.N Interior Design, Louisa Street, Worsley, Manchester, M28 5BN",4100,Advanced Building (Nw) Ltd,01/01/2008,Small Business Relief England,,,,
1421110007024,"Unit 7, West Link Business Park, Guide Street, Salford, M50 2EW",13000,Advanced Computer Installations Ltd,01/04/2001,,,,,
0096633003351B,"33, Crescent, Salford, M5 4PF",10500,Advanced Hair Studios (Group) Ltd T/A Advanced Hair Studio (,01/07/2001,,,,,
969690025058,"Car Spaces 11-13, Hulme Street, Salford, M5 4PF",1500,Advanced Hair Studios (Group) Ltd T/A Advanced Hair Studio (,01/04/2012,,,,,
1854200644553,"Unit 5, Agecroft Enterprise Park, Shearer Way, Swinton, Manchester, M27 8WA",5800,Adventure Motorcycle Accessories Ltd,09/08/2011,Small Business Relief England,,,,
0119205008071A,"Suite 7 1 7th Floor, 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",43250,Aegon Uk Plc,03/06/2014,,,,,
968790009015,"Suite 3-4 1st Flr Unit 9, Knoll Street Industrial Estate, Great Clowes Street, Salford, M7 2EQ",2350,Affiliated Utilities Limited,03/04/2013,Small Business Relief England,,,,
855630001001,"Barry Brownstein, Unit 1, Trafalgar Business Park, Broughton Lane, Salford, M7 9TZ",15500,Affinity Knitwear Company Limited,15/04/2016,,,,,
855630001003,"Joseph And Joseph, Unit 1, Trafalgar Business Park, Broughton Lane, Salford, M7 9TZ",18000,Affinity Knitwear Company Limited,15/04/2016,,,,,
855630002113,"Unit 1, Pt 1st Flr, Trafalgar Business Park, Broughton Lane, Salford, M7 9TZ",6600,Affinity Knitwear Company Limited,15/04/2016,,,,,
1204870000022,"William Sutton Trust Comminity, Meeting Room 8, Elkanagh Gardens, Salford, M6 7LU",3250,Affinity Sutton Homes Limited,01/10/2011,Mandatory,,,,
1316150045522,"Affinity Sutton , Community Centre, Doveridge Gardens, Salford, M6 7LY",3400,Affinity Sutton Homes Limited,01/10/2011,Mandatory,,,,
1316150088000,"William Sutton Trust Community Office 8, Elkanagh Gardens, Salford, M6 7LU",7300,Affinity Sutton Homes Limited,01/10/2011,Mandatory,,,,
1203130011002,"11b, Frederick Road, Salford, M6 6NZ",4650,Afm Company 2015 Limited,15/10/2013,,EPRN,15/01/2014,,
1203130011005,"1st Flr, 11, Frederick Road, Salford, M6 6NZ",3350,Afm Company 2015 Limited,11/03/2013,,EPRN,11/09/2013,,
1186901010026,"F26,, The Designer Outlet, The Quays, Salford, M5 2DL",29250,Ag Retail Cards Ltd T/A Clintons,18/06/2012,,,,,
1855890016011,"Clifton House, The Green, Swinton, Manchester, M27 8QL",2650,Age Concern  Salford,01/04/1992,Mandatory,,,,
101690108006,"108, Church Street, Eccles, Manchester, M30 0DA",29000,Age Concern Salford,06/10/2006,Mandatory,,,,
1420030033002,"The Booths Centre, 33, Eccles Old Road, Salford, M6 7AP",9300,Age Concern Salford,01/04/2013,Mandatory,,,,
1744990067001,"Critchley House, Chorley Road, Swinton, Manchester, ",2600,Age Concern Salford,01/07/2013,Mandatory,,,,
105590216009,"216, Monton Road,  Eccles, Manchester, M30 9LJ",10000,Age Uk,29/09/2000,Mandatory,,,,
1189070006223,"Agecroft Rowing Club Adj, 15, The Quays, Salford, M50 3SQ",11750,Agecroft Rowing Club,18/02/2004,Community Amateur Sports Club ,,,,
1207390006023,"Suite 18 6th Floor, St James House , Pendleton Way , Salford , M6 5FW",1400,Agenzia 14 Limited,19/12/2016,Small Business Relief England,,,,
1422490000013,"Aggregate Industries Uk Ltd, Mode Wheel Road South, Salford, M5 2DG",111000,Aggregate Industries U K Limited,03/10/2000,,,,,
100130002038,"Suite 2 2nd Flr , Orbit House, Albert Street, Eccles, M30 0LJ",5400,Aichison Rafferty (Commercial) Limited,01/04/2016,,,,,
1313990209209,"209, Langworthy Road, Salford, M6 5PW",5600,Aiko Tech Ltd,16/06/2011,Small Business Relief England,,,,
855630000004,"Unit 4 , 116, Broughton Lane, Salford, M7 1UF",7700,Aim Apparel (Mcr) Ltd,01/04/2015,Small Business Relief England,,,,
1858050330001,"Compound 1, Junction Business Park, Rake Lane, Swinton, Manchester, M27 8LU",12000,Ainscough Brothers Llp,01/06/2012,,,,Empty,01/06/2012
1858050330002,"Compound 2, Junction Business Park, Rake Lane, Swinton, Manchester, M27 8LU",3700,Ainscough Brothers Llp,24/03/2010,,,,Empty,24/03/2010
1858050333029,"Suite 100, Junction Business Park, Rake Lane, Swinton, Manchester, M27 8LU",1875,Ainscough Brothers Llp,01/08/2016,,,,Empty,01/08/2016
1858050333031,"Suite 102, Junction Business Park, Rake Lane, Swinton, Manchester, M27 8LU",1225,Ainscough Brothers Llp,30/06/2014,,,,Empty,30/06/2014
1858050333049,"Ainscough Johnson Ltd, Junction Business Park, Rake Lane, Swinton, Manchester, M27 8LU",6200,Ainscough Brothers Llp,04/01/2010,,EPRN,01/04/2011,,
1858050333050,"Compound 8, Junction Business Park, Rake Lane, Swinton, Manchester, M27 8LU",6800,Ainscough Brothers Llp,01/10/2010,,,,Empty,01/04/2011
1858050333052," , Suite 108, Junction Business Park, Rake Lane, Swinton, Manchester, M27 8LU",1000,Ainscough Brothers Llp,15/11/2010,,,,Empty,15/11/2010
1858050333143,"Units 17-18 , Junction Business Park, Rake Lane, Swinton, M27 8LU",11750,Ainscough Brothers Llp,26/07/2017,,,,Empty,26/07/2017
1858050333147,"Suite 103 Junction House, Junction Business Park, Rake Lane, Swinton, Manchester, M27 8LU",1275,Ainscough Brothers Llp,01/03/2015,,,,Empty,01/03/2015
1858050333151,"Junction House , Suite 105, Junction Business Park, Rake Lane, Swinton, Manchester, M27 8LU",2550,Ainscough Brothers Llp,09/12/2016,,,,Empty,09/12/2016
1858050333201,"Compound 5, Junction Business Park, Rake Lane, Swinton, Manchester, M27 8LU",10250,Ainscough Brothers Llp,01/11/2011,,,,Empty,01/11/2011
1185630021000,"Air Handlers Northern Ltd, Bute Street, Salford, M50 1DU",124000,Air Handlers (Northern) Ltd,26/11/2002,,,,,
535720000494,"Linde Gas Uk, Northbank Industrial Estate, Sorby Road, Irlam, Manchester, M44 5BL",125000,Air Liquide Ltd,01/04/2013,,,,,
0152753001151A,"Advertising Right No 5467 Gable 11, Claremont Road, Salford, M6 7GP",1175,Air Outdoor Media Ltd,13/01/2017,,,,,
1186130000019,"Air Products Plc, Broadway, Salford, ",8900,Air Products Plc,01/04/1992,,,,,
2175190037575,"Air Products Uk Limited, Sharp Street, Worsley, Manchester, M28 3LX",89000,Air Products Plc,01/04/1992,,,,,
972790000153,"Car Spaces 48-53 Lower Level,  ,  , West Riverside Car Park, Quay Street, Salford, M3 5AA",12000,Air Resources Limited,02/09/2016,,,,,
972790000186,"Car Space 1 Lower Level , West Riverside Car Park, Quay Street, Salford, M3 5AA",2000,Air Resources Limited,01/02/2013,,,,,
972790000189,"Car Space 5 Lower Level , West Riverside Car Park, Quay Street, Salford, M3 5AA",2000,Air Resources Limited,01/02/2013,,,,,
972790000280,"Car Space 12 Lower Level, West Riverside Car Park, Quay Street, Salford, M5 3AA",2000,Air Resources Limited,01/02/2013,,,,,
972790000556,"Car Space 33 Lower Level, West Riverside Car Park, Quay Street, Salford, M3 5AA",2000,Air Resources Limited,01/02/2013,,,,,
972900040406,"4th Flr Cloister House & 4th Flr South Wing , Delphian House, New Bailey Street, Salford, M3 5FS",118000,Air Resources Limited,02/09/2016,,,,,
972790000182,"Car Spaces 7-8 Lower Level , West Riverside Car Park, Quay Street, Salford, M5 3AA",4000,Air Resources Ltd,01/02/2013,,,,,
972790000557,"Car Space 34 Lower Level, West Riverside Car Park, Quay Street, Salford, M3 5AA",2000,Air Resources Ltd,01/02/2013,,,,,
972790000558,"Car Space 35 Lower Level, West Riverside Car Park, Quay Street, Salford, M3 5AA",2000,Air Resources Ltd,01/02/2013,,,,,
319670002021,"2a, Gee Lane, Eccles, Manchester, M30 8WH",7900,Air Services & Systems Europe Ltd,01/04/2015,Small Business Relief England,,,,
321110816005,"Airport Garage Barton Ltd, Liverpool Road, Eccles, Manchester, M30 7RX",5000,Airport Garage (Barton) Ltd,01/04/1992,Small Business Relief England,,,,
106070174089,"Unit A3 Lyntown Trading Estate, Old Wellington Road, Eccles, Manchester, M30 9QG",20250,Airsource Ventilation Ltd,13/01/2014,,,,,
0010607017430B," , Units B1 And B2, Lyntown Trading Estate, Old Wellington Road, Eccles, Manchester, M30 9QG",51500,Airsource Ventilation Ltd,30/09/2011,,,,,
162500000000,"Airwave (Man007) At Peel House, Peel Street,  Eccles, Manchester, M30 0NG",12750,Airwave Solutions Limited,01/04/2010,,,,,
535720200038,"Mmo2 Site No Man048d, Northbank Industrial Park, Huntsman Drive, Irlam, M44 5EG",7300,Airwave Solutions Limited,01/04/2005,,,,,
975270000000,"Airwave (Man001) At Highland House, Victoria Bridge Street, Salford, M3 5AS",12750,Airwave Solutions Limited,18/06/2010,,,,,
1311500000000,"Airwave (Man015) At , Fitzwarren Court, Salford , M6 5LL",12750,Airwave Solutions Limited,01/04/2010,,,,,
100130001040,"Car Space 145, Orbit House, Albert Street, Eccles, Manchester, M30 0LJ",375,Aitchison Rafferty Ltd,24/08/2006,,,,,
1745530001530,"Unit 4 Deans Trading Estate , Deans Road, Swinton, Manchester, M27 0JF",30000,Aj Bell (Pp) Trustees Limited,24/01/2014,,,,,
2285470020000,"Ivory Lodge, 20, Mill Brow, Worsley, M28 2WL",5100,Aj Technology Ltd,07/11/2008,Small Business Relief England,,,,
1419970225009,"Gnd Floor, 225, Eccles New Road, Salford, M5 4QG",4600,Akaad Afro Caribbean Food Store Ltd,20/09/2011,Small Business Relief England,,,,
426100000152,"Units 3, Wharfside Business Park, Irlam Wharf Road, Irlam, M44 5PN",20250,Akaal Group Plc,17/08/2017,,EPRI,17/08/2017,,
214610000520,"Akcros Chemicals, Bentcliffe Way, Eccles, Manchester, M30 0ED",415000,Akcros Chemicals Ltd,14/05/2010,,,,,
641130016002,"16, King Edwards Buildings, Bury Old Road, Salford, M8 4QJ",11750,Akshar Rup Ltd,20/05/2016,Small Business Relief England,,,,
966090001016,"Acf Car Finance Ltd , 1, Comus Street, Salford, M5 3BQ",40500,Al.Murad D.I.Y. Limited,01/01/2016,,EPRI,25/01/2016,,
